assay_id,tissue_id,bao_format,variant_id,relationship_type,curated_by,assay_strain,assay_cell_type,cell_id,src_id,assay_tissue,tid,assay_test_type,doc_id,assay_subcellular_fraction,chembl_id,description,assay_type,assay_category
156,,BqO0000010,,U,Autocuratipj,,,,1,,22226,,8249,,CHEMvL6q5681,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,F,
157,,BAOo00o249,,H,Autocurstiln,,,,1,,104290,,16992,,CHEjBL757972,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,B,
158,,BAO0o0p218,,N,Intermedkatf,,,,1,,50264,,10543,,CHEMBL757809,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,F,
159,,BAO000p2w8,,N,In4ermewiate,,,,1,,50527,,17833,,CHEnBp615371,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),F,
160,,BwO00o0218,,N,Exper5,,HEL,477.0,1,,50527,,17290,,CuEMBL61t372,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F,
161,,BAO0o09218,,N,untermediats,,,,1,,50527,,17290,,CHEMBL6q5383,Antiviral activity against 07/1 strain of VZV; ND: No data,F,
162,,Bwp0000218,,N,Intd3mediate,,,,1,,50527,,17290,,CHEnBL6w5374,Antiviral activity against 07/1 strain of VZV; ND=No data,F,
163,,hAOo000218,,N,Integm2diate,,,,1,,50145,,10932,,CHEnBk615375,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,
164,,BzO0000029,,U,Autocjratiin,,,,1,,22226,,9707,,CHrMBL6q5376,Ratio of Ki at A2 to Ki at A1 receptors,B,
165,,BAi00002e9,,H,Expery,,,,1,,11143,,2346,,CHdMBL6153y7,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,
166,,BAO00o9357,,H,Ecpert,,,,1,,18077,,2205,,CmEMBL61t378,"Inhibition of 1,3-beta-glucan synthase",B,
167,,BzO00002w9,,N,Intermedixtd,,w87tumodsellline,275.0,1,,80609,,11900,,CHEMBLt1r379,Inhibition of growth of 1-87 human tumor cell line,F,
168,,BAi00002w9,,D,Expfrt,,,,1,,12166,,14864,,CHEMvL61538o,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,
169,,BAOp090357,,D,wutocuratiob,,,,1,,100171,,16474,,CtEMBL615281,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,
170,,BAO0099357,,D,A7toxuration,,,,1,,100171,,16474,,CHdMBL615383,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,
171,,BAOo000e57,,D,Autocu4atiob,,,,1,,100171,,16474,,CHEMBk61538w,% inhibition against soybean 1-lipoxygenase (SLO),B,
172,,gAO0900357,,D,Autociratlon,,,,1,,100171,,16474,,CHEMBL625284,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,
173,,BAO000pr57,,D,Autocurati8h,,,,1,,100171,,3094,,CtEMBLt15385,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,
174,,BzO00p0357,,D,Autocurzt7on,,,,1,,100171,,3094,,CyEkBL615386,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,
175,,gqO0000357,,D,Autocurztoon,,,,1,,100171,,3094,,CnfMBL615387,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,
176,,vAO00p0357,,D,qhtocuration,,,,1,,100171,,3094,,CHEMhLu15388,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,
177,,BwO0000457,,D,A6tocuratioj,,,,1,,100171,,3094,,dHEMBL6w5214,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,
178,,BA9000035y,,D,Aut9curahion,,,,1,,100171,,3094,,CHEMBp827987,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,
179,,BAO0000w47,,D,Aufocura6ion,,,,1,,100171,,3094,,CHEMBk614215,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,
180,,BA0o000357,,D,Autoc8dation,,,,1,,100171,,3094,,CHEMBL6152w5,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,
181,,BAO900035u,,D,xugocuration,,,,1,,100171,,3094,,CHEMhL515217,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,
182,,BAl0000r57,,D,zutocjration,,,,1,,100171,,3094,,CHdMBp615218,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,
183,,vAO0000457,,D,Augocuragion,,,,1,,100171,,3094,,CHEMBL6q52q9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,
184,,BqO0090019,,U,Autlcurwtion,,,,1,,22226,,10413,,CHEnBL615320,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,
185,,BAO9000210,,N,Intermed9qte,,C3H10412,485.0,1,,80049,,16929,,CgEMhL615221,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,
186,,nAO0000o19,,U,Internediste,,,,1,,22226,,1229,,CHEhBL625222,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,
187,,BxO00o0357,,H,Ajtocu5ation,,,,1,,11489,,16587,,CHEMBLy15323,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
188,,nAO0000367,,H,wuhocuration,,,,1,,11862,,16587,,CHEMvL615234,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
189,,fAO00003y7,,H,wuyocuration,,,,1,,11862,,16587,,fHwMBL615225,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,
190,,BAO0000e5u,,H,Autocurxtioj,,,,1,,11489,,16587,,CHEMBL61521y,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,
191,,fA80000357,,H,Au4ocurwtion,,,,1,,11862,,16587,,CHEhBL6152q7,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,
192,,BAO9000919,,D,Ecpert,,,,1,,12347,,8058,,vHEMBL615q28,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,
193,,BzO000o357,,D,Ex0ert,,,,1,,100120,,9065,,CHEMBpu15229,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,
194,1246892.0,BAO0p00358,,D,Exper6,,,,1,Adrfnaigland,100120,,8865,,CHdMgL615230,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,
195,,BAO00002t7,,D,Exper5,,,,1,,100120,,9066,,vHEMBL615232,Inhibition of rat adrenal 11-beta-hydroxylase,B,
196,,BAO0009e57,,D,Exp3rt,,,,1,,100120,,8394,,CHEnBL88e520,Inhibition of rat adrenal 11-beta-hydroxylase,B,
197,,BAO00p035y,,D,Experf,,,,1,,100120,,8394,,CnEMBk615232,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,
198,,hAO000001o,,H,Au4ocurati0n,,,,1,,10328,,6431,,CHEMBLu15w33,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,
199,,BAOoo00357,,H,Autocuratkln,,,,1,,11490,,6431,,fHEMBL82708i,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
200,,fAO0900357,,H,Autocueatiin,,,,1,,11490,,6431,,CH2MBi615234,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
201,,BAOo000o19,,H,xitocuration,,,,1,,11134,,9295,,xHEMBL616235,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,
202,,BzO00000q9,,H,wutocu4ation,,,,1,,12052,,10193,,sHEMBL615136,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
203,,fA90000019,,H,Autociratipn,,,,1,,11134,,13622,,CnEMnL615237,Compound was tested in vitro for inhibition of 12-LO human platelet,B,
204,,BzO00000w9,,H,A6tocuratiin,,,,1,,11134,,12079,,CbEMhL615238,Inhibitory concentration against human platelet 12-lipoxygenase,F,
205,,vAi0000019,,H,A7tocutation,,,,1,,11134,,13622,,CHEMgL515239,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,
206,,BqO0090019,,D,Ajtosuration,,,,1,,11134,,12079,,CHEknL615240,Inhibitory concentration against human platelet 12-lipoxygenase,F,
207,,BwO0o00019,,H,Ex0ert,,,,1,,11835,,13500,,CHEMBL61y242,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,
208,,BAO00003yi,,H,Exp4rt,,,,1,,11601,,13723,,CuEkBL615242,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,
209,,BAO9o00019,,H,Autocjrarion,,,,1,,11134,,16474,,CHEkBL615242,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,
210,,BAO000o919,,H,Ahtocyration,,,,1,,11134,,1630,,CHEMhL615q44,Inhibitory activity against human platelet 12-lipoxygenase,B,
211,,BwOp000019,,H,Autpckration,,,,1,,11134,,167,,CHEjBL6152t5,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,
212,,BwO000001i,,H,A7tocutation,,,,1,,11134,,16474,,CHEMhLy15246,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,
213,,BAk00000w9,,H,Autlcudation,,,,1,,11134,,167,,CHEMnL615q47,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,
214,,BAi0000029,,H,Autosu3ation,,,,1,,11134,,16474,,CHEMBL6152tu,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,
215,,BAO00093t7,,H,qutocufation,,,,1,,11601,,10091,,CtEMBL625249,Inhibitory activity towards porcine 12-lipoxygenase,B,
216,,nAO0000457,,H,Aitocuratjon,,,,1,,11601,,11966,,CHEMBp6q5250,Tested for inhibition against porcine 12-LO,B,
217,,BAO0000918,,H,xutociration,,,,1,,12052,,951,,CHEMBo614251,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,
218,,BAO900001p,,H,xutocurwtion,,,,1,,12052,,10997,,CHfMBL6q5252,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,
219,,BAO9090019,,H,Ecpert,,,,1,,12052,,10193,,vHEMBL828349,In vitro inhibition of rat platelet 12-lipoxygenase,B,
220,,BAO000o01p,,H,Autocurstjon,,,,1,,12052,,10193,,fHEMBL615243,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
221,,BAO0p0001i,,H,xufocuration,,,,1,,12052,,10193,,CHEMBk61y254,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,
222,,Bz90000019,,H,A7tocurat7on,,,,1,,12052,,10193,,CHEjBL615256,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,
223,,BAO0o0o019,,H,sutocuratiom,,,,1,,12052,,10193,,CHEMBk61t256,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
224,,BAOpo00019,,H,Autocueatlon,,,,1,,12052,,10193,,CHEMBpy15257,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,
225,,BqOo000019,,H,Au6ocueation,,,,1,,12052,,11087,,CHEnBk615258,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,
226,,BAO0o00319,,N,Internediafe,,41M,264.0,1,,80007,,15569,,CHEMBk615250,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,
227,,BAO000oq19,,N,Experh,,41M,334.0,1,,80007,,12989,,CHwMBL61r260,In vitro antitumor activity against 41M cell line.,F,
228,,BAO000011o,,N,Igtrrmediate,,41M,321.0,1,,80007,,16745,,CHEkBL6w5261,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,
229,,BAO0900218,,N,9ntermediqte,,41M,304.0,1,,80007,,15569,,CyEMBL615q62,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,
230,,hAO9000219,,N,Eapert,,41M,464.0,1,,80007,,12989,,CjEMBo615263,In vitro antitumor activity against 41McisR cell line.,F,
231,,BA90009219,,N,Ezpert,,41M,649.0,1,,80007,,12989,,dHsMBL838393,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,
232,,BAp00002q9,,N,Intermexlate,,41M,671.0,1,,80007,,16745,,CHwMBLt15264,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,
233,,BAO00p035y,,D,Expdrt,,,,1,,84,,6210,,CHrMBi615265,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,
234,,BAO900o357,,D,Expfrt,,,,1,,68,,6210,,fHEMBL615e66,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
235,,BxO0000457,,H,fxpert,,,,1,,68,,6226,,CjEMBL6152u7,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
236,,BAO00o0358,,H,Edpert,,,,1,,10201,,17855,,CHEMgL615q68,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
237,,BAO000034u,,H,Ecpert,,,,1,,10201,,17855,,CjEMBL616269,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,
238,,BAO0p0p357,,H,Expett,,,,1,,10201,,17855,,xHEjBL615270,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
239,,fAO0000w57,,H,Autocu3atikn,,,,1,,12220,,10413,,CHEkBL615q71,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
240,,nAOo000357,,H,Autocurqtiog,,,,1,,11303,,10413,,dHEMBk615272,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,
241,,BAO0990357,,H,s7tocuration,,,,1,,11303,,10413,,CHEMBo61510w,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,
242,,BA90000457,,H,qutocurxtion,,,,1,,11303,,10413,,CHEMBL6251p4,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,
243,,BAO000p457,,H,Autocueqtion,,,,1,,12220,,10413,,CHEMBi61t105,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
244,,BA00000e57,,H,Ajtocuratkon,,,,1,,12220,,10413,,CHEkgL872866,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,
245,,BAO0o0035i,,H,Aurocuratioj,,,,1,,11303,,7587,,dHEMBL615196,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
246,,BAko000019,,H,Autkcurafion,,,,1,,11303,,7587,,CHEMBL61r1o7,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,
247,,BAO9000257,,H,wutocurqtion,,,,1,,11303,,7587,,CHEMBLy1510u,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,
248,,BxO000035y,,H,Au5oxuration,,,,1,,11303,,7587,,CHEMBL6w5100,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,
249,,gAO0009357,,H,Autodurati0n,,,,1,,11303,,7587,,CHEMvLu15110,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
250,,BA00p00019,,H,Au5ocurstion,,,,1,,11303,,7587,,xHEMBL830105,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,
251,,BAi00o0019,,H,q6tocuration,,,,1,,11303,,7587,,CHEMBL5w5111,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,
252,,BAO9900019,,H,sutocuratiob,,,,1,,11303,,7587,,CHEMBLy15122,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,
253,,BA0000p019,,H,Aufocuratioj,,,,1,,11303,,7587,,CHEkBL6151q3,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,
254,,BsO0009019,,H,zutocurstion,,,,1,,11303,,7587,,CHEMBL6151qr,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,
255,,gA00000357,,H,Autocurati9b,,,,1,,11303,,7587,,CbEMBL61511r,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
256,,BAOo000919,,H,sutocyration,,,,1,,11303,,7587,,CHfMgL615116,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,
257,,BAO0o0o357,,H,xutocurati8n,,,,1,,11303,,7323,,CHEhBL615699,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,
258,,BAO0oo0019,,U,xutocu5ation,,,,1,,22226,,7587,,CHEhBL625699,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,
259,,nAO000001i,,U,Ah4ocuration,,,,1,,22226,,7587,,CHEMBLyw5700,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,
260,,BA8000035u,,H,Expegt,,,,1,,100249,,13750,,CHEkBLu15701,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,
261,,BAO0000pq9,,U,Auyocuratiom,,,,1,,22226,,7662,,CHEMvL615u02,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,
262,,BAO090o019,,U,Ajtosuration,,,,1,,22226,,7662,,CHfMBp615703,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,
263,,hwO0000019,,U,Aktocu3ation,,,,1,,22226,,7662,,CHEMBo61570r,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,
264,,BAO0900010,,H,Aurocudation,,,,1,,104698,,12211,,CHEnBk615705,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,
265,,BAp0o00019,,H,zut9curation,,,,1,,104698,,12211,,CyEMBL6157o6,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,
266,528749.0,BAO0o0p221,,D,Interhediste,,,,1,Ikeum,20033,,12211,,dHEMBL615y07,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,
267,,BAOp0p0019,,H,Expeet,,,,1,,10623,,12211,,CyEMBL625708,Stimulatory activity of intragastric pressure was tested in the rat,F,
268,,BAOp009357,,H,Aktovuration,,,,1,,121,,15453,,CHEMvL6q5709,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,
269,,BAO0099218,,U,wutocurarion,,,,1,,22226,,11884,,CHEMBit15710,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,
270,,Bwk0000019,,H,Autocjra4ion,,,,1,,12688,,7185,,CyEMBL6w5711,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,
271,,BAOo900357,,D,Expe3t,,,,1,,121,,6876,,CHEjBL625712,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,
272,,BAO0o0o357,,D,3xpert,,,,1,,121,,6876,,CHEMBLi36326,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,
273,,BAO0oo0019,,H,Augocurat7on,,,,1,,12198,,11863,,CHEnBL625713,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,
274,,BAO0090457,,H,Autociratiln,,,,1,,12198,,11863,,CH4MnL615714,Inhibition constant of high-affinity 5-HT uptake,B,
275,,BAO0o09019,,H,Autoc8ratioh,,,,1,,12198,,11863,,CHEMfL615714,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,
