assay_id,confidence_score,src_assay_id,bao_format,curated_by,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
181,9,,BAO_0000357,Autocuration,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,Glycine max,3847.0,
182,9,,BAO_0000357,Autocuration,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,Glycine max,3847.0,
183,9,,BAO_0000357,Autocuration,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,Glycine max,3847.0,
184,0,,BAO_0000019,Autocuration,,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,Mus musculus,10090.0,
185,1,,BAO_0000219,Intermediate,,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,Mus musculus,10090.0,
186,0,,BAO_0000019,Intermediate,,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,
187,8,,BAO_0000357,Autocuration,,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
188,8,,BAO_0000357,Autocuration,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
189,8,,BAO_0000357,Autocuration,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,8,,BAO_0000357,Autocuration,,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,8,,BAO_0000357,Autocuration,,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,9,,BAO_0000019,Expert,,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,Bos taurus,9913.0,
193,9,,BAO_0000357,Expert,,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,Rattus norvegicus,10116.0,
194,9,,BAO_0000357,Expert,2369.0,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Rattus norvegicus,10116.0,
195,9,,BAO_0000357,Expert,,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
196,9,,BAO_0000357,Expert,,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
197,9,,BAO_0000357,Expert,,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,10116.0,
198,8,,BAO_0000019,Autocuration,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,8,,BAO_0000357,Autocuration,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,8,,BAO_0000357,Autocuration,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,8,,BAO_0000019,Autocuration,,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,8,,BAO_0000019,Autocuration,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,8,,BAO_0000019,Autocuration,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,8,,BAO_0000019,Autocuration,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,8,,BAO_0000019,Autocuration,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,9,,BAO_0000019,Autocuration,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,9606.0,
207,8,,BAO_0000019,Expert,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,8,,BAO_0000357,Expert,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,8,,BAO_0000019,Autocuration,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,8,,BAO_0000019,Autocuration,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,8,,BAO_0000019,Autocuration,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,8,,BAO_0000019,Autocuration,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,8,,BAO_0000019,Autocuration,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,8,,BAO_0000019,Autocuration,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,8,,BAO_0000357,Autocuration,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,8,,BAO_0000357,Autocuration,,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,8,,BAO_0000019,Autocuration,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,8,,BAO_0000019,Autocuration,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,8,,BAO_0000019,Expert,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,8,,BAO_0000019,Autocuration,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,8,,BAO_0000019,Autocuration,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,8,,BAO_0000019,Autocuration,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,8,,BAO_0000019,Autocuration,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,8,,BAO_0000019,Autocuration,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,8,,BAO_0000019,Autocuration,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,1,,BAO_0000219,Intermediate,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
227,1,,BAO_0000219,Expert,,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0,
228,1,,BAO_0000219,Intermediate,,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0,
229,1,,BAO_0000219,Intermediate,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
230,1,,BAO_0000219,Expert,,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0,
231,1,,BAO_0000219,Expert,,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0,
232,1,,BAO_0000219,Intermediate,,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0,
233,9,,BAO_0000357,Expert,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0,
234,9,,BAO_0000357,Expert,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0,
235,8,,BAO_0000357,Expert,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,8,,BAO_0000357,Expert,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,8,,BAO_0000357,Expert,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,8,,BAO_0000357,Expert,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,8,,BAO_0000357,Autocuration,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,8,,BAO_0000357,Autocuration,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
241,8,,BAO_0000357,Autocuration,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
242,8,,BAO_0000357,Autocuration,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0,
243,8,,BAO_0000357,Autocuration,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,8,,BAO_0000357,Autocuration,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,8,,BAO_0000357,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
246,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
247,8,,BAO_0000357,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
248,8,,BAO_0000357,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
249,8,,BAO_0000357,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
250,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
251,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
252,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
253,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0,
254,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
255,8,,BAO_0000357,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
256,8,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
257,8,,BAO_0000357,Autocuration,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,0,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
259,0,,BAO_0000019,Autocuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0,
260,8,,BAO_0000357,Expert,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0,
261,0,,BAO_0000019,Autocuration,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
262,0,,BAO_0000019,Autocuration,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
263,0,,BAO_0000019,Autocuration,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0,
264,6,,BAO_0000019,Autocuration,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,6,,BAO_0000019,Autocuration,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,9,,BAO_0000221,Intermediate,2116.0,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0,
267,8,,BAO_0000019,Expert,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,8,,BAO_0000357,Autocuration,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,0,,BAO_0000218,Autocuration,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116.0,
270,8,,BAO_0000019,Autocuration,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,9,,BAO_0000357,Expert,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606.0,
272,9,,BAO_0000357,Expert,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606.0,
273,8,,BAO_0000019,Autocuration,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,8,,BAO_0000357,Autocuration,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,8,,BAO_0000019,Autocuration,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,8,,BAO_0000019,Autocuration,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,4,,BAO_0000019,Autocuration,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,8,,BAO_0000019,Expert,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,8,,BAO_0000357,Expert,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,9913.0,
280,5,,BAO_0000224,Autocuration,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
281,4,,BAO_0000224,Autocuration,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,4,,BAO_0000249,Autocuration,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,4,,BAO_0000249,Autocuration,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,4,,BAO_0000019,Autocuration,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,8,,BAO_0000019,Autocuration,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,8,,BAO_0000221,Autocuration,10000000.0,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
287,8,,BAO_0000221,Autocuration,10000000.0,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,
288,8,,BAO_0000221,Autocuration,10000000.0,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
289,8,,BAO_0000218,Autocuration,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,9,,BAO_0000019,Intermediate,,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,10141.0,
291,8,,BAO_0000219,Autocuration,,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,8,,BAO_0000357,Autocuration,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,9,,BAO_0000019,Expert,,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,10116.0,
294,8,,BAO_0000019,Expert,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,8,,BAO_0000019,Expert,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,8,,BAO_0000019,Expert,,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,8,,BAO_0000019,Expert,,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,8,,BAO_0000019,Autocuration,,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
