assay_id,assay_type,assay_test_type,assay_tax_id,assay_strain,tid,curated_by,description,src_assay_id,chembl_id,assay_category,doc_id,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,relationship_type
164,B,,,,22226,Autocuration,Ratio of Ki at A2 to Ki at A1 receptors,,CHEMBL615376,,9707,,,,,U
165,B,,5476.0,,11143,Expert,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,CHEMBL615377,,2346,Candida albicans,,,,H
166,B,,284593.0,,18077,Expert,"Inhibition of 1,3-beta-glucan synthase",,CHEMBL615378,,2205,Candida glabrata CBS 138,,,,H
167,F,,9606.0,,80609,Intermediate,Inhibition of growth of 1-87 human tumor cell line,,CHEMBL615379,,11900,Homo sapiens,,1-87 tumor cell line,,N
168,B,,10116.0,,12166,Expert,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,CHEMBL615380,,14864,Rattus norvegicus,,,,D
169,B,,3847.0,,100171,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO),,CHEMBL615381,,16474,Glycine max,,,,D
170,B,,3847.0,,100171,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,CHEMBL615382,,16474,Glycine max,,,,D
171,B,,3847.0,,100171,Autocuration,% inhibition against soybean 1-lipoxygenase (SLO),,CHEMBL615383,,16474,Glycine max,,,,D
172,B,,3847.0,,100171,Autocuration,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,CHEMBL615384,,16474,Glycine max,,,,D
173,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,CHEMBL615385,,3094,Glycine max,,,,D
174,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,CHEMBL615386,,3094,Glycine max,,,,D
175,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,CHEMBL615387,,3094,Glycine max,,,,D
176,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,CHEMBL615388,,3094,Glycine max,,,,D
177,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,CHEMBL615214,,3094,Glycine max,,,,D
178,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,CHEMBL827087,,3094,Glycine max,,,,D
179,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,CHEMBL615215,,3094,Glycine max,,,,D
180,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,CHEMBL615216,,3094,Glycine max,,,,D
181,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,CHEMBL615217,,3094,Glycine max,,,,D
182,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,CHEMBL615218,,3094,Glycine max,,,,D
183,B,,3847.0,,100171,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,CHEMBL615219,,3094,Glycine max,,,,D
184,B,,10090.0,,22226,Autocuration,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,CHEMBL615220,,10413,Mus musculus,,,,U
185,F,,10090.0,,80049,Intermediate,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,CHEMBL615221,,16929,Mus musculus,,C3H 10T1/2,,N
186,F,,,,22226,Intermediate,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,CHEMBL615222,,1229,,,,,U
187,B,,,,11489,Autocuration,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,CHEMBL615223,,16587,,,,,H
188,B,,,,11862,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,CHEMBL615224,,16587,,,,,H
189,B,,,,11862,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,CHEMBL615225,,16587,,,,,H
190,B,,,,11489,Autocuration,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,CHEMBL615226,,16587,,,,,H
191,B,,,,11862,Autocuration,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,CHEMBL615227,,16587,,,,,H
192,F,,9913.0,,12347,Expert,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,CHEMBL615228,,8058,Bos taurus,,,,D
193,B,,10116.0,,100120,Expert,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,CHEMBL615229,,9065,Rattus norvegicus,,,,D
194,B,,10116.0,,100120,Expert,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,CHEMBL615230,,8865,Rattus norvegicus,Adrenal gland,,,D
195,B,,10116.0,,100120,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,,CHEMBL615231,,9066,Rattus norvegicus,,,,D
196,B,,10116.0,,100120,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,,CHEMBL884520,,8394,Rattus norvegicus,,,,D
197,B,,10116.0,,100120,Expert,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,CHEMBL615232,,8394,Rattus norvegicus,,,,D
198,B,,,,10328,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,CHEMBL615233,,6431,,,,,H
199,B,,,,11490,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,CHEMBL827088,,6431,,,,,H
200,B,,,,11490,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,CHEMBL615234,,6431,,,,,H
201,F,,,,11134,Autocuration,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,CHEMBL615235,,9295,,,,,H
202,B,,,,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,CHEMBL615236,,10193,,,,,H
203,B,,,,11134,Autocuration,Compound was tested in vitro for inhibition of 12-LO human platelet,,CHEMBL615237,,13622,,,,,H
204,F,,,,11134,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,,CHEMBL615238,,12079,,,,,H
205,B,,,,11134,Autocuration,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,CHEMBL615239,,13622,,,,,H
206,F,,9606.0,,11134,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,,CHEMBL615240,,12079,Homo sapiens,,,,D
207,B,,,,11835,Expert,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,CHEMBL615241,,13500,,,,,H
208,B,,,,11601,Expert,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,CHEMBL615242,,13723,,,,,H
209,B,,,,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,CHEMBL615243,,16474,,,,,H
210,B,,,,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase,,CHEMBL615244,,1630,,,,,H
211,B,,,,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,CHEMBL615245,,167,,,,,H
212,B,,,,11134,Autocuration,% inhibition against human platelet 12-lipoxygenase (12-HLO),,CHEMBL615246,,16474,,,,,H
213,B,,,,11134,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,CHEMBL615247,,167,,,,,H
214,B,,,,11134,Autocuration,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,CHEMBL615248,,16474,,,,,H
215,B,,,,11601,Autocuration,Inhibitory activity towards porcine 12-lipoxygenase,,CHEMBL615249,,10091,,,,,H
216,B,,,,11601,Autocuration,Tested for inhibition against porcine 12-LO,,CHEMBL615250,,11966,,,,,H
217,B,,,,12052,Autocuration,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,CHEMBL615251,,951,,,,,H
218,B,,,,12052,Autocuration,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,CHEMBL615252,,10997,,,,,H
219,B,,,,12052,Expert,In vitro inhibition of rat platelet 12-lipoxygenase,,CHEMBL828340,,10193,,,,,H
220,B,,,,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,CHEMBL615253,,10193,,,,,H
221,B,,,,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,CHEMBL615254,,10193,,,,,H
222,B,,,,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,CHEMBL615255,,10193,,,,,H
223,B,,,,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,CHEMBL615256,,10193,,,,,H
224,B,,,,12052,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,CHEMBL615257,,10193,,,,,H
225,B,,,,12052,Autocuration,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,CHEMBL615258,,11087,,,,,H
226,F,,9606.0,,80007,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,CHEMBL615259,,15569,Homo sapiens,,41M,,N
227,F,,9606.0,,80007,Expert,In vitro antitumor activity against 41M cell line.,,CHEMBL615260,,12989,Homo sapiens,,41M,,N
228,F,,9606.0,,80007,Intermediate,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,CHEMBL615261,,16745,Homo sapiens,,41M,,N
229,F,,9606.0,,80007,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,CHEMBL615262,,15569,Homo sapiens,,41M,,N
230,F,,9606.0,,80007,Expert,In vitro antitumor activity against 41McisR cell line.,,CHEMBL615263,,12989,Homo sapiens,,41M,,N
231,F,,9606.0,,80007,Expert,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,CHEMBL838393,,12989,Homo sapiens,,41M,,N
232,F,,9606.0,,80007,Intermediate,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,CHEMBL615264,,16745,Homo sapiens,,41M,,N
233,B,,9606.0,,84,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,CHEMBL615265,,6210,Homo sapiens,,,,D
234,B,,9606.0,,68,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,CHEMBL615266,,6210,Homo sapiens,,,,D
235,B,,,,68,Expert,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,CHEMBL615267,,6226,,,,,H
236,B,,,,10201,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,CHEMBL615268,,17855,,,,,H
237,B,,,,10201,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,CHEMBL615269,,17855,,,,,H
238,B,,,,10201,Expert,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,CHEMBL615270,,17855,,,,,H
239,B,,,,12220,Autocuration,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,CHEMBL615271,,10413,,,,,H
240,B,,562.0,,11303,Autocuration,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,CHEMBL615272,,10413,Escherichia coli,,,,H
241,B,,562.0,,11303,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,CHEMBL615103,,10413,Escherichia coli,,,,H
242,B,,562.0,,11303,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,CHEMBL615104,,10413,Escherichia coli,,,,H
243,B,,,,12220,Autocuration,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,CHEMBL615105,,10413,,,,,H
244,B,,,,12220,Autocuration,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,CHEMBL872866,,10413,,,,,H
245,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,CHEMBL615106,,7587,Sus scrofa,,,,H
246,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,CHEMBL615107,,7587,Sus scrofa,,,,H
247,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,CHEMBL615108,,7587,Sus scrofa,,,,H
248,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,CHEMBL615109,,7587,Sus scrofa,,,,H
249,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,CHEMBL615110,,7587,Sus scrofa,,,,H
250,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,CHEMBL840105,,7587,Sus scrofa,,,,H
251,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,CHEMBL615111,,7587,Sus scrofa,,,,H
252,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,CHEMBL615112,,7587,Sus scrofa,,,,H
253,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,CHEMBL615113,,7587,Sus scrofa,,,,H
254,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,CHEMBL615114,,7587,Sus scrofa,,,,H
255,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,CHEMBL615115,,7587,Sus scrofa,,,,H
256,B,,9823.0,,11303,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,CHEMBL615116,,7587,Sus scrofa,,,,H
257,B,,,,11303,Autocuration,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,CHEMBL615698,,7323,,,,,H
258,B,,9823.0,,22226,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,CHEMBL615699,,7587,Sus scrofa,,,,U
259,B,,9823.0,,22226,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,CHEMBL615700,,7587,Sus scrofa,,,,U
260,B,,4932.0,,100249,Expert,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,CHEMBL615701,,13750,Saccharomyces cerevisiae,,,,H
261,B,,10116.0,,22226,Autocuration,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,CHEMBL615702,,7662,Rattus norvegicus,,,,U
262,B,,10116.0,,22226,Autocuration,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,CHEMBL615703,,7662,Rattus norvegicus,,,,U
263,B,,10116.0,,22226,Autocuration,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,CHEMBL615704,,7662,Rattus norvegicus,,,,U
264,F,,,,104698,Autocuration,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,CHEMBL615705,,12211,,,,,H
265,F,,,,104698,Autocuration,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,CHEMBL615706,,12211,,,,,H
266,F,,10141.0,,20033,Intermediate,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,CHEMBL615707,,12211,Cavia porcellus,Ileum,,,D
267,F,,,,10623,Expert,Stimulatory activity of intragastric pressure was tested in the rat,,CHEMBL615708,,12211,,,,,H
268,B,,,,121,Autocuration,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,CHEMBL615709,,15453,,,,,H
269,F,,10116.0,,22226,Autocuration,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,CHEMBL615710,,11884,Rattus norvegicus,,,,U
270,F,,,,12688,Autocuration,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,CHEMBL615711,,7185,,,,,H
271,B,,9606.0,,121,Expert,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,CHEMBL615712,,6876,Homo sapiens,,,,D
272,B,,9606.0,,121,Expert,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,CHEMBL836325,,6876,Homo sapiens,,,,D
273,F,,,,12198,Autocuration,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,CHEMBL615713,,11863,,,,,H
274,B,,,,12198,Autocuration,Inhibition constant of high-affinity 5-HT uptake,,CHEMBL615714,,11863,,,,,H
275,F,,,,12198,Autocuration,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,CHEMBL615715,,11863,,,,,H
276,F,,,,12198,Autocuration,Maximum rate was determined for high affinity transport of 5-HT,,CHEMBL615716,,11863,,,,,H
277,F,,,,104714,Autocuration,Compound was tested for agonistic activity against 5-HT uptake,,CHEMBL615717,,4639,,,,,H
