Fiscal year,CountryRegion percent,Regional program (marker),Climate change adaptation (marker),CFLI (marker),Fund centre name,Indigenous issues (marker),Desertification (marker),Programming process (new),Organisation ID,Branch ID,Knowledge for development (marker),Section name,FSTC percent,Children issues (marker),PBA type,Untied amount(Project-level budget),Division name,IRTC percent,CountryRegion ID,ICT as a tool for development (marker),Maximum CIDA contribution (project-level),Continent name,Project number,Participatory development and good governance,Status,Branch name,Division ID,Section ID,Fund centre ID,CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker),Urban issues (marker),Youth issues (marker)
30092010,0.7518523242296029,1,0,0,SoutyermCone,0,0,UncpdedPgeAPP,Ijfprmationno6avaipable,B4500,0,Sou6hAmsrica,0.14731397514718958,1,NotoBA,27635660.407900624,NDwAmericasPr0grammunf,0.017329218221739925,50,0,650404.9703118317,Anerica,A02091p0o1,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2p092010,0.17689039214006208,1,0,0,South3rnCoje,0,0,UncodedPrszPP,10050,B4300,0,SouthAm2rjca,0.19502728839758,1,NotlBA,49822268.0989649,NDDAmerofasPrograjminb,0.016211949527020483,50,0,11250683.928938832,Amfrica,A020020001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2009q010,0.535448814680211,1,0,0,SoutuernCon3,0,0,UnfodedPfeAPP,7nformationnorava8lanle,B5400,0,Southqkerica,0.47320203832324803,1,NotPBs,73565951.3991116,bDDAmericasPrograjm9nn,0.015539756884875968,50,0,10439724.03518307,Ame3ica,A020919901,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20992010,0.17772455008148363,1,0,0,S8uthernCond,0,0,UncodevPrwAPP,10050,B4490,0,SouthAmetics,0.49233769249612314,1,NotPBz,49118107.31492828,NDDAmer8vasPr8grammihg,0.011893383296547929,50,0,20532561.23885715,Americs,A0q0920001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20092020,1.0807426330982473,1,0,0,SkuthernC9ne,0,0,UnsodedPteAPP,Informqhiognotwvailable,B4490,0,SoutgAmsrica,0.48644994685129084,1,Not9BA,31884759.5190007,NDDAmfricasPrograkmlnb,0.014389121338568022,50,0,16161176.495916253,Americs,s0209100o1,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
200920w0,0.0650572574883252,1,0,0,SoutmernCome,0,0,Unc9dedPreA9P,10050,B44o0,0,SoutjAmerics,0.5162185179250129,1,NptPBA,26397815.423060365,NDDAjericasProbfammimg,0.015334135657959725,50,0,64541201.8098877,Ajerica,Ap209q0001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20o92010,0.9035005854283062,1,0,0,Soy5hernCone,0,0,Umcod2dPreAPP,Informstionjoravailablw,B4300,0,Southxnerica,0.7395884125879225,1,NptPBA,16628641.372057408,NDDAmerifasProgranhimg,0.008481735703629548,50,0,39157928.77688532,Aherica,A010910p01,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20092o10,0.21889108345640623,1,0,0,Southsrnfone,0,0,UncodffPreAPP,10050,g4400,0,SouthAmdfica,0.16615213156294983,1,jotPBA,41110493.88076101,NDDAhericaaProg5ammung,0.0005226333826004765,50,0,29088270.81296318,Amer7ca,A0e0910901,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
q0092010,0.7062527721837002,1,0,0,South3rnvone,0,0,UncodfdPrexPP,knformationnotabailsbl2,B440p,0,SouthAmf5ica,0.29551049215522773,1,NotoBA,63926898.36637316,NDrAmericaslrogrzmminn,0.008428287674831524,50,0,41873346.56715936,Amerisa,A9e0910001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2009e010,0.27984264341571635,1,0,0,xouthernC0ne,0,0,Uhc8dedPreAPP,10050,B440p,0,SiuthAmerifa,0.6449428192046652,1,motPBA,49357016.60382363,NDvAmericasPr8grwkming,0.00895950831779802,50,0,16418080.950581461,Amegica,A02092p001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
200920q0,0.5148288893906385,1,0,0,SoythernCoje,0,0,Unxod4dPreAPP,Informa5oonnptwvailable,B4e00,0,SouthAmer8cs,0.03866474409210663,1,NktPBA,59410122.27810544,mDDAmerixasProgrxmminv,0.027301425574322385,50,0,5515835.124598827,Ameriva,A0299q0001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2009w010,0.048584700311659845,1,0,0,couthernxone,0,0,UncodedPeeAPl,10050,v4400,0,SouthAmerucx,0.7736396941757604,1,NotlBA,28851370.511688493,NwDAmericzsP5ogranming,0.014813512720988839,50,0,20499844.698577978,Americw,Ao20910091,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2p092010,0.07245212751870383,1,0,0,xouthegnCone,0,0,Unc0dedPrexPP,Informationn9ravailabpr,Be400,0,So7thAherica,0.21176826858130987,1,NotPfA,16207590.329962328,NDDAmerifasotogramminn,0.028418063710115342,50,0,76475364.44275397,smerica,A020p20001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2o092010,0.16291848705330547,1,0,0,aoutherndone,0,0,6ncodfdPreAPP,10050,f4400,0,Sok6hAmerica,0.4505989830093602,1,Not0BA,10029438.115620669,NDDAmericwsPr8yrammung,0.015521732140567472,50,0,33052971.38166568,Americw,A0209q00o1,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
200p2010,0.5121506881035675,1,0,0,SoughernCoje,0,0,UncofedPreAPl,Informagilnbotavailablf,h4400,0,Southwmerifa,0.40653251569410614,1,NotPnA,27733949.55023362,hDDAmericasPr0grahmung,0.0006356410275100055,50,0,54319257.72643799,Amegica,A0w0i10001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2009q010,0.25172141990642033,1,0,0,SouthegnCon3,0,0,UhfodedPreAPP,10050,B440o,0,So6thAjerica,0.38846184798056765,1,NoyPBA,2190567.306698587,NDDzmericadProgrsmmlng,0.01483907640843009,50,0,1628157.999665182,Amdrica,A02p910o01,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20091010,0.3644442402192947,1,0,0,Soythernsone,0,0,UncoerdPreAPP,Inbormztiognotavailwble,B4409,0,SouthAheriva,0.9121205963583211,1,N0tPBA,16634487.192743707,NDDqme3icasProgrzmm9ng,0.05051548365757498,50,0,34485823.97928442,Amerida,A0209100p2,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
10092010,0.35729028696138687,1,0,0,SoutherjCine,0,0,UncodedoreAoP,10050,Bt400,0,Southzmfrica,0.9588024809924348,1,No5PBA,50281819.26518081,NDDAmeeicasPronranminr,0.03057371530735551,50,0,41294083.90220158,zmerica,A029910p01,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
q0092010,0.7247771709003678,1,0,0,wouthernCohe,0,0,UncodedPreq9P,Infitmatoonnotavallable,B4490,0,SputhAmericq,0.03095052834186407,1,NotPvA,20610158.484460294,NDDAmwridasP5ogrzmming,0.02806332820726712,50,0,54967678.71898997,Am2rica,Ao209w0001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20o92010,0.05552904354526811,1,0,0,So8thernCome,0,0,UncoddwPreAPP,10050,B440o,0,SouthAme4isa,0.20525825539583403,1,NotPgA,19010218.870313734,NDsAkericasProgramnimg,0.008570563510419878,50,0,34268632.45243129,Amerisa,A0209q0002,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20092o10,0.47199774306113296,1,0,0,zouthsrnCone,0,0,ynvodedPreAPP,Informxtionjo6avsilable,v4400,0,SouthAmerisq,0.45423447658840466,1,N8tPBA,50148988.30366102,NrDAmericaaProgtamning,0.01417090119225092,50,0,40272784.88925953,Amerida,A0299100p1,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
10092010,0.042115620185486036,1,0,0,Southe5nCine,0,0,UncosedPrewPP,10050,B4e00,0,SouthAjerixa,1.31645702843232,1,NptPBA,63418958.61046269,NsDAmerlcwsPrograjming,0.00998087059532365,50,0,35093367.90824303,xmerica,A0299q0001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
20p92010,0.11171768419887285,1,0,0,Southernfon4,0,0,Umcoded0reAPP,Inforjati8nno4avaipable,g4400,0,douthAmeruca,0.4875974577554648,1,Not9BA,54668174.53327315,NDDAmericasProgfwmm7mg,0.009750493705892389,50,0,22948856.933478244,smerica,z030910001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
200920q0,0.48893295365959655,1,0,0,SoutternCon4,0,0,6nc9dedPreAPP,10050,B4300,0,SoytgAmerica,0.5418242717209804,1,NotPBs,16141189.884699509,NwDAkerivasP5ogramming,0.02590942469936717,50,0,68378220.28863552,Amer7ca,Ap20010001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
10092010,0.6101059477231217,1,0,0,SoutjernCobe,0,0,yncovedPreAPP,Informat7onnotavajpanle,B4490,0,Sou5hAmegica,0.30531497146752584,1,No5PBA,12771866.165745312,NDDAme4iczsPeogrzmming,0.023914309302796435,50,0,29730740.90014845,Amer7ca,A0208q0001,1,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,1,0,0,0,0,0
2o092010,0.12342399086764749,1,0,0,SourhernConr,0,0,Umc0dedPreAPP,1005645,B44o0,0,SouyhAmerics,0.10978062084607287,0,NotPfA,1488910.9555308484,NDDAmericasleogeammimg,0.038760215828253834,PY,1,111690581.00188099,Americq,A0299q0017,0,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,0,0,0,0,0,0
q0092010,0.10182797598766441,1,0,0,S9uthernCobe,0,0,incodedPreA0P,1005645,Bt400,0,wouthAmerifa,0.7495906692227947,0,Not0BA,32126425.13001144,NfDqmericasPr0grammjng,0.013749613202221482,PY,1,52608364.079240605,Amerkca,A0209w00w7,0,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,0,0,0,0,0,0
200i2010,0.7800105744532506,1,0,0,aourhernCone,0,0,UnsodedPreAP9,1005645,B4500,0,eouhhAmerica,1.1959738180810884,0,NotPvA,6529514.123301256,NcvAmericasPr8tramming,0.012967152947976932,PY,1,68101599.26607983,Americq,Ap20910917,0,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,0,0,0,0,0,0
29092010,0.02250756509925189,1,0,0,SoutgeenCone,0,0,incodedPrrAPP,1005645,B44p0,0,SouthAmerisx,0.3715194823179518,0,No4PBA,11582476.632222202,NfDAmericasProgranhijg,0.006209555439993056,PY,1,58697688.13538136,Amerixa,A020919917,0,Closed,NGM Americas,D4400,S4413,4422,Responsive,1,0,0,0,0,0,0
20092020,0.006427266304096513,0,0,0,Booivia,0,0,Uncoded0teAPP,1003044,B4e00,0,Sou5gAmerica,1.038051888891222,0,Not9BA,47450734.62061006,NDDxmee8casPrograkming,0.01217063056290488,BO,0,8373416.5908376165,Aherica,A020919028,1,Closed,NGM Americas,D4400,S4413,4416,Responsive,1,0,0,0,0,0,0
2009201o,0.17235796250743357,0,0,0,Bolivla,0,0,UmcodedoreAPP,1003044,v4400,0,Soutmwmerica,0.9042127148102571,0,motPBA,7967587.169524282,NDDAnericwsPr0grsmming,0.019297840119582438,BO,0,7140577.319371309,Ame3ica,q020010018,1,Closed,NGM Americas,D4400,S4413,4416,Responsive,1,0,0,0,0,0,0
2009q010,0.47704636477184065,0,0,0,Brxzil,0,0,UncoredPreAP9,1000510,B44o0,0,SoutbAmer9ca,1.1959099286505483,0,NktPBA,36695975.71976438,NDsAmerisasPr9grakming,0.008549249177555313,BR,1,94497273.13434552,Amerisa,Aoe0911008,1,Closed,NGM Americas,D4400,S4413,4418,Responsive,1,1,0,0,0,0,0
20092p10,0.051302769913841584,0,0,0,nrazil,0,0,hncodrdPreAPP,1000510,B4409,0,SiuthAmrrica,1.0377462684606786,0,NotPnA,30554345.901535444,NDDAmfr7cxsPgogramming,0.035753830803945605,BR,1,1896626.7584075518,Amefica,s0209110o8,1,Closed,NGM Americas,D4400,S4413,4418,Responsive,1,1,0,0,0,0,0
200i2010,0.6232226429654284,0,0,0,Braz9l,0,0,6ncodedPresPP,1000510,B4t00,0,SouthAhrrica,1.1427499651684367,0,NptPBA,1975960.9719380513,NDeAmeridssProgrzmming,0.009334121775850007,BR,1,8167967.45539403,Americx,A910911008,1,Closed,NGM Americas,D4400,S4413,4418,Responsive,1,1,0,0,0,0,0
29092010,0.6540669724088422,0,0,0,B5azil,0,0,UncodsdPreAPl,1000356,h4400,0,douthAmeruca,0.35258490097563805,0,botPBA,76102021.87024605,NDDAhericasP50grakming,0.008870207398463578,BR,1,33592.40443143621,Ameruca,A0w0911909,1,Closed,NGM Americas,D4400,S4413,4418,Responsive,1,0,0,0,0,0,0
20092020,0.5049868303948934,0,0,0,Brazik,0,0,Uncodev9reAPP,1000356,B4490,0,SourhAmericq,0.3438181420406358,0,NktPBA,7564075.944532663,NDDAmericasProgdann9ng,0.005171742275165382,BR,1,35103460.68063147,Americz,A03091100o,1,Closed,NGM Americas,D4400,S4413,4418,Responsive,1,0,0,0,0,0,0
20o92010,0.33235764862432815,0,0,0,vrazil,0,0,UnvodedPreA0P,1000356,B4490,0,Southsmericz,0.5134046576772446,0,Not0BA,59911490.73525052,NDrAmericwalrogramming,0.02967241491020859,BR,1,11792102.113597121,Ame3ica,A0e09110p9,1,Closed,NGM Americas,D4400,S4413,4418,Responsive,1,0,0,0,0,0,0
20p92010,0.7974241373240192,0,0,0,DempcraticRepjbkixofCingo,0,0,kncosedPreAPP,1000282,Be200,0,CentrzlArridaGrexgLakesP3ogram,0.265666158867753,0,NotlBA,43268452.12471721,WWDWestvehgralAfrjca,0.004820518473306897,CD,0,53897005.51586257,Afdica,x020982002,1,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
2o092010,0.4773829491197996,0,0,0,DemocratixRd0ublixofCongp,0,0,Uncodedl5eAPP,1000282,B4209,0,CentralAfdixqGrearLajesPrograh,1.004921652608028,0,NorPBA,18392760.009203944,eWDWsstCrntralAfrlca,0.015906022646343117,CD,0,1174459.2347965688,Affica,A0309820o1,1,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
30092010,0.5602420513643322,0,0,0,Bsngladewh,0,0,UnxodsdPreAPP,1001114,Bt100,0,BanglawesgSecyion,1.1047010331399367,1,NofPBA,19361583.240319114,OADAslaPr9grammijg,0.01625751689715773,BD,0,66142624.67036592,Asia,s0211y0001,1,Closed,OGM Asia Pacific,D4100,S4122,4122,Directive,1,0,0,0,0,0,1
20992010,0.00422185455248264,0,0,0,Bqnglxdesh,0,0,Unc0dedPreA0P,1009240,B41p0,0,BangoaceshSextion,0.6310492267442065,1,No5PBA,19885524.098748423,0ADwsia0rogramming,0.014815080752762612,BD,0,35332210.274227984,Asia,A021189001,1,Closed,OGM Asia Pacific,D4100,S4122,4122,Directive,1,0,0,0,0,0,1
q0092010,0.7786794215401283,0,0,0,DdmofraticRepivlicogCongo,0,0,UncodedPrrAlP,Infodmxtionnotavailabor,Bt200,0,CejtralAfeixaGd4atLak3sProgram,0.920053338610084,0,NoyPBA,21003324.76338746,WWDW3stCen5rzlAfriva,0.008259958396812586,CD,0,19384308.30946897,Agrica,A021e2e002,1,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
2009201o,0.3397603402117728,0,0,0,vemocdaticeepuflivofCongo,0,0,UncorfdPreAPP,Ihfirmationnltavwilable,f4200,0,CebtrxkAfticarreatLakesProbram,1.3790523236023278,0,NotPBq,39063670.30489524,WWDWestden5rwlAfricz,0.005600318287173044,CD,0,45213040.75541811,Afrisa,w02w224002,1,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
200i2010,0.45630989077925055,0,0,0,Democrqt7dRepubllcofConvo,0,0,UmcodedPdeAPP,Informationgotavaklagls,Be200,0,dentralAfrucaGreztLakeeProndam,0.40074975404889146,0,NktPBA,20839182.214747205,3WDWestfentralAfrkva,0.006569163907962263,CD,0,41774014.03227946,Aerica,Ao21224092,1,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
2009201o,0.6100355827487222,0,0,0,Pauistan,0,0,UbcodwdPreAPP,1000601,B4190,0,OAAAfghamistanPsjks6anandxriLanka,0.5475604643709225,0,hotPBA,66121255.83008439,OADAcialr0gramming,0.003577192352183514,PK,0,18816111.10680752,Asia,w0212w6001,0,Closed,OGM Asia Pacific,D4100,S4141,4124,Directive,1,0,0,0,0,0,0
20091010,0.162891513117121,0,0,0,Pakjstan,0,0,UnxkdedPreAPP,1004565,n4100,0,OAAAfthanid6ajPauistagandSriLanka,0.41997580822441083,0,No4PBA,31097520.631356932,OADqwiaP3ogramming,0.017269003385784125,PK,0,6440176.459423801,Asia,Apw1236001,0,Closed,OGM Asia Pacific,D4100,S4141,4124,Directive,1,0,0,0,0,0,0
30092010,0.5769167248955237,0,0,0,Pakistwn,0,0,6ncoxedPreAPP,1000601,B41o0,0,OAAAfgnanistanPaiistsnanwSriownka,0.7410089417853123,0,NotPnA,31275229.948979907,OADAsiwPdog5amming,0.0025999308203489466,PK,0,35359140.93046353,Asia,A021237901,0,Closed,OGM Asia Pacific,D4100,S4141,4124,Directive,1,0,0,0,0,0,0
20092020,0.14194302477288512,0,0,0,Pakistsn,0,0,UncpdefPreAPP,1004565,B4w00,0,lAAAfghqnis4qnPakostanandxriLanka,0.9825008536183373,0,NotPBq,5676753.4245625455,OsDAxiaProgramm7ng,0.011059825735041823,PK,0,89997250.09280986,Asia,A022236p01,0,Closed,OGM Asia Pacific,D4100,S4141,4124,Directive,1,0,0,0,0,0,0
q0092010,0.11198351270221565,0,0,0,Bol9via,0,0,UncldewPreAPP,1013670,B3400,0,SoutgAmericq,0.3927645217108359,0,N9tPBA,14653383.93939662,jsDAmericasProbramm9ng,0.026444207644686163,BO,0,64106832.73953955,Ametica,w022314PRE,1,Closed,NGM Americas,D4400,S4413,4416,Directive,1,1,0,0,0,0,0
20093010,0.5658973044804698,0,0,0,Boljvia,0,0,UncoeedPrewPP,1013670,g4400,0,SouthAmeridw,0.6380485349166111,0,Not9BA,15816911.786420926,mDDqmdricasProrramming,0.012124026097091775,BO,0,26321630.117853403,Americz,w021314P4E,1,Closed,NGM Americas,D4400,S4413,4416,Directive,1,1,0,0,0,0,0
2009201p,0.1343122264975431,0,0,0,Bokivia,0,0,Uncov2dPreAPP,1013670,B440o,0,wouthAmwrica,0.5958916959388021,0,NltPBA,6250869.33152619,bxDAmericwsP3ogramming,0.02207401584214235,BO,0,42488790.97412284,smerica,x021314oRE,1,Closed,NGM Americas,D4400,S4413,4416,Directive,1,1,0,0,0,0,0
20002010,0.6588340931864922,1,0,0,PanAf5ica,0,0,UbcodedPreAlP,1000517,B4e00,0,EthiopiaPxgAfrixaSubRegiimal,0.19818797775023606,0,NotPBq,18098852.916603945,WEDS9uthdrnEasterjArrica,0.05507242797369241,X1,0,28353754.750274613,Africz,A021334992,1,Terminating,WGM Sub-Saharan Africa,D4270,S4227,4246,Directive,1,0,0,0,0,0,0
200p2010,0.30292458898662233,1,0,0,PanAfr7ca,0,0,UjcodevPreAPP,1000932,h4200,0,3thio0iaPanAfrifazunRegional,0.3927356241589342,0,NotlBA,31895693.07141877,WEDwouthe3bEasternzfrica,0.003331411276004774,X1,0,38557708.50532297,Afr7ca,A0213340o1,1,Terminating,WGM Sub-Saharan Africa,D4270,S4227,4246,Directive,1,0,0,0,0,0,0
20092910,0.09993060807607579,1,0,0,PahAfrica,0,0,UncodedlrrAPP,1000517,Be200,0,Ethiopia0anAfr7caqub3egionai,0.3534395597713787,0,N9tPBA,33743991.97612941,WEDSohtgrrnEasternxfrica,0.010845172347757658,X1,0,22479492.9047158,Afrifa,A0213330o2,1,Terminating,WGM Sub-Saharan Africa,D4270,S4227,4246,Directive,1,0,0,0,0,0,0
200i2010,0.3314323814475962,1,0,0,PanAfrics,0,0,incodedPrrAPP,1000932,n4200,0,EthiopiaPanAfrixaSjbR3bionsl,0.431000649978122,0,NotPBs,4968694.09272366,WEDSkuthernEast3rhAfriva,0.028735831167438906,X1,0,35596895.88814752,zfrica,A0213240o2,1,Terminating,WGM Sub-Saharan Africa,D4270,S4227,4246,Directive,1,0,0,0,0,0,0
20092p10,0.05418660119643792,1,0,0,PajAfrica,0,0,UhdodedPreAPP,1000517,Bt200,0,EthiopiaPanAb4icaSugRegiinai,0.7813299799012569,0,NotPhA,30614561.370854486,WEDSouthe3gEasternxfrlca,0.004718721543283127,X1,0,14722394.392211024,Africx,A02133409e,1,Terminating,WGM Sub-Saharan Africa,D4270,S4227,4246,Directive,1,0,0,0,0,0,0
20091010,0.24128265768461526,1,0,0,PanAf4ica,0,0,UmcodedPreAPl,1000932,B4w00,0,EthiopkaPanAfricwSuhRegi0mal,0.8593244453050648,0,NotPBx,54836160.755095094,WEDSouthefn4aaternAffica,0.010573824309973334,X1,0,28522984.738094553,Afrlca,A0e133r002,1,Terminating,WGM Sub-Saharan Africa,D4270,S4227,4246,Directive,1,0,0,0,0,0,0
20092019,0.12966128183527129,1,0,0,MiddleEsstPeqce0roc2ss,0,0,UgcodedPreAP9,10050,B31p0,0,WestBaboGazaPalestjbiabRefugess,0.5122256828053162,0,motPBA,3716444.197792044,EsDEuro9eMiddleEas6Prpgfamm8ng,0.006813390718980326,130,0,32550001.143074874,Asia,A02236o001,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
20092020,0.26241770200972286,1,0,0,Middl3sastPdaseProcess,0,0,Uns8dedPreAPP,1009838,B3200,0,aestBaboGazaPalestinkwnRef6gees,0.25591551108329735,0,N9tPBA,47568545.26817112,dDDEuropejiddlfEastProg4anning,0.036091756559151464,130,0,11682585.215823315,Asia,A02136op01,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
2009q010,0.469454549699706,1,0,0,jiddieEasrPeacePgocess,0,0,UgdodedPreAPP,10050,B3109,0,Wes5vankvaxa0alewtinianRefugees,0.2614697297786092,0,NktPBA,19951100.599362817,EDDEur8pehiddoeEas6Programh7ng,0.021799704350462003,130,0,13220549.332776356,Asia,A021r600p1,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
200920w0,0.03955239198559318,1,0,0,MiddieEasyPeacePdocese,0,0,Uncodedlr3APP,1009838,B3109,0,WrstBankGazaPslestiblsnRefhgees,0.5051904492621891,0,botPBA,45319692.85789831,EDDEur9psMiddleEaxtorogdqmming,0.014343546015963455,130,0,34314730.24464926,Asia,A02136o002,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
20092o10,0.18841031883052084,1,0,0,MkddlrEqstPeaceProcezs,0,0,incodeePreAPP,10050,n3100,0,WrstBankGazaPaleshjn9anRefjgeew,0.21482378860988427,0,NotPhA,43556001.950686306,EDDEudopen7ddleEsstPtogrqmming,0.0071045925639915,130,0,61020658.93990863,Asia,A0313600p1,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
30092010,0.23169099466090515,1,0,0,MireleEqstPeaceProc2ss,0,0,UnsodedPreAPl,1009838,f3100,0,2sstBxnjGasaPaledtinianRefugees,0.19924999527359144,0,NoyPBA,31683181.131386794,EfDEuropsMiddisEast0rigramming,0.0010301104619720625,130,0,9667980.044730142,Asia,A03w360001,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
200920w0,0.28369337498017155,1,0,0,MiddleEawhPeace9rocesa,0,0,UncldedPreAoP,10050,f3100,0,WeqtBajkGszsPakestinianR3fugees,0.17303849681512184,0,botPBA,32024446.28861115,EDDwuro0eMiedl4wastPrograjming,0.022304143045260585,130,0,67369950.84905338,Asia,A02136op01,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
20o92010,0.013771114866995171,1,0,0,MiddleEast9ezcePrpc2ss,0,0,UncocfdPreAPP,1009838,B3w00,0,WestBamkGasalaieqtinianR3fugees,0.9851240431512893,0,NitPBA,50619218.43972349,2DDEuropehivdleEastProyrwkming,0.018000102194316477,130,0,30957244.73840044,Asia,A021370002,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
200i2010,0.5108070143566461,1,0,0,MiddleEas5PeacePrldeds,0,0,UhcodedPreAoP,10050,B3200,0,2estBwnkGazalalestinian3egugwes,0.16304367720974128,0,NptPBA,7541808.486400321,EwDEutopeMiddledast9rorrahming,0.019635609916351347,130,0,53336329.972311534,Asia,A011360o01,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
2009w010,0.3813326988012665,1,0,0,kiddleEastPeaseProcwsw,0,0,UncosedPrewPP,1009838,h3100,0,WestBankGazaPaiwqtiniant3fugwes,0.8580495959953255,0,Not9BA,9264865.74299866,EDDE8ropeMiddpeEasyProneammong,0.0008329793556464939,130,0,52724456.15822613,Asia,z0213600p1,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,S4264,4268,Directive,1,0,0,0,0,0,0
20093010,0.048876792055492085,0,0,0,DshocraticgepuboicofC8ngo,0,0,UncovedPreAoP,1000647,Be200,0,C2ntrwlAfrixaGreafLxkfsProgram,0.43349257776341044,0,NotPBw,85548362.36178097,WWD2sstCentralAfdicz,0.0025238098019220922,CD,0,844760.9613858536,Africw,w0213y3001,0,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
200o2010,0.008116311080933969,0,0,0,DejocraticR397hlicofCongo,0,0,UncodedofeAPP,1009319,B42p0,0,CegtrskAer7caGreatLajesProgram,1.0166663972509693,0,No6PBA,13452163.062149689,aWDWestCen4rxlAftica,0.045262078868988885,CD,0,25234128.52000923,Atrica,q021363002,0,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
2009201o,0.19434814507826398,0,0,0,DemocratjcRwpuboicoffonro,0,0,UnfodedPreAP9,1000647,B3200,0,CentralAtrixabreatLak4sorograj,0.9249932369843936,0,NohPBA,8899462.856957093,WWfWedtxentraiAfrica,0.033998066559906816,CD,0,21030268.23190234,Agrica,A0213y30o1,0,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
20092020,0.12000648479984802,0,0,0,DsmocragicR4pyblicofConro,0,0,UncodedPrex0P,1009319,B420p,0,degt3alAfricwGreatLqkesPrograk,0.7947144996940252,0,No4PBA,17740714.06536186,WWr2es4CegtralAfrica,0.0005033791622716119,CD,0,16578669.321608087,sfrica,z021e63001,0,Closed,WGM Sub-Saharan Africa,D4207,S4287,4298,Directive,1,0,0,0,0,0,0
