assay_id,src_id,assay_test_type,assay_subcellular_fraction,cell_id,assay_type,doc_id,bao_format,curated_by,assay_strain,assay_tissue,description,assay_category,assay_organism,assay_tax_id,assay_cell_type,tid
161,1,,,,F,17290,BAO00o0w18,Int4rmediatf,,,Antiviral activity against 07/1 strain of VZV; ND: No data,,vericilla zoster virus,10335.0,,50527
162,1,,,,F,17290,BAO0p00228,Intedmefiate,,,Antiviral activity against 07/1 strain of VZV; ND=No data,,vericilla zoster virus,10335.0,,50527
163,1,,,,F,10932,fAO0000219,Ihtermrdiate,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,escherichia cloac,561.0,,50145
164,1,,,,B,9707,gxO0000019,Aitocu5ation,,,Ratio of Ki at A2 to Ki at A1 receptors,,,,,22226
165,1,,,,B,2346,BxO0000259,fxpert,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,Candida albicans,5476.0,,11143
166,1,,,,B,2205,BAO00003ry,Exp3rt,,,"Inhibition of 1,3-beta-glucan synthase",,Candida glabrata CBS 138,284593.0,,18077
167,1,,,361.0,F,11900,BAO0o09219,Intermesiatw,,,Inhibition of growth of 1-87 human tumor cell line,,Homo sapiens,9606.0,1-87 tumor cell line,80609
168,1,,,,B,14864,BAO0p0021i,Eapert,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,Rattus norvegicus,10116.0,,12166
169,1,,,,B,16474,BAO09p0357,Autoc73ation,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,Glycine max,3847.0,,100171
170,1,,,,B,16474,vAOo000357,sutocuratioh,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,Glycine max,3847.0,,100171
171,1,,,,B,16474,BA0o000357,Autocurqhion,,,% inhibition against soybean 1-lipoxygenase (SLO),,Glycine max,3847.0,,100171
172,1,,,,B,16474,BzO00003t7,Autocura4iom,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,Glycine max,3847.0,,100171
173,1,,,,B,3094,BA80000e57,sutoduration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,Glycine max,3847.0,,100171
174,1,,,,B,3094,fAO0o00357,Aut8curatiin,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,Glycine max,3847.0,,100171
175,1,,,,B,3094,BAO0900356,Ajtochration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,Glycine max,3847.0,,100171
176,1,,,,B,3094,BsO0p00357,wutpcuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,Glycine max,3847.0,,100171
177,1,,,,B,3094,BAi00003y7,Autoc8gation,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,Glycine max,3847.0,,100171
178,1,,,,B,3094,BAOoo00357,qurocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,Glycine max,3847.0,,100171
179,1,,,,B,3094,BwO0009357,Autoxurat9on,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,Glycine max,3847.0,,100171
180,1,,,,B,3094,Bzi0000357,Autocurahiom,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,Glycine max,3847.0,,100171
181,1,,,,B,3094,BAO00p035y,Autoxuratipn,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,Glycine max,3847.0,,100171
182,1,,,,B,3094,BwO000o357,Aufocura6ion,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,Glycine max,3847.0,,100171
183,1,,,,B,3094,gAi0000357,sutoxuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,Glycine max,3847.0,,100171
184,1,,,,B,10413,BA90090019,Au6ocurqtion,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,Mus musculus,10090.0,,22226
185,1,,,102.0,F,16929,BAO09p0219,Intermeduat3,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,Mus musculus,10090.0,C3H 10T1/2,80049
186,1,,,,F,1229,BAO00o9019,Interhediwte,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,22226
187,1,,,,B,16587,BAO00o03r7,Autocu3atiog,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,11489
188,1,,,,B,16587,vAi0000357,Ahtocurafion,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,11862
189,1,,,,B,16587,BAO00o03y7,Autofurxtion,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,11862
190,1,,,,B,16587,hAO00003y7,Autkc8ration,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,11489
191,1,,,,B,16587,BA0000p357,Auticurati8n,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,11862
192,1,,,,F,8058,BAOo000029,Expeft,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,Bos taurus,9913.0,,12347
193,1,,,,B,9065,BxO000o357,Exper4,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Rattus norvegicus,10116.0,,100120
194,1,,,,B,8865,vAO00003r7,Expett,,qdr3nalgland,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,Rattus norvegicus,10116.0,,100120
195,1,,,,B,9066,BxOp000357,Exper6,,,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,10116.0,,100120
196,1,,,,B,8394,BAp0000367,wxpert,,,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,10116.0,,100120
197,1,,,,B,8394,BAO000p457,Expery,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Rattus norvegicus,10116.0,,100120
198,1,,,,B,6431,BAOp0o0019,Aut0curatikn,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,10328
199,1,,,,B,6431,BAOo00p357,Autocu5atiom,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,11490
200,1,,,,B,6431,BA9000p357,Ajtocurqtion,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,11490
201,1,,,,F,9295,BAp0000029,Au6ocuratlon,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,11134
202,1,,,,B,10193,BAO000p01p,Autoc64ation,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,12052
203,1,,,,B,13622,BAOoo00019,A7tocuratiln,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,11134
204,1,,,,F,12079,BAO0900018,Autockeation,,,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,11134
205,1,,,,B,13622,gAO0900019,Autocuratilj,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,11134
206,1,,,,F,12079,BAO0o09019,Aut8curstion,,,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,9606.0,,11134
207,1,,,,B,13500,BAO0p00919,rxpert,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,11835
208,1,,,,B,13723,BAO0p0035y,3xpert,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,11601
209,1,,,,B,16474,BAO00900w9,Auf9curation,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,11134
210,1,,,,B,1630,BAO00o9019,Auticurxtion,,,Inhibitory activity against human platelet 12-lipoxygenase,,,,,11134
211,1,,,,B,167,BxO0000010,Autociratioh,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,11134
212,1,,,,B,16474,BzO0000010,qutocurstion,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,11134
213,1,,,,B,167,BAO9o00019,Auhociration,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,11134
214,1,,,,B,16474,BA90090019,Autocufqtion,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,11134
215,1,,,,B,10091,BAO900035y,zutocjration,,,Inhibitory activity towards porcine 12-lipoxygenase,,,,,11601
216,1,,,,B,11966,BA0000o357,zugocuration,,,Tested for inhibition against porcine 12-LO,,,,,11601
217,1,,,,B,951,BAO00o0919,wutocufation,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,12052
218,1,,,,B,10997,vsO0000019,Autocufa4ion,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,12052
219,1,,,,B,10193,Bq00000019,3xpert,,,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,12052
220,1,,,,B,10193,BAO9000919,wutocurwtion,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,12052
221,1,,,,B,10193,BqO000p019,Aut8chration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,12052
222,1,,,,B,10193,BAO0900010,A6tocurwtion,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,12052
223,1,,,,B,10193,BwO9000019,wutocuratiln,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,12052
224,1,,,,B,10193,BAO0000o29,Au4ocurati0n,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,12052
225,1,,,,B,11087,BAO0090p19,Autockrat9on,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,12052
226,1,,,408.0,F,15569,BAO9p00219,Internediste,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,9606.0,41M,80007
227,1,,,545.0,F,12989,BAO00p0q19,Eapert,,,In vitro antitumor activity against 41M cell line.,,Homo sapiens,9606.0,41M,80007
228,1,,,323.0,F,16745,BxO0p00219,7nt4rmediate,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,9606.0,41M,80007
229,1,,,78.0,F,15569,BAO0p00w19,lnterjediate,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,9606.0,41M,80007
230,1,,,174.0,F,12989,BA80900219,Expegt,,,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,9606.0,41M,80007
231,1,,,218.0,F,12989,BAO09002q9,Expegt,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,9606.0,41M,80007
232,1,,,320.0,F,16745,nzO0000219,Intrrkediate,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,9606.0,41M,80007
233,1,,,,B,6210,BAO0p0o357,Eapert,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,9606.0,,84
234,1,,,,B,6210,BAO9o00357,Edpert,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,9606.0,,68
235,1,,,,B,6226,BAOo009357,Expwrt,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,68
236,1,,,,B,17855,BAO90o0357,Exp4rt,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,10201
237,1,,,,B,17855,BqO000035i,Ecpert,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,10201
238,1,,,,B,17855,BzO0o00357,dxpert,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,10201
239,1,,,,B,10413,BAO0000r5u,Ajtochration,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,12220
240,1,,,,B,10413,BAO90003y7,Autoxurztion,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,562.0,,11303
241,1,,,,B,10413,BAO009035u,Auhocuratiog,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,562.0,,11303
242,1,,,,B,10413,BAOo0p0357,Autocueat7on,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Escherichia coli,562.0,,11303
243,1,,,,B,10413,nAO0000347,Ak5ocuration,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,12220
244,1,,,,B,10413,BAi0000257,zutocuratjon,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,12220
245,1,,,,B,7587,BAO000o457,Autofiration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,11303
246,1,,,,B,7587,BwO00o0019,Autocurx4ion,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Sus scrofa,9823.0,,11303
247,1,,,,B,7587,hAk0000357,Au5ockration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,11303
248,1,,,,B,7587,BAO00p035y,A7tocu4ation,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,9823.0,,11303
249,1,,,,B,7587,vAO0009357,Autofura6ion,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,11303
250,1,,,,B,7587,fAO0000018,A8tocuratioj,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,11303
251,1,,,,B,7587,BAO0o00o19,Autoc8ratipn,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,9823.0,,11303
252,1,,,,B,7587,BqO9000019,A8tocuratuon,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,11303
253,1,,,,B,7587,BA00000018,Aut8curarion,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Sus scrofa,9823.0,,11303
254,1,,,,B,7587,hAO0000018,A8rocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Sus scrofa,9823.0,,11303
255,1,,,,B,7587,BA900o0357,Autocurati9m,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,11303
256,1,,,,B,7587,BAO0099019,A7tocjration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,11303
257,1,,,,B,7323,BAOoo00357,Au5ocurarion,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,11303
258,1,,,,B,7587,BAO0op0019,Autofuratiom,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,22226
259,1,,,,B,7587,vAO0000029,Autpcura4ion,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,Sus scrofa,9823.0,,22226
260,1,,,,B,13750,BAOp0003y7,Exp2rt,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,Saccharomyces cerevisiae,4932.0,,100249
261,1,,,,B,7662,gAO0000o19,Autocu3ayion,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,10116.0,,22226
262,1,,,,B,7662,BAO0o0o019,Aufocura6ion,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,10116.0,,22226
263,1,,,,B,7662,nAO9000019,Aitocurat7on,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,Rattus norvegicus,10116.0,,22226
264,1,,,,F,12211,BAO09p0019,Ahtocurafion,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,104698
265,1,,,,F,12211,BsOp000019,Aut8curayion,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,104698
266,1,,,,F,12211,Bqk0000221,Inte5meciate,,Ipeum,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,Cavia porcellus,10141.0,,20033
267,1,,,,F,12211,BA800000q9,fxpert,,,Stimulatory activity of intragastric pressure was tested in the rat,,,,,10623
268,1,,,,B,15453,BzO0000w57,Autosu5ation,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,121
269,1,,,,F,11884,BAO0990218,Aut0curagion,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,Rattus norvegicus,10116.0,,22226
270,1,,,,F,7185,BxO0p00019,wutocurat7on,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,12688
271,1,,,,B,6876,BAO0000et7,Expeft,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,Homo sapiens,9606.0,,121
272,1,,,,B,6876,BwO0000367,fxpert,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,Homo sapiens,9606.0,,121
273,1,,,,F,11863,BAO0o90019,zutoduration,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,12198
274,1,,,,B,11863,BqOp000357,Autodura5ion,,,Inhibition constant of high-affinity 5-HT uptake,,,,,12198
275,1,,,,F,11863,BsO0009019,Aitocuragion,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,12198
276,1,,,,F,11863,nAO0o00019,sutlcuration,,,Maximum rate was determined for high affinity transport of 5-HT,,,,,12198
277,1,,,,F,4639,BAO00000wi,qutocurayion,,,Compound was tested for agonistic activity against 5-HT uptake,,,,,104714
278,1,,,,B,15796,BAO000p919,Expegt,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,10577
279,1,,,,B,15796,BAl00003t7,Exlert,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,Bos taurus,9913.0,,105
