Fiscal year,Desertification (marker),Project number,Untied amount(Project-level budget),Indigenous issues (marker),Sector ID,ICT as a tool for development (marker),Fund centre ID,Children issues (marker),Programming process (new),Knowledge for development (marker),Division name,Maximum CIDA contribution (project-level),CountryRegion percent,Status,Branch ID,Trade development (marker),Continent name,Organisation class,CountryRegion ID,PBA type,Regional program (marker),Biodiversity (marker),Continent ID,CountryRegion name,Branch name,Division ID,Section ID,Section name,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,A020910001,0.0,0,12220,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,12220,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,13030,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,13030,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,15110,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,15110,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,11220,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,11220,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,12220,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,12220,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,13030,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,13030,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,15110,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Governmental,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910001,0.0,0,15110,0,4422,1,Uncoded: Pre-APP,0,NDD Americas Programming,1488850.78,0.3,Closed,B4400,0,America,Unknown,50,Not PBA,1,0,1,South America,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020910017,0.0,0,12110,1,4422,0,Uncoded: Pre-APP,0,NDD Americas Programming,861997.0,1.0,Closed,B4400,0,America,Civil Society,PY,Not PBA,1,0,1,Paraguay,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020910017,0.0,0,12181,1,4422,0,Uncoded: Pre-APP,0,NDD Americas Programming,861997.0,1.0,Closed,B4400,0,America,Civil Society,PY,Not PBA,1,0,1,Paraguay,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020910017,0.0,0,12230,1,4422,0,Uncoded: Pre-APP,0,NDD Americas Programming,861997.0,1.0,Closed,B4400,0,America,Civil Society,PY,Not PBA,1,0,1,Paraguay,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020910017,0.0,0,12281,1,4422,0,Uncoded: Pre-APP,0,NDD Americas Programming,861997.0,1.0,Closed,B4400,0,America,Civil Society,PY,Not PBA,1,0,1,Paraguay,NGM Americas,D4400,S4413,South America,*Southern Cone,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020910018,329838.0,0,15130,0,4416,0,Uncoded: Pre-APP,0,NDD Americas Programming,329838.0,1.0,Closed,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020910018,329838.0,0,15160,0,4416,0,Uncoded: Pre-APP,0,NDD Americas Programming,329838.0,1.0,Closed,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020911008,0.0,0,15110,1,4418,0,Uncoded: Pre-APP,0,NDD Americas Programming,2531353.0,1.0,Closed,B4400,0,America,Civil Society,BR,Not PBA,0,0,1,Brazil,NGM Americas,D4400,S4413,South America,Brazil,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020911008,0.0,0,15153,1,4418,0,Uncoded: Pre-APP,0,NDD Americas Programming,2531353.0,1.0,Closed,B4400,0,America,Civil Society,BR,Not PBA,0,0,1,Brazil,NGM Americas,D4400,S4413,South America,Brazil,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020911008,0.0,0,41010,1,4418,0,Uncoded: Pre-APP,0,NDD Americas Programming,2531353.0,1.0,Closed,B4400,0,America,Civil Society,BR,Not PBA,0,0,1,Brazil,NGM Americas,D4400,S4413,South America,Brazil,1.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A020911009,0.0,0,12281,1,4418,0,Uncoded: Pre-APP,0,NDD Americas Programming,1713817.92,1.0,Closed,B4400,0,America,Civil Society,BR,Not PBA,0,0,1,Brazil,NGM Americas,D4400,S4413,South America,Brazil,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020911009,0.0,0,25010,1,4418,0,Uncoded: Pre-APP,0,NDD Americas Programming,1713817.92,1.0,Closed,B4400,0,America,Civil Society,BR,Not PBA,0,0,1,Brazil,NGM Americas,D4400,S4413,South America,Brazil,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020911009,0.0,0,32130,1,4418,0,Uncoded: Pre-APP,0,NDD Americas Programming,1713817.92,1.0,Closed,B4400,0,America,Civil Society,BR,Not PBA,0,0,1,Brazil,NGM Americas,D4400,S4413,South America,Brazil,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A020982001,4899012.2,0,15150,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,4899012.2,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A020982001,4899012.2,0,24040,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,4899012.2,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021170001,17121139.37,0,15130,0,4122,1,Uncoded: Pre-APP,0,OAD Asia Programming,17121139.37,1.0,Closed,B4100,0,Asia,Civil Society,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021170001,17121139.37,0,15130,0,4122,1,Uncoded: Pre-APP,0,OAD Asia Programming,17121139.37,1.0,Closed,B4100,0,Asia,Civil Society,BD,Not PBA,0,0,3,Bangladesh,OGM Asia Pacific,D4100,S4122,Bangladesh Section,Bangladesh,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021224002,246397.97,0,15110,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,246397.97,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021224002,246397.97,0,15150,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,246397.97,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021224002,246397.97,0,24040,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,246397.97,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021236001,6566164.53,0,12110,0,4124,0,Uncoded: Pre-APP,0,OAD Asia Programming,6566164.53,1.0,Closed,B4100,0,Asia,Civil Society,PK,Not PBA,0,0,3,Pakistan,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021236001,6566164.53,0,12110,0,4124,0,Uncoded: Pre-APP,0,OAD Asia Programming,6566164.53,1.0,Closed,B4100,0,Asia,Civil Society,PK,Not PBA,0,0,3,Pakistan,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021236001,6566164.53,0,12281,0,4124,0,Uncoded: Pre-APP,0,OAD Asia Programming,6566164.53,1.0,Closed,B4100,0,Asia,Civil Society,PK,Not PBA,0,0,3,Pakistan,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021236001,6566164.53,0,12281,0,4124,0,Uncoded: Pre-APP,0,OAD Asia Programming,6566164.53,1.0,Closed,B4100,0,Asia,Civil Society,PK,Not PBA,0,0,3,Pakistan,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021314PRE,0.0,0,11420,0,4416,0,Uncoded: Pre-APP,0,NDD Americas Programming,273083.86,1.0,Closed,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Directive,1,1,0,0
2009/2010,0,A021314PRE,0.0,0,32262,0,4416,0,Uncoded: Pre-APP,0,NDD Americas Programming,273083.86,1.0,Closed,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Directive,1,1,0,0
2009/2010,0,A021314PRE,0.0,0,41081,0,4416,0,Uncoded: Pre-APP,0,NDD Americas Programming,273083.86,1.0,Closed,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Directive,1,1,0,0
2009/2010,0,A021334002,611160.56,0,15150,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,611160.56,1.0,Terminating,B4200,0,Africa,Civil Society,X1,Not PBA,1,0,2,Africa MC,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021334002,611160.56,0,15150,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,611160.56,1.0,Terminating,B4200,0,Africa,Civil Society,X1,Not PBA,1,0,2,Africa MC,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021334002,611160.56,0,22010,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,611160.56,1.0,Terminating,B4200,0,Africa,Civil Society,X1,Not PBA,1,0,2,Africa MC,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021334002,611160.56,0,22010,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,611160.56,1.0,Terminating,B4200,0,Africa,Civil Society,X1,Not PBA,1,0,2,Africa MC,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021334002,611160.56,0,23210,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,611160.56,1.0,Terminating,B4200,0,Africa,Civil Society,X1,Not PBA,1,0,2,Africa MC,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021334002,611160.56,0,23210,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,611160.56,1.0,Terminating,B4200,0,Africa,Civil Society,X1,Not PBA,1,0,2,Africa MC,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.02,Closed,B3100,0,Asia,Governmental,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.02,Closed,B3100,0,Asia,Civil Society,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.06,Closed,B3100,0,Asia,Governmental,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.06,Closed,B3100,0,Asia,Civil Society,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.06,Closed,B3100,0,Asia,Governmental,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.06,Closed,B3100,0,Asia,Civil Society,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.06,Closed,B3100,0,Asia,Governmental,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.06,Closed,B3100,0,Asia,Civil Society,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.8,Closed,B3100,0,Asia,Governmental,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021360001,2694419.4,0,15150,0,4268,0,Uncoded: Pre-APP,0,EDD Europe-Middle East Programming,2694419.4,0.8,Closed,B3100,0,Asia,Civil Society,130,Not PBA,1,0,3,Western Asia,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12220,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12220,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12230,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12230,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12250,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12250,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12281,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,12281,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,14031,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,14031,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,14032,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021363001,8846131.41,0,14032,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,8846131.41,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,12220,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,12220,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,12240,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,12240,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,16010,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,16010,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,43010,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Civil Society,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021367002,320562.14,0,43010,0,4298,0,Uncoded: Pre-APP,0,WWD West & Central Africa,320562.14,1.0,Closed,B4200,0,Africa,Individual,CD,Not PBA,0,0,2,"Congo, Dem Rep.",WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,Democratic Republic of Congo,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021397004,1735857.03,0,15110,1,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,1735857.03,0.125,Closed,B4400,0,America,Governmental,960,Not PBA,1,0,1,Leeward and Windward Islands Region,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021397004,1735857.03,0,15150,1,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,1735857.03,0.125,Closed,B4400,0,America,Governmental,960,Not PBA,1,0,1,Leeward and Windward Islands Region,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021397004,1735857.03,0,15110,1,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,1735857.03,0.125,Closed,B4400,0,America,Governmental,960,Not PBA,1,0,1,Leeward and Windward Islands Region,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A021397004,1735857.03,0,15150,1,4434,0,Uncoded: Pre-APP,0,NDD Americas Programming,1735857.03,0.125,Closed,B4400,0,America,Governmental,960,Not PBA,1,0,1,Leeward and Windward Islands Region,NGM Americas,D4400,S4429,Caricom - Adm,Caribbean Region,1.0,0.0,0,Directive,1,0,0,0
