assays_ss_d,assays_ss_ctgr,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tp,assays_tss_d,assays_ss_tss,assays_b_frmt,assays_rltnshp_tp,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_ss_tst_tp,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_crtd_b,assays_td,assays_cnfdnc_scr,assays_src_d,assays_cll_d
7768,,,,A,1969.0,Plasma,BAO_0000218,N,6824,CHEMBL620500,,,,,Intermediate,50597,1,1,
7769,,,,A,1969.0,Plasma,BAO_0000218,N,17533,CHEMBL873809,,In vivo,,,Intermediate,50597,1,1,
7770,,,,A,,,BAO_0000218,N,5979,CHEMBL620501,,In vivo,,,Intermediate,50597,1,1,
7771,,,,A,,,BAO_0000218,N,4689,CHEMBL620502,,In vivo,,,Intermediate,50597,1,1,
7772,,,,A,,,BAO_0000218,N,4689,CHEMBL620503,,In vivo,,,Intermediate,50597,1,1,
7773,,,,A,,,BAO_0000218,N,2463,CHEMBL620504,,In vivo,,,Intermediate,50597,1,1,
7774,,,,A,,,BAO_0000218,N,4883,CHEMBL876605,,In vivo,,,Intermediate,50597,1,1,
7775,,,,A,,,BAO_0000218,N,4883,CHEMBL620505,,In vivo,,,Intermediate,50597,1,1,
7776,,,,A,1969.0,Plasma,BAO_0000218,N,15662,CHEMBL873811,,In vivo,,,Intermediate,50597,1,1,
7777,,,,A,,,BAO_0000218,N,3598,CHEMBL624016,,In vivo,,,Expert,50597,1,1,
7778,,,,A,,,BAO_0000218,N,4576,CHEMBL624017,,,,,Intermediate,50597,1,1,
7779,,,,A,,,BAO_0000218,N,4576,CHEMBL624018,,,,,Intermediate,50597,1,1,
7780,,,,A,,,BAO_0000218,N,4576,CHEMBL624019,,,,,Intermediate,50597,1,1,
7781,,,,A,955.0,Brain,BAO_0000218,N,4910,CHEMBL624020,,In vivo,,,Intermediate,50597,1,1,
7782,,,,A,,,BAO_0000218,N,4891,CHEMBL624201,,In vivo,,,Intermediate,50597,1,1,
7783,,,,A,,,BAO_0000218,N,429,CHEMBL872528,,In vivo,,,Intermediate,50597,1,1,
7784,,,,A,,,BAO_0000218,N,5974,CHEMBL624202,,In vivo,,,Intermediate,50597,1,1,
7785,,,,A,,,BAO_0000218,N,5974,CHEMBL624203,,In vivo,,,Intermediate,50597,1,1,
7786,,,,A,,,BAO_0000218,N,5974,CHEMBL624350,,In vivo,,,Intermediate,50597,1,1,
7787,,,,A,,,BAO_0000218,N,5974,CHEMBL621320,,In vivo,,,Intermediate,50597,1,1,
7788,,,,A,,,BAO_0000218,N,17582,CHEMBL621321,,In vivo,,,Intermediate,50597,1,1,
7789,,,,A,,,BAO_0000218,N,4026,CHEMBL621322,,,,,Intermediate,50597,1,1,
7790,,,,A,,,BAO_0000218,N,4890,CHEMBL621323,,In vivo,,,Intermediate,50597,1,1,
7791,,,,A,,,BAO_0000218,N,6571,CHEMBL621324,,In vivo,,,Intermediate,50597,1,1,
7792,,,,A,,,BAO_0000218,N,4727,CHEMBL621325,,,,,Intermediate,50597,1,1,
7793,,,,A,1969.0,Plasma,BAO_0000218,N,17651,CHEMBL875837,,In vivo,,,Intermediate,50597,1,1,
7794,,,,A,1969.0,Plasma,BAO_0000218,N,17651,CHEMBL621326,,In vivo,,,Intermediate,50597,1,1,
7795,,,,A,,,BAO_0000218,N,14465,CHEMBL621327,,In vivo,,,Intermediate,50597,1,1,
7796,,,,A,,,BAO_0000218,N,14941,CHEMBL621328,,In vivo,,,Intermediate,50597,1,1,
7797,,,,A,,,BAO_0000218,N,5960,CHEMBL621329,,In vivo,,,Intermediate,50597,1,1,
7798,,,,A,,,BAO_0000218,N,5022,CHEMBL621330,,In vivo,,,Intermediate,50597,1,1,
7799,,,,A,,,BAO_0000218,N,4408,CHEMBL621331,,In vivo,,,Intermediate,50597,1,1,
7800,,,,A,,,BAO_0000218,N,5983,CHEMBL621332,,In vivo,,,Intermediate,50597,1,1,
7801,,,,A,,,BAO_0000218,N,4689,CHEMBL621333,,In vivo,,,Intermediate,50597,1,1,
7802,,,,A,,,BAO_0000218,N,2792,CHEMBL621334,,In vivo,,,Intermediate,50597,1,1,
7803,,,,A,,,BAO_0000218,N,15011,CHEMBL621335,,,,,Intermediate,50594,1,1,
7804,,,,A,,,BAO_0000218,N,14180,CHEMBL621336,,,,,Intermediate,50588,1,1,
7805,,,,A,,,BAO_0000218,N,14180,CHEMBL621337,,,,,Intermediate,50597,1,1,
7806,,,,A,,,BAO_0000218,N,14599,CHEMBL621338,,,,,Intermediate,50588,1,1,
7807,,,,A,,,BAO_0000218,N,14599,CHEMBL875838,,,,,Intermediate,50588,1,1,
7808,,,,A,,,BAO_0000218,N,14599,CHEMBL621339,,,,,Intermediate,50588,1,1,
7809,,,,A,,,BAO_0000218,N,14599,CHEMBL621340,,,,,Intermediate,50588,1,1,
7810,,,,A,,,BAO_0000218,U,15675,CHEMBL621341,,,,,Autocuration,22224,0,1,
7811,,,,A,,,BAO_0000019,U,12706,CHEMBL621342,,,,,Autocuration,22224,0,1,
7812,,,,A,,,BAO_0000019,U,12706,CHEMBL621343,,,,,Autocuration,22224,0,1,
7813,,,,A,,,BAO_0000218,N,9750,CHEMBL621344,,,,,Intermediate,50594,1,1,
7814,,,,A,,,BAO_0000218,N,9750,CHEMBL621345,,,,,Intermediate,50594,1,1,
7815,,,,A,,,BAO_0000019,U,14691,CHEMBL621346,,,,,Autocuration,22224,0,1,
7816,,,,A,,,BAO_0000218,U,14691,CHEMBL621347,,,,,Autocuration,22224,0,1,
7817,,,,A,,,BAO_0000218,N,14691,CHEMBL621348,,,,,Intermediate,50588,1,1,
7818,,,,A,178.0,Blood,BAO_0000019,U,2939,CHEMBL621349,,,,,Autocuration,22224,0,1,
7819,,,,A,178.0,Blood,BAO_0000019,U,2939,CHEMBL621350,,,,,Autocuration,22224,0,1,
7820,,,,A,178.0,Blood,BAO_0000019,U,2939,CHEMBL875839,,,,,Autocuration,22224,0,1,
7821,,,,A,178.0,Blood,BAO_0000019,U,2939,CHEMBL620211,,,,,Autocuration,22224,0,1,
7822,,,,A,178.0,Blood,BAO_0000019,U,2939,CHEMBL620212,,,,,Autocuration,22224,0,1,
7823,,,,A,178.0,Blood,BAO_0000019,U,2939,CHEMBL620213,,,,,Autocuration,22224,0,1,
7824,,,,A,1969.0,Plasma,BAO_0000218,N,9552,CHEMBL620214,,,,,Intermediate,50797,1,1,
7825,,,,A,1969.0,Plasma,BAO_0000218,N,9552,CHEMBL620215,,,,,Intermediate,50797,1,1,
7826,,,,A,1969.0,Plasma,BAO_0000218,N,9552,CHEMBL620216,,,,,Intermediate,50797,1,1,
7827,,,,A,1969.0,Plasma,BAO_0000218,N,9552,CHEMBL620888,,,,,Intermediate,50588,1,1,
7828,,,,A,1969.0,Plasma,BAO_0000218,N,9552,CHEMBL620889,,,,,Intermediate,50588,1,1,
7829,,,,A,1969.0,Plasma,BAO_0000019,U,9552,CHEMBL620890,,,,,Autocuration,22224,0,1,
7830,,,,A,1969.0,Plasma,BAO_0000218,N,11911,CHEMBL620891,,,,,Intermediate,50597,1,1,
7831,,,,A,,,BAO_0000019,U,16618,CHEMBL620892,,,,,Autocuration,22224,0,1,
7832,,,,A,,,BAO_0000218,N,14387,CHEMBL621079,,,,,Intermediate,50594,1,1,
7833,,,,A,,,BAO_0000218,N,14387,CHEMBL621080,,,,,Intermediate,50594,1,1,
7834,,,,A,,,BAO_0000218,N,12836,CHEMBL621081,,,,,Intermediate,50588,1,1,
7835,,,,A,,,BAO_0000218,N,12836,CHEMBL621082,,,,,Intermediate,100712,1,1,
7836,,,,A,,,BAO_0000218,N,12836,CHEMBL621083,,,,,Intermediate,50597,1,1,
7837,,,,A,,,BAO_0000218,N,14339,CHEMBL621084,,,,,Intermediate,50588,1,1,
7838,,,,A,,,BAO_0000218,N,14339,CHEMBL621085,,,,,Intermediate,50588,1,1,
7839,,,,A,,,BAO_0000218,N,14339,CHEMBL621086,,,,,Intermediate,50588,1,1,
7840,,,,A,,,BAO_0000218,N,10524,CHEMBL621087,,,,,Intermediate,50588,1,1,
7841,,,,A,,,BAO_0000218,N,9994,CHEMBL622607,,,,,Intermediate,50588,1,1,
7842,,,,A,,,BAO_0000218,N,11325,CHEMBL622608,,,,,Intermediate,50588,1,1,
7843,,,,A,,,BAO_0000019,U,12536,CHEMBL624481,,,,,Autocuration,22224,0,1,
7844,,,,A,,,BAO_0000019,U,12536,CHEMBL624482,,,,,Autocuration,22224,0,1,
7845,,,,A,,,BAO_0000019,U,12536,CHEMBL624483,,,,,Autocuration,22224,0,1,
7846,,,,A,,,BAO_0000019,U,12536,CHEMBL624484,,,,,Autocuration,22224,0,1,
7847,,,,A,,,BAO_0000019,U,12536,CHEMBL624485,,,,,Autocuration,22224,0,1,
7848,,,,A,,,BAO_0000218,N,15556,CHEMBL624486,,,,,Intermediate,50597,1,1,
7849,,,,A,,,BAO_0000019,U,2809,CHEMBL624487,,,,,Autocuration,22224,0,1,
7850,,,,A,,,BAO_0000019,U,9511,CHEMBL624488,,,,,Autocuration,22224,0,1,
7851,,,,A,,,BAO_0000218,N,12818,CHEMBL624489,,,,,Intermediate,50597,1,1,
7852,,,,A,,,BAO_0000218,N,12818,CHEMBL625184,,,,,Intermediate,50597,1,1,
7853,,,,A,,,BAO_0000019,U,15118,CHEMBL625185,,,,,Autocuration,22224,0,1,
7854,,,,A,,,BAO_0000019,U,15118,CHEMBL875954,,,,,Autocuration,22224,0,1,
7855,,,,A,,,BAO_0000019,U,15118,CHEMBL625186,,,,,Autocuration,22224,0,1,
7856,,,,A,,,BAO_0000019,U,15118,CHEMBL625187,,,,,Autocuration,22224,0,1,
7857,,,,A,,,BAO_0000019,U,2632,CHEMBL625188,,,,,Autocuration,22224,0,1,
7858,,,,A,,,BAO_0000218,N,14346,CHEMBL625189,,,,,Intermediate,50588,1,1,
7859,,,,A,,,BAO_0000218,N,14346,CHEMBL625190,,,,,Intermediate,50588,1,1,
7860,,,,A,,,BAO_0000218,N,14346,CHEMBL621733,,,,,Intermediate,50597,1,1,
7861,,,,A,,,BAO_0000218,N,14346,CHEMBL621734,,,,,Intermediate,50597,1,1,
7862,,,,A,,,BAO_0000218,N,11149,CHEMBL621735,,,,,Intermediate,50597,1,1,
7863,,,,A,1969.0,Plasma,BAO_0000218,N,17796,CHEMBL621736,,,,,Intermediate,50597,1,1,
7864,,,,A,1969.0,Plasma,BAO_0000218,N,5247,CHEMBL621737,,,,,Intermediate,50597,1,1,
7865,,,,A,,,BAO_0000218,N,4727,CHEMBL621738,,,,,Intermediate,50597,1,1,
7866,,,,A,,,BAO_0000218,N,5654,CHEMBL622806,,In vivo,,,Intermediate,50597,1,1,
7867,,,,A,,,BAO_0000218,N,5654,CHEMBL623519,,In vivo,,,Intermediate,50597,1,1,
7868,,,,A,,,BAO_0000218,N,17260,CHEMBL623520,,In vivo,,,Intermediate,50597,1,1,
7869,,,,A,,,BAO_0000218,N,17065,CHEMBL623521,,In vivo,,,Intermediate,50597,1,1,
7870,,,,A,,,BAO_0000218,N,17671,CHEMBL623522,,In vivo,,,Intermediate,50597,1,1,
7871,,,,A,,,BAO_0000218,N,6672,CHEMBL623523,,In vivo,,,Intermediate,50597,1,1,
7872,,,,A,,,BAO_0000218,N,6673,CHEMBL623690,,In vivo,,,Intermediate,50597,1,1,
7873,,,,A,,,BAO_0000218,N,5978,CHEMBL623691,,In vivo,,,Intermediate,50597,1,1,
7874,,,,A,,,BAO_0000218,N,5978,CHEMBL623692,,In vivo,,,Intermediate,50597,1,1,
7875,,,,A,,,BAO_0000218,N,5978,CHEMBL623693,,In vivo,,,Intermediate,50597,1,1,
7876,,,,A,,,BAO_0000218,N,5978,CHEMBL623694,,In vivo,,,Intermediate,50597,1,1,
7877,,,,A,,,BAO_0000218,N,4413,CHEMBL623695,,In vivo,,,Intermediate,50597,1,1,
7878,,,,A,,,BAO_0000218,N,2661,CHEMBL623696,,In vivo,,,Intermediate,50597,1,1,
7879,,,,A,,,BAO_0000218,N,2661,CHEMBL623697,,In vivo,,,Intermediate,50597,1,1,
7880,,,,A,1969.0,Plasma,BAO_0000218,U,5005,CHEMBL623698,,In vivo,,,Intermediate,22224,0,1,
7881,,,,A,1969.0,Plasma,BAO_0000218,U,5005,CHEMBL623699,,In vivo,,,Intermediate,22224,0,1,
7882,,,,A,,,BAO_0000218,N,15765,CHEMBL623700,,In vivo,,,Intermediate,50597,1,1,
7883,,,,A,,,BAO_0000218,N,3747,CHEMBL623701,,In vivo,,,Intermediate,50597,1,1,
7884,,,,A,1969.0,Plasma,BAO_0000218,N,16366,CHEMBL623702,,In vivo,,,Intermediate,50597,1,1,
7885,,,,A,,,BAO_0000218,N,4199,CHEMBL623703,,In vivo,,,Intermediate,50597,1,1,
7886,,,,A,,,BAO_0000218,N,17267,CHEMBL623704,,In vivo,,,Intermediate,50597,1,1,
7887,,,,A,,,BAO_0000218,N,6535,CHEMBL623705,,In vivo,,,Intermediate,50597,1,1,
7888,,,,A,,,BAO_0000218,N,6535,CHEMBL623706,,In vivo,,,Intermediate,50597,1,1,
7889,,,,A,,,BAO_0000218,N,5041,CHEMBL623707,,In vivo,,,Intermediate,50597,1,1,
7890,,,,A,,,BAO_0000218,N,5960,CHEMBL623708,,In vivo,,,Intermediate,50597,1,1,
7891,,,,A,,,BAO_0000218,N,5937,CHEMBL623709,,In vivo,,,Intermediate,50597,1,1,
7892,,,,A,,,BAO_0000218,N,5871,CHEMBL623710,,In vivo,,,Intermediate,50597,1,1,
7893,,,,A,,,BAO_0000218,N,5874,CHEMBL623711,,In vivo,,,Intermediate,50597,1,1,
7894,,,,A,,,BAO_0000218,N,6504,CHEMBL623712,,In vivo,,,Intermediate,50597,1,1,
7895,,,,A,,,BAO_0000218,N,6803,CHEMBL623713,,In vivo,,,Intermediate,50597,1,1,
7896,,,,A,,,BAO_0000218,N,5041,CHEMBL623714,,In vivo,,,Intermediate,50597,1,1,
7897,,,,A,,,BAO_0000218,N,5041,CHEMBL623715,,In vivo,,,Intermediate,50597,1,1,
7898,,,,A,,,BAO_0000218,N,1916,CHEMBL623716,,In vivo,,,Intermediate,50597,1,1,
7899,,,,A,,,BAO_0000218,N,5199,CHEMBL622980,,In vivo,,,Intermediate,50597,1,1,
7900,,,,A,,,BAO_0000218,N,16367,CHEMBL622981,,In vivo,,,Intermediate,50597,1,1,
7901,,,,A,,,BAO_0000218,N,6362,CHEMBL622982,,In vivo,,,Intermediate,50597,1,1,
7902,,,,A,,,BAO_0000218,N,15662,CHEMBL622983,,In vivo,,,Intermediate,50597,1,1,
7903,,,,A,,,BAO_0000218,N,6215,CHEMBL622984,,In vivo,,,Intermediate,50597,1,1,
7904,,,,A,,,BAO_0000218,N,1466,CHEMBL622985,,In vivo,,,Intermediate,50597,1,1,
7905,,,,A,1969.0,Plasma,BAO_0000218,N,15662,CHEMBL623631,,In vivo,,,Intermediate,50597,1,1,
7906,,,,A,,,BAO_0000218,N,4723,CHEMBL623632,,In vivo,,,Intermediate,50597,1,1,
7907,,,,A,1969.0,Plasma,BAO_0000218,N,2792,CHEMBL623633,,In vivo,,,Intermediate,50597,1,1,
7908,,,,A,1969.0,Plasma,BAO_0000218,N,2792,CHEMBL623634,,In vivo,,,Intermediate,50597,1,1,
7909,,,,A,,,BAO_0000218,N,5213,CHEMBL623635,,In vivo,,,Intermediate,50597,1,1,
7910,,,,A,,,BAO_0000218,N,4687,CHEMBL621195,,In vivo,,,Intermediate,50597,1,1,
7911,,,,A,,,BAO_0000218,N,3371,CHEMBL621196,,In vivo,,,Intermediate,50597,1,1,
7912,,,,A,,,BAO_0000218,N,4690,CHEMBL875287,,In vivo,,,Intermediate,50597,1,1,
7913,,,,A,,,BAO_0000218,N,5702,CHEMBL621197,,In vivo,,,Intermediate,50597,1,1,
7914,,,,A,1969.0,Plasma,BAO_0000218,N,740,CHEMBL621198,,In vivo,,,Intermediate,50597,1,1,
7915,,,,A,1969.0,Plasma,BAO_0000218,N,4853,CHEMBL621199,,In vivo,,,Intermediate,50597,1,1,
7916,,,,A,,,BAO_0000218,N,5789,CHEMBL621200,,In vivo,,,Intermediate,50597,1,1,
7917,,,,A,,,BAO_0000218,N,4527,CHEMBL621201,,In vivo,,,Intermediate,50597,1,1,
7918,,,,A,,,BAO_0000218,N,4527,CHEMBL621202,,In vivo,,,Intermediate,50597,1,1,
7919,,,,A,,,BAO_0000218,N,6518,CHEMBL621203,,In vivo,,,Intermediate,50597,1,1,
7920,,,,A,,,BAO_0000218,N,6518,CHEMBL621204,,In vivo,,,Intermediate,50597,1,1,
7921,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621205,,In vivo,,,Intermediate,50597,1,1,
7922,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621206,,In vivo,,,Intermediate,50597,1,1,
7923,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621207,,In vivo,,,Intermediate,50597,1,1,
7924,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621208,,In vivo,,,Intermediate,50597,1,1,
7925,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621209,,In vivo,,,Intermediate,50597,1,1,
7926,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL876484,,In vivo,,,Intermediate,50597,1,1,
7927,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621210,,In vivo,,,Intermediate,50597,1,1,
7928,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621211,,In vivo,,,Intermediate,50597,1,1,
7929,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621212,,In vivo,,,Intermediate,50597,1,1,
7930,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621213,,In vivo,,,Intermediate,50597,1,1,
7931,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621214,,In vivo,,,Intermediate,50597,1,1,
7932,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621215,,In vivo,,,Intermediate,50597,1,1,
7933,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621216,,In vivo,,,Intermediate,50597,1,1,
7934,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621217,,In vivo,,,Intermediate,50597,1,1,
7935,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621218,,In vivo,,,Intermediate,50597,1,1,
7936,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621219,,In vivo,,,Intermediate,50597,1,1,
7937,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621220,,In vivo,,,Intermediate,50597,1,1,
7938,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621221,,In vivo,,,Intermediate,50597,1,1,
7939,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621222,,In vivo,,,Intermediate,50597,1,1,
7940,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621223,,In vivo,,,Intermediate,50597,1,1,
7941,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL876485,,In vivo,,,Intermediate,50597,1,1,
7942,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621224,,In vivo,,,Intermediate,50597,1,1,
7943,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621225,,In vivo,,,Intermediate,50597,1,1,
7944,,,,A,948.0,Heart,BAO_0000218,N,9866,CHEMBL621226,,In vivo,,,Intermediate,50597,1,1,
7945,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621227,,In vivo,,,Intermediate,50597,1,1,
7946,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621228,,In vivo,,,Intermediate,50597,1,1,
7947,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621229,,In vivo,,,Intermediate,50597,1,1,
7948,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621230,,In vivo,,,Intermediate,50597,1,1,
7949,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621231,,In vivo,,,Intermediate,50597,1,1,
7950,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621232,,In vivo,,,Intermediate,50597,1,1,
7951,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621233,,In vivo,,,Intermediate,50597,1,1,
7952,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621234,,In vivo,,,Intermediate,50597,1,1,
7953,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621235,,In vivo,,,Intermediate,50597,1,1,
7954,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621236,,In vivo,,,Intermediate,50597,1,1,
7955,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL621237,,In vivo,,,Intermediate,50597,1,1,
7956,,,,A,2113.0,Kidney,BAO_0000218,N,9866,CHEMBL876486,,In vivo,,,Intermediate,50597,1,1,
7957,,,,A,160.0,Intestine,BAO_0000218,N,9866,CHEMBL622436,,In vivo,,,Intermediate,50597,1,1,
7958,,,,A,160.0,Intestine,BAO_0000218,N,9866,CHEMBL622437,,In vivo,,,Intermediate,50597,1,1,
7959,,,,A,160.0,Intestine,BAO_0000218,N,9866,CHEMBL622438,,In vivo,,,Intermediate,50597,1,1,
7960,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622439,,In vivo,,,Intermediate,50597,1,1,
7961,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622440,,In vivo,,,Intermediate,50597,1,1,
7962,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622441,,In vivo,,,Intermediate,50597,1,1,
7963,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622442,,In vivo,,,Intermediate,50597,1,1,
7964,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622443,,In vivo,,,Intermediate,50597,1,1,
7965,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622444,,In vivo,,,Intermediate,50597,1,1,
7966,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622445,,In vivo,,,Intermediate,50597,1,1,
7967,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622446,,In vivo,,,Intermediate,50597,1,1,
7968,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622447,,In vivo,,,Intermediate,50597,1,1,
7969,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622448,,In vivo,,,Intermediate,50597,1,1,
7970,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622449,,In vivo,,,Intermediate,50597,1,1,
7971,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622450,,In vivo,,,Intermediate,50597,1,1,
7972,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622451,,In vivo,,,Intermediate,50597,1,1,
7973,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622452,,In vivo,,,Intermediate,50597,1,1,
7974,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622453,,In vivo,,,Intermediate,50597,1,1,
7975,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622454,,In vivo,,,Intermediate,50597,1,1,
7976,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL622455,,In vivo,,,Intermediate,50597,1,1,
7977,,,,A,2107.0,Liver,BAO_0000218,N,9866,CHEMBL876024,,In vivo,,,Intermediate,50597,1,1,
7978,,,,A,,,BAO_0000218,N,2792,CHEMBL622456,,In vivo,,,Intermediate,50597,1,1,
7979,,,,A,,,BAO_0000218,N,15078,CHEMBL622457,,In vivo,,,Intermediate,50597,1,1,
7980,,,,A,,,BAO_0000218,N,15078,CHEMBL622458,,In vivo,,,Intermediate,50597,1,1,
7981,,,,A,,,BAO_0000218,N,15022,CHEMBL622459,,,,,Intermediate,50597,1,1,
7982,,,,A,,,BAO_0000218,N,15022,CHEMBL873343,,,,,Intermediate,50597,1,1,
7983,,,,A,,,BAO_0000218,N,15022,CHEMBL622460,,,,,Intermediate,50597,1,1,
7984,,,,A,1969.0,Plasma,BAO_0000218,N,4576,CHEMBL622461,,,,,Intermediate,50597,1,1,
7985,,,,A,1969.0,Plasma,BAO_0000218,N,6681,CHEMBL622462,,In vivo,,,Intermediate,50597,1,1,
7986,,,,A,,,BAO_0000218,N,16365,CHEMBL622463,,In vivo,,,Intermediate,50597,1,1,
7987,,,,A,,,BAO_0000218,N,16365,CHEMBL622464,,In vivo,,,Intermediate,50597,1,1,
7988,,,,A,,,BAO_0000218,N,16365,CHEMBL622465,,In vivo,,,Intermediate,50597,1,1,
7989,,,,A,,,BAO_0000218,N,16365,CHEMBL622466,,In vivo,,,Intermediate,50597,1,1,
7990,,,,A,,,BAO_0000218,N,16365,CHEMBL622467,,In vivo,,,Intermediate,50597,1,1,
7991,,,,A,1969.0,Plasma,BAO_0000218,N,6824,CHEMBL622468,,,,,Intermediate,50597,1,1,
7992,,,,A,1969.0,Plasma,BAO_0000218,N,6685,CHEMBL876025,,,,,Intermediate,50597,1,1,
7993,,,,A,1969.0,Plasma,BAO_0000218,N,6685,CHEMBL622469,,,,,Intermediate,50597,1,1,
7994,,,,A,1969.0,Plasma,BAO_0000218,N,6685,CHEMBL622470,,,,,Intermediate,50597,1,1,
7995,,,,A,,,BAO_0000218,N,15662,CHEMBL622471,,In vivo,,,Intermediate,50597,1,1,
7996,,,,A,1969.0,Plasma,BAO_0000218,N,1742,CHEMBL622472,,,,,Intermediate,50597,1,1,
7997,,,,A,1969.0,Plasma,BAO_0000218,N,2774,CHEMBL622473,,In vivo,,,Intermediate,50597,1,1,
7998,,,,A,1969.0,Plasma,BAO_0000218,N,5199,CHEMBL624282,,In vivo,,,Intermediate,50597,1,1,
7999,,,,A,1969.0,Plasma,BAO_0000218,N,12873,CHEMBL624283,,In vivo,,,Intermediate,50597,1,1,
8000,,,,A,1969.0,Plasma,BAO_0000218,N,12873,CHEMBL624284,,In vivo,,,Intermediate,50597,1,1,
8001,,,,A,1969.0,Plasma,BAO_0000218,N,1916,CHEMBL624285,,In vivo,,,Intermediate,50597,1,1,
8002,,,,A,,,BAO_0000218,N,16367,CHEMBL624286,,In vivo,,,Intermediate,50597,1,1,
8003,,,,A,,,BAO_0000218,N,16366,CHEMBL624287,,In vivo,,,Intermediate,50597,1,1,
8004,,,,A,,,BAO_0000218,N,216,CHEMBL624288,,,,,Intermediate,50597,1,1,
8005,,,,A,1969.0,Plasma,BAO_0000218,N,6410,CHEMBL624289,,In vivo,,,Intermediate,50597,1,1,
8006,,,,A,1969.0,Plasma,BAO_0000218,N,6410,CHEMBL873344,,In vivo,,,Intermediate,50597,1,1,
8007,,,,A,,,BAO_0000218,N,6215,CHEMBL619623,,In vivo,,,Intermediate,50597,1,1,
8008,,,,A,,,BAO_0000218,N,3598,CHEMBL621399,,In vivo,,,Expert,50597,1,1,
8009,,,,A,,,BAO_0000218,N,4527,CHEMBL621400,,In vivo,,,Intermediate,50597,1,1,
8010,,,,A,,,BAO_0000218,N,17670,CHEMBL621401,,In vivo,,,Intermediate,50597,1,1,
8011,,,,A,,,BAO_0000218,N,1465,CHEMBL621402,,,,,Intermediate,50597,1,1,
8012,,,,A,,,BAO_0000218,N,2552,CHEMBL621403,,,,,Intermediate,50597,1,1,
8013,,,,A,,,BAO_0000218,N,5656,CHEMBL621121,,In vivo,,,Intermediate,50597,1,1,
8014,,,,A,,,BAO_0000218,N,17764,CHEMBL872525,,In vivo,,,Intermediate,50597,1,1,
8015,,,,A,,,BAO_0000218,N,5610,CHEMBL621122,,,,,Intermediate,50597,1,1,
