assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,doc_id,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,tid
200,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,B,6431,,,,,,,11490
201,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,H,F,9295,,,,,,,11134
202,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,B,10193,,,,,,,12052
203,,,Compound was tested in vitro for inhibition of 12-LO human platelet,H,B,13622,,,,,,,11134
204,,,Inhibitory concentration against human platelet 12-lipoxygenase,H,F,12079,,,,,,,11134
205,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,H,B,13622,,,,,,,11134
206,,Homo sapiens,Inhibitory concentration against human platelet 12-lipoxygenase,D,F,12079,,,9606.0,,,,11134
207,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,H,B,13500,,,,,,,11835
208,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,H,B,13723,,,,,,,11601
209,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),H,B,16474,,,,,,,11134
210,,,Inhibitory activity against human platelet 12-lipoxygenase,H,B,1630,,,,,,,11134
211,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,H,B,167,,,,,,,11134
212,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),H,B,16474,,,,,,,11134
213,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,H,B,167,,,,,,,11134
214,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,H,B,16474,,,,,,,11134
215,,,Inhibitory activity towards porcine 12-lipoxygenase,H,B,10091,,,,,,,11601
216,,,Tested for inhibition against porcine 12-LO,H,B,11966,,,,,,,11601
217,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,H,B,951,,,,,,,12052
218,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,H,B,10997,,,,,,,12052
219,,,In vitro inhibition of rat platelet 12-lipoxygenase,H,B,10193,,,,,,,12052
220,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,B,10193,,,,,,,12052
221,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,H,B,10193,,,,,,,12052
222,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,H,B,10193,,,,,,,12052
223,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,B,10193,,,,,,,12052
224,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,H,B,10193,,,,,,,12052
225,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,H,B,11087,,,,,,,12052
226,,Homo sapiens,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,N,F,15569,,,9606.0,,,41M,80007
227,,Homo sapiens,In vitro antitumor activity against 41M cell line.,N,F,12989,,,9606.0,,,41M,80007
228,,Homo sapiens,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,N,F,16745,,,9606.0,,,41M,80007
229,,Homo sapiens,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,N,F,15569,,,9606.0,,,41M,80007
230,,Homo sapiens,In vitro antitumor activity against 41McisR cell line.,N,F,12989,,,9606.0,,,41M,80007
231,,Homo sapiens,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,N,F,12989,,,9606.0,,,41M,80007
232,,Homo sapiens,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,N,F,16745,,,9606.0,,,41M,80007
233,,Homo sapiens,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),D,B,6210,,,9606.0,,,,84
234,,Homo sapiens,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),D,B,6210,,,9606.0,,,,68
235,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),H,B,6226,,,,,,,68
236,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,B,17855,,,,,,,10201
237,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,H,B,17855,,,,,,,10201
238,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,B,17855,,,,,,,10201
239,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,B,10413,,,,,,,12220
240,,Escherichia coli,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,B,10413,,,562.0,,,,11303
241,,Escherichia coli,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,B,10413,,,562.0,,,,11303
242,,Escherichia coli,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",H,B,10413,,,562.0,,,,11303
243,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,B,10413,,,,,,,12220
244,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",H,B,10413,,,,,,,12220
245,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
246,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",H,B,7587,,,9823.0,,,,11303
247,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
248,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
249,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
250,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
251,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
252,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
253,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
254,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",H,B,7587,,,9823.0,,,,11303
255,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
256,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,B,7587,,,9823.0,,,,11303
257,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",H,B,7323,,,,,,,11303
258,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",U,B,7587,,,9823.0,,,,22226
259,,Sus scrofa,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",U,B,7587,,,9823.0,,,,22226
260,,Saccharomyces cerevisiae,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,H,B,13750,,,4932.0,,,,100249
261,,Rattus norvegicus,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,B,7662,,,10116.0,,,,22226
262,,Rattus norvegicus,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,B,7662,,,10116.0,,,,22226
263,,Rattus norvegicus,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",U,B,7662,,,10116.0,,,,22226
264,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,F,12211,,,,,,,104698
265,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,F,12211,,,,,,,104698
266,,Cavia porcellus,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,D,F,12211,,,10141.0,,Ileum,,20033
267,,,Stimulatory activity of intragastric pressure was tested in the rat,H,F,12211,,,,,,,10623
268,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,H,B,15453,,,,,,,121
269,,Rattus norvegicus,Dose to reduce neuronal firing against 5-HT cells in rats (iv),U,F,11884,,,10116.0,,,,22226
270,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,H,F,7185,,,,,,,12688
271,,Homo sapiens,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,D,B,6876,,,9606.0,,,,121
272,,Homo sapiens,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,D,B,6876,,,9606.0,,,,121
273,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,H,F,11863,,,,,,,12198
274,,,Inhibition constant of high-affinity 5-HT uptake,H,B,11863,,,,,,,12198
275,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,H,F,11863,,,,,,,12198
276,,,Maximum rate was determined for high affinity transport of 5-HT,H,F,11863,,,,,,,12198
277,,,Compound was tested for agonistic activity against 5-HT uptake,H,F,4639,,,,,,,104714
278,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,H,B,15796,,,,,,,10577
279,,Bos taurus,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,H,B,15796,,,9913.0,,,,105
280,,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,D,B,12801,,,10116.0,,,,104744
281,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,H,B,12801,,,,,,,104744
282,Membranes,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,H,B,12120,,,,,,,104744
283,Membranes,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,H,B,12120,,,,,,,104744
284,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,H,B,11963,,,,,,,104744
285,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,H,F,11701,,,,,,,51
286,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,B,9995,,,,,Hippocampus,,51
287,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,H,B,9995,,,,,Hippocampus,,51
288,,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,B,9995,,,,,Hippocampus,,51
289,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),H,F,16394,In vivo,,,,,,10576
290,,Cavia porcellus,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,D,F,11574,,,10141.0,,,,105570
291,,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,H,B,15779,,,,,,CHO,279
292,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,H,B,15363,,,,,,,107
293,,Rattus norvegicus,Efficacy against 5-hydroxytryptamine 2A receptor,D,F,15363,,,10116.0,,,,12687
294,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,H,F,15329,,,,,,,12687
295,,,Relative potency towards 5-HT2A receptor of rat tail artery,H,F,15329,,,,,,,12687
296,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,H,F,15329,,,,,,,12687
297,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,H,F,15329,,,,,,,12687
298,,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,H,F,15329,,,,,,,12687
299,,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,H,F,15329,,,,,,,12687
300,,Cavia porcellus,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,D,F,273,,,10141.0,,Ileum,,20033
301,,Cavia porcellus,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),D,F,273,,,10141.0,,Ileum,,20033
302,,Cavia porcellus,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,D,F,273,,,10141.0,,Ileum,,20033
303,,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,H,B,12092,,,,,,,10623
304,,Rattus norvegicus,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,D,F,1317,,,10116.0,,,,10623
305,,,Binding affinity against 5-hydroxytryptamine 4 receptor,H,B,12409,,,,,,,168
306,,Gallus gallus,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,U,B,11126,,,9031.0,,,,22226
307,,Homo sapiens,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,U,F,11126,,,9606.0,,,,22226
308,,Homo sapiens,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,U,F,11126,,,9606.0,,,,22226
309,,Homo sapiens,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,N,B,11126,,,9606.0,,,HL-60,80156
310,,Homo sapiens,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,U,B,11126,,,9606.0,,,,22226
311,,Homo sapiens,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,U,B,11126,,,9606.0,,,,22226
312,,Homo sapiens,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,D,B,17807,,,9606.0,,,Oocytes,104703
313,,,Chymotryptic inhibitory activity against 26S proteasome,S,F,16575,,,,,,,100256
314,,,Inhibitory activity against 26S proteasome degradation of IkB,S,B,15407,,,,,,,100256
315,,Homo sapiens,In vitro inhibition of 2780/DOX ovarian cancer cell line,N,F,10797,,,9606.0,,,A2780,81034
316,,Homo sapiens,In vitro inhibition of 2780/S ovarian cancer cell line,N,F,10797,,,9606.0,,,A2780,81034
317,,Homo sapiens,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,U,F,3469,,,9606.0,,,,22226
318,,,Association constant for binding to AATT 28-mer AATT hairpin,M,B,16037,,,,,,,22222
319,,,Kinetically Defined Association Constant for 28-mer AATT hairpin.,M,B,16037,,,,,,,22222
320,,,Reaction Rate Parameter for 28-mer AATT hairpin,M,B,16037,,,,,,,22222
321,,,Reaction Rate Parameter for 28-mer AATT hairpin,M,B,16037,,,,,,,22222
322,,Homo sapiens,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),U,F,16524,,,9606.0,,,,22226
323,,Homo sapiens,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),U,F,16524,,,9606.0,,,,22226
324,,Homo sapiens,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,U,F,16524,,,9606.0,,,,22226
325,,Cricetulus griseus,Cytotoxicity against cell line 2SC/20 determined by MTT test,U,F,16758,,,10029.0,,,,22226
326,,Cricetulus griseus,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,U,F,16758,,,10029.0,,,,22226
327,,Cricetulus griseus,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,U,F,16758,,,10029.0,,,,22226
328,,,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,H,B,14360,,,,,,,241
329,,Homo sapiens,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,D,B,14360,,,9606.0,,,,241
330,,Rattus norvegicus,Selectivity ratio of ID50 in liver and heart,U,B,9964,,,10116.0,,,,22226
331,,,"Selectivity, ratio of relative ID50 in liver and heart",H,B,9964,,,,,,,12132
332,,,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,H,B,9964,,,,,,,12132
333,,,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",H,B,9964,,,,,,,12132
334,,,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",H,B,9964,,,,,,,12132
