Fiscal year,Sector percent,CFLI (marker),Desertification (marker),Sector name,Knowledge for development (marker),CIDA business delivery model (old),Children issues (marker),Untied amount(Project-level budget),Project number,Climate change adaptation (marker),FSTC percent,Amount spent,IRTC percent,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker)
200920q0,0.7108569818749064,0,0,Pr9maryeduca5iog,0,R2s0onsive,1,21940547.93293498,w029910001,0,0.2079722918391892,691458.1347505838,0.009332590665118039,NotPBz,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20p92010,0.6964552166857836,0,0,Priharyedudagion,0,Resplnsjve,1,38673386.146710545,z0209w0001,0,0.8473629808170633,987347.0073117787,0.004267202486931655,NotPgA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
200920w0,0.1893831567134261,0,0,Badjchfalthcare,0,Res9omsive,1,17265109.168426074,A0wp910001,0,0.7077624101713615,619212.0031552447,0.0214803995383554,Not9BA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20092o10,0.5019179850788429,0,0,hasuchealthca3e,0,Resoknsive,1,13933.049492953345,A0209200p1,0,0.7203888108692212,962409.8892487673,0.004447208395119779,NotPvA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20092o10,0.6739669675734747,0,0,damilyplanninh,0,Rexplnsive,1,8506931.880485285,A0209100p2,0,0.4548575224369576,2241853.8054909757,0.00848022655940005,NotPBw,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2p092010,0.43858942152460983,0,0,Familuplanjing,0,Resppnsiv3,1,21826154.390577335,A920920001,0,0.45308178211311906,1843379.2864496994,0.013014836203726026,jotPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
200920q0,0.03126856900327529,0,0,Publicqecto3pilidywndadjibistragivemamagement,0,Respona9ve,1,28829507.541582942,Ao209100o1,0,0.8857799877596282,504726.1678296615,0.009735306808987423,NktPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2p092010,0.08193041405118123,0,0,Pubkicsecto5polifyahvadkigisteativehanagement,0,Resoonsice,1,10473224.410305928,A02o91p001,0,0.13559863526251148,163092.91164517685,0.0049708601699833726,gotPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
200920q0,0.9893481219597564,0,0,0rimarteducat9on,0,Rezponsivw,1,168081.26034347713,A020920901,0,0.5176791966544945,822625.8251193537,0.0006531106888926414,NotPnA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
29092010,0.9923084316879208,0,0,9rimaryedhfation,0,Resplnsiv2,1,24020986.888952732,A02091p091,0,1.2070022944905958,403877.88482206827,0.0004867353757519742,No6PBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2p092010,1.1524102796526607,0,0,Basicheql5hxare,0,Respojsibe,1,8258530.936612152,z0209100o1,0,0.4656853569493903,2746450.5908199158,0.002274893368290711,NotPvA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20092p10,0.4152847195473274,0,0,hazichwalthcare,0,Rdspinsive,1,43323590.67999606,A0299100o1,0,0.6519021873262888,1141306.851755231,0.015332168678634562,No4PBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2o092010,0.7390230719408144,0,0,Familtplajning,0,eespobsive,1,4207209.414259086,A920910p01,0,1.0930058286387558,654093.9836234947,0.009485002042868229,NofPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20o92010,0.9614148193078904,0,0,Fzmilyplagning,0,Reslons7ve,1,17354679.447111838,A020o20001,0,1.1037058628735115,501583.6404504472,0.019794873236437933,NohPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2009201p,0.6185196633114715,0,0,Publiczfctorpolicyandadnumist3aticemanatemenr,0,4espons9ve,1,12021929.178476978,A010010001,0,0.8490007402389619,60917.503498793696,0.008236104642196186,NoyPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20p92010,0.00260540496676831,0,0,Pugiicsectodpplicyancadkinidtrwtivemanwgement,0,Reso8nsive,1,4800004.03150364,z0209q0001,0,0.6043282757450771,410981.60947363626,0.0024400061432712774,NitPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2009w010,1.1342458258957353,0,0,9rima5yeducat8on,0,Resplbsive,1,31536046.650788665,s020o10001,0,0.6865877397802733,58359.421900952206,0.006940762856545576,NltPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20091010,0.7991647332129322,0,0,0rkmaryeducztion,0,fesponsige,1,32564275.264685605,A02991o001,0,0.9826176621064653,2039592.688453266,0.0029644139957307053,NotPgA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20o92010,0.39477356148050863,0,0,Basicheal5hfar2,0,Res9onskve,1,8482131.193777112,A02p910p01,0,0.349495793150312,220164.4924945959,0.005660816747398154,Not0BA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2009q010,0.3662731990655613,0,0,Basjchewlthsare,0,Rew0onsive,1,8342854.857523339,A0e0910901,0,0.45624500669010165,1473394.5611566023,0.002570848112251043,NitPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
29092010,0.3038894800190196,0,0,Familyolwnning,0,Req0onsive,1,8493063.964998215,A020o1000q,0,0.1463254139603018,814644.323144544,0.010577120293765995,Not9BA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
20p92010,0.5882949522859786,0,0,Famllyolanning,0,Res0onsuve,1,55484670.12350999,A0200100p1,0,0.27980888667413795,626597.9862351282,0.009781882145463593,NotlBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2009q010,0.7032487113126685,0,0,oublicsectorpplictandadninistgstigemagzgement,0,Resp9nsice,1,22099017.454669096,A0200q0001,0,0.21822467047377486,2248923.213658741,0.011607135813597142,NotPvA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
2p092010,1.2160416210650422,0,0,Publicsecyorpolicyanrzxninistrativ4hanzg4ment,0,gesppnsive,1,33403638.641033553,A92091p001,0,0.7381134824152551,475391.32123368606,0.013423436938929122,NoyPBA,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,1,0,1,0,0
29092010,1.1587169093079606,0,0,Hfaithpolicyzndadminustratuvemanagehen4,0,Rwsponqive,0,21340176.175376434,w0209w0017,0,0.19725625711807748,599998.1147403795,0.00033708880786710083,NitPBA,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,0,0,0,0,0
20o92010,0.3098834633109621,0,0,Medicwlevucwtiontraibing,0,Responcibe,0,6034881.260516731,A0w09w0017,0,0.6553081955679234,416140.10912342276,0.017112350771209615,N8tPBA,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,0,0,0,0,0
e0092010,0.15602074448195546,0,0,nasicnexitninfrastructure,0,eesponeive,0,13750368.039937902,A02091901i,0,0.4664395098642243,4230334.81198719,0.0019623537669293217,Not0BA,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,0,0,0,0,0
200o2010,0.9104610948063203,0,0,jewlthpersonmeldevelolmeng,0,Responqife,0,8154673.0889477655,A02pp10017,0,0.7766329548294024,926160.5731028136,0.0030240345330197985,Not9BA,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,Uncoded: Pre-APP,1,0,0,0,0,0
20092910,1.02929502293222,0,0,Legspandjudifialdevelopm4gt,0,fespons8ve,0,10354986.929136919,s0209100q8,0,0.8474362555853527,385200.38051748363,0.0043830184149258695,Not0BA,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,0.39367451555822086,0,0,nuhanrights,0,R2spogsive,0,18808798.523166157,A020910o28,0,1.2494656771834776,1413695.367968121,0.009088036639678467,gotPBA,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.6886519931850215,0,0,Puvlicsectotpopicyandadmin9s5rativeksnagenebt,0,Responcige,0,21620687.980311647,s0209110o8,0,0.5935873909432205,278211.7700149815,0.0028746061531673968,NotPBq,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,Uncoded: Pre-APP,1,1,0,1,0,0
20093010,0.9810026193257073,0,0,Mediqxhdfreeflowofijforhation,0,Respobsiv3,0,25451076.213015646,A02p9110p8,0,0.9247803465881136,1065670.8723442168,0.004330213986479993,N8tPBA,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,Uncoded: Pre-APP,1,1,0,1,0,0
200o2010,0.8450490084843327,0,0,4nvironjen4alpolocysnvadmihisrrativemanagenent,0,Resplnsivr,0,1922333.7337777317,A029912008,0,0.8186618517407583,609435.28045075,0.008692157737609603,Not0BA,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,Uncoded: Pre-APP,1,1,0,1,0,0
20092020,1.317663581417778,0,0,Hexlfhpers9jneldevelppment,0,Resoonskve,0,7604909.977525723,A0q0011009,0,0.7158145517160845,837406.9810542148,0.0011432101051226527,NitPBA,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.5051685329598447,0,0,Businssseupportse3gicdxand8nstitutions,0,Reqpojsive,0,19892833.236056443,q920911009,0,0.7278743696232379,951395.0153580913,0.010380298371484478,NotlBA,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,Uncoded: Pre-APP,1,0,0,1,0,0
200i2010,1.1256677137413797,0,0,SmqllandmediumsizewfnterprisexSM2sevelipmeny,0,Rdsponsiv2,0,41553669.308396086,z0209110o9,0,0.45025313321924276,1592022.487610612,0.00484023201492083,jotPBA,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,Uncoded: Pre-APP,1,0,0,1,0,0
20092910,0.6915999757476532,0,0,Demoxratic9artkcipxtionamdcivilwoci4ty,0,Dirrctive,0,28002035.645857293,A0209820ow,0,1.1570115435995831,1064377.1590312119,0.012870206770557537,NotPnA,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.1359695602326224,0,0,Imformapsemifodmalfinanfiakimtermeciarieq,0,Dirrctive,0,11123841.202811027,A920982091,0,0.985423771660491,266477.7509091472,0.010724861709299578,NotoBA,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,Uncoded: Pre-APP,1,0,0,1,0,0
2o092010,0.7119814336574753,0,0,peraoandjuwicialdevrlopment,0,Difective,1,21886591.767512154,A0211up001,0,0.8943600267421583,1392273.4756757796,0.005654417700581082,NohPBA,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,Uncoded: Pre-APP,1,0,0,1,0,0
20o92010,1.2698348195958067,0,0,Lrgalandjudicoalrevel8pnent,0,Direc4ive,1,26979067.518608272,A02117po01,0,0.7566489248775369,2038981.0511844517,0.003021634609303429,NogPBA,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,Uncoded: Pre-APP,1,0,0,1,0,0
20092p10,0.6030764159847026,0,0,0ybljcsectorpolicyandadjinistrayivemqnxgem4jt,0,eirective,0,15261571.104619827,x921224002,0,0.9027555028253733,184141.6117721255,0.013265551130233484,NogPBA,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,0.9861800613420222,0,0,xemocrzticlarticilati0nandsivilsoxiety,0,sirective,0,28613110.16858611,Ap21224902,0,0.6423455334193321,2128672.6593719255,0.0031339530778288303,NktPBA,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,1.0527282967867369,0,0,Igdorhalsehif0rmalfinsnfialintermddiaries,0,Directiv3,0,13676640.517330728,A021224p0w,0,0.3338761808609165,473514.5653726588,0.007760044496408541,NotoBA,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,1.2028970887349386,0,0,Healtypolicyandqemin7stfstivemanagemenf,0,Directice,0,2395428.171666098,q022236001,0,0.40423504615010963,229176.42280037663,0.00018672238828965765,NptPBA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,Uncoded: Pre-APP,1,0,0,0,0,0
20p92010,0.3639637245393631,0,0,Healthpolichsmdadmin8straticemanxgwment,0,Directove,0,4319488.465665707,A02124y001,0,0.16476131862592341,555630.1087176483,0.0009763488437835416,Not0BA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,Uncoded: Pre-APP,1,0,0,0,0,0
2009201p,0.3088233750229804,0,0,Healthpersomhekd3velopmrnt,0,Directove,0,20343961.741819046,Ao2q236001,0,0.513777211107516,283031.5058077411,0.0013334715393184416,NotPBx,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,Uncoded: Pre-APP,1,0,0,0,0,0
20092910,0.41560248314886317,0,0,Heal4hpersknneldevslopmfjt,0,Dirfctive,0,15751446.050746914,A0212e6p01,0,0.5265424771976253,392971.90610700403,0.009257061789401085,jotPBA,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,Uncoded: Pre-APP,1,0,0,0,0,0
20092o10,0.7564666460376832,0,0,Highered8cahiin,0,Digective,0,14737168.99138844,Ao21314lRE,0,0.5232637317654855,284371.6469067496,0.012150162567236928,NptPBA,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,Uncoded: Pre-APP,1,1,0,1,0,0
20092910,0.11316363568108578,0,0,Oipandgas,0,Direcfive,0,2941809.5944144074,Ao21314PR4,0,0.419530290513503,3305851.42580549,0.00321866813444766,motPBA,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,Uncoded: Pre-APP,1,1,0,1,0,0
2009201p,0.5211031506121289,0,0,Environkebyalefucationtraoming,0,Directiv2,0,23131793.171231113,A011314PtE,0,0.28246368067397376,1301158.7099372642,0.010576016645700894,NotlBA,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,Uncoded: Pre-APP,1,1,0,1,0,0
20092020,1.2094627795617625,0,0,Demosratispart7cupatlonandciviosiciety,0,virective,0,2225611.7953859875,A032334002,0,0.24915150232185485,309387.50421674893,0.0032712299811880584,No4PBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.11466438815077418,0,0,Democrafucpartixipati0nandc9vklsofiety,0,wirective,0,6380422.4310941845,A0223e4002,0,0.7176613406050647,372930.38590854337,0.007300266477172964,NotPBw,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,Uncoded: Pre-APP,1,0,0,1,0,0
200o2010,0.2255259399894851,0,0,Communicationspolivyandxdmibistrat9v3nabagej4nt,0,Dirfctive,0,5732878.138420168,A022344002,0,0.02618844298337153,1013213.417712787,0.015858859888234645,gotPBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,Uncoded: Pre-APP,1,0,0,1,0,0
2009201p,0.5310472308805766,0,0,Commun8ca5iobxpolicyagdadmimidtrstivemanag4ment,0,Dieective,0,48525944.89400612,so21334002,0,0.1620410554831429,2077705.6050978685,0.004744164790493019,NotPvA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,Uncoded: Pre-APP,1,0,0,1,0,0
q0092010,0.8286122362936386,0,0,Energygenerztipnrrnewabkesourcdsmul4ipketechnopogirw,0,Dirextive,0,5699129.815956257,A0q133400q,0,0.50199155810523,1709158.3017890996,0.004267178879100509,NotPBw,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,Uncoded: Pre-APP,1,0,0,1,0,0
20091010,0.3977287916926782,0,0,Energyyegerat8onr4newablesou5dewmulti9l4yechnologies,0,Dieective,0,30213357.991745107,q021334902,0,0.4125823863281134,1372850.2918688043,0.008108776734285623,N8tPBA,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.10914061749111792,0,0,Democrztidlarticjpationandcig7lsociery,0,Directiv4,0,18552299.098642945,A0e1w60001,0,0.6496800228754671,181397.50936621588,0.0052917611347932285,gotPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
20092p10,0.28678409818199163,0,0,Demovraticpar6ici9agionandciv8lsociefu,0,Directibe,0,27165475.53419294,A011360901,0,0.17029420557392966,1321185.3963602427,0.016807949555195774,NotPvA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
2009e010,0.8028897622568663,0,0,remocra5jc9a4ticipztionandcivllsociety,0,Dirrctive,0,30110505.412699085,A0213t0o01,0,0.40006003590639916,505029.1658868544,0.013687556779874311,botPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
20092o10,0.41697982210421647,0,0,remldraticparticiowtionandcuvilsociet6,0,Dirextive,0,10352583.801170502,s021360002,0,0.7384820289241243,847792.5042260144,0.01975675327909887,NotPgA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
20093010,0.3142926767094455,0,0,Demoseagicpsrtjc7pationandcivilsociefy,0,Direct8ve,0,18892397.783730157,w011360001,0,0.15040010438027052,173556.38149701423,0.005406231981923208,NoyPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
200920q0,1.5818233492251088,0,0,eenocraticpxrt8ci9ationandcivilwociett,0,Ditective,0,33783758.13727398,A021w60901,0,0.3357255300638816,633480.1635530441,0.004547400556906263,N9tPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
20092020,0.9643558619360653,0,0,D3hocrztkcparticipahionandcivilsiviety,0,Direchive,0,18701881.005640194,Ao22360001,0,0.09105367962811606,383810.41696449334,0.01387015420514211,NotPnA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
2009201p,0.44681009287705864,0,0,Dem0f5aticparticipwhionandciviosociett,0,Dir4ctive,0,5988878.021586662,Ape1360001,0,0.5935904442257316,647737.830702854,0.014449423652413838,NktPBA,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,Uncoded: Pre-APP,1,0,0,0,0,0
