Fiscal year,Branch name,CIDA business delivery model (old),Project number,Sector ID,Section name,FSTC percent,Youth issues (marker),CountryRegion name,Bilateral aid (international marker),Trade development (marker),Untied amount(Project-level budget),Status,Urban issues (marker),Climate change adaptation (marker),Branch ID,Desertification (marker),PBA type,Organisation class,Organisation type,Indigenous issues (marker),ICT as a tool for development (marker),CFLI (marker),CountryRegion percent,Regional program (marker),Participatory development and good governance,Children issues (marker),Fund centre name,Organisation sub-class,Division name,Enviromental sustainability (marker),IRTC percent,Disability issues (marker),Project Browser country ID,Organisation name,Maximum CIDA contribution (project-level),Division ID,Section ID,Fund centre ID,Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Knowledge for development (marker)
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.1,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,UY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.1,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,UY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.1,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,UY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.1,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,UY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.1,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,UY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.1,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,UY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.1,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,UY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,AR,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,AR,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,AR,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,AR,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,AR,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,AR,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,AR,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,AR,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,CL,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,CL,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,CL,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,CL,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,CL,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,CL,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,CL,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,CL,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,PY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,11220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,PY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,PY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,12220,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,PY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,PY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,13030,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,PY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.3,1,1,1,*Southern Cone,FEDERAL,NDD Americas Programming,1,0.0,0,PY,Department of Foreign Affairs and International Trade,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910001,15110,South America,1.0,0,South America,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Unknown,Uncoded,0,0,0,0.3,1,1,1,*Southern Cone,Unknown,NDD Americas Programming,1,0.0,0,PY,Information not available,1488850.78,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910017,12110,South America,1.0,0,Paraguay,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,1,0,0,*Southern Cone,COLLEGE,NDD Americas Programming,0,0.0,0,PY,Centre for Nursing Studies,861997.0,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910017,12181,South America,1.0,0,Paraguay,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,1,0,0,*Southern Cone,COLLEGE,NDD Americas Programming,0,0.0,0,PY,Centre for Nursing Studies,861997.0,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910017,12230,South America,1.0,0,Paraguay,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,1,0,0,*Southern Cone,COLLEGE,NDD Americas Programming,0,0.0,0,PY,Centre for Nursing Studies,861997.0,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910017,12281,South America,1.0,0,Paraguay,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,1,0,0,*Southern Cone,COLLEGE,NDD Americas Programming,0,0.0,0,PY,Centre for Nursing Studies,861997.0,D4400,S4413,4422,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910018,15130,South America,1.0,0,Bolivia,1,0,329838.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Bolivia,PROFESSIONAL ASSOCIATION,NDD Americas Programming,0,0.0,0,BO,Barreau du Qu�bec,329838.0,D4400,S4413,4416,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020910018,15160,South America,1.0,0,Bolivia,1,0,329838.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Bolivia,PROFESSIONAL ASSOCIATION,NDD Americas Programming,0,0.0,0,BO,Barreau du Qu�bec,329838.0,D4400,S4413,4416,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020911008,15110,South America,1.0,0,Brazil,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,0,1,0,Brazil,UNIVERSITY,NDD Americas Programming,1,0.0,0,BR,University of New Brunswick,2531353.0,D4400,S4413,4418,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020911008,15153,South America,1.0,0,Brazil,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,0,1,0,Brazil,UNIVERSITY,NDD Americas Programming,1,0.0,0,BR,University of New Brunswick,2531353.0,D4400,S4413,4418,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020911008,41010,South America,1.0,0,Brazil,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,0,1,0,Brazil,UNIVERSITY,NDD Americas Programming,1,0.0,0,BR,University of New Brunswick,2531353.0,D4400,S4413,4418,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020911009,12281,South America,1.0,0,Brazil,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,0,1,0,Brazil,UNIVERSITY,NDD Americas Programming,0,0.0,0,BR,Ryerson International Development Centre,1713817.92,D4400,S4413,4418,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020911009,25010,South America,1.0,0,Brazil,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,0,1,0,Brazil,UNIVERSITY,NDD Americas Programming,0,0.0,0,BR,Ryerson International Development Centre,1713817.92,D4400,S4413,4418,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Responsive,A020911009,32130,South America,1.0,0,Brazil,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,1,0,1.0,0,1,0,Brazil,UNIVERSITY,NDD Americas Programming,0,0.0,0,BR,Ryerson International Development Centre,1713817.92,D4400,S4413,4418,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A020982001,15150,Central Africa & Great Lakes Program,1.0,0,"Congo, Dem Rep.",1,0,4899012.2,Closed,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Democratic Republic of Congo,ASSOCIATIONS,WWD West & Central Africa,0,0.0,0,CD,Soci�t� de coop�ration pour le d�veloppement international,4899012.2,D4207,S4287,4298,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A020982001,24040,Central Africa & Great Lakes Program,1.0,0,"Congo, Dem Rep.",1,0,4899012.2,Closed,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,1,0,Democratic Republic of Congo,ASSOCIATIONS,WWD West & Central Africa,0,0.0,0,CD,Soci�t� de coop�ration pour le d�veloppement international,4899012.2,D4207,S4287,4298,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A021170001,15130,Bangladesh Section,1.0,1,Bangladesh,1,0,17121139.37,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,0,1,1,Bangladesh,NGO,OAD Asia Programming,0,0.0,0,BD,Commonwealth Judicial Education Institute,17121139.37,D4100,S4122,4122,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A021170001,15130,Bangladesh Section,1.0,1,Bangladesh,1,0,17121139.37,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,0,1,1,Bangladesh,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,BD,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),17121139.37,D4100,S4122,4122,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021224002,15110,Central Africa & Great Lakes Program,1.0,0,"Congo, Dem Rep.",1,0,246397.97,Closed,0,0,B4200,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Democratic Republic of Congo,CONSULTANT,WWD West & Central Africa,0,0.0,0,CD,Information not available,246397.97,D4207,S4287,4298,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021224002,15150,Central Africa & Great Lakes Program,1.0,0,"Congo, Dem Rep.",1,0,246397.97,Closed,0,0,B4200,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Democratic Republic of Congo,CONSULTANT,WWD West & Central Africa,0,0.0,0,CD,Information not available,246397.97,D4207,S4287,4298,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021224002,24040,Central Africa & Great Lakes Program,1.0,0,"Congo, Dem Rep.",1,0,246397.97,Closed,0,0,B4200,0,Not PBA,Individual,Canadian Profit Making,0,0,0,1.0,0,1,0,Democratic Republic of Congo,CONSULTANT,WWD West & Central Africa,0,0.0,0,CD,Information not available,246397.97,D4207,S4287,4298,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A021236001,12110,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Pakistan,1,0,6566164.53,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,0,0,0,Pakistan,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,PK,Agriteam Canada,6566164.53,D4100,S4141,4124,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A021236001,12110,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Pakistan,1,0,6566164.53,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,0,0,0,Pakistan,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,PK,The Universalia Management Group Inc.,6566164.53,D4100,S4141,4124,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A021236001,12281,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Pakistan,1,0,6566164.53,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,0,0,0,Pakistan,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,PK,Agriteam Canada,6566164.53,D4100,S4141,4124,Uncoded: Pre-APP,0,0,0
2009/2010,OGM Asia Pacific,Directive,A021236001,12281,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Pakistan,1,0,6566164.53,Closed,0,0,B4100,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,0,0,0,Pakistan,CONSULTING SERVICES,OAD Asia Programming,0,0.0,0,PK,The Universalia Management Group Inc.,6566164.53,D4100,S4141,4124,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A021314PRE,11420,South America,1.0,0,Bolivia,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Bolivia,ASSOCIATIONS,NDD Americas Programming,1,0.0,0,BO,Ingenieros y Arquitectos Asociados La Paz Ltd.,273083.86,D4400,S4413,4416,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A021314PRE,32262,South America,1.0,0,Bolivia,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Bolivia,ASSOCIATIONS,NDD Americas Programming,1,0.0,0,BO,Ingenieros y Arquitectos Asociados La Paz Ltd.,273083.86,D4400,S4413,4416,Uncoded: Pre-APP,0,0,0
2009/2010,NGM Americas,Directive,A021314PRE,41081,South America,1.0,0,Bolivia,1,0,0.0,Closed,0,0,B4400,0,Not PBA,Civil Society,Foreign Non-Profit Making,0,0,0,1.0,0,1,0,Bolivia,ASSOCIATIONS,NDD Americas Programming,1,0.0,0,BO,Ingenieros y Arquitectos Asociados La Paz Ltd.,273083.86,D4400,S4413,4416,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021334002,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Africa MC,1,0,611160.56,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,1,1,0,PanAfrica,NGO,WED Southern & Eastern Africa,0,0.0,0,X1,CARE Canada,611160.56,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021334002,15150,"Ethiopia, PanAfrica, SubRegional",1.0,0,Africa MC,1,0,611160.56,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,X1,Project Services International Inc.,611160.56,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021334002,22010,"Ethiopia, PanAfrica, SubRegional",1.0,0,Africa MC,1,0,611160.56,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,1,1,0,PanAfrica,NGO,WED Southern & Eastern Africa,0,0.0,0,X1,CARE Canada,611160.56,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021334002,22010,"Ethiopia, PanAfrica, SubRegional",1.0,0,Africa MC,1,0,611160.56,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,X1,Project Services International Inc.,611160.56,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021334002,23210,"Ethiopia, PanAfrica, SubRegional",1.0,0,Africa MC,1,0,611160.56,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,1.0,1,1,0,PanAfrica,NGO,WED Southern & Eastern Africa,0,0.0,0,X1,CARE Canada,611160.56,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,WGM Sub-Saharan Africa,Directive,A021334002,23210,"Ethiopia, PanAfrica, SubRegional",1.0,0,Africa MC,1,0,611160.56,Terminating,0,0,B4200,0,Not PBA,Civil Society,Canadian Profit Making,0,0,0,1.0,1,1,0,PanAfrica,CONSULTING SERVICES,WED Southern & Eastern Africa,0,0.0,0,X1,Project Services International Inc.,611160.56,D4270,S4227,4246,Uncoded: Pre-APP,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",Directive,A021360001,15150,West Bank Gaza & Palestinian Refugees,1.0,0,Western Asia,1,0,2694419.4,Closed,0,0,B3100,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.02,1,0,0,Middle East Peace Process,FEDERAL,EDD Europe-Middle East Programming,0,0.0,0,YE,Department of Foreign Affairs and International Trade,2694419.4,D3100,S4264,4268,Uncoded: Pre-APP,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",Directive,A021360001,15150,West Bank Gaza & Palestinian Refugees,1.0,0,Western Asia,1,0,2694419.4,Closed,0,0,B3100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.02,1,0,0,Middle East Peace Process,UNIVERSITY,EDD Europe-Middle East Programming,0,0.0,0,YE,University of Windsor Finance Department,2694419.4,D3100,S4264,4268,Uncoded: Pre-APP,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",Directive,A021360001,15150,West Bank Gaza & Palestinian Refugees,1.0,0,Western Asia,1,0,2694419.4,Closed,0,0,B3100,0,Not PBA,Governmental,Canadian Non-Profit Making,0,0,0,0.06,1,0,0,Middle East Peace Process,FEDERAL,EDD Europe-Middle East Programming,0,0.0,0,JO,Department of Foreign Affairs and International Trade,2694419.4,D3100,S4264,4268,Uncoded: Pre-APP,0,0,0
2009/2010,"EGM Europe, Middle East and Maghreb",Directive,A021360001,15150,West Bank Gaza & Palestinian Refugees,1.0,0,Western Asia,1,0,2694419.4,Closed,0,0,B3100,0,Not PBA,Civil Society,Canadian Non-Profit Making,0,0,0,0.06,1,0,0,Middle East Peace Process,UNIVERSITY,EDD Europe-Middle East Programming,0,0.0,0,JO,University of Windsor Finance Department,2694419.4,D3100,S4264,4268,Uncoded: Pre-APP,0,0,0
