assay_id,assay_tissue,doc_id,tissue_id,assay_organism,assay_category,cell_id,assay_tax_id,assay_subcellular_fraction,curated_by,assay_strain,description,assay_type,assay_test_type,assay_cell_type,tid,relationship_type
179,,3094,,Glycine max,,,3847.0,,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,100171,D
180,,3094,,Glycine max,,,3847.0,,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,100171,D
181,,3094,,Glycine max,,,3847.0,,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,100171,D
182,,3094,,Glycine max,,,3847.0,,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,100171,D
183,,3094,,Glycine max,,,3847.0,,Autocuration,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,100171,D
184,,10413,,Mus musculus,,,10090.0,,Autocuration,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,22226,U
185,,16929,,Mus musculus,,294.0,10090.0,,Intermediate,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,C3H 10T1/2,80049,N
186,,1229,,,,,,,Intermediate,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,22226,U
187,,16587,,,,,,,Autocuration,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,11489,H
188,,16587,,,,,,,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,11862,H
189,,16587,,,,,,,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,11862,H
190,,16587,,,,,,,Autocuration,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,11489,H
191,,16587,,,,,,,Autocuration,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,11862,H
192,,8058,,Bos taurus,,,9913.0,,Expert,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,12347,D
193,,9065,,Rattus norvegicus,,,10116.0,,Expert,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,100120,D
194,Adrenal gland,8865,2369.0,Rattus norvegicus,,,10116.0,,Expert,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,100120,D
195,,9066,,Rattus norvegicus,,,10116.0,,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,100120,D
196,,8394,,Rattus norvegicus,,,10116.0,,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,100120,D
197,,8394,,Rattus norvegicus,,,10116.0,,Expert,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,100120,D
198,,6431,,,,,,,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,10328,H
199,,6431,,,,,,,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,11490,H
200,,6431,,,,,,,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,11490,H
201,,9295,,,,,,,Autocuration,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,11134,H
202,,10193,,,,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,12052,H
203,,13622,,,,,,,Autocuration,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,11134,H
204,,12079,,,,,,,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,11134,H
205,,13622,,,,,,,Autocuration,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,11134,H
206,,12079,,Homo sapiens,,,9606.0,,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,11134,D
207,,13500,,,,,,,Expert,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,11835,H
208,,13723,,,,,,,Expert,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,11601,H
209,,16474,,,,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,11134,H
210,,1630,,,,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,11134,H
211,,167,,,,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,11134,H
212,,16474,,,,,,,Autocuration,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,11134,H
213,,167,,,,,,,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,11134,H
214,,16474,,,,,,,Autocuration,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,11134,H
215,,10091,,,,,,,Autocuration,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,11601,H
216,,11966,,,,,,,Autocuration,,Tested for inhibition against porcine 12-LO,B,,,11601,H
217,,951,,,,,,,Autocuration,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,12052,H
218,,10997,,,,,,,Autocuration,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,12052,H
219,,10193,,,,,,,Expert,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,12052,H
220,,10193,,,,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,12052,H
221,,10193,,,,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,12052,H
222,,10193,,,,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,12052,H
223,,10193,,,,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,12052,H
224,,10193,,,,,,,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,12052,H
225,,11087,,,,,,,Autocuration,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,12052,H
226,,15569,,Homo sapiens,,621.0,9606.0,,Intermediate,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,41M,80007,N
227,,12989,,Homo sapiens,,621.0,9606.0,,Expert,,In vitro antitumor activity against 41M cell line.,F,,41M,80007,N
228,,16745,,Homo sapiens,,621.0,9606.0,,Intermediate,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,41M,80007,N
229,,15569,,Homo sapiens,,621.0,9606.0,,Intermediate,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,41M,80007,N
230,,12989,,Homo sapiens,,621.0,9606.0,,Expert,,In vitro antitumor activity against 41McisR cell line.,F,,41M,80007,N
231,,12989,,Homo sapiens,,621.0,9606.0,,Expert,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,41M,80007,N
232,,16745,,Homo sapiens,,621.0,9606.0,,Intermediate,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,41M,80007,N
233,,6210,,Homo sapiens,,,9606.0,,Expert,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,84,D
234,,6210,,Homo sapiens,,,9606.0,,Expert,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,68,D
235,,6226,,,,,,,Expert,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,68,H
236,,17855,,,,,,,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,10201,H
237,,17855,,,,,,,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,10201,H
238,,17855,,,,,,,Expert,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,10201,H
239,,10413,,,,,,,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,12220,H
240,,10413,,Escherichia coli,,,562.0,,Autocuration,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,11303,H
241,,10413,,Escherichia coli,,,562.0,,Autocuration,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,11303,H
242,,10413,,Escherichia coli,,,562.0,,Autocuration,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,11303,H
243,,10413,,,,,,,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,12220,H
244,,10413,,,,,,,Autocuration,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,12220,H
245,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,11303,H
246,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,11303,H
247,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,11303,H
248,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,11303,H
249,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,11303,H
250,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,11303,H
251,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,11303,H
252,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,11303,H
253,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,11303,H
254,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,11303,H
255,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,11303,H
256,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,11303,H
257,,7323,,,,,,,Autocuration,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,11303,H
258,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,22226,U
259,,7587,,Sus scrofa,,,9823.0,,Autocuration,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,22226,U
260,,13750,,Saccharomyces cerevisiae,,,4932.0,,Expert,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,100249,H
261,,7662,,Rattus norvegicus,,,10116.0,,Autocuration,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,22226,U
262,,7662,,Rattus norvegicus,,,10116.0,,Autocuration,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,22226,U
263,,7662,,Rattus norvegicus,,,10116.0,,Autocuration,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,22226,U
264,,12211,,,,,,,Autocuration,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,104698,H
265,,12211,,,,,,,Autocuration,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,104698,H
266,Ileum,12211,2116.0,Cavia porcellus,,,10141.0,,Intermediate,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,20033,D
267,,12211,,,,,,,Expert,,Stimulatory activity of intragastric pressure was tested in the rat,F,,,10623,H
268,,15453,,,,,,,Autocuration,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,121,H
269,,11884,,Rattus norvegicus,,,10116.0,,Autocuration,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,22226,U
270,,7185,,,,,,,Autocuration,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,12688,H
271,,6876,,Homo sapiens,,,9606.0,,Expert,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,121,D
272,,6876,,Homo sapiens,,,9606.0,,Expert,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,121,D
273,,11863,,,,,,,Autocuration,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,12198,H
274,,11863,,,,,,,Autocuration,,Inhibition constant of high-affinity 5-HT uptake,B,,,12198,H
275,,11863,,,,,,,Autocuration,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,12198,H
276,,11863,,,,,,,Autocuration,,Maximum rate was determined for high affinity transport of 5-HT,F,,,12198,H
277,,4639,,,,,,,Autocuration,,Compound was tested for agonistic activity against 5-HT uptake,F,,,104714,H
278,,15796,,,,,,,Expert,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,10577,H
279,,15796,,Bos taurus,,,9913.0,,Expert,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,105,H
280,,12801,,Rattus norvegicus,,,10116.0,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,104744,D
281,,12801,,,,,,,Autocuration,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,104744,H
282,,12120,,,,,,Membranes,Autocuration,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,104744,H
283,,12120,,,,,,Membranes,Autocuration,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,104744,H
284,,11963,,,,,,,Autocuration,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,104744,H
285,,11701,,,,,,,Autocuration,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,51,H
286,Hippocampus,9995,10000000.0,,,,,,Autocuration,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,51,H
287,Hippocampus,9995,10000000.0,,,,,,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,51,H
288,Hippocampus,9995,10000000.0,,,,,,Autocuration,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,51,H
289,,16394,,,,,,,Autocuration,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,10576,H
290,,11574,,Cavia porcellus,,,10141.0,,Intermediate,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,105570,D
291,,15779,,,,449.0,,,Autocuration,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,CHO,279,H
292,,15363,,,,,,,Autocuration,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,107,H
293,,15363,,Rattus norvegicus,,,10116.0,,Expert,,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,12687,D
294,,15329,,,,,,,Expert,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,12687,H
295,,15329,,,,,,,Expert,,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,12687,H
296,,15329,,,,,,,Expert,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,12687,H
297,,15329,,,,,,,Expert,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,12687,H
