Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Disability issues (marker),Organisation ID,Organisation name,Organisation type,Organisation sub-class,Continent ID,CountryRegion name,CountryRegion percent
2009/2010,1,31191,0,BJ,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,21900.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,BJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Benin,0.0073
2009/2010,1,31193,0,BJ,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,21900.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,BJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Benin,0.0073
2009/2010,1,31110,0,CF,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,34200.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31120,0,CF,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,34200.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31150,0,CF,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,17100.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31161,0,CF,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,17100.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31166,0,CF,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,17100.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31182,0,CF,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,17100.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31191,0,CF,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,17100.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31193,0,CF,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,17100.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,CF,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Central Afr.Rep,0.0057
2009/2010,1,31110,0,DJ,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24000.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31120,0,DJ,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24000.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31150,0,DJ,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31161,0,DJ,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31166,0,DJ,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31182,0,DJ,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31191,0,DJ,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31193,0,DJ,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,DJ,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Djibouti,0.004
2009/2010,1,31110,0,ET,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,1332000.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31120,0,ET,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,1332000.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31150,0,ET,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,666000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31161,0,ET,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,666000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31166,0,ET,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,666000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31182,0,ET,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,666000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31191,0,ET,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,666000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31193,0,ET,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,666000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,ET,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Ethiopia,0.222
2009/2010,1,31110,0,GN,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,48600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31120,0,GN,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,48600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31150,0,GN,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31161,0,GN,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31166,0,GN,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31182,0,GN,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31191,0,GN,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31193,0,GN,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GN,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea,0.0081
2009/2010,1,31110,0,GW,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24000.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31120,0,GW,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24000.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31150,0,GW,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31161,0,GW,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31166,0,GW,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31182,0,GW,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31191,0,GW,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31193,0,GW,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,12000.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,GW,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Guinea-Bissau,0.004
2009/2010,1,31110,0,HN,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,48600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31120,0,HN,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,48600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31150,0,HN,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31161,0,HN,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31166,0,HN,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31182,0,HN,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31191,0,HN,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31193,0,HN,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HN,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Honduras,0.0081
2009/2010,1,31110,0,HT,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,72600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31120,0,HT,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,72600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31150,0,HT,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,36300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31161,0,HT,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,36300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31166,0,HT,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,36300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31182,0,HT,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,36300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31191,0,HT,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,36300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31193,0,HT,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,36300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,HT,Uncoded: Pre-APP,0,0,America,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,Haiti,0.0121
2009/2010,1,31110,0,KE,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,266400.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31120,0,KE,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,266400.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31150,0,KE,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,133200.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31161,0,KE,M013185001,Food crop production,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,133200.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31166,0,KE,M013185001,Agricultural extension,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,133200.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31182,0,KE,M013185001,Agricultural research,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,133200.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31191,0,KE,M013185001,Agricultural services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,133200.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31193,0,KE,M013185001,Agricultural financial services,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,133200.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KE,Uncoded: Pre-APP,0,0,Africa,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Kenya,0.0444
2009/2010,1,31110,0,KG,M013185001,Agricultural policy and administrative management,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,48600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KG,Uncoded: Pre-APP,0,0,Asia,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Kyrgyzstan,0.0081
2009/2010,1,31120,0,KG,M013185001,Agricultural development,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,48600.0,S5460,0.2,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KG,Uncoded: Pre-APP,0,0,Asia,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Kyrgyzstan,0.0081
2009/2010,1,31150,0,KG,M013185001,Agricultural inputs,0,Multilateral,30000000.0,*Bretton Woods Inst Fin Prog,30000000.0,0,1,0,24300.0,S5460,0.1,B5100,5461,*World Bank Group,Operational,0.0,D5430,0,0.1,0,1,0,0,KG,Uncoded: Pre-APP,0,0,Asia,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Kyrgyzstan,0.0081
