assay_id,bao_format,assay_tissue,cell_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
178,BAO0o0035y,,,Autocu5atoon,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,,Glycine max,3847.0,
179,vAO0000367,,,xutocuratiob,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,Glycine max,3847.0,
180,BzO0009357,,,Autock4ation,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,Glycine max,3847.0,
181,BxO00003t7,,,Autpc8ration,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,Glycine max,3847.0,
182,BAOo00035y,,,Aut0suration,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,Glycine max,3847.0,
183,BAO0090457,,,Autocurzhion,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,Glycine max,3847.0,
184,BxO0p00019,,,A7toc7ration,,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,Mus musculus,10090.0,
185,hxO0000219,,1202.0,Ijtermedia5e,,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,Mus musculus,10090.0,
186,BAO0o000q9,,,Intermefjate,,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,
187,vAO000p357,,,zutocuratiog,,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
188,BA900003t7,,,Autocura5ioj,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
189,BAOp000457,,,Aut9curatiom,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,BzO0090357,,,xutlcuration,,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,BAOo090357,,,Autocurxfion,,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,BqOo000019,,,Expwrt,,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,Bos taurus,9913.0,
193,BAko000357,,,Ex0ert,,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,Rattus norvegicus,10116.0,
194,BA8000035i,Avrenalglznd,,Exp4rt,,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Rattus norvegicus,10116.0,
195,BsO0p00357,,,3xpert,,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
196,BA800003y7,,,Edpert,,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,Rattus norvegicus,10116.0,
197,BA000003y7,,,Experg,,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,Rattus norvegicus,10116.0,
198,fsO0000019,,,Autoviration,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,BA80000358,,,Au4ocuratioh,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,Bz90000357,,,Auyosuration,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,BAk0900019,,,qutoc6ration,,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,BAO009o019,,,Au6ocurstion,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,BAO009001p,,,Aitoduration,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,BAO0000o1i,,,Autkcjration,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,BsO000001i,,,Autocurati8j,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,BAO000pp19,,,Aktockration,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,Homo sapiens,9606.0,
207,nwO0000019,,,Ex0ert,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,BAO0o00347,,,Expdrt,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,BAOp000o19,,,Ayt8curation,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,BAO00009w9,,,Autoduratiom,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,BA800p0019,,,Autocurztipn,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,BAO9090019,,,Autocudwtion,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,Bwp0000019,,,Autocurati9b,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,BwO000o019,,,Auticurati9n,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,hAO0000457,,,Autocurztioj,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,BAO00p0w57,,,A6tochration,,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,BAO000091p,,,Autlcurat9on,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,BAO0o90019,,,Ajtocurati9n,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,BAO00000wo,,,Exp2rt,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,BAO00p9019,,,Autoxura4ion,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,BAOp000p19,,,Autocufagion,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,BwOo000019,,,sutocurahion,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,BAO9000o19,,,Autlcuratiog,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,BzO9000019,,,Autocurztiln,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,fzO0000019,,,quhocuration,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,BxO0000319,,727.0,Inye3mediate,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
227,vxO0000219,,596.0,Expe3t,,12989,In vitro antitumor activity against 41M cell line.,F,,,Homo sapiens,9606.0,
228,BAO9000w19,,1001.0,8ntsrmediate,,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,Homo sapiens,9606.0,
229,BAO0900218,,894.0,Integmediatf,,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,Homo sapiens,9606.0,
230,BAO0o002q9,,737.0,Expedt,,12989,In vitro antitumor activity against 41McisR cell line.,F,,,Homo sapiens,9606.0,
231,BAO00002wo,,664.0,Ezpert,,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,Homo sapiens,9606.0,
232,fAO00p0219,,801.0,Inhermediwte,,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,Homo sapiens,9606.0,
233,BsO00003t7,,,Expe3t,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,Homo sapiens,9606.0,
234,BAO00o03r7,,,Exoert,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,Homo sapiens,9606.0,
235,fAl0000357,,,Ezpert,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,BAOoo00357,,,Experf,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,BAOp000347,,,Ex9ert,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,BAO90o0357,,,Eapert,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,fAO0o00357,,,Autofuratuon,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,BAO000036u,,,A7tochration,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
241,BA9000p357,,,Autocuratoin,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,Escherichia coli,562.0,
242,gsO0000357,,,Autos7ration,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,Escherichia coli,562.0,
243,Bq00000357,,,Aut8cugation,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,vAO0o00357,,,A6tofuration,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,BAO00o9357,,,Autodurqtion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
246,BAOo090019,,,wutocu5ation,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
247,BAO090o357,,,Autocurat7om,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
248,BA90000457,,,Autocutstion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
249,BAO0000267,,,Auyociration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
250,BAl0090019,,,A8focuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
251,BAk00p0019,,,Autov7ration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,Sus scrofa,9823.0,
252,BAO9900019,,,Aut0curayion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
253,BAl0p00019,,,zutocuratioh,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,Sus scrofa,9823.0,
254,BAO00p001i,,,Autocugatoon,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,Sus scrofa,9823.0,
255,fAO9000357,,,Augocurayion,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,Sus scrofa,9823.0,
256,BAO900o019,,,Au4ocu3ation,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
257,gAO0900357,,,Aitockration,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,nAO00p0019,,,Au5oc6ration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,Sus scrofa,9823.0,
259,BAO0oo0019,,,Auyicuration,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,Sus scrofa,9823.0,
260,BsO0o00357,,,Ecpert,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,Saccharomyces cerevisiae,4932.0,
261,BAk0009019,,,Autocurafiom,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
262,BzO9000019,,,Ahgocuration,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,Rattus norvegicus,10116.0,
263,BAO0000929,,,Aut0curatiog,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,Rattus norvegicus,10116.0,
264,gAO000001o,,,Autlcurztion,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,BAO000po19,,,qutofuration,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,BAk0090221,Ileuj,,Intrrmesiate,,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Cavia porcellus,10141.0,
267,hAO000001o,,,Expery,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,BAOpo00357,,,Autocura6iog,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,BA00000w18,,,Autoc6ratioj,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,Rattus norvegicus,10116.0,
270,BsO000o019,,,Autocura6iin,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,BAO000or57,,,Expdrt,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,Homo sapiens,9606.0,
272,BAO00p0457,,,Expe3t,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,Homo sapiens,9606.0,
273,BAO00p9019,,,Autpcurxtion,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,BAOo900357,,,A7tocurati0n,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,BA800p0019,,,qurocuration,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,vAO000001o,,,Autosurati0n,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,BAO000po19,,,Auhocuratiln,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,BAO9900019,,,Expeft,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,BAl000035u,,,Exp3rt,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,Bos taurus,9913.0,
280,BA00000e24,,,Aut9cueation,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
281,BAO0o00e24,,,Aktocuragion,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,fAOp000249,,,Autocurati9j,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,fAO00o0249,,,Au4ocuratioh,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,BxO0090019,,,Autociratioh,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,BAO00009q9,,,Autoc8rafion,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,BAO00o0222,Hipoocajpus,,Auhicuration,,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
287,BAOp000w21,Hipoocampua,,Autocuragipn,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,
288,BAO0000322,Hi0p9campus,,Autociratoon,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,
289,nAO000o218,,,A8tocurwtion,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,hAO00000q9,,,Intermediag3,,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,Cavia porcellus,10141.0,
291,BAp00p0219,,576.0,qutofuration,,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,BAO000o347,,,zutocuratjon,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,fAO00o0019,,,Exlert,,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,Rattus norvegicus,10116.0,
294,BAO090o019,,,Exlert,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,fAO0000029,,,Expeet,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,BAOp009019,,,Expwrt,,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,fAk0000019,,,Exoert,,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,BAOo00o019,,,Aut0curqtion,,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
299,BAO000po19,,,Expegt,,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
300,BAOp000q21,Ilfum,,Inte5med9ate,,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,
