Fiscal year,Sector ID,Climate change adaptation (marker),Organisation class,Project Browser country ID,CIDA business delivery model (old),Division name,Knowledge for development (marker),Untied amount(Project-level budget),Status,Gender equality (marker),Youth issues (marker),Project number,Programming process (new),Fund centre ID,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre name,FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,13030,0,Governmental,PY,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020910001,Uncoded: Pre-APP,4422,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,13030,0,Unknown,PY,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020910001,Uncoded: Pre-APP,4422,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Governmental,PY,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020910001,Uncoded: Pre-APP,4422,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Unknown,PY,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020910001,Uncoded: Pre-APP,4422,1488850.78,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12110,0,Civil Society,PY,Responsive,NDD Americas Programming,0,0.0,Closed,1,0,A020910017,Uncoded: Pre-APP,4422,861997.0,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12181,0,Civil Society,PY,Responsive,NDD Americas Programming,0,0.0,Closed,1,0,A020910017,Uncoded: Pre-APP,4422,861997.0,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12230,0,Civil Society,PY,Responsive,NDD Americas Programming,0,0.0,Closed,1,0,A020910017,Uncoded: Pre-APP,4422,861997.0,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12281,0,Civil Society,PY,Responsive,NDD Americas Programming,0,0.0,Closed,1,0,A020910017,Uncoded: Pre-APP,4422,861997.0,B4400,NGM Americas,D4400,S4413,South America,1,*Southern Cone,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15130,0,Civil Society,BO,Responsive,NDD Americas Programming,0,329838.0,Closed,2,0,A020910018,Uncoded: Pre-APP,4416,329838.0,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15160,0,Civil Society,BO,Responsive,NDD Americas Programming,0,329838.0,Closed,2,0,A020910018,Uncoded: Pre-APP,4416,329838.0,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Civil Society,BR,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020911008,Uncoded: Pre-APP,4418,2531353.0,B4400,NGM Americas,D4400,S4413,South America,0,Brazil,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15153,0,Civil Society,BR,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020911008,Uncoded: Pre-APP,4418,2531353.0,B4400,NGM Americas,D4400,S4413,South America,0,Brazil,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41010,0,Civil Society,BR,Responsive,NDD Americas Programming,0,0.0,Closed,0,0,A020911008,Uncoded: Pre-APP,4418,2531353.0,B4400,NGM Americas,D4400,S4413,South America,0,Brazil,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,12281,0,Civil Society,BR,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A020911009,Uncoded: Pre-APP,4418,1713817.92,B4400,NGM Americas,D4400,S4413,South America,0,Brazil,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,25010,0,Civil Society,BR,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A020911009,Uncoded: Pre-APP,4418,1713817.92,B4400,NGM Americas,D4400,S4413,South America,0,Brazil,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,32130,0,Civil Society,BR,Responsive,NDD Americas Programming,0,0.0,Closed,2,0,A020911009,Uncoded: Pre-APP,4418,1713817.92,B4400,NGM Americas,D4400,S4413,South America,0,Brazil,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Civil Society,CD,Directive,WWD West & Central Africa,0,4899012.2,Closed,2,0,A020982001,Uncoded: Pre-APP,4298,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,24040,0,Civil Society,CD,Directive,WWD West & Central Africa,0,4899012.2,Closed,2,0,A020982001,Uncoded: Pre-APP,4298,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15130,0,Civil Society,BD,Directive,OAD Asia Programming,0,17121139.37,Closed,1,1,A021170001,Uncoded: Pre-APP,4122,17121139.37,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,Bangladesh,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15130,0,Civil Society,BD,Directive,OAD Asia Programming,0,17121139.37,Closed,1,1,A021170001,Uncoded: Pre-APP,4122,17121139.37,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,Bangladesh,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Individual,CD,Directive,WWD West & Central Africa,0,246397.97,Closed,1,0,A021224002,Uncoded: Pre-APP,4298,246397.97,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Individual,CD,Directive,WWD West & Central Africa,0,246397.97,Closed,1,0,A021224002,Uncoded: Pre-APP,4298,246397.97,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,24040,0,Individual,CD,Directive,WWD West & Central Africa,0,246397.97,Closed,1,0,A021224002,Uncoded: Pre-APP,4298,246397.97,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,12110,0,Civil Society,PK,Directive,OAD Asia Programming,0,6566164.53,Closed,1,0,A021236001,Uncoded: Pre-APP,4124,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12110,0,Civil Society,PK,Directive,OAD Asia Programming,0,6566164.53,Closed,1,0,A021236001,Uncoded: Pre-APP,4124,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12281,0,Civil Society,PK,Directive,OAD Asia Programming,0,6566164.53,Closed,1,0,A021236001,Uncoded: Pre-APP,4124,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12281,0,Civil Society,PK,Directive,OAD Asia Programming,0,6566164.53,Closed,1,0,A021236001,Uncoded: Pre-APP,4124,6566164.53,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,11420,0,Civil Society,BO,Directive,NDD Americas Programming,0,0.0,Closed,1,0,A021314PRE,Uncoded: Pre-APP,4416,273083.86,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,32262,0,Civil Society,BO,Directive,NDD Americas Programming,0,0.0,Closed,1,0,A021314PRE,Uncoded: Pre-APP,4416,273083.86,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,41081,0,Civil Society,BO,Directive,NDD Americas Programming,0,0.0,Closed,1,0,A021314PRE,Uncoded: Pre-APP,4416,273083.86,B4400,NGM Americas,D4400,S4413,South America,0,Bolivia,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15150,0,Civil Society,X1,Directive,WED Southern & Eastern Africa,0,611160.56,Terminating,0,0,A021334002,Uncoded: Pre-APP,4246,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Civil Society,X1,Directive,WED Southern & Eastern Africa,0,611160.56,Terminating,0,0,A021334002,Uncoded: Pre-APP,4246,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,22010,0,Civil Society,X1,Directive,WED Southern & Eastern Africa,0,611160.56,Terminating,0,0,A021334002,Uncoded: Pre-APP,4246,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,22010,0,Civil Society,X1,Directive,WED Southern & Eastern Africa,0,611160.56,Terminating,0,0,A021334002,Uncoded: Pre-APP,4246,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,23210,0,Civil Society,X1,Directive,WED Southern & Eastern Africa,0,611160.56,Terminating,0,0,A021334002,Uncoded: Pre-APP,4246,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,23210,0,Civil Society,X1,Directive,WED Southern & Eastern Africa,0,611160.56,Terminating,0,0,A021334002,Uncoded: Pre-APP,4246,611160.56,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,YE,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,YE,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Governmental,JO,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,JO,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Governmental,LB,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,LB,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Governmental,SY,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,SY,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Governmental,PS,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,15150,0,Civil Society,PS,Directive,EDD Europe-Middle East Programming,0,2694419.4,Closed,0,0,A021360001,Uncoded: Pre-APP,4268,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12230,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12230,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12250,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12250,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12281,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12281,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,14031,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,14031,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,14032,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,14032,0,Civil Society,CD,Directive,WWD West & Central Africa,0,8846131.41,Closed,0,0,A021363001,Uncoded: Pre-APP,4298,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,12220,0,Civil Society,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,12220,0,Individual,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,12240,0,Civil Society,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,12240,0,Individual,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,16010,0,Civil Society,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,16010,0,Individual,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Civil Society,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,43010,0,Individual,CD,Directive,WWD West & Central Africa,0,320562.14,Closed,1,0,A021367002,Uncoded: Pre-APP,4298,320562.14,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,AG,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,AG,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,AI,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,AI,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,DM,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,DM,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,GD,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,GD,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,KN,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,KN,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,LC,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,LC,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,MS,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,MS,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,VC,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,VC,Directive,NDD Americas Programming,0,1735857.03,Closed,3,0,A021397004,Uncoded: Pre-APP,4434,1735857.03,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,GY,Directive,NDD Americas Programming,0,0.0,Closed,3,0,A021397005,Uncoded: Pre-APP,4434,1299879.62,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,GY,Directive,NDD Americas Programming,0,0.0,Closed,3,0,A021397005,Uncoded: Pre-APP,4434,1299879.62,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15110,0,Governmental,JM,Directive,NDD Americas Programming,0,0.0,Closed,3,0,A021397006,Uncoded: Pre-APP,4434,1699362.61,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,15150,0,Governmental,JM,Directive,NDD Americas Programming,0,0.0,Closed,3,0,A021397006,Uncoded: Pre-APP,4434,1699362.61,B4400,NGM Americas,D4400,S4429,Caricom - Adm,1,Caribbean Region,1.0,0.0,0,1,Not PBA,0,0,0,1,0
2009/2010,11110,0,Multilateral,PE,Responsive,NDD Americas Programming,2,19000000.0,Operational,2,2,A021431001,Uncoded: Pre-APP,4424,19000000.0,B4400,NGM Americas,D4400,S4413,South America,0,Peru,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11130,0,Multilateral,PE,Responsive,NDD Americas Programming,2,19000000.0,Operational,2,2,A021431001,Uncoded: Pre-APP,4424,19000000.0,B4400,NGM Americas,D4400,S4413,South America,0,Peru,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11220,0,Multilateral,PE,Responsive,NDD Americas Programming,2,19000000.0,Operational,2,2,A021431001,Uncoded: Pre-APP,4424,19000000.0,B4400,NGM Americas,D4400,S4413,South America,0,Peru,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,11240,0,Multilateral,PE,Responsive,NDD Americas Programming,2,19000000.0,Operational,2,2,A021431001,Uncoded: Pre-APP,4424,19000000.0,B4400,NGM Americas,D4400,S4413,South America,0,Peru,1.0,0.0,0,1,Not PBA,1,0,0,1,0
2009/2010,15110,0,Governmental,PE,Responsive,NDD Americas Programming,0,7512982.23,Closed,2,0,A021434001,Uncoded: Pre-APP,4424,7512982.23,B4400,NGM Americas,D4400,S4413,South America,0,Peru,1.0,0.0,0,1,Not PBA,0,0,0,1,0
