assay_id,doc_id,confidence_score,assay_strain,cell_id,assay_category,curated_by,tissue_id,assay_cell_type,assay_tissue,assay_tax_id,description,assay_type,assay_test_type,assay_organism,assay_subcellular_fraction,tid
179,3094,9,,,,Autocuration,,,,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,Glycine max,,100171
180,3094,9,,,,Autocuration,,,,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,Glycine max,,100171
181,3094,9,,,,Autocuration,,,,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,Glycine max,,100171
182,3094,9,,,,Autocuration,,,,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,Glycine max,,100171
183,3094,9,,,,Autocuration,,,,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,Glycine max,,100171
184,10413,0,,,,Autocuration,,,,10090.0,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,Mus musculus,,22226
185,16929,1,,294.0,,Intermediate,,C3H 10T1/2,,10090.0,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,Mus musculus,,80049
186,1229,0,,,,Intermediate,,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,22226
187,16587,8,,,,Autocuration,,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,11489
188,16587,8,,,,Autocuration,,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,11862
189,16587,8,,,,Autocuration,,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,11862
190,16587,8,,,,Autocuration,,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,11489
191,16587,8,,,,Autocuration,,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,11862
192,8058,9,,,,Expert,,,,9913.0,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,,12347
193,9065,9,,,,Expert,,,,10116.0,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,,100120
194,8865,9,,,,Expert,2369.0,,Adrenal gland,10116.0,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,,100120
195,9066,9,,,,Expert,,,,10116.0,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,,100120
196,8394,9,,,,Expert,,,,10116.0,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,,100120
197,8394,9,,,,Expert,,,,10116.0,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,,100120
198,6431,8,,,,Autocuration,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,10328
199,6431,8,,,,Autocuration,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,11490
200,6431,8,,,,Autocuration,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,11490
201,9295,8,,,,Autocuration,,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,11134
202,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,12052
203,13622,8,,,,Autocuration,,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,11134
204,12079,8,,,,Autocuration,,,,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,11134
205,13622,8,,,,Autocuration,,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,11134
206,12079,9,,,,Autocuration,,,,9606.0,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,,11134
207,13500,8,,,,Expert,,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,11835
208,13723,8,,,,Expert,,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,11601
209,16474,8,,,,Autocuration,,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,11134
210,1630,8,,,,Autocuration,,,,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,11134
211,167,8,,,,Autocuration,,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,11134
212,16474,8,,,,Autocuration,,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,11134
213,167,8,,,,Autocuration,,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,11134
214,16474,8,,,,Autocuration,,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,11134
215,10091,8,,,,Autocuration,,,,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,11601
216,11966,8,,,,Autocuration,,,,,Tested for inhibition against porcine 12-LO,B,,,,11601
217,951,8,,,,Autocuration,,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,12052
218,10997,8,,,,Autocuration,,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,12052
219,10193,8,,,,Expert,,,,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,12052
220,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,12052
221,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,12052
222,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,12052
223,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,12052
224,10193,8,,,,Autocuration,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,12052
225,11087,8,,,,Autocuration,,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,12052
226,15569,1,,621.0,,Intermediate,,41M,,9606.0,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,,80007
227,12989,1,,621.0,,Expert,,41M,,9606.0,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,,80007
228,16745,1,,621.0,,Intermediate,,41M,,9606.0,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,,80007
229,15569,1,,621.0,,Intermediate,,41M,,9606.0,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,,80007
230,12989,1,,621.0,,Expert,,41M,,9606.0,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,,80007
231,12989,1,,621.0,,Expert,,41M,,9606.0,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,,80007
232,16745,1,,621.0,,Intermediate,,41M,,9606.0,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,,80007
233,6210,9,,,,Expert,,,,9606.0,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,,84
234,6210,9,,,,Expert,,,,9606.0,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,,68
235,6226,8,,,,Expert,,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,68
236,17855,8,,,,Expert,,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,10201
237,17855,8,,,,Expert,,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,10201
238,17855,8,,,,Expert,,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,10201
239,10413,8,,,,Autocuration,,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,12220
240,10413,8,,,,Autocuration,,,,562.0,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,,11303
241,10413,8,,,,Autocuration,,,,562.0,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,,11303
242,10413,8,,,,Autocuration,,,,562.0,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,,11303
243,10413,8,,,,Autocuration,,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,12220
244,10413,8,,,,Autocuration,,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,12220
245,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,,11303
246,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,,11303
247,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,,11303
248,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,,11303
249,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,,11303
250,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,,11303
251,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,,11303
252,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,,11303
253,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,,11303
254,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,,11303
255,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,,11303
256,7587,8,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,,11303
257,7323,8,,,,Autocuration,,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,11303
258,7587,0,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,,22226
259,7587,0,,,,Autocuration,,,,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,,22226
260,13750,8,,,,Expert,,,,4932.0,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,,100249
261,7662,0,,,,Autocuration,,,,10116.0,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,,22226
262,7662,0,,,,Autocuration,,,,10116.0,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,,22226
263,7662,0,,,,Autocuration,,,,10116.0,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,,22226
264,12211,6,,,,Autocuration,,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,104698
265,12211,6,,,,Autocuration,,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,104698
266,12211,9,,,,Intermediate,2116.0,,Ileum,10141.0,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,,20033
267,12211,8,,,,Expert,,,,,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,10623
268,15453,8,,,,Autocuration,,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,121
269,11884,0,,,,Autocuration,,,,10116.0,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,,22226
270,7185,8,,,,Autocuration,,,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,12688
271,6876,9,,,,Expert,,,,9606.0,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,,121
272,6876,9,,,,Expert,,,,9606.0,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,,121
273,11863,8,,,,Autocuration,,,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,12198
274,11863,8,,,,Autocuration,,,,,Inhibition constant of high-affinity 5-HT uptake,B,,,,12198
275,11863,8,,,,Autocuration,,,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,12198
276,11863,8,,,,Autocuration,,,,,Maximum rate was determined for high affinity transport of 5-HT,F,,,,12198
277,4639,4,,,,Autocuration,,,,,Compound was tested for agonistic activity against 5-HT uptake,F,,,,104714
278,15796,8,,,,Expert,,,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,10577
279,15796,8,,,,Expert,,,,9913.0,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,,105
280,12801,5,,,,Autocuration,,,,10116.0,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,,104744
281,12801,4,,,,Autocuration,,,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,104744
282,12120,4,,,,Autocuration,,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,Membranes,104744
283,12120,4,,,,Autocuration,,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,Membranes,104744
284,11963,4,,,,Autocuration,,,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,104744
285,11701,8,,,,Autocuration,,,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,51
286,9995,8,,,,Autocuration,10000000.0,,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,51
287,9995,8,,,,Autocuration,10000000.0,,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,51
288,9995,8,,,,Autocuration,10000000.0,,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,51
289,16394,8,,,,Autocuration,,,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,10576
290,11574,9,,,,Intermediate,,,,10141.0,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,Cavia porcellus,,105570
291,15779,8,,449.0,,Autocuration,,CHO,,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,279
292,15363,8,,,,Autocuration,,,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,107
293,15363,9,,,,Expert,,,,10116.0,Efficacy against 5-hydroxytryptamine 2A receptor,F,,Rattus norvegicus,,12687
294,15329,8,,,,Expert,,,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,12687
295,15329,8,,,,Expert,,,,,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,12687
296,15329,8,,,,Expert,,,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,12687
297,15329,8,,,,Expert,,,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,12687
