miller2_FiscalYear,miller2_IndigenousIssues(marker),miller2_CFLI(marker),miller2_Biodiversity(marker),miller2_RegionalProgram(marker),miller2_DivisionName,miller2_UntiedAmount(Project-levelBudget),miller2_SectorPercent,miller2_OrganisationSub-class,miller2_FundCentreID,miller2_ProjectNumber,miller2_FundCentreName,miller2_OrganisationType,miller2_KnowledgeForDevelopment(marker),miller2_GenderEquality(marker),miller2_TradeDevelopment(marker),miller2_UrbanIssues(marker),miller2_ChildrenIssues(marker),miller2_YouthIssues(marker),miller2_DisabilityIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_OrganisationID,miller2_OrganisationName,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_ProjectBrowserCountryID,miller2_CountryRegionID,miller2_CountryRegionName,miller2_CountryRegionPercent,miller2_SectorID,miller2_SectorName,miller2_AmountSpent
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,ET,ET,Ethiopia,0.222,31182,Agricultural research,666000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,ET,ET,Ethiopia,0.222,31191,Agricultural services,666000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,ET,ET,Ethiopia,0.222,31193,Agricultural financial services,666000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31110,Agricultural policy and administrative management,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31120,Agricultural development,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31150,Agricultural inputs,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31161,Food crop production,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31166,Agricultural extension,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31182,Agricultural research,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31191,Agricultural services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GN,GN,Guinea,0.0081,31193,Agricultural financial services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31110,Agricultural policy and administrative management,24000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31120,Agricultural development,24000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31150,Agricultural inputs,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31161,Food crop production,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31166,Agricultural extension,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31182,Agricultural research,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31191,Agricultural services,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,GW,GW,Guinea-Bissau,0.004,31193,Agricultural financial services,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31110,Agricultural policy and administrative management,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31120,Agricultural development,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31150,Agricultural inputs,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31161,Food crop production,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31166,Agricultural extension,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31182,Agricultural research,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31191,Agricultural services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HN,HN,Honduras,0.0081,31193,Agricultural financial services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31110,Agricultural policy and administrative management,72600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31120,Agricultural development,72600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31150,Agricultural inputs,36300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31161,Food crop production,36300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31166,Agricultural extension,36300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31182,Agricultural research,36300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31191,Agricultural services,36300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,1,America,HT,HT,Haiti,0.0121,31193,Agricultural financial services,36300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31110,Agricultural policy and administrative management,266400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31120,Agricultural development,266400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31150,Agricultural inputs,133200.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31161,Food crop production,133200.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31166,Agricultural extension,133200.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31182,Agricultural research,133200.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31191,Agricultural services,133200.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KE,KE,Kenya,0.0444,31193,Agricultural financial services,133200.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31110,Agricultural policy and administrative management,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31120,Agricultural development,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31150,Agricultural inputs,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31161,Food crop production,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31166,Agricultural extension,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31182,Agricultural research,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31191,Agricultural services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KG,KG,Kyrgyzstan,0.0081,31193,Agricultural financial services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31110,Agricultural policy and administrative management,24000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31120,Agricultural development,24000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31150,Agricultural inputs,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31161,Food crop production,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31166,Agricultural extension,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31182,Agricultural research,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31191,Agricultural services,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,KH,KH,Cambodia,0.004,31193,Agricultural financial services,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31110,Agricultural policy and administrative management,4800.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31120,Agricultural development,4800.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31150,Agricultural inputs,2400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31161,Food crop production,2400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31166,Agricultural extension,2400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31182,Agricultural research,2400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31191,Agricultural services,2400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,KM,KM,Comoros,0.0008,31193,Agricultural financial services,2400.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31110,Agricultural policy and administrative management,24000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31120,Agricultural development,24000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31150,Agricultural inputs,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31161,Food crop production,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31166,Agricultural extension,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31182,Agricultural research,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31191,Agricultural services,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31193,Agricultural financial services,12000.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31110,Agricultural policy and administrative management,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31120,Agricultural development,48600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31150,Agricultural inputs,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31161,Food crop production,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31166,Agricultural extension,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31182,Agricultural research,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31191,Agricultural services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.1,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,2,Africa,LR,LR,Liberia,0.0081,31193,Agricultural financial services,24300.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,5,Europe,MD,MD,Moldova,0.0056,31110,Agricultural policy and administrative management,33600.0
2009/2010,0,0,0,0,MED Economic Development,30000000.0,0.2,IFI,5461,M013185001,*World Bank Group,Foreign Non-Profit Making,0,1,1,0,0,0,0,0,1001306,World Bank,Multilateral,5,Europe,MD,MD,Moldova,0.0056,31120,Agricultural development,33600.0
