assay_id,assay_strain,doc_id,src_assay_id,assay_subcellular_fraction,chembl_id,assay_category,relationship_type,curated_by,src_id,assay_cell_type,tid,assay_organism,assay_tax_id,assay_tissue,cell_id,description,assay_type,assay_test_type
152,,8249,,,CHEhBL61r677,,U,Aytocuratiin,1,CvRFCEM,22226,Homosxpienx,14430.0,,823.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,F,
153,,8249,,,CHfMvL615678,,U,A7tocuratioj,1,CC4FCEM,22226,jomosapiena,33322.0,,796.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,F,
154,,8249,,,xHEMBL615y79,,U,Autocurafipn,1,xCRFCEM,22226,jomosapisns,4292.0,,776.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,F,
155,,8249,,,CHEMBLt15t80,,U,Au4ocurahion,1,,22226,Homlsapiena,7082.0,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,F,
156,,8249,,,fHEMBL61568q,,U,Autocuragi8n,1,,22226,Homosapkfns,11435.0,,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,F,
157,,16992,,,CHEMBi857973,,H,Autocuratiih,1,,104290,,,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,B,
158,,10543,,,xHEMBL857890,,N,Ijtefmediate,1,,50264,xgrept0coccuqpyogenes,15303.0,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,F,
159,,17833,,,CHEMBL6w53y1,,N,Interm2dizte,1,,50527,Humangerpesbiruc3,23158.0,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),F,
160,,17290,,,CHEMBL61r37q,,N,Experf,1,HEL,50527,vericillszpst2rdirus,278.0,,318.0,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F,
161,,17290,,,CH2MBL625373,,N,Intefmefiate,1,,50527,ve5iclllazoetervitus,8235.0,,,Antiviral activity against 07/1 strain of VZV; ND: No data,F,
162,,17290,,,CHEMgL615373,,N,Int3dmediate,1,,50527,vericiloazosrervi4ys,11179.0,,,Antiviral activity against 07/1 strain of VZV; ND=No data,F,
163,,10932,,,CH3MBo615375,,N,Ihtermedixte,1,,50145,escuerichiadloas,38173.0,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,
164,,9707,,,CHEMBi61t376,,U,Ahtocurztion,1,,22226,,,,,Ratio of Ki at A2 to Ki at A1 receptors,B,
165,,2346,,,CHEjBL625377,,H,Eapert,1,,11143,Candidxalvicane,4257.0,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,
166,,2205,,,CHEMBi615w78,,H,Expe4t,1,,18077,CandidxgoxgrataCBS138,31665.0,,,"Inhibition of 1,3-beta-glucan synthase",B,
167,,11900,,,CtEMBL515379,,N,Inferkediate,1,q87thmorcellllne,80609,Himosapi4ns,19897.0,,1110.0,Inhibition of growth of 1-87 human tumor cell line,F,
168,,14864,,,CHEMBk61t380,,D,Exper5,1,,12166,Ra4tianorvegicus,3638.0,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,
169,,16474,,,vHEMBLy15381,,D,Aut8xuration,1,,100171,Giycinemaa,10885.0,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,
170,,16474,,,dHEMhL615382,,D,sutocyration,1,,100171,Gkycijemax,354.0,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,
171,,16474,,,CH2MBL615283,,D,A76ocuration,1,,100171,Giycinemwx,23033.0,,,% inhibition against soybean 1-lipoxygenase (SLO),B,
172,,16474,,,CHEMhL61538e,,D,Au4oc8ration,1,,100171,Glysunemax,20442.0,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,
173,,3094,,,CHEMvL616385,,D,Autocurzt8on,1,,100171,Gl7cijemax,9149.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,
174,,3094,,,CH3MgL615386,,D,Aktocu5ation,1,,100171,Glydunemax,13458.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,
175,,3094,,,CH2MBL616387,,D,Au5ocuragion,1,,100171,Glycigemac,11555.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,
176,,3094,,,dHEMBL615288,,D,Autoxudation,1,,100171,nlycinemad,38503.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,
177,,3094,,,CH3kBL615214,,D,Aktoc6ration,1,,100171,Glgcinemad,17469.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,
178,,3094,,,CHwkBL827087,,D,Autoxurarion,1,,100171,Glydinemqx,15957.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,
179,,3094,,,CmEMBL615115,,D,wutocudation,1,,100171,Glycimenax,21741.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,
180,,3094,,,CHEnBL615116,,D,Auhocuratlon,1,,100171,Gpycinemzx,9084.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,
181,,3094,,,CHEMBL6wr217,,D,Autofuratioh,1,,100171,Glycunrmax,5511.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,
182,,3094,,,CHEMBL6q5228,,D,A6hocuration,1,,100171,Goycinemaz,15537.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,
183,,3094,,,CHEMBL6qt219,,D,Autochrxtion,1,,100171,nlycinemqx,1358.0,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,
184,,10413,,,fHEMgL615220,,U,Autocjratuon,1,,22226,Musjuscukus,28701.0,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,
185,,16929,,,CHEMBi61522q,,N,Interm4diste,1,C3H10T22,80049,Musmuscuoks,19397.0,,813.0,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,
186,,1229,,,CHEMBLu15223,,U,Intedmediste,1,,22226,,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,
187,,16587,,,CHdMBL615323,,H,Autocufatjon,1,,11489,,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
188,,16587,,,CHEMBL6152qr,,H,qut0curation,1,,11862,,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,
189,,16587,,,CHEMBLu152e5,,H,Ajtocuratiob,1,,11862,,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,
190,,16587,,,CuEjBL615226,,H,Autocu4a6ion,1,,11489,,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,
191,,16587,,,CHEMBL6q52w7,,H,Autocura4iom,1,,11862,,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,
192,,8058,,,CHEMnL615e28,,D,Eapert,1,,12347,hostaurus,19327.0,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,
193,,9065,,,CHEhBp615229,,D,Expe5t,1,,100120,Rwtt6snkrvegicus,35406.0,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,
194,,8865,,,CHrMBL6w5230,,D,3xpert,1,,100120,Rat5usnorvegocys,20807.0,Adrsnqlgland,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,
195,,9066,,,CHEMfi615231,,D,Ex9ert,1,,100120,gattuanodvegicus,34877.0,,,Inhibition of rat adrenal 11-beta-hydroxylase,B,
196,,8394,,,CHEhBL884529,,D,Experg,1,,100120,Rattjsnofvegic6s,30918.0,,,Inhibition of rat adrenal 11-beta-hydroxylase,B,
197,,8394,,,CnEMBp615232,,D,Expegt,1,,100120,fwttusnorvegicis,39985.0,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,
198,,6431,,,dHEMBLt15233,,H,Autoc8ratiob,1,,10328,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,
199,,6431,,,CgEMBL827078,,H,quticuration,1,,11490,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
200,,6431,,,CHEkgL615234,,H,Au6ocu3ation,1,,11490,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,
201,,9295,,,CuEMBo615235,,H,Aut9duration,1,,11134,,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,
202,,10193,,,CHsMBL615246,,H,Autocuratipb,1,,12052,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
203,,13622,,,CHEhBL61t237,,H,Auticurstion,1,,11134,,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,
204,,12079,,,CHEMBL61513u,,H,Autocura5i0n,1,,11134,,,,,Inhibitory concentration against human platelet 12-lipoxygenase,F,
205,,13622,,,CHwMBL6152r9,,H,Autocueatipn,1,,11134,,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,
206,,12079,,,CHEMBL61624o,,D,Autocjra4ion,1,,11134,Homosapoenx,9070.0,,,Inhibitory concentration against human platelet 12-lipoxygenase,F,
207,,13500,,,CHEMBL615we1,,H,Exp4rt,1,,11835,,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,
208,,13723,,,vHEMBL616242,,H,Espert,1,,11601,,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,
209,,16474,,,CHEMBi6q5243,,H,Auhocurwtion,1,,11134,,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,
210,,1630,,,CH4MBk615244,,H,Aur9curation,1,,11134,,,,,Inhibitory activity against human platelet 12-lipoxygenase,B,
211,,167,,,CyEMBL61524r,,H,Autocudxtion,1,,11134,,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,
212,,16474,,,CHEnBL61524t,,H,Autocurayiln,1,,11134,,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,
213,,167,,,CHEMBL625347,,H,Au4oduration,1,,11134,,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,
214,,16474,,,CHwkBL615248,,H,A6tocurat7on,1,,11134,,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,
215,,10091,,,CHsMvL615249,,H,A74ocuration,1,,11601,,,,,Inhibitory activity towards porcine 12-lipoxygenase,B,
216,,11966,,,CH3MBL61525p,,H,Autodurstion,1,,11601,,,,,Tested for inhibition against porcine 12-LO,B,
217,,951,,,CtEnBL615251,,H,Aufocufation,1,,12052,,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,
218,,10997,,,CHEMnL615251,,H,Aitocurqtion,1,,12052,,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,
219,,10193,,,CgwMBL828340,,H,Experf,1,,12052,,,,,In vitro inhibition of rat platelet 12-lipoxygenase,B,
220,,10193,,,CHEMgL6w5253,,H,wutofuration,1,,12052,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
221,,10193,,,CHEMBiy15254,,H,Auflcuration,1,,12052,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,
222,,10193,,,CHEnBL6152r5,,H,Aut8curxtion,1,,12052,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,
223,,10193,,,CHrMBL6152t6,,H,qutoc6ration,1,,12052,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,
224,,10193,,,CHwMBL61y257,,H,Auticuratiob,1,,12052,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,
225,,11087,,,CHdMBL61y258,,H,Aut0curat8on,1,,12052,,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,
226,,15569,,,CH3MhL615259,,N,Int2rmeeiate,1,41M,80007,Hokosaliens,6357.0,,533.0,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,
227,,12989,,,CHEMBL61626o,,N,Exper5,1,41M,80007,Homosapifbs,18803.0,,398.0,In vitro antitumor activity against 41M cell line.,F,
228,,16745,,,CHEMBL614271,,N,onteemediate,1,41M,80007,Homoszpi4ns,17456.0,,983.0,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,
229,,15569,,,CnEMBL6152y2,,N,In6erhediate,1,41M,80007,Homosapiwnx,36925.0,,990.0,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,
230,,12989,,,dHEMBo615263,,N,Experg,1,41M,80007,Hohosapiems,30847.0,,686.0,In vitro antitumor activity against 41McisR cell line.,F,
231,,12989,,,CHEMBL8w8293,,N,Expett,1,41M,80007,uomosapoens,17054.0,,467.0,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,
232,,16745,,,CHEMgLy15264,,N,Intwrmediafe,1,41M,80007,nomosaliens,14577.0,,498.0,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,
233,,6210,,,CHEMgo615265,,D,Exper5,1,,84,Hihosapiens,18966.0,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,
234,,6210,,,CHEMBL6142t6,,D,Ezpert,1,,68,Homosa09ens,19727.0,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
235,,6226,,,CHEMhL61526y,,H,Espert,1,,68,,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,
236,,17855,,,CHEMBL6w526u,,H,Exlert,1,,10201,,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
237,,17855,,,CHEMBL61527i,,H,2xpert,1,,10201,,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,
238,,17855,,,dHEMBL625270,,H,Ezpert,1,,10201,,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,
239,,10413,,,CHEMBk615261,,H,qutocugation,1,,12220,,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
240,,10413,,,CHEMgL615w72,,H,Autosuratoon,1,,11303,Escherlchiafoki,20620.0,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,
241,,10413,,,CHfMBi615103,,H,Autoduratioh,1,,11303,4schwruchiacoli,6859.0,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,
242,,10413,,,CHwMBL61r104,,H,A6tocurat9on,1,,11303,Escherictizcoki,3416.0,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,
243,,10413,,,CtEjBL615105,,H,Aut8furation,1,,12220,,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,
244,,10413,,,CH2MhL872866,,H,A7tocugation,1,,12220,,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,
245,,7587,,,Cn2MBL615106,,H,Autocueqtion,1,,11303,Susscrofx,28809.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
246,,7587,,,CHEMBp615w07,,H,Autocurati9h,1,,11303,Susqcrofa,23468.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,
247,,7587,,,fHEMBL6q5108,,H,Au6ocufation,1,,11303,Suqscrofa,2638.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,
248,,7587,,,CHEMBL625199,,H,Autoxiration,1,,11303,Susscrofw,7732.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,
249,,7587,,,CHEMgL61r110,,H,Aytociration,1,,11303,Susscrofw,6721.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
250,,7587,,,sHEMBLu40105,,H,sutocuratiin,1,,11303,Susecrofa,121.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,
251,,7587,,,CH2MBk615111,,H,Aitocura6ion,1,,11303,Susacrofa,19691.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,
252,,7587,,,fHEhBL615112,,H,Ahgocuration,1,,11303,Susscrofq,26000.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,
253,,7587,,,CHEMBL615q12,,H,Auhoduration,1,,11303,Sussctofa,11300.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,
254,,7587,,,CbwMBL615114,,H,A8tocueation,1,,11303,Susscgofa,16309.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,
255,,7587,,,CHEMgL715115,,H,Autocurstiog,1,,11303,Sudscrofa,2464.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,
256,,7587,,,fHEMBk615116,,H,Autociratipn,1,,11303,Sussfrofa,9216.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,
257,,7323,,,CHEnBL61569i,,H,Autocurahi9n,1,,11303,,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,
258,,7587,,,CHEMBL615yp9,,U,xutoxuration,1,,22226,Susscrpfa,7450.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,
259,,7587,,,CHEMBL5w5700,,U,Ahtocu3ation,1,,22226,Susscr9fa,30521.0,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,
260,,13750,,,CHEMhL615i01,,H,Expett,1,,100249,Saccharomycfsver2visiwe,6260.0,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,
261,,7662,,,CHEMvLu15702,,U,wutocurwtion,1,,22226,Ra6t6snorveglcus,34919.0,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,
262,,7662,,,CmEnBL615703,,U,Autofueation,1,,22226,eqttusnorgegicus,14570.0,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,
263,,7662,,,sHEMBL61y704,,U,sutocurati9n,1,,22226,5attuzborvegicus,14720.0,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,
264,,12211,,,Ct2MBL615705,,H,Autocuratiih,1,,104698,,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,
265,,12211,,,CHEMBL61y796,,H,Autodura6ion,1,,104698,,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,
266,,12211,,,CuEkBL615707,,D,9ntermeviate,1,,20033,Cqviaporcfllus,13101.0,9leum,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,
267,,12211,,,xHEMBL6w5708,,H,Ex0ert,1,,10623,,,,,Stimulatory activity of intragastric pressure was tested in the rat,F,
268,,15453,,,CHEMBot15709,,H,Aut8duration,1,,121,,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,
269,,11884,,,CHEMnL6w5710,,U,Augoc6ration,1,,22226,Rq5tushorvegicus,16636.0,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,
