assay_id,assay_organism,confidence_score,assay_type,assay_cell_type,src_id,description,tid,assay_tax_id,assay_subcellular_fraction,variant_id,chembl_id,doc_id,tissue_id,cell_id,src_assay_id,assay_test_type,assay_category,assay_strain
165,Candida albicans,8,B,,1,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",11143,5476.0,,,CHEMBL615377,2346,,,,,,
166,Candida glabrata CBS 138,8,B,,1,"Inhibition of 1,3-beta-glucan synthase",18077,284593.0,,,CHEMBL615378,2205,,,,,,
167,Homo sapiens,1,F,1-87 tumor cell line,1,Inhibition of growth of 1-87 human tumor cell line,80609,9606.0,,,CHEMBL615379,11900,,832.0,,,,
168,Rattus norvegicus,9,B,,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,12166,10116.0,,,CHEMBL615380,14864,,,,,,
169,Glycine max,9,B,,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),100171,3847.0,,,CHEMBL615381,16474,,,,,,
170,Glycine max,9,B,,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,100171,3847.0,,,CHEMBL615382,16474,,,,,,
171,Glycine max,9,B,,1,% inhibition against soybean 1-lipoxygenase (SLO),100171,3847.0,,,CHEMBL615383,16474,,,,,,
172,Glycine max,9,B,,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,100171,3847.0,,,CHEMBL615384,16474,,,,,,
173,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,100171,3847.0,,,CHEMBL615385,3094,,,,,,
174,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,100171,3847.0,,,CHEMBL615386,3094,,,,,,
175,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,100171,3847.0,,,CHEMBL615387,3094,,,,,,
176,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,100171,3847.0,,,CHEMBL615388,3094,,,,,,
177,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,100171,3847.0,,,CHEMBL615214,3094,,,,,,
178,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,100171,3847.0,,,CHEMBL827087,3094,,,,,,
179,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,100171,3847.0,,,CHEMBL615215,3094,,,,,,
180,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,100171,3847.0,,,CHEMBL615216,3094,,,,,,
181,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,100171,3847.0,,,CHEMBL615217,3094,,,,,,
182,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,100171,3847.0,,,CHEMBL615218,3094,,,,,,
183,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,100171,3847.0,,,CHEMBL615219,3094,,,,,,
184,Mus musculus,0,B,,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,22226,10090.0,,,CHEMBL615220,10413,,,,,,
185,Mus musculus,1,F,C3H 10T1/2,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),80049,10090.0,,,CHEMBL615221,16929,,294.0,,,,
186,,0,F,,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,22226,,,,CHEMBL615222,1229,,,,,,
187,,8,B,,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11489,,,,CHEMBL615223,16587,,,,,,
188,,8,B,,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11862,,,,CHEMBL615224,16587,,,,,,
189,,8,B,,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,11862,,,,CHEMBL615225,16587,,,,,,
190,,8,B,,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,11489,,,,CHEMBL615226,16587,,,,,,
191,,8,B,,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,11862,,,,CHEMBL615227,16587,,,,,,
192,Bos taurus,9,F,,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,12347,9913.0,,,CHEMBL615228,8058,,,,,,
193,Rattus norvegicus,9,B,,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,100120,10116.0,,,CHEMBL615229,9065,,,,,,
194,Rattus norvegicus,9,B,,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,100120,10116.0,,,CHEMBL615230,8865,2369.0,,,,,
195,Rattus norvegicus,9,B,,1,Inhibition of rat adrenal 11-beta-hydroxylase,100120,10116.0,,,CHEMBL615231,9066,,,,,,
196,Rattus norvegicus,9,B,,1,Inhibition of rat adrenal 11-beta-hydroxylase,100120,10116.0,,,CHEMBL884520,8394,,,,,,
197,Rattus norvegicus,9,B,,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,100120,10116.0,,,CHEMBL615232,8394,,,,,,
198,,8,B,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,10328,,,,CHEMBL615233,6431,,,,,,
199,,8,B,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,,,,CHEMBL827088,6431,,,,,,
200,,8,B,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,,,,CHEMBL615234,6431,,,,,,
201,,8,F,,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,11134,,,,CHEMBL615235,9295,,,,,,
202,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,,,CHEMBL615236,10193,,,,,,
203,,8,B,,1,Compound was tested in vitro for inhibition of 12-LO human platelet,11134,,,,CHEMBL615237,13622,,,,,,
204,,8,F,,1,Inhibitory concentration against human platelet 12-lipoxygenase,11134,,,,CHEMBL615238,12079,,,,,,
205,,8,B,,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,11134,,,,CHEMBL615239,13622,,,,,,
206,Homo sapiens,9,F,,1,Inhibitory concentration against human platelet 12-lipoxygenase,11134,9606.0,,,CHEMBL615240,12079,,,,,,
207,,8,B,,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,11835,,,,CHEMBL615241,13500,,,,,,
208,,8,B,,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,11601,,,,CHEMBL615242,13723,,,,,,
209,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),11134,,,,CHEMBL615243,16474,,,,,,
210,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase,11134,,,,CHEMBL615244,1630,,,,,,
211,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,11134,,,,CHEMBL615245,167,,,,,,
212,,8,B,,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),11134,,,,CHEMBL615246,16474,,,,,,
213,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,11134,,,,CHEMBL615247,167,,,,,,
214,,8,B,,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,11134,,,,CHEMBL615248,16474,,,,,,
215,,8,B,,1,Inhibitory activity towards porcine 12-lipoxygenase,11601,,,,CHEMBL615249,10091,,,,,,
216,,8,B,,1,Tested for inhibition against porcine 12-LO,11601,,,,CHEMBL615250,11966,,,,,,
217,,8,B,,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,12052,,,,CHEMBL615251,951,,,,,,
218,,8,B,,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,12052,,,,CHEMBL615252,10997,,,,,,
219,,8,B,,1,In vitro inhibition of rat platelet 12-lipoxygenase,12052,,,,CHEMBL828340,10193,,,,,,
220,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,,,CHEMBL615253,10193,,,,,,
221,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,12052,,,,CHEMBL615254,10193,,,,,,
222,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,12052,,,,CHEMBL615255,10193,,,,,,
223,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,,,CHEMBL615256,10193,,,,,,
224,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,12052,,,,CHEMBL615257,10193,,,,,,
225,,8,B,,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,12052,,,,CHEMBL615258,11087,,,,,,
226,Homo sapiens,1,F,41M,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,80007,9606.0,,,CHEMBL615259,15569,,621.0,,,,
227,Homo sapiens,1,F,41M,1,In vitro antitumor activity against 41M cell line.,80007,9606.0,,,CHEMBL615260,12989,,621.0,,,,
228,Homo sapiens,1,F,41M,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,80007,9606.0,,,CHEMBL615261,16745,,621.0,,,,
229,Homo sapiens,1,F,41M,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,80007,9606.0,,,CHEMBL615262,15569,,621.0,,,,
230,Homo sapiens,1,F,41M,1,In vitro antitumor activity against 41McisR cell line.,80007,9606.0,,,CHEMBL615263,12989,,621.0,,,,
231,Homo sapiens,1,F,41M,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,80007,9606.0,,,CHEMBL838393,12989,,621.0,,,,
232,Homo sapiens,1,F,41M,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,80007,9606.0,,,CHEMBL615264,16745,,621.0,,,,
233,Homo sapiens,9,B,,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),84,9606.0,,,CHEMBL615265,6210,,,,,,
234,Homo sapiens,9,B,,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,9606.0,,,CHEMBL615266,6210,,,,,,
235,,8,B,,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,,,,CHEMBL615267,6226,,,,,,
236,,8,B,,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,,,,CHEMBL615268,17855,,,,,,
237,,8,B,,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,10201,,,,CHEMBL615269,17855,,,,,,
238,,8,B,,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,,,,CHEMBL615270,17855,,,,,,
239,,8,B,,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,,,,CHEMBL615271,10413,,,,,,
240,Escherichia coli,8,B,,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,562.0,,,CHEMBL615272,10413,,,,,,
241,Escherichia coli,8,B,,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,562.0,,,CHEMBL615103,10413,,,,,,
242,Escherichia coli,8,B,,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",11303,562.0,,,CHEMBL615104,10413,,,,,,
243,,8,B,,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,,,,CHEMBL615105,10413,,,,,,
244,,8,B,,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",12220,,,,CHEMBL872866,10413,,,,,,
245,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,9823.0,,,CHEMBL615106,7587,,,,,,
246,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",11303,9823.0,,,CHEMBL615107,7587,,,,,,
247,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",11303,9823.0,,,CHEMBL615108,7587,,,,,,
248,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",11303,9823.0,,,CHEMBL615109,7587,,,,,,
249,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,9823.0,,,CHEMBL615110,7587,,,,,,
250,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,9823.0,,,CHEMBL840105,7587,,,,,,
251,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",11303,9823.0,,,CHEMBL615111,7587,,,,,,
252,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",11303,9823.0,,,CHEMBL615112,7587,,,,,,
253,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",11303,9823.0,,,CHEMBL615113,7587,,,,,,
254,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",11303,9823.0,,,CHEMBL615114,7587,,,,,,
255,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,9823.0,,,CHEMBL615115,7587,,,,,,
256,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,9823.0,,,CHEMBL615116,7587,,,,,,
257,,8,B,,1,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",11303,,,,CHEMBL615698,7323,,,,,,
258,Sus scrofa,0,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",22226,9823.0,,,CHEMBL615699,7587,,,,,,
259,Sus scrofa,0,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",22226,9823.0,,,CHEMBL615700,7587,,,,,,
260,Saccharomyces cerevisiae,8,B,,1,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,100249,4932.0,,,CHEMBL615701,13750,,,,,,
261,Rattus norvegicus,0,B,,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,22226,10116.0,,,CHEMBL615702,7662,,,,,,
262,Rattus norvegicus,0,B,,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,22226,10116.0,,,CHEMBL615703,7662,,,,,,
263,Rattus norvegicus,0,B,,1,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",22226,10116.0,,,CHEMBL615704,7662,,,,,,
264,,6,F,,1,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",104698,,,,CHEMBL615705,12211,,,,,,
265,,6,F,,1,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",104698,,,,CHEMBL615706,12211,,,,,,
266,Cavia porcellus,9,F,,1,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,20033,10141.0,,,CHEMBL615707,12211,2116.0,,,,,
267,,8,F,,1,Stimulatory activity of intragastric pressure was tested in the rat,10623,,,,CHEMBL615708,12211,,,,,,
268,,8,B,,1,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,121,,,,CHEMBL615709,15453,,,,,,
269,Rattus norvegicus,0,F,,1,Dose to reduce neuronal firing against 5-HT cells in rats (iv),22226,10116.0,,,CHEMBL615710,11884,,,,,,
270,,8,F,,1,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,12688,,,,CHEMBL615711,7185,,,,,,
271,Homo sapiens,9,B,,1,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,121,9606.0,,,CHEMBL615712,6876,,,,,,
272,Homo sapiens,9,B,,1,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,121,9606.0,,,CHEMBL836325,6876,,,,,,
273,,8,F,,1,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,12198,,,,CHEMBL615713,11863,,,,,,
274,,8,B,,1,Inhibition constant of high-affinity 5-HT uptake,12198,,,,CHEMBL615714,11863,,,,,,
275,,8,F,,1,Michaelis-Menten constant was reported for high affinity transport of 5-HT,12198,,,,CHEMBL615715,11863,,,,,,
276,,8,F,,1,Maximum rate was determined for high affinity transport of 5-HT,12198,,,,CHEMBL615716,11863,,,,,,
277,,4,F,,1,Compound was tested for agonistic activity against 5-HT uptake,104714,,,,CHEMBL615717,4639,,,,,,
278,,8,B,,1,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,10577,,,,CHEMBL881818,15796,,,,,,
279,Bos taurus,8,B,,1,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,105,9913.0,,,CHEMBL884540,15796,,,,,,
280,Rattus norvegicus,5,B,,1,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,104744,10116.0,,,CHEMBL615718,12801,,,,,,
281,,4,B,,1,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,104744,,,,CHEMBL615719,12801,,,,,,
282,,4,B,,1,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,104744,,Membranes,,CHEMBL615720,12120,,,,,,
283,,4,B,,1,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,104744,,Membranes,,CHEMBL615721,12120,,,,,,
284,,4,B,,1,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,104744,,,,CHEMBL615722,11963,,,,,,
285,,8,F,,1,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,51,,,,CHEMBL615723,11701,,,,,,
286,,8,B,,1,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,,CHEMBL615724,9995,10000000.0,,,,,
287,,8,B,,1,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,51,,,,CHEMBL615725,9995,10000000.0,,,,,
288,,8,B,,1,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,51,,,,CHEMBL615726,9995,10000000.0,,,,,
289,,8,F,,1,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),10576,,,,CHEMBL615727,16394,,,,In vivo,,
