ASI,ASSSTR,DOI,SRASI,ASSSUBFRA,CHEI,ASSCATE,RELATT,CUB,SI,ASSCET,T,ASORGA,ASSTAI,ASTI,CI,CONFSCO,BFO,TII,VAI
7737,,9866,,,CHEMBL618738,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Bone,,1,BAO_0000218,10000001.0,
7738,,9866,,,CHEMBL618739,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Bone,,1,BAO_0000218,10000001.0,
7739,,9866,,,CHEMBL618740,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Bone,,1,BAO_0000218,10000001.0,
7740,,9866,,,CHEMBL618741,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Bone,,1,BAO_0000218,10000001.0,
7741,,9866,,,CHEMBL618742,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Bone,,1,BAO_0000218,10000001.0,
7742,,9866,,,CHEMBL618743,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Bone,,1,BAO_0000218,10000001.0,
7743,,17752,,,CHEMBL618744,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7744,,5610,,,CHEMBL618745,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7745,,5939,,,CHEMBL620479,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7746,,5939,,,CHEMBL620480,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7747,,17771,,,CHEMBL620481,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7748,,1974,,,CHEMBL620482,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7749,,4239,,,CHEMBL876603,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7750,,6681,,,CHEMBL620483,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7751,,17752,,,CHEMBL620484,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7752,,6046,,,CHEMBL620485,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7753,,6685,,,CHEMBL620486,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7754,,6685,,,CHEMBL620487,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7755,,6685,,,CHEMBL620488,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7756,,4727,,,CHEMBL620489,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7757,,1088,,,CHEMBL620490,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7758,,5610,,,CHEMBL620491,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7759,,3032,,,CHEMBL876604,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7760,,5199,,,CHEMBL620492,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7761,,14941,,,CHEMBL620493,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7762,,4408,,,CHEMBL620494,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7763,,2552,,,CHEMBL620495,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7764,,5199,,,CHEMBL620496,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7765,,15662,,,CHEMBL620497,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7766,,1465,,,CHEMBL620498,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7767,,1446,,,CHEMBL620499,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7768,,6824,,,CHEMBL620500,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7769,,17533,,,CHEMBL873809,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7770,,5979,,,CHEMBL620501,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7771,,4689,,,CHEMBL620502,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7772,,4689,,,CHEMBL620503,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7773,,2463,,,CHEMBL620504,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7774,,4883,,,CHEMBL876605,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7775,,4883,,,CHEMBL620505,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7776,,15662,,,CHEMBL873811,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7777,,3598,,,CHEMBL624016,,N,Expert,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7778,,4576,,,CHEMBL624017,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7779,,4576,,,CHEMBL624018,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7780,,4576,,,CHEMBL624019,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7781,,4910,,,CHEMBL624020,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Brain,,1,BAO_0000218,955.0,
7782,,4891,,,CHEMBL624201,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7783,,429,,,CHEMBL872528,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7784,,5974,,,CHEMBL624202,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7785,,5974,,,CHEMBL624203,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7786,,5974,,,CHEMBL624350,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7787,,5974,,,CHEMBL621320,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7788,,17582,,,CHEMBL621321,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7789,,4026,,,CHEMBL621322,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7790,,4890,,,CHEMBL621323,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7791,,6571,,,CHEMBL621324,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7792,,4727,,,CHEMBL621325,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7793,,17651,,,CHEMBL875837,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7794,,17651,,,CHEMBL621326,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7795,,14465,,,CHEMBL621327,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7796,,14941,,,CHEMBL621328,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7797,,5960,,,CHEMBL621329,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7798,,5022,,,CHEMBL621330,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7799,,4408,,,CHEMBL621331,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7800,,5983,,,CHEMBL621332,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7801,,4689,,,CHEMBL621333,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7802,,2792,,,CHEMBL621334,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7803,,15011,,,CHEMBL621335,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
7804,,14180,,,CHEMBL621336,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7805,,14180,,,CHEMBL621337,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7806,,14599,,,CHEMBL621338,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7807,,14599,,,CHEMBL875838,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7808,,14599,,,CHEMBL621339,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7809,,14599,,,CHEMBL621340,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7810,,15675,,,CHEMBL621341,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
7811,,12706,,,CHEMBL621342,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7812,,12706,,,CHEMBL621343,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7813,,9750,,,CHEMBL621344,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
7814,,9750,,,CHEMBL621345,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
7815,,14691,,,CHEMBL621346,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7816,,14691,,,CHEMBL621347,,U,Autocuration,1,,22224,,,,,0,BAO_0000218,,
7817,,14691,,,CHEMBL621348,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7818,,2939,,,CHEMBL621349,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000019,178.0,
7819,,2939,,,CHEMBL621350,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000019,178.0,
7820,,2939,,,CHEMBL875839,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000019,178.0,
7821,,2939,,,CHEMBL620211,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000019,178.0,
7822,,2939,,,CHEMBL620212,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000019,178.0,
7823,,2939,,,CHEMBL620213,,U,Autocuration,1,,22224,,,Blood,,0,BAO_0000019,178.0,
7824,,9552,,,CHEMBL620214,,N,Intermediate,1,,50797,Macaca mulatta,9544.0,Plasma,,1,BAO_0000218,1969.0,
7825,,9552,,,CHEMBL620215,,N,Intermediate,1,,50797,Macaca mulatta,9544.0,Plasma,,1,BAO_0000218,1969.0,
7826,,9552,,,CHEMBL620216,,N,Intermediate,1,,50797,Macaca mulatta,9544.0,Plasma,,1,BAO_0000218,1969.0,
7827,,9552,,,CHEMBL620888,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
7828,,9552,,,CHEMBL620889,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,Plasma,,1,BAO_0000218,1969.0,
7829,,9552,,,CHEMBL620890,,U,Autocuration,1,,22224,,,Plasma,,0,BAO_0000019,1969.0,
7830,,11911,,,CHEMBL620891,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7831,,16618,,,CHEMBL620892,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7832,,14387,,,CHEMBL621079,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
7833,,14387,,,CHEMBL621080,,N,Intermediate,1,,50594,Mus musculus,10090.0,,,1,BAO_0000218,,
7834,,12836,,,CHEMBL621081,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7835,,12836,,,CHEMBL621082,,N,Intermediate,1,,100712,Cricetinae,10026.0,,,1,BAO_0000218,,
7836,,12836,,,CHEMBL621083,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7837,,14339,,,CHEMBL621084,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7838,,14339,,,CHEMBL621085,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7839,,14339,,,CHEMBL621086,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7840,,10524,,,CHEMBL621087,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7841,,9994,,,CHEMBL622607,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7842,,11325,,,CHEMBL622608,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7843,,12536,,,CHEMBL624481,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7844,,12536,,,CHEMBL624482,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7845,,12536,,,CHEMBL624483,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7846,,12536,,,CHEMBL624484,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7847,,12536,,,CHEMBL624485,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7848,,15556,,,CHEMBL624486,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7849,,2809,,,CHEMBL624487,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7850,,9511,,,CHEMBL624488,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7851,,12818,,,CHEMBL624489,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7852,,12818,,,CHEMBL625184,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7853,,15118,,,CHEMBL625185,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7854,,15118,,,CHEMBL875954,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7855,,15118,,,CHEMBL625186,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7856,,15118,,,CHEMBL625187,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7857,,2632,,,CHEMBL625188,,U,Autocuration,1,,22224,,,,,0,BAO_0000019,,
7858,,14346,,,CHEMBL625189,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7859,,14346,,,CHEMBL625190,,N,Intermediate,1,,50588,Canis lupus familiaris,9615.0,,,1,BAO_0000218,,
7860,,14346,,,CHEMBL621733,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7861,,14346,,,CHEMBL621734,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7862,,11149,,,CHEMBL621735,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7863,,17796,,,CHEMBL621736,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7864,,5247,,,CHEMBL621737,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7865,,4727,,,CHEMBL621738,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7866,,5654,,,CHEMBL622806,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7867,,5654,,,CHEMBL623519,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7868,,17260,,,CHEMBL623520,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7869,,17065,,,CHEMBL623521,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7870,,17671,,,CHEMBL623522,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7871,,6672,,,CHEMBL623523,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7872,,6673,,,CHEMBL623690,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7873,,5978,,,CHEMBL623691,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7874,,5978,,,CHEMBL623692,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7875,,5978,,,CHEMBL623693,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7876,,5978,,,CHEMBL623694,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7877,,4413,,,CHEMBL623695,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7878,,2661,,,CHEMBL623696,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7879,,2661,,,CHEMBL623697,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7880,,5005,,,CHEMBL623698,,U,Intermediate,1,,22224,Macaca mulatta,9544.0,Plasma,,0,BAO_0000218,1969.0,
7881,,5005,,,CHEMBL623699,,U,Intermediate,1,,22224,Rattus norvegicus,10116.0,Plasma,,0,BAO_0000218,1969.0,
7882,,15765,,,CHEMBL623700,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7883,,3747,,,CHEMBL623701,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7884,,16366,,,CHEMBL623702,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7885,,4199,,,CHEMBL623703,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7886,,17267,,,CHEMBL623704,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7887,,6535,,,CHEMBL623705,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7888,,6535,,,CHEMBL623706,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7889,,5041,,,CHEMBL623707,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7890,,5960,,,CHEMBL623708,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7891,,5937,,,CHEMBL623709,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7892,,5871,,,CHEMBL623710,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7893,,5874,,,CHEMBL623711,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7894,,6504,,,CHEMBL623712,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7895,,6803,,,CHEMBL623713,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7896,,5041,,,CHEMBL623714,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7897,,5041,,,CHEMBL623715,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7898,,1916,,,CHEMBL623716,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7899,,5199,,,CHEMBL622980,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7900,,16367,,,CHEMBL622981,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7901,,6362,,,CHEMBL622982,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7902,,15662,,,CHEMBL622983,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7903,,6215,,,CHEMBL622984,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7904,,1466,,,CHEMBL622985,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7905,,15662,,,CHEMBL623631,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7906,,4723,,,CHEMBL623632,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7907,,2792,,,CHEMBL623633,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7908,,2792,,,CHEMBL623634,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7909,,5213,,,CHEMBL623635,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7910,,4687,,,CHEMBL621195,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7911,,3371,,,CHEMBL621196,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7912,,4690,,,CHEMBL875287,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7913,,5702,,,CHEMBL621197,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7914,,740,,,CHEMBL621198,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7915,,4853,,,CHEMBL621199,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Plasma,,1,BAO_0000218,1969.0,
7916,,5789,,,CHEMBL621200,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7917,,4527,,,CHEMBL621201,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7918,,4527,,,CHEMBL621202,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7919,,6518,,,CHEMBL621203,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7920,,6518,,,CHEMBL621204,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,,,1,BAO_0000218,,
7921,,9866,,,CHEMBL621205,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7922,,9866,,,CHEMBL621206,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7923,,9866,,,CHEMBL621207,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7924,,9866,,,CHEMBL621208,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7925,,9866,,,CHEMBL621209,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7926,,9866,,,CHEMBL876484,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7927,,9866,,,CHEMBL621210,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7928,,9866,,,CHEMBL621211,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7929,,9866,,,CHEMBL621212,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7930,,9866,,,CHEMBL621213,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7931,,9866,,,CHEMBL621214,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7932,,9866,,,CHEMBL621215,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7933,,9866,,,CHEMBL621216,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7934,,9866,,,CHEMBL621217,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7935,,9866,,,CHEMBL621218,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7936,,9866,,,CHEMBL621219,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7937,,9866,,,CHEMBL621220,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7938,,9866,,,CHEMBL621221,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7939,,9866,,,CHEMBL621222,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7940,,9866,,,CHEMBL621223,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7941,,9866,,,CHEMBL876485,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7942,,9866,,,CHEMBL621224,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7943,,9866,,,CHEMBL621225,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7944,,9866,,,CHEMBL621226,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Heart,,1,BAO_0000218,948.0,
7945,,9866,,,CHEMBL621227,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7946,,9866,,,CHEMBL621228,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7947,,9866,,,CHEMBL621229,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7948,,9866,,,CHEMBL621230,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7949,,9866,,,CHEMBL621231,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7950,,9866,,,CHEMBL621232,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7951,,9866,,,CHEMBL621233,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7952,,9866,,,CHEMBL621234,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7953,,9866,,,CHEMBL621235,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7954,,9866,,,CHEMBL621236,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7955,,9866,,,CHEMBL621237,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
7956,,9866,,,CHEMBL876486,,N,Intermediate,1,,50597,Rattus norvegicus,10116.0,Kidney,,1,BAO_0000218,2113.0,
