AgencyID,Employer,City,NumberCreditCards,Gender,MiddleInitial,Income,NumberCars,NumberChildren,MaritalStatus,Age,CreditRating,OwnOrRentFlag,NetWorth
Hon256,Advanced Micro Devices,Oklahoma City,8.0,f,,480287.0,1.0,5.0,S,28.0,313.0,U,69141.0
Con257,Unitrin,Portland,6.0,,,276404.0,0.0,4.0,M,36.0,771.0,O,2818725.0
han258,Liberty Media,Macon,1.0,,,435481.0,0.0,5.0,S,47.0,717.0,O,3153373.0
WOJ259,Jarden,Yellow Knife,2.0,,,,4.0,4.0,D,77.0,355.0,O,616608.0
Ami260,Cincinnati Financial,Santa Rosa,10.0,f,P,499891.0,4.0,4.0,U,91.0,383.0,O,1014586.0
Mo261,Steel Dynamics,Fort Wayne,1.0,f,A,394640.0,5.0,5.0,S,46.0,579.0,O,1679903.0
BUR262,OGE Energy,Inglewood,5.0,,,359040.0,4.0,3.0,M,36.0,324.0,O,1062919.0
Kos263,Hartford Financial Services,London,0.0,m,X,429949.0,5.0,2.0,M,18.0,752.0,R,3684297.0
Bor264,Penske Automotive Group,Waterbury,2.0,m,,333500.0,5.0,2.0,D,27.0,723.0,O,1805618.0
LAR265,Amkor Technology,Salem,1.0,,K,480399.0,2.0,,S,79.0,349.0,U,1852935.0
BOU266,Psychiatric Solutions,Dayton,4.0,,,73398.0,2.0,5.0,W,72.0,643.0,O,1528702.0
Pan267,Calpine,Frederick,0.0,,,,3.0,0.0,W,26.0,390.0,O,178411.0
Wal268,Saks,Thousand Oaks,7.0,m,,446105.0,4.0,4.0,U,31.0,801.0,O,2245432.0
Mue269,BE Aerospace,Escondido,2.0,M,,128126.0,0.0,4.0,S,2.0,741.0,O,3058077.0
Zub270,Exterran Holdings,Independence,8.0,,,371101.0,2.0,1.0,D,81.0,821.0,O,723251.0
Sei271,Penn National Gaming,Corpus Christi,5.0,,D,263066.0,3.0,,M,69.0,830.0,O,3755553.0
Cav272,PetSmart,Santa Rosa,,F,,,0.0,1.0,M,69.0,441.0,R,757755.0
Har273,First Data,Burlington,2.0,F,,453776.0,3.0,1.0,D,80.0,484.0,R,3610784.0
Nau274,Liz Claiborne,Overland Park,8.0,M,R,494609.0,4.0,5.0,,14.0,653.0,O,2994154.0
Ste275,Alcoa,Huntsville,7.0,,,233618.0,0.0,2.0,D,39.0,727.0,R,612241.0
Cho276,Perini,Berkeley,0.0,m,D,,1.0,,U,0.0,535.0,O,1352198.0
Lux277,Hudson City Bancorp,Casper,9.0,f,R,154521.0,5.0,4.0,W,59.0,320.0,R,2534935.0
Far278,Sigma-Aldrich,Toledo,1.0,F,,438162.0,4.0,4.0,W,60.0,775.0,O,3189762.0
Shi279,Plains Exploration,Cheyenne,,F,,352602.0,3.0,4.0,M,4.0,606.0,O,447872.0
Pip280,W.R. Berkley,Fresno,5.0,f,P,194788.0,4.0,2.0,S,74.0,,O,3207012.0
Sug281,Cooper-Standard Holdings,Sacramento,6.0,,,437119.0,0.0,1.0,W,66.0,685.0,O,303926.0
Kum282,Ryder System,Fargo,5.0,,F,66431.0,0.0,5.0,M,36.0,770.0,O,3685802.0
LOR283,Merck,Rapid City,4.0,f,L,380368.0,4.0,4.0,M,55.0,694.0,O,3180558.0
KUR284,Chubb,Raleigh,4.0,F,,7377.0,1.0,3.0,D,57.0,530.0,O,
ser285,Cummins,Oshawa,1.0,f,D,87533.0,5.0,0.0,S,76.0,609.0,O,3507884.0
Ado286,Advance Auto Parts,Yellow Knife,3.0,,N,76061.0,2.0,4.0,M,63.0,619.0,O,2230968.0
Bol287,Airgas,Casper,7.0,f,M,486482.0,4.0,3.0,M,76.0,821.0,O,814197.0
sav288,Mattel,Oshawa,6.0,,,436307.0,4.0,,M,22.0,553.0,O,2254862.0
Mar289,Rite Aid,Bismarck,,M,F,420621.0,,0.0,D,,529.0,O,91935.0
Bar290,Forest Laboratories,Calgary,4.0,,K,187944.0,1.0,1.0,W,7.0,507.0,O,1818938.0
Woo291,Pioneer Natural Resources,Ontario,8.0,f,N,146651.0,0.0,2.0,S,4.0,726.0,O,177543.0
Bir292,H&R Block,San Diego,8.0,,,118757.0,2.0,1.0,,39.0,684.0,O,3078579.0
Lav293,Colgate-Palmolive,Yellow Knife,4.0,,A,467906.0,1.0,1.0,U,84.0,,O,1222308.0
Mcm294,CBS,Palmdale,7.0,,,89920.0,0.0,0.0,S,26.0,314.0,O,3341105.0
Pau295,Cytec Industries,Stockton,4.0,m,,43770.0,,1.0,S,72.0,,O,3128005.0
Lea296,Calumet Specialty Products,Cincinnati,9.0,,F,435272.0,2.0,4.0,W,20.0,645.0,U,
Seh297,Popular,Winnipeg,8.0,m,A,464094.0,3.0,1.0,U,100.0,713.0,R,
hit298,Patterson-UTI Energy,Omaha,9.0,,,474686.0,0.0,3.0,U,83.0,357.0,O,594723.0
GAS299,Viacom,Iqaluit,5.0,M,,106730.0,1.0,,D,45.0,649.0,U,787771.0
hue300,Calumet Specialty Products,West Covina,0.0,,E,97186.0,1.0,1.0,M,56.0,835.0,,148371.0
Kle301,AMR,Overland Park,0.0,m,,161132.0,4.0,1.0,M,65.0,,O,2760822.0
Win302,Olin,Brownsville,1.0,f,V,393718.0,2.0,,M,96.0,629.0,R,2240874.0
Mar303,Bon-Ton Stores,Sioux Falls,1.0,f,M,31765.0,3.0,2.0,U,40.0,587.0,O,3676798.0
SWA304,Werner Enterprises,Jacksonville,8.0,m,,411526.0,0.0,3.0,M,51.0,786.0,R,1137557.0
Joy305,PepsiCo,Erie,10.0,m,,316374.0,4.0,3.0,M,85.0,415.0,O,978089.0
mcr306,American Electric Power,Saskatoon,5.0,,,233970.0,5.0,4.0,S,11.0,791.0,O,3268379.0
Pre307,Community Health Systems,St. Petersburg,0.0,m,X,185988.0,3.0,5.0,M,100.0,413.0,R,2476914.0
HIN308,IAC/InterActiveCorp,Toronto,7.0,M,,443246.0,2.0,5.0,M,51.0,428.0,O,
Sel309,Jack in the Box,Spokane,10.0,F,,474421.0,1.0,1.0,W,,810.0,O,3405002.0
Wea310,U.S. Bancorp,Long Beach,2.0,,,256222.0,2.0,0.0,U,39.0,324.0,U,1958810.0
TOM311,PharMerica,Fort Worth,6.0,,C,396342.0,4.0,1.0,,47.0,587.0,O,1941022.0
Ens312,AGL Resources,Orlando,1.0,M,,4870.0,0.0,1.0,,,700.0,,1309748.0
Ger313,Arkansas Best,Lakewood,,m,P,379475.0,2.0,3.0,S,66.0,734.0,O,3632370.0
Bat314,BorgWarner,Huntington,0.0,m,,422366.0,4.0,2.0,S,83.0,651.0,,2475001.0
LON315,Pride International,Hampton,,M,N,67927.0,4.0,4.0,W,49.0,555.0,R,2075664.0
Tun316,DaVita,Oceanside,1.0,,F,363160.0,4.0,2.0,M,,614.0,R,1250329.0
eis317,Xerox,Winston-Salem,8.0,M,,419888.0,4.0,2.0,M,73.0,794.0,O,212451.0
Vuc318,Republic Services,Norfolk,8.0,M,C,229870.0,1.0,5.0,D,86.0,482.0,U,3049747.0
bea319,Cephalon,Birmingham,2.0,m,,158840.0,0.0,5.0,U,48.0,591.0,O,2417447.0
Fer320,,Philadelphia,8.0,,W,430061.0,1.0,0.0,U,,566.0,O,2612998.0
Soo321,National Fuel Gas,Boise,6.0,m,,194526.0,0.0,,M,37.0,381.0,O,734375.0
Bir322,Target,Fullerton,7.0,F,,424188.0,0.0,2.0,D,68.0,374.0,O,3717995.0
Ver323,Expedia,Regina,,,Q,470701.0,0.0,0.0,U,,328.0,O,956825.0
De 324,Hudson City Bancorp,Sandy,8.0,m,C,404911.0,1.0,,S,66.0,807.0,O,
Bla325,PharMerica,Mesa,1.0,,,,3.0,4.0,S,14.0,311.0,O,2390111.0
Hur326,Men's Wearhouse,Provo,5.0,M,U,436285.0,5.0,3.0,S,69.0,647.0,O,3576639.0
ray327,Williams,Kitchener,,,,391695.0,0.0,4.0,,35.0,622.0,O,339669.0
nix328,SPX,Idaho Falls,7.0,,,479851.0,3.0,0.0,U,78.0,570.0,R,2731417.0
zag329,BE Aerospace,Allentown,8.0,,K,409873.0,4.0,5.0,S,33.0,840.0,R,2179616.0
Roi330,Wells Fargo,Waterbury,2.0,,,245133.0,0.0,4.0,M,77.0,389.0,O,
Hog331,,Raleigh,2.0,,T,181694.0,,5.0,M,94.0,467.0,,2950835.0
Mar332,Lincoln National,Baton Rouge,8.0,,,106385.0,2.0,2.0,S,19.0,793.0,O,1515524.0
Col333,Targa Resources,Oshawa,3.0,,W,488485.0,4.0,2.0,,50.0,749.0,O,2007473.0
neg334,Spherion,Carrollton,8.0,,T,90218.0,3.0,2.0,D,65.0,789.0,O,1757951.0
Wil335,Family Insurance Group,Columbus,8.0,M,J,308552.0,2.0,1.0,,29.0,768.0,O,1980948.0
Gos336,Adobe Systems,Cedar Rapids,6.0,,,380031.0,5.0,5.0,U,37.0,625.0,O,1630998.0
Ntp337,Blockbuster,Yonkers,0.0,F,,348345.0,2.0,5.0,M,56.0,751.0,O,463905.0
mil338,Radian Group,Flint,3.0,,A,406014.0,1.0,4.0,S,,460.0,O,352542.0
TEL339,M&F Worldwide,Kitchener,8.0,,,55811.0,,4.0,U,46.0,812.0,R,3243615.0
RIV340,MeadWestvaco,Grand Prairie,0.0,m,,456536.0,4.0,4.0,M,28.0,532.0,O,156383.0
hol341,RadioShack,Alexandria,8.0,,M,42908.0,4.0,1.0,U,31.0,509.0,R,3366650.0
Fry342,Abbott Laboratories,Overland Park,0.0,m,,319596.0,5.0,4.0,U,55.0,461.0,R,3762007.0
Esc343,Phoenix,Columbia,2.0,f,D,146636.0,2.0,,S,26.0,,O,2915479.0
LID344,Medical Mutual of Ohio,Fort Smith,4.0,d,,282004.0,5.0,2.0,M,93.0,332.0,,518175.0
BAY345,National Oilwell Varco,Kitchener,1.0,m,H,339377.0,5.0,4.0,M,14.0,371.0,R,3240188.0
SED346,Cincinnati Financial,Lowell,8.0,F,,391590.0,1.0,1.0,U,30.0,546.0,O,492570.0
SHU347,Ecolab,Fairbanks,6.0,M,,319668.0,3.0,1.0,M,18.0,754.0,U,3189432.0
hin348,Baldor Electric,St. Catharines,2.0,m,,251066.0,4.0,,U,69.0,516.0,O,1862636.0
Luw349,Smithfield Foods,San Buenaventura,1.0,,,122433.0,1.0,1.0,W,60.0,737.0,O,1891784.0
PCB350,Hormel Foods,San Diego,1.0,m,,229086.0,4.0,2.0,D,77.0,404.0,O,2999683.0
BEZ351,Patterson,Syracuse,0.0,,,387138.0,4.0,2.0,M,,583.0,O,1482145.0
Buc352,Anadarko Petroleum,Charlotte,8.0,,E,192643.0,5.0,3.0,U,62.0,461.0,O,2237352.0
RAM353,Michael Foods,Winnipeg,2.0,,,301108.0,5.0,3.0,M,96.0,343.0,O,2903967.0
THR354,International Game Technology,Pembroke Pines,0.0,,,448626.0,3.0,0.0,W,45.0,431.0,O,2208391.0
RAU355,Western Digital,Plano,10.0,,L,432792.0,1.0,4.0,M,65.0,319.0,R,1052954.0
Gol356,Sonoco Products,Fort Wayne,0.0,m,,499596.0,5.0,2.0,M,12.0,504.0,O,3751568.0
Upd357,Verizon Communications,San Buenaventura,6.0,f,M,30189.0,4.0,4.0,M,71.0,611.0,O,1980882.0
MOR358,Securian Financial Group,Mount Pearl,2.0,,R,111428.0,4.0,2.0,,38.0,359.0,O,579641.0
SHA359,Electronic Arts,Sandy,2.0,,F,146638.0,5.0,2.0,W,7.0,398.0,O,3476510.0
Cla360,LandAmerica Financial Group,Henderson,4.0,,S,40323.0,3.0,4.0,M,30.0,,O,505464.0
LIC361,C.H. Robinson Worldwide,Mobile,0.0,,V,461807.0,0.0,0.0,,58.0,537.0,O,2494978.0
PEL362,Alaska Air Group,Hilo,1.0,,,184868.0,5.0,5.0,U,8.0,743.0,O,1609289.0
Ash363,Buildings Materials Corp.,Virginia Beach,8.0,,K,125814.0,5.0,3.0,M,18.0,432.0,O,
DYN364,Interactive Brokers Group,Fullerton,10.0,B,,267270.0,2.0,3.0,S,83.0,614.0,R,1681770.0
Lar365,Rockwell Automation,Lancaster,6.0,,,408878.0,0.0,1.0,M,50.0,704.0,O,
ENG366,Pantry,Durham,0.0,,,418717.0,2.0,3.0,M,88.0,604.0,R,2933990.0
Har368,Werner Enterprises,Fort Wayne,5.0,f,,345984.0,0.0,2.0,U,60.0,556.0,R,2112951.0
Hey369,Cisco Systems,Seattle,1.0,,J,171271.0,2.0,5.0,U,52.0,344.0,O,3418282.0
leh370,Lockheed Martin,Vancouver,6.0,,C,448397.0,0.0,3.0,W,48.0,388.0,O,2898609.0
Co-371,SanDisk,Tucson,8.0,,V,359271.0,4.0,,U,40.0,416.0,O,1765032.0
Elt372,News Corp.,Oxnard,6.0,,,322068.0,2.0,2.0,M,69.0,709.0,O,3176317.0
Alv373,Markel,Corona,5.0,F,I,76346.0,2.0,,M,42.0,426.0,O,461490.0
YOK374,Silgan Holdings,Sacramento,2.0,f,H,469442.0,0.0,1.0,M,39.0,665.0,R,3164372.0
ZIN375,SPX,Escondido,3.0,,,167918.0,2.0,0.0,M,19.0,547.0,O,1294197.0
zim376,L-3 Communications,Chicago,,m,K,104354.0,0.0,4.0,U,10.0,558.0,O,661877.0
laf377,Thermo Fisher Scientific,Frederick,9.0,,X,467285.0,4.0,4.0,M,47.0,511.0,O,2709193.0
POP378,Kimberly-Clark,Thousand Oaks,7.0,M,Q,,1.0,,S,83.0,504.0,R,1744304.0
men379,Church & Dwight,Mobile,6.0,,V,72940.0,5.0,2.0,S,,693.0,O,1670195.0
TUR380,Vanguard Health Systems,Pomona,0.0,,,150336.0,5.0,4.0,M,42.0,454.0,O,1443342.0
fee381,Embarq,Little Rock,10.0,F,H,81333.0,0.0,4.0,D,2.0,372.0,O,681302.0
ter382,AMC Entertainment,Hilo,9.0,F,,117399.0,0.0,3.0,S,67.0,568.0,O,3406439.0
BAR383,Sigma-Aldrich,Simi Valley,4.0,,,489099.0,4.0,4.0,M,,530.0,R,315234.0
Tap384,Leap Wireless International,Las Vegas,7.0,,V,201358.0,0.0,5.0,M,77.0,770.0,O,2584094.0
Mod385,CME Group,Ottawa,2.0,f,,47401.0,1.0,4.0,,19.0,646.0,O,
cim386,Allstate,Vallejo,1.0,F,,259459.0,4.0,4.0,U,8.0,397.0,O,977864.0
Sal387,Curtiss-Wright,Iqaluit,1.0,,,351789.0,3.0,1.0,M,,713.0,O,1163838.0
bru388,Family Dollar Stores,Lowell,9.0,f,,206326.0,2.0,1.0,M,83.0,346.0,O,69460.0
GAU389,Spectrum Brands,Rochester,8.0,,,341402.0,4.0,3.0,D,43.0,482.0,O,3599223.0
LOB390,Comerica,Salinas,2.0,T,L,438918.0,5.0,3.0,D,46.0,753.0,O,1381885.0
DAN391,CenturyTel,Buffalo,10.0,m,,413943.0,1.0,5.0,M,14.0,691.0,,171313.0
SAL392,Scholastic,Cincinnati,6.0,m,,211789.0,1.0,0.0,M,72.0,587.0,R,1373558.0
Mar393,Boise,Memphis,0.0,f,V,237314.0,0.0,5.0,S,29.0,566.0,R,2335796.0
Bra394,Amkor Technology,Chicago,7.0,m,P,22080.0,3.0,1.0,M,51.0,323.0,O,2494081.0
Koc395,Ameren,Mount Pearl,8.0,m,,481195.0,5.0,4.0,M,81.0,344.0,O,252245.0
Pla396,DirecTV Group,Palmdale,4.0,,U,208298.0,0.0,0.0,W,67.0,765.0,O,3970725.0
mcc397,Williams,Grand Rapids,7.0,,,221.0,1.0,4.0,W,91.0,,O,2030035.0
Des398,U.S. Bancorp,Whitehorse,6.0,,S,207979.0,0.0,4.0,M,43.0,650.0,O,2227601.0
NOR399,Spherion,Fort Wayne,,,,,4.0,2.0,M,27.0,466.0,R,1012111.0
Paq400,Nasdaq OMX Group,Elizabeth,3.0,M,,,4.0,,W,1.0,538.0,U,1927066.0
Sfi401,Nicor,Fort Lauderdale,8.0,M,A,287081.0,2.0,4.0,M,91.0,780.0,O,2530133.0
Amo402,Coventry Health Care,Waco,5.0,M,N,126706.0,4.0,0.0,M,55.0,690.0,O,2695189.0
Say403,Winn-Dixie Stores,Buffalo,5.0,M,,435365.0,3.0,4.0,W,46.0,660.0,O,392585.0
ang404,Pepsi Bottling,Providence,2.0,M,C,257974.0,3.0,3.0,U,62.0,369.0,R,3170355.0
lig405,Oceaneering International,Chesapeake,6.0,F,,145250.0,3.0,4.0,M,67.0,368.0,O,57156.0
Sch406,Lexmark International,Austin,4.0,F,C,340395.0,0.0,0.0,,51.0,434.0,O,237138.0
BRA407,WellPoint,Chattanooga,9.0,F,,121125.0,2.0,5.0,U,49.0,500.0,O,2960029.0
Coa408,Capital One Financial,Vancouver,1.0,,N,328766.0,4.0,3.0,M,40.0,521.0,O,2645718.0
NAR409,Aleris International,Fort Worth,4.0,f,T,223976.0,0.0,0.0,M,59.0,573.0,O,2500380.0
cai410,Sentry Insurance Group,Irving,2.0,,,338008.0,3.0,5.0,S,83.0,474.0,O,
hol411,Atmos Energy,Sterling Heights,2.0,M,,36596.0,3.0,4.0,D,49.0,,U,823819.0
YED412,Visteon,Toronto,6.0,m,,289137.0,4.0,3.0,D,22.0,702.0,R,1279474.0
GIA413,Molex,Great Falls,7.0,,,454271.0,1.0,3.0,U,16.0,314.0,R,1723410.0
TOO414,OfficeMax,Charlotte,1.0,M,,296199.0,1.0,1.0,M,71.0,363.0,O,3099344.0
Sei415,VeraSun Energy,Fairbanks,10.0,M,,439149.0,5.0,1.0,M,84.0,467.0,O,3268514.0
REN416,Oil States International,Fort Wayne,6.0,M,,304065.0,3.0,0.0,S,36.0,494.0,O,3782981.0
Sax417,Ruddick,Little Rock,1.0,,,228020.0,,4.0,D,94.0,653.0,O,103988.0
des418,Public Storage,Glendale,3.0,m,,158386.0,2.0,5.0,W,86.0,337.0,R,2211238.0
KUH419,PG&E Corp.,Waterbury,0.0,,,,1.0,5.0,S,,701.0,O,1719692.0
men420,Portland General Electric,Abilene,10.0,,A,334302.0,5.0,5.0,S,44.0,632.0,O,1068987.0
Ado421,Northrop Grumman,Sherbrooke,1.0,F,F,461356.0,1.0,5.0,D,62.0,774.0,O,3841340.0
SHA422,UGI,Bismarck,2.0,m,,68100.0,3.0,3.0,M,31.0,589.0,O,3119163.0
mcm423,PC Connection,San Diego,7.0,,,426915.0,1.0,,M,39.0,574.0,O,428749.0
ver424,Alaska Air Group,Honolulu,6.0,F,,415992.0,0.0,1.0,S,32.0,342.0,U,2815691.0
Bur425,Kroger,Baton Rouge,4.0,,,,4.0,5.0,M,97.0,305.0,O,
kau426,Dean Foods,Wichita,2.0,f,C,152237.0,2.0,2.0,M,84.0,647.0,O,1842060.0
mcc427,Flowserve,Ontario,7.0,f,W,200548.0,,5.0,D,37.0,595.0,O,798572.0
Ube428,,St. Johns,2.0,M,P,84477.0,0.0,1.0,M,68.0,426.0,O,1392742.0
Sel429,Quest Diagnostics,Casper,0.0,m,O,4497.0,4.0,0.0,,14.0,589.0,O,408801.0
mai430,Bob Evans Farms,Paterson,9.0,,,118996.0,5.0,1.0,W,34.0,777.0,O,3118464.0
NIS431,FMC Technologies,Buffalo,9.0,f,,,3.0,4.0,U,52.0,768.0,O,2876206.0
Hol432,HealthSouth,Lansing,6.0,,,249611.0,5.0,3.0,M,98.0,505.0,O,2351716.0
log433,Calumet Specialty Products,West Valley,2.0,,,198480.0,5.0,4.0,,20.0,,O,524711.0
Fra434,Sovereign Bancorp,Santa Clara,6.0,,,323601.0,0.0,0.0,U,,418.0,O,2574607.0
str435,Spansion,Wilmington,10.0,M,,279066.0,2.0,0.0,D,48.0,729.0,O,545131.0
pon436,Valassis Communications,North Las Vegas,9.0,f,O,195110.0,3.0,3.0,U,14.0,676.0,O,2543419.0
cro437,Dr Pepper Snapple Group,Vallejo,8.0,F,,437319.0,5.0,2.0,S,0.0,322.0,O,3500291.0
HAR438,Jabil Circuit,Fort Collins,3.0,,,208507.0,0.0,0.0,W,70.0,608.0,O,838235.0
Mat439,Altria Group,Nashville,6.0,M,B,398251.0,4.0,3.0,D,47.0,742.0,O,1330041.0
Shi440,Assurant,Charlottetown,9.0,,J,202621.0,0.0,0.0,M,55.0,706.0,U,1893527.0
LAN441,Expedia,Austin,5.0,,,33679.0,0.0,4.0,U,61.0,522.0,,1803737.0
Pas442,American Express,Riverside,2.0,,Q,439541.0,3.0,5.0,U,20.0,530.0,U,3766589.0
PRO443,Owens-Illinois,Montreal,7.0,,,78673.0,3.0,4.0,M,67.0,771.0,O,
mar444,U.S. Bancorp,Las Cruces,4.0,m,,432392.0,3.0,3.0,U,53.0,575.0,O,
san445,Coca-Cola,Scottsdale,3.0,,L,94915.0,1.0,5.0,W,90.0,471.0,R,3980032.0
RUD446,Saks,Chandler,8.0,,,395989.0,1.0,0.0,M,46.0,660.0,O,3241950.0
doy447,PSS World Medical,Orlando,,,,303420.0,1.0,2.0,S,,640.0,O,2433890.0
Wie448,Eaton,Anchorage,5.0,f,,316111.0,1.0,3.0,S,16.0,337.0,R,3625876.0
Kie449,Western Refining,Hollywood,8.0,m,,202658.0,5.0,,M,46.0,630.0,O,744412.0
mor450,,Moreno Valley,9.0,f,B,212833.0,3.0,4.0,W,2.0,757.0,,234398.0
Mas451,Avis Budget Group,Tucson,9.0,,,493326.0,0.0,,D,68.0,847.0,O,3576329.0
tho452,Applied Industrial Tech,Modesto,0.0,,,51832.0,3.0,0.0,U,17.0,389.0,,143729.0
Sob453,Great Plains Energy,Biloxi,1.0,F,,498023.0,1.0,1.0,S,91.0,810.0,R,2710947.0
CAS454,MeadWestvaco,Dallas,4.0,f,,310857.0,3.0,4.0,S,62.0,791.0,R,1054420.0
Gab455,"Toys ""R"" Us",Warwick,0.0,m,,85788.0,1.0,2.0,M,71.0,836.0,O,604158.0
SYL456,NVR,Chattanooga,7.0,,J,,0.0,4.0,U,20.0,308.0,U,304729.0
Das457,Northern Trust Corp.,Orlando,9.0,,,376334.0,1.0,,M,72.0,,R,2629774.0
Chu458,Graybar Electric,Manchester,,,,419994.0,3.0,0.0,U,45.0,770.0,O,1539610.0
Pap459,MEMC Electronic Materials,Inglewood,0.0,F,P,164193.0,4.0,3.0,D,38.0,679.0,O,695204.0
skr460,Wesco International,Wilmington,3.0,,J,486399.0,4.0,1.0,U,14.0,495.0,R,2061858.0
Mia461,,Aurora,8.0,,,238480.0,5.0,0.0,D,23.0,479.0,O,223131.0
Jew462,Norfolk Southern,Kitchener,1.0,,,298035.0,4.0,4.0,M,,838.0,U,267988.0
Dar463,CIT Group,Hollywood,0.0,M,,74811.0,,0.0,U,62.0,774.0,R,914656.0
Net464,Huntington Bancshares,Ann Arbor,6.0,,,,1.0,4.0,U,47.0,443.0,O,138885.0
HIC465,Cooper Tire & Rubber,Victoria,2.0,,,113676.0,3.0,4.0,S,10.0,543.0,O,3756665.0
Arc466,Embarq,Kitchener,4.0,,,237438.0,4.0,0.0,M,80.0,559.0,O,1253224.0
Rud467,Harley-Davidson,Bridgeport,1.0,F,,3050.0,5.0,1.0,U,63.0,396.0,O,3978208.0
MOR468,Pride International,Inglewood,5.0,,,407509.0,2.0,3.0,M,15.0,,O,2610979.0
ras469,Old Republic International,Charleston,9.0,F,,188569.0,1.0,4.0,M,74.0,653.0,O,885854.0
Bov470,Mohawk Industries,Mount Pearl,0.0,,Y,40764.0,,2.0,M,41.0,848.0,U,130442.0
vel471,Dole Food,Denver,5.0,M,J,331388.0,2.0,0.0,M,63.0,709.0,O,172409.0
Mit472,Penske Automotive Group,Seattle,2.0,M,,,2.0,5.0,M,,668.0,O,1443338.0
van473,WGL Holdings,Provo,0.0,,,20788.0,1.0,3.0,W,99.0,351.0,O,2212253.0
Til474,News Corp.,St. Paul,9.0,,,193702.0,1.0,0.0,,15.0,824.0,O,1621145.0
Lar475,Newell Rubbermaid,Mobile,6.0,F,,348826.0,1.0,0.0,M,34.0,624.0,R,1030748.0
tro476,SunGard Data Systems,Fargo,9.0,,,447160.0,2.0,0.0,U,26.0,348.0,U,2099326.0
WAI477,Aleris International,San Buenaventura,10.0,f,,,4.0,1.0,S,84.0,620.0,O,725432.0
TOT478,Autodesk,Concord,8.0,,,225668.0,4.0,0.0,U,41.0,809.0,O,959416.0
sue479,Bon-Ton Stores,Boston,10.0,M,,459394.0,1.0,3.0,U,24.0,412.0,O,3426171.0
Yau480,Equity Residential,Norfolk,7.0,,W,368744.0,5.0,0.0,S,,316.0,R,2979891.0
Den481,Beazer Homes USA,Riverside,9.0,F,E,480862.0,3.0,,W,20.0,692.0,R,1741992.0
kot482,Select Medical Holdings,Rochester,4.0,M,,178589.0,3.0,3.0,,37.0,642.0,U,3141622.0
trp483,Tech Data,Baton Rouge,1.0,F,,154122.0,3.0,3.0,S,22.0,830.0,R,3210202.0
Baz484,Target,Wilmington,6.0,m,,479326.0,0.0,1.0,U,,692.0,O,557419.0
New485,Diebold,Simi Valley,6.0,m,,353490.0,4.0,3.0,U,81.0,788.0,U,3753669.0
Row486,Omnicom Group,Evansville,,,,345585.0,1.0,1.0,W,51.0,,O,501768.0
war487,Fleetwood Enterprises,Rochester,10.0,f,,255989.0,2.0,4.0,M,55.0,349.0,O,338572.0
ELZ488,Watson Pharmaceuticals,Elizabeth,4.0,m,G,30460.0,3.0,0.0,S,24.0,424.0,O,82808.0
jan489,Discovery Communications,St. Paul,5.0,,,35034.0,5.0,5.0,S,82.0,616.0,U,2630125.0
cre490,Coach,Elizabeth,9.0,,,113707.0,1.0,4.0,U,29.0,713.0,R,
hug491,MetLife,Chandler,7.0,,,409858.0,5.0,1.0,,27.0,617.0,O,616958.0
fee492,Dillard's,Omaha,8.0,f,,461517.0,2.0,3.0,S,38.0,347.0,R,2467938.0
Het493,AGCO,Whitehorse,5.0,,T,124103.0,2.0,3.0,M,,341.0,O,927087.0
LAB494,Fannie Mae,Winnipeg,5.0,M,K,203100.0,4.0,2.0,W,54.0,553.0,O,1666089.0
Sem495,Warner Music Group,Berkeley,6.0,,,20522.0,5.0,3.0,,40.0,762.0,O,
COP496,Ball,Colorado Springs,10.0,,O,,2.0,2.0,U,81.0,644.0,O,3338312.0
SER497,AECOM Technology,Washington,9.0,M,,446106.0,2.0,3.0,M,52.0,,O,1146941.0
Kin498,Aramark,Hilo,0.0,,,45114.0,4.0,,M,2.0,476.0,O,3417623.0
GUB499,Century Aluminum,Winnipeg,2.0,,,389025.0,1.0,3.0,M,35.0,692.0,O,2663647.0
WES500,Sentry Insurance Group,Lexington,6.0,,N,371860.0,5.0,4.0,U,51.0,384.0,O,
HRU501,Becton Dickinson,Inglewood,8.0,f,,110216.0,5.0,5.0,S,24.0,519.0,O,3518237.0
Mce502,Thor Industries,Raleigh,9.0,f,,375963.0,1.0,4.0,D,4.0,343.0,R,2491413.0
Fab503,Foot Locker,New York,6.0,,,90670.0,2.0,3.0,M,,554.0,O,1747292.0
mus504,Flowserve,Richmond,7.0,,,458822.0,5.0,0.0,D,51.0,693.0,O,766607.0
Akh505,Big Lots,Hayward,0.0,m,,431213.0,1.0,2.0,S,67.0,489.0,R,2550326.0
BLA506,,Jersey City,5.0,f,,397902.0,4.0,,S,,702.0,O,3065726.0
CHA507,Snap-On,Ann Arbor,9.0,F,Q,477901.0,0.0,3.0,U,40.0,764.0,O,
Ker508,Neiman Marcus,Kitchener,8.0,M,,147703.0,0.0,0.0,,16.0,364.0,O,1231455.0
Tas509,Biogen Idec,Las Vegas,,,,298828.0,0.0,5.0,M,32.0,814.0,O,2353700.0
DUL510,WGL Holdings,Tucson,,F,,226606.0,5.0,0.0,U,74.0,651.0,O,2390250.0
Cro511,,Halifax,10.0,m,,422094.0,4.0,5.0,M,88.0,,R,1932141.0
TRU512,Sovereign Bancorp,Idaho Falls,4.0,,,190333.0,2.0,2.0,,10.0,549.0,O,907688.0
