miller2_FiYe,miller2_CouReN,miller2_OrgaID,miller2_IndigIs,miller2_BrN,miller2_SecPer,miller2_OrganTy,miller2_SecID,miller2_ChIss,miller2_ProBroCounID,miller2_Biodiv,miller2_ConNa,Sector ID,miller2_OrganiCl,miller2_DiID,miller2_CliChaAda,miller2_ClChaMiti,miller2_Deser,miller2_PartiDevAGoGov,miller2_TrDevelo,miller2_UrIs,miller2_YoIss,miller2_DisIs,miller2_ICTAATFoDeve,miller2_KnoFDevelo,miller2_GeEqu,miller2_OrgN,miller2_OrgSu,miller2_ContiID,miller2_CouRegID,miller2_CouRegPer,miller2_SecNa,miller2_AmSp
2009/2010,Guinea,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GN,0,Africa,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GN,0.0081,Agricultural services,24300.0
2009/2010,Guinea,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GN,0,Africa,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GN,0.0081,Agricultural financial services,24300.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural policy and administrative management,24000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural development,24000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural inputs,12000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Food crop production,12000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural extension,12000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural research,12000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural services,12000.0
2009/2010,Guinea-Bissau,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,GW,0,Africa,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,GW,0.004,Agricultural financial services,12000.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,HN,0,America,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural policy and administrative management,48600.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,HN,0,America,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural development,48600.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HN,0,America,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural inputs,24300.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HN,0,America,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Food crop production,24300.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HN,0,America,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural extension,24300.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HN,0,America,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural research,24300.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HN,0,America,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural services,24300.0
2009/2010,Honduras,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HN,0,America,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HN,0.0081,Agricultural financial services,24300.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,HT,0,America,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural policy and administrative management,72600.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,HT,0,America,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural development,72600.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HT,0,America,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural inputs,36300.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HT,0,America,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Food crop production,36300.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HT,0,America,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural extension,36300.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HT,0,America,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural research,36300.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HT,0,America,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural services,36300.0
2009/2010,Haiti,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,HT,0,America,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,1,HT,0.0121,Agricultural financial services,36300.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural policy and administrative management,266400.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural development,266400.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural inputs,133200.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Food crop production,133200.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural extension,133200.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural research,133200.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural services,133200.0
2009/2010,Kenya,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KE,0,Africa,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KE,0.0444,Agricultural financial services,133200.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural policy and administrative management,48600.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural development,48600.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural inputs,24300.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Food crop production,24300.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural extension,24300.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural research,24300.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural services,24300.0
2009/2010,Kyrgyzstan,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KG,0,Asia,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KG,0.0081,Agricultural financial services,24300.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural policy and administrative management,24000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural development,24000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural inputs,12000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Food crop production,12000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural extension,12000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural research,12000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural services,12000.0
2009/2010,Cambodia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KH,0,Asia,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,KH,0.004,Agricultural financial services,12000.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural policy and administrative management,4800.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural development,4800.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural inputs,2400.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Food crop production,2400.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural extension,2400.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural research,2400.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural services,2400.0
2009/2010,Comoros,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,KM,0,Africa,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,KM,0.0008,Agricultural financial services,2400.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural policy and administrative management,24000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural development,24000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural inputs,12000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Food crop production,12000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural extension,12000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural research,12000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural services,12000.0
2009/2010,"Lao, Dem. Rep.",1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LA,0,Asia,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,3,LA,0.004,Agricultural financial services,12000.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural policy and administrative management,48600.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural development,48600.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural inputs,24300.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Food crop production,24300.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural extension,24300.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural research,24300.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural services,24300.0
2009/2010,Liberia,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,LR,0,Africa,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,LR,0.0081,Agricultural financial services,24300.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural policy and administrative management,33600.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural development,33600.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural inputs,16800.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Food crop production,16800.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural extension,16800.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural research,16800.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural services,16800.0
2009/2010,Moldova,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MD,0,Europe,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,5,MD,0.0056,Agricultural financial services,16800.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural policy and administrative management,106800.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural development,106800.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural inputs,53400.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Food crop production,53400.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural extension,53400.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural research,53400.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31191,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural services,53400.0
2009/2010,Madagascar,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,MG,0,Africa,31193,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,MG,0.0178,Agricultural financial services,53400.0
2009/2010,Mali,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,ML,0,Africa,31110,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,ML,0.004,Agricultural policy and administrative management,24000.0
2009/2010,Mali,1001306,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5460,0,ML,0,Africa,31120,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,ML,0.004,Agricultural development,24000.0
2009/2010,Mali,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,ML,0,Africa,31150,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,ML,0.004,Agricultural inputs,12000.0
2009/2010,Mali,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,ML,0,Africa,31161,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,ML,0.004,Food crop production,12000.0
2009/2010,Mali,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,ML,0,Africa,31166,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,ML,0.004,Agricultural extension,12000.0
2009/2010,Mali,1001306,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5460,0,ML,0,Africa,31182,Multilateral,D5430,0,0,0,0,1,0,0,0,0,0,1,World Bank,IFI,2,ML,0.004,Agricultural research,12000.0
