rltnshp_tp,ss_strn,src_ss_d,tss_d,b_frmt,crtd_b,ss_ctgr,ss_tp,ss_tss,chmbl_d,td,ss_cll_tp,cnfdnc_scr,ss_tx_d,ss_d,ss_tst_tp,vrnt_d,dscrptn,dc_d,ss_rgnsm,ss_sbclllr_frctn,cll_d,src_d
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627031,50597,,1,10116.0,7662,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL627032,50597,,1,10116.0,7663,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627033,50597,,1,10116.0,7664,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL627034,50597,,1,10116.0,7665,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627035,50597,,1,10116.0,7666,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL627036,50597,,1,10116.0,7667,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL875340,50597,,1,10116.0,7668,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,948.0,BAO_0000218,Intermediate,,A,Heart,CHEMBL627037,50597,,1,10116.0,7669,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2113.0,BAO_0000218,Intermediate,,A,Kidney,CHEMBL627038,50597,,1,10116.0,7670,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2107.0,BAO_0000218,Intermediate,,A,Liver,CHEMBL627039,50597,,1,10116.0,7671,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627040,50597,,1,10116.0,7672,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL624663,50597,,1,10116.0,7673,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2046.0,BAO_0000218,Intermediate,,A,Thyroid gland,CHEMBL625963,50597,,1,10116.0,7674,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,955.0,BAO_0000218,Intermediate,,A,Brain,CHEMBL876799,50597,,1,10116.0,7675,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,2048.0,BAO_0000218,Intermediate,,A,Lung,CHEMBL626133,50597,,1,10116.0,7676,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626134,50597,,1,10116.0,7677,,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,10130,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626135,50597,,1,10116.0,7678,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,6295,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626136,50597,,1,10116.0,7679,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,6296,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626137,50597,,1,10116.0,7680,,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,6296,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626138,50597,,1,10116.0,7681,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,6295,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626139,50597,,1,10116.0,7682,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,6296,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626140,50597,,1,10116.0,7683,In vivo,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,17260,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626141,50597,,1,10116.0,7684,In vivo,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,17260,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL626142,50597,,1,10116.0,7685,,,C24h in rat p.o. at 20 mg/kg concentration,17686,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627930,50597,,1,10116.0,7686,In vivo,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,9866,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627931,50597,,1,10116.0,7687,In vivo,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,9866,Rattus norvegicus,,,1
N,,,2385.0,BAO_0000218,Intermediate,,A,Muscle tissue,CHEMBL627932,50597,,1,10116.0,7688,In vivo,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,9866,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627933,50597,,1,10116.0,7689,In vivo,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,9866,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627934,50597,,1,10116.0,7690,In vivo,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,9866,Rattus norvegicus,,,1
N,,,2106.0,BAO_0000218,Intermediate,,A,Spleen,CHEMBL627935,50597,,1,10116.0,7691,In vivo,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627936,50597,,1,10116.0,7692,In vivo,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627937,50597,,1,10116.0,7693,In vivo,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627938,50597,,1,10116.0,7694,In vivo,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627939,50597,,1,10116.0,7695,In vivo,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627940,50597,,1,10116.0,7696,In vivo,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627941,50597,,1,10116.0,7697,In vivo,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL876800,50597,,1,10116.0,7698,In vivo,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627942,50597,,1,10116.0,7699,In vivo,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627943,50597,,1,10116.0,7700,In vivo,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627944,50597,,1,10116.0,7701,In vivo,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627945,50597,,1,10116.0,7702,In vivo,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628584,50597,,1,10116.0,7703,In vivo,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628585,50597,,1,10116.0,7704,In vivo,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628586,50597,,1,10116.0,7705,In vivo,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628587,50597,,1,10116.0,7706,In vivo,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628588,50597,,1,10116.0,7707,In vivo,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL628589,50597,,1,10116.0,7708,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL625304,50597,,1,10116.0,7709,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL625305,50597,,1,10116.0,7710,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL625306,50597,,1,10116.0,7711,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL625307,50597,,1,10116.0,7712,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL625308,50597,,1,10116.0,7713,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627740,50597,,1,10116.0,7714,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627741,50597,,1,10116.0,7715,In vivo,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627742,50597,,1,10116.0,7716,In vivo,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627743,50597,,1,10116.0,7717,In vivo,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,9866,Rattus norvegicus,,,1
N,,,178.0,BAO_0000218,Intermediate,,A,Blood,CHEMBL627744,50597,,1,10116.0,7718,In vivo,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627745,50597,,1,10116.0,7719,In vivo,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627746,50597,,1,10116.0,7720,In vivo,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627747,50597,,1,10116.0,7721,In vivo,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL876810,50597,,1,10116.0,7722,In vivo,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627748,50597,,1,10116.0,7723,In vivo,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627749,50597,,1,10116.0,7724,In vivo,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL627750,50597,,1,10116.0,7725,In vivo,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618728,50597,,1,10116.0,7726,In vivo,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618729,50597,,1,10116.0,7727,In vivo,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618730,50597,,1,10116.0,7728,In vivo,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618731,50597,,1,10116.0,7729,In vivo,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618732,50597,,1,10116.0,7730,In vivo,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618733,50597,,1,10116.0,7731,In vivo,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618734,50597,,1,10116.0,7732,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618735,50597,,1,10116.0,7733,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL876602,50597,,1,10116.0,7734,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618736,50597,,1,10116.0,7735,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618737,50597,,1,10116.0,7736,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618738,50597,,1,10116.0,7737,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618739,50597,,1,10116.0,7738,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618740,50597,,1,10116.0,7739,In vivo,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618741,50597,,1,10116.0,7740,In vivo,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618742,50597,,1,10116.0,7741,In vivo,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,9866,Rattus norvegicus,,,1
N,,,10000001.0,BAO_0000218,Intermediate,,A,Bone,CHEMBL618743,50597,,1,10116.0,7742,In vivo,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,9866,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL618744,50597,,1,10116.0,7743,In vivo,,Half-life from rat plasma at a single oral dose of 25 mg/kg,17752,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL618745,50597,,1,10116.0,7744,,,Half-life in male rat,5610,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620479,50597,,1,10116.0,7745,In vivo,,Half-life in rat after peroral administration at 10 mg/kg concentration,5939,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620480,50597,,1,10116.0,7746,In vivo,,Half-life in rat after peroral administration at 5 mg/kg concentration,5939,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620481,50597,,1,10116.0,7747,In vivo,,Half-life in rat at a dose of 3 mg/kg,17771,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620482,50597,,1,10116.0,7748,,,Half-life was evaluated in rats,1974,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL876603,50597,,1,10116.0,7749,,,Half-life was measured in rat,4239,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620483,50597,,1,10116.0,7750,In vivo,,Half-life period for the compound was determined in rats at 50 mg/kg dose,6681,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620484,50597,,1,10116.0,7751,In vivo,,Half-life period in rats after intravenous administration at 5 mg/kg,17752,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620485,50597,,1,10116.0,7752,In vivo,,Half-life period in rat at 10 mg/kg,6046,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620486,50597,,1,10116.0,7753,In vivo,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",6685,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620487,50597,,1,10116.0,7754,In vivo,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",6685,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620488,50597,,1,10116.0,7755,In vivo,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",6685,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620489,50597,,1,10116.0,7756,In vivo,,Half-life time in rat the dose of 2 mg/kg,4727,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620490,50597,,1,10116.0,7757,In vivo,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,1088,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620491,50597,,1,10116.0,7758,In vivo,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,5610,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL876604,50597,,1,10116.0,7759,In vivo,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",3032,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620492,50597,,1,10116.0,7760,In vivo,,Oral half life was determined,5199,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620493,50597,,1,10116.0,7761,In vivo,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",14941,Rattus norvegicus,,,1
N,,,,BAO_0000218,Intermediate,,A,,CHEMBL620494,50597,,1,10116.0,7762,In vivo,,Pharmacokinetic property (t1/2) in rat,4408,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL620495,50597,,1,10116.0,7763,,,Plasma elimination half-life was determined,2552,Rattus norvegicus,,,1
N,,,1969.0,BAO_0000218,Intermediate,,A,Plasma,CHEMBL620496,50597,,1,10116.0,7764,In vivo,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,5199,Rattus norvegicus,,,1
