assay_id,curated_by,assay_test_type,assay_strain,assay_type,relationship_type,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type,assay_subcellular_fraction
193,Expert,,,B,D,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Rattus norvegicus,10116.0,,,
194,Expert,,,B,D,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,Rattus norvegicus,10116.0,Adrenal gland,,
195,Expert,,,B,D,9066,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,10116.0,,,
196,Expert,,,B,D,8394,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,10116.0,,,
197,Expert,,,B,D,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Rattus norvegicus,10116.0,,,
198,Autocuration,,,B,H,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,,
199,Autocuration,,,B,H,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,
200,Autocuration,,,B,H,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,
201,Autocuration,,,F,H,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,,
202,Autocuration,,,B,H,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
203,Autocuration,,,B,H,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,
204,Autocuration,,,F,H,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,
205,Autocuration,,,B,H,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,
206,Autocuration,,,F,D,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,9606.0,,,
207,Expert,,,B,H,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,
208,Expert,,,B,H,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,
209,Autocuration,,,B,H,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,
210,Autocuration,,,B,H,1630,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,
211,Autocuration,,,B,H,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,
212,Autocuration,,,B,H,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,
213,Autocuration,,,B,H,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,
214,Autocuration,,,B,H,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,
215,Autocuration,,,B,H,10091,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,
216,Autocuration,,,B,H,11966,Tested for inhibition against porcine 12-LO,,,,,,
217,Autocuration,,,B,H,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,
218,Autocuration,,,B,H,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,
219,Expert,,,B,H,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,
220,Autocuration,,,B,H,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
221,Autocuration,,,B,H,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,
222,Autocuration,,,B,H,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,
223,Autocuration,,,B,H,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
224,Autocuration,,,B,H,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,
225,Autocuration,,,B,H,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,
226,Intermediate,,,F,N,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,9606.0,,41M,
227,Expert,,,F,N,12989,In vitro antitumor activity against 41M cell line.,,Homo sapiens,9606.0,,41M,
228,Intermediate,,,F,N,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,9606.0,,41M,
229,Intermediate,,,F,N,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,9606.0,,41M,
230,Expert,,,F,N,12989,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,9606.0,,41M,
231,Expert,,,F,N,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,9606.0,,41M,
232,Intermediate,,,F,N,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,9606.0,,41M,
233,Expert,,,B,D,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,9606.0,,,
234,Expert,,,B,D,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,9606.0,,,
235,Expert,,,B,H,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,
236,Expert,,,B,H,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,
237,Expert,,,B,H,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,
238,Expert,,,B,H,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,
239,Autocuration,,,B,H,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,
240,Autocuration,,,B,H,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,562.0,,,
241,Autocuration,,,B,H,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,562.0,,,
242,Autocuration,,,B,H,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Escherichia coli,562.0,,,
243,Autocuration,,,B,H,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,
244,Autocuration,,,B,H,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,
245,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
246,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Sus scrofa,9823.0,,,
247,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
248,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,9823.0,,,
249,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
250,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
251,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,9823.0,,,
252,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
253,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Sus scrofa,9823.0,,,
254,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Sus scrofa,9823.0,,,
255,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
256,Autocuration,,,B,H,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
257,Autocuration,,,B,H,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,
258,Autocuration,,,B,U,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
259,Autocuration,,,B,U,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,Sus scrofa,9823.0,,,
260,Expert,,,B,H,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,Saccharomyces cerevisiae,4932.0,,,
261,Autocuration,,,B,U,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,10116.0,,,
262,Autocuration,,,B,U,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,10116.0,,,
263,Autocuration,,,B,U,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,Rattus norvegicus,10116.0,,,
264,Autocuration,,,F,H,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,
265,Autocuration,,,F,H,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,
266,Intermediate,,,F,D,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,Cavia porcellus,10141.0,Ileum,,
267,Expert,,,F,H,12211,Stimulatory activity of intragastric pressure was tested in the rat,,,,,,
268,Autocuration,,,B,H,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,,
269,Autocuration,,,F,U,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,Rattus norvegicus,10116.0,,,
270,Autocuration,,,F,H,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,,
271,Expert,,,B,D,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,Homo sapiens,9606.0,,,
272,Expert,,,B,D,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,Homo sapiens,9606.0,,,
273,Autocuration,,,F,H,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,,
274,Autocuration,,,B,H,11863,Inhibition constant of high-affinity 5-HT uptake,,,,,,
275,Autocuration,,,F,H,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,,
276,Autocuration,,,F,H,11863,Maximum rate was determined for high affinity transport of 5-HT,,,,,,
277,Autocuration,,,F,H,4639,Compound was tested for agonistic activity against 5-HT uptake,,,,,,
278,Expert,,,B,H,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,,
279,Expert,,,B,H,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,Bos taurus,9913.0,,,
280,Autocuration,,,B,D,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,Rattus norvegicus,10116.0,,,
281,Autocuration,,,B,H,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,,
282,Autocuration,,,B,H,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,,Membranes
283,Autocuration,,,B,H,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,,Membranes
284,Autocuration,,,B,H,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,,
285,Autocuration,,,F,H,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,,
286,Autocuration,,,B,H,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,,
287,Autocuration,,,B,H,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,Hippocampus,,
288,Autocuration,,,B,H,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,,
289,Autocuration,In vivo,,F,H,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,,,,
290,Intermediate,,,F,D,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,Cavia porcellus,10141.0,,,
291,Autocuration,,,B,H,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,
292,Autocuration,,,B,H,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,,
293,Expert,,,F,D,15363,Efficacy against 5-hydroxytryptamine 2A receptor,,Rattus norvegicus,10116.0,,,
294,Expert,,,F,H,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,,
295,Expert,,,F,H,15329,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,,
296,Expert,,,F,H,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,,
297,Expert,,,F,H,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,,,
298,Autocuration,,,F,H,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,,,
299,Expert,,,F,H,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,,,
300,Intermediate,,,F,D,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,Cavia porcellus,10141.0,Ileum,,
301,Intermediate,,,F,D,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),,Cavia porcellus,10141.0,Ileum,,
302,Intermediate,,,F,D,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,,Cavia porcellus,10141.0,Ileum,,
303,Autocuration,,,B,H,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,,,,,,
304,Expert,,,F,D,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,Rattus norvegicus,10116.0,,,
305,Expert,,,B,H,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,,,,,,
306,Autocuration,,,B,U,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,,Gallus gallus,9031.0,,,
307,Autocuration,,,F,U,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,,Homo sapiens,9606.0,,,
308,Autocuration,,,F,U,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,,Homo sapiens,9606.0,,,
309,Autocuration,,,B,N,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,,Homo sapiens,9606.0,,HL-60,
310,Autocuration,,,B,U,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,,Homo sapiens,9606.0,,,
311,Autocuration,,,B,U,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,,Homo sapiens,9606.0,,,
312,Autocuration,,,B,D,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,,Homo sapiens,9606.0,,Oocytes,
313,Intermediate,,,F,S,16575,Chymotryptic inhibitory activity against 26S proteasome,,,,,,
314,Intermediate,,,B,S,15407,Inhibitory activity against 26S proteasome degradation of IkB,,,,,,
315,Intermediate,,,F,N,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,,Homo sapiens,9606.0,,A2780,
316,Intermediate,,,F,N,10797,In vitro inhibition of 2780/S ovarian cancer cell line,,Homo sapiens,9606.0,,A2780,
317,Autocuration,,,F,U,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,,Homo sapiens,9606.0,,,
318,Intermediate,,,B,M,16037,Association constant for binding to AATT 28-mer AATT hairpin,,,,,,
