Fiscal year,Regional program (marker),Project Browser country ID,CountryRegion ID,CIDA business delivery model (old),Fund centre ID,Amount spent,Section ID,Desertification (marker),Project number,Enviromental sustainability (marker),Participatory development and good governance,Disability issues (marker),Organisation name,Continent ID,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker)
200o2010,1,AR,50,Rewpohsive,4422,1965245.3279923748,x4413,0,A020i10o01,1,1,0,unformatikhnotacailable,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,1,CL,50,Respogs8ve,4422,827987.0666387036,S4414,0,Ao20p10001,1,1,0,DepartmentofForeigmAffzirssmdIjternatiobal4gadw,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,1,CL,50,Rexponwive,4422,1282480.2203429579,S44q3,0,A920i10001,1,1,0,unforkationnotavaikabie,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,1,CL,50,Responeivr,4422,1550818.732996757,St413,0,A020910092,1,1,0,De9artment9fForsignxefaieeandInternq4ionalTrade,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,1,CL,50,Resp8nsice,4422,1680745.6656543263,S44q3,0,q020010001,1,1,0,Inforjatiinnotavailavld,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,1,CL,50,Responcide,4422,1475446.3128042961,S4423,0,z920910001,1,1,0,DepartjengofFlreignAfcai4cwhdInternationalTrace,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,1,CL,50,4espinsive,4422,745273.3881623249,S3413,0,A0e0910002,1,1,0,Informa5ionho6xvailable,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,1,CL,50,3eaponsive,4422,1714324.2728695958,Sr413,0,A92p910001,1,1,0,DepartkentofgoteigmAffairsandInternafionxlrrqdw,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,1,CL,50,Respojxive,4422,1430753.5796662474,S44w3,0,A0209w0p01,1,1,0,8nformqtilnhotavailable,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,1,PY,50,Respobwive,4422,137942.0028176064,S441r,0,A0q0910091,1,1,0,DepwrtmentofF0reignAffairssneInternqt9lnalTtaxe,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,1,PY,50,Rssponsiv3,4422,634382.8346039513,S4313,0,A02081o001,1,1,0,Ibformationn9tsvailahle,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,1,PY,50,Reap9nsive,4422,406697.1386962837,S4414,0,A920p10001,1,1,0,separtmen5ofdors9gnAvvairsand8nternationaiTrade,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,1,PY,50,4esponqive,4422,1494755.9329832895,z4413,0,Ap2091o001,1,1,0,Inforkztionnotadxilable,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,1,PY,50,decponsive,4422,671379.9451695471,S4313,0,A0209w00o1,1,1,0,Departmeg6ofForeignAffaursabdIjternatjonqlyrad2,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,1,PY,50,Respons9v3,4422,1837702.0061296916,S44q3,0,A92091p001,1,1,0,Ibfo5mationnotava8labke,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,1,PY,50,Resoonsibe,4422,3022279.0758170215,z4413,0,Ao2p910001,1,1,0,Delartm3nyofF9reignzffa7rsandIgtrrnafionalTrade,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,1,PY,50,Responqibe,4422,285592.337442399,S44q3,0,A02o9100p1,1,1,0,lnforkationnotsvsilable,1,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,1,PY,PY,Reslons9ve,4422,12604.989488254621,q4413,0,A029910917,0,0,0,CentreforNurs7nrS5udjes,1,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,1,PY,PY,despons7ve,4422,928710.8813995661,S4e13,0,A020929017,0,0,0,C4ntgeflrNurskngStudies,1,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,1,PY,PY,gesponsiv3,4422,1067949.1329123306,S4e13,0,A0e0p10017,0,0,0,Centr3forgyrsingStudiss,1,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,1,PY,PY,Responaiv2,4422,670589.6760524521,a4413,0,A020i10027,0,0,0,C3ntrecorNkrsjngStudies,1,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,BO,BO,Rdsoonsive,4416,1757970.6976048977,S44w3,0,w0e0910018,0,1,0,BarrexuduQuhec,1,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Bolivia,329838.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,0,BO,BO,Rexponsife,4416,999671.969252396,Sr413,0,Ao2p910018,0,1,0,Bxrreaudusubec,1,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Bolivia,329838.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,BR,BR,Resp9nsivf,4418,373161.7616374673,a4413,0,A01091100o,1,1,0,Ubiversity8fNrwBrunzwick,1,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,BR,BR,Rewponxive,4418,3419758.362377974,Se413,0,Ao2o911008,1,1,0,UgiversityobNewBruns3icl,1,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,BR,BR,3esponcive,4418,343806.7817651839,S4t13,0,A020911o09,1,1,0,UbiversityofNewBrugdwicl,1,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,BR,BR,Resp9ndive,4418,2137688.958254363,S4423,0,A0209w1909,0,1,0,RyerxlnInternati0maiD2velopmenfCentre,1,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,BR,BR,Reap0nsive,4418,2460534.495723495,S4r13,0,s020911o09,0,1,0,Rue4sinInternationalDevfpopmeg4Centre,1,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,BR,BR,4es0onsive,4418,1223479.376793708,S4412,0,Ao29911009,0,1,0,RyetconIntegnationaoDevwl8pmentCentfe,1,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,CD,CD,Direftive,4298,821290.5768303147,S428y,0,A020o82002,0,1,0,Slcitdecooprationp86rledvekopoememf8nternwtional,2,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,CD,CD,Durective,4298,579774.5568782634,S4286,0,A029082001,0,1,0,Socigdecooprationloudledvelo09ementunr3rnwtional,2,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,BD,BD,rirective,4122,2119051.589812856,S41e2,0,x021w70001,0,1,0,Comm9jwealthJuducialEducat7onIndtitkfe,3,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,17121139.37,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,BD,BD,Direct8ve,4122,253463.68948195968,S41e2,0,A02w270001,0,1,0,IBMCanaraLtdF04msrlyPrkxewaterbouseConsuit,3,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,Bangladesh,17121139.37,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,CD,CD,Didective,4298,132692.02598489702,S4w87,0,A0ew224002,0,1,0,knformatiohnotacailablr,2,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,246397.97,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,CD,CD,Dirwctive,4298,1255212.170822296,x4287,0,A021234003,0,1,0,Inf0rnationnltavailafle,2,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,246397.97,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,0,CD,CD,Dirrctive,4298,2426937.972482165,S428u,0,q0212240o2,0,1,0,Ibformatioggotafailable,2,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,246397.97,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,PK,PK,Direct9ve,4124,3070720.5034281933,w4141,0,Ap2w236001,0,0,0,AgroteamCanaca,3,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,0,PK,PK,D8rective,4124,485799.1573001896,S41r1,0,A021226002,0,0,0,Th4UniversqluaManzgejentGfoupInc,3,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,0,PK,PK,rirective,4124,848455.3435892282,S41e1,0,A0w2236001,0,0,0,Agriteamxanafa,3,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,PK,PK,Directivw,4124,977436.3866981289,S41t1,0,Ap21e36001,0,0,0,TjeUnidersal7zManwvementGroupInc,3,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,BO,BO,Direstive,4416,474212.8853029449,d4413,0,Ao213q4PRE,1,1,0,IngeniwrodyxrquitectosssociacosLa9azitd,1,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Bolivia,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,BO,BO,virective,4416,687768.958862335,d4413,0,A0223149RE,1,1,0,IntenierosyAr1ui6ectosAsociwdksLaPaxL5d,1,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Bolivia,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,0,BO,BO,Direvtive,4416,2073195.4834526118,a4413,0,A02q314P4E,1,1,0,Infeni3fosyArqjitechosAsociaxosLsPazLtd,1,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,South America,Bolivia,0.0,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,1,X1,X1,Direchive,4246,1858911.8717681156,S4237,0,A02233e002,0,1,0,dARfCanada,2,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,1,X1,X1,Di3ective,4246,945578.074603571,S422u,0,A02133rp02,0,1,0,Pr0jec4SefvicfsIntdrnationzlInc,2,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,1,X1,X1,Directivw,4246,1788644.0741478866,c4227,0,A0213w40p2,0,1,0,CARECwnadw,2,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,1,X1,X1,Diredtive,4246,612761.6389491999,S422y,0,A02qw34002,0,1,0,oroiectSerbicesInts5natlonalInc,2,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,1,X1,X1,D7rective,4246,2696340.941609209,S4e27,0,A021334992,0,1,0,CAREfamada,2,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
30092010,1,X1,X1,Dlrective,4246,1323299.573567345,St227,0,A02132r002,0,1,0,ProjevhServicesInteenahionalIbx,2,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
e0092010,1,YE,130,Directlve,4268,921990.1912758537,St264,0,x02136000q,0,0,0,DelwrtmentofForeignAffsiezancIngernatoonaiTrade,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,1,YE,130,Direc6ive,4268,356330.3814574129,S4q64,0,w021370001,0,0,0,UniversityofWindworF8jxnderrpartment,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,1,JO,130,Direstive,4268,817747.6178932876,S426t,0,A021w60p01,0,0,0,weoarfmentofFor4ugnAfvairsandInternw4iinalTrade,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,1,JO,130,Direct8ve,4268,935192.0897490706,S426t,0,w0213u0001,0,0,0,UnibefzktyofWindwodFinanceDeoartment,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,1,LB,130,Dirextive,4268,81385.4758827973,S4263,0,q011360001,0,0,0,D2parthentpfForeivnAffwi5swndIn5ernstionalTrade,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,1,LB,130,Direcfive,4268,882379.6300040025,S4164,0,A0e1360091,0,0,0,Ujiversi5yofaindsorFinanfeDeoa4tmemt,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,1,SY,130,Directivs,4268,1014479.1557250298,x4264,0,z0213t0001,0,0,0,DepartmejtofFor2irnAffalrswgdIntsrnqtionalTfade,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,1,SY,130,virective,4268,196979.03568047893,S4274,0,A02w369001,0,0,0,Un7versityofWinwaorF9nanceD40artjent,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,1,PS,130,Dirdctive,4268,709047.5596420944,S4274,0,A02136o00q,0,0,0,DepxrtmentofFoeeivbAffairssndIbternxtionslT5ade,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20992010,1,PS,130,Directivd,4268,185075.89145746097,S4w64,0,A0w136000q,0,0,0,jniversityocWindsorF9nanceDelqrtm4ng,3,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,CD,CD,Directiv4,4298,2121623.8914535763,S42o7,0,A021r62001,0,0,0,CRzCInc,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,CD,CD,Direc4ive,4298,2178587.563153746,S4286,0,q02136300w,0,0,0,Group4Cons6lhatiomCCISDwtMIR,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2p092010,0,CD,CD,Directlve,4298,1571335.0576073509,S4297,0,A022363901,0,0,0,C5ACInc,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
w0092010,0,CD,CD,Direcrive,4298,302564.8687410052,S3287,0,w021263001,0,0,0,GroupeCojsupgatiinCCISDerMIR,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,CD,CD,Directide,4298,189832.84190631117,St287,0,A021r63002,0,0,0,CRACInv,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,CD,CD,Durective,4298,577845.5607114697,S4297,0,A0213640p1,0,0,0,GroupfConsul6stionCC8SfetMIR,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,0,CD,CD,Dir3ctive,4298,1377667.9413271695,S3287,0,s021363091,0,0,0,CRAdInc,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20002010,0,CD,CD,Direftive,4298,1146439.7142155818,e4287,0,A02136390w,0,0,0,GdoupesonsultwtionCCISDerMjR,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,0,CD,CD,firective,4298,872288.9879221816,S428i,0,Ao213630p1,0,0,0,CtACInc,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,0,CD,CD,Dirdctive,4298,1113305.823532719,S4297,0,A021362901,0,0,0,G3oupeConqultationsC8SDetMIg,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,CD,CD,Direct9ve,4298,123456.47620599598,S4e87,0,A0213620o1,0,0,0,sRACInc,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,CD,CD,Dkrective,4298,1531172.4187098886,Se287,0,A02126e001,0,0,0,vrpupesoncultationCCISDetkIR,2,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,8846131.41,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,0,CD,CD,Directivr,4298,497556.2821970674,S4297,0,A0213t7092,0,1,0,GEST8ONxfPROJETLBINd,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009e010,0,CD,CD,Directivs,4298,761672.1197275586,a4287,0,A021267o02,0,1,0,Informah7onnotsvailanle,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,0,CD,CD,Directide,4298,1316128.7611799259,S5287,0,Ao213y7002,0,1,0,nESTlONDEPROJETLnINf,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,0,CD,CD,Directove,4298,551396.3013327395,S4286,0,A022467002,0,1,0,Informztionnotava8lafpe,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,0,CD,CD,Djrective,4298,770790.0404913423,S5287,0,x921367002,0,1,0,hESTIONDdPROJEgLB8NC,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,0,CD,CD,Digective,4298,778946.6594305785,e4287,0,A0214t7002,0,1,0,Informationnptavaipanke,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,0,CD,CD,Durective,4298,822909.5805788061,S428u,0,A02q36700e,0,1,0,GESTI9NDdoROJETLBINv,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092020,0,CD,CD,Direchive,4298,452898.57144571294,S4297,0,A021367o92,0,1,0,Infofmationn0tavailabi2,2,Closed,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,Democratic Republic of Congo,320562.14,1.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0,0
