assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,confidence_score,src_assay_id,chembl_id,variant_id
7681,,,50597,10116.0,Intermediate,1,,A,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,,BAO_0000218,N,,1,,CHEMBL626138,
7682,,,50597,10116.0,Intermediate,1,,A,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,,BAO_0000218,N,,1,,CHEMBL626139,
7683,In vivo,,50597,10116.0,Intermediate,1,,A,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,,BAO_0000218,N,,1,,CHEMBL626140,
7684,In vivo,,50597,10116.0,Intermediate,1,,A,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,,BAO_0000218,N,,1,,CHEMBL626141,
7685,,,50597,10116.0,Intermediate,1,,A,,C24h in rat p.o. at 20 mg/kg concentration,,,BAO_0000218,N,,1,,CHEMBL626142,
7686,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,BAO_0000218,N,,1,,CHEMBL627930,
7687,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,,BAO_0000218,N,,1,,CHEMBL627931,
7688,In vivo,2385.0,50597,10116.0,Intermediate,1,Muscle tissue,A,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,,BAO_0000218,N,,1,,CHEMBL627932,
7689,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,,BAO_0000218,N,,1,,CHEMBL627933,
7690,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,,BAO_0000218,N,,1,,CHEMBL627934,
7691,In vivo,2106.0,50597,10116.0,Intermediate,1,Spleen,A,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,,BAO_0000218,N,,1,,CHEMBL627935,
7692,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627936,
7693,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL627937,
7694,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627938,
7695,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,,BAO_0000218,N,,1,,CHEMBL627939,
7696,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL627940,
7697,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627941,
7698,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,,BAO_0000218,N,,1,,CHEMBL876800,
7699,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL627942,
7700,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627943,
7701,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,,BAO_0000218,N,,1,,CHEMBL627944,
7702,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,,BAO_0000218,N,,1,,CHEMBL627945,
7703,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,,BAO_0000218,N,,1,,CHEMBL628584,
7704,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,,BAO_0000218,N,,1,,CHEMBL628585,
7705,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,,BAO_0000218,N,,1,,CHEMBL628586,
7706,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,,BAO_0000218,N,,1,,CHEMBL628587,
7707,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,,BAO_0000218,N,,1,,CHEMBL628588,
7708,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,,BAO_0000218,N,,1,,CHEMBL628589,
7709,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,,BAO_0000218,N,,1,,CHEMBL625304,
7710,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,,BAO_0000218,N,,1,,CHEMBL625305,
7711,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,,BAO_0000218,N,,1,,CHEMBL625306,
7712,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,,BAO_0000218,N,,1,,CHEMBL625307,
7713,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,,BAO_0000218,N,,1,,CHEMBL625308,
7714,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,,BAO_0000218,N,,1,,CHEMBL627740,
7715,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,,BAO_0000218,N,,1,,CHEMBL627741,
7716,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,BAO_0000218,N,,1,,CHEMBL627742,
7717,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,,BAO_0000218,N,,1,,CHEMBL627743,
7718,In vivo,178.0,50597,10116.0,Intermediate,1,Blood,A,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,,BAO_0000218,N,,1,,CHEMBL627744,
7719,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL627745,
7720,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627746,
7721,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627747,
7722,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,,BAO_0000218,N,,1,,CHEMBL876810,
7723,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL627748,
7724,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL627749,
7725,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,,BAO_0000218,N,,1,,CHEMBL627750,
7726,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,,BAO_0000218,N,,1,,CHEMBL618728,
7727,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,,BAO_0000218,N,,1,,CHEMBL618729,
7728,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,,BAO_0000218,N,,1,,CHEMBL618730,
7729,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,,BAO_0000218,N,,1,,CHEMBL618731,
7730,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,,BAO_0000218,N,,1,,CHEMBL618732,
7731,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,,BAO_0000218,N,,1,,CHEMBL618733,
7732,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,,BAO_0000218,N,,1,,CHEMBL618734,
7733,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,,BAO_0000218,N,,1,,CHEMBL618735,
7734,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,,BAO_0000218,N,,1,,CHEMBL876602,
7735,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,,BAO_0000218,N,,1,,CHEMBL618736,
7736,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,,BAO_0000218,N,,1,,CHEMBL618737,
7737,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,,BAO_0000218,N,,1,,CHEMBL618738,
7738,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,,BAO_0000218,N,,1,,CHEMBL618739,
7739,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,,BAO_0000218,N,,1,,CHEMBL618740,
7740,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,,BAO_0000218,N,,1,,CHEMBL618741,
7741,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,,BAO_0000218,N,,1,,CHEMBL618742,
7742,In vivo,10000001.0,50597,10116.0,Intermediate,1,Bone,A,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,,BAO_0000218,N,,1,,CHEMBL618743,
7743,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Half-life from rat plasma at a single oral dose of 25 mg/kg,,,BAO_0000218,N,,1,,CHEMBL618744,
7744,,,50597,10116.0,Intermediate,1,,A,,Half-life in male rat,,,BAO_0000218,N,,1,,CHEMBL618745,
7745,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life in rat after peroral administration at 10 mg/kg concentration,,,BAO_0000218,N,,1,,CHEMBL620479,
7746,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life in rat after peroral administration at 5 mg/kg concentration,,,BAO_0000218,N,,1,,CHEMBL620480,
7747,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life in rat at a dose of 3 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620481,
7748,,,50597,10116.0,Intermediate,1,,A,,Half-life was evaluated in rats,,,BAO_0000218,N,,1,,CHEMBL620482,
7749,,,50597,10116.0,Intermediate,1,,A,,Half-life was measured in rat,,,BAO_0000218,N,,1,,CHEMBL876603,
7750,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,,BAO_0000218,N,,1,,CHEMBL620483,
7751,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life period in rats after intravenous administration at 5 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620484,
7752,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life period in rat at 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620485,
7753,In vivo,,50597,10116.0,Intermediate,1,,A,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,,BAO_0000218,N,,1,,CHEMBL620486,
7754,In vivo,,50597,10116.0,Intermediate,1,,A,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,,BAO_0000218,N,,1,,CHEMBL620487,
7755,In vivo,,50597,10116.0,Intermediate,1,,A,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,,BAO_0000218,N,,1,,CHEMBL620488,
7756,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life time in rat the dose of 2 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620489,
7757,In vivo,,50597,10116.0,Intermediate,1,,A,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,,BAO_0000218,N,,1,,CHEMBL620490,
7758,In vivo,,50597,10116.0,Intermediate,1,,A,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620491,
7759,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,,BAO_0000218,N,,1,,CHEMBL876604,
7760,In vivo,,50597,10116.0,Intermediate,1,,A,,Oral half life was determined,,,BAO_0000218,N,,1,,CHEMBL620492,
7761,In vivo,,50597,10116.0,Intermediate,1,,A,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,,BAO_0000218,N,,1,,CHEMBL620493,
7762,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic property (t1/2) in rat,,,BAO_0000218,N,,1,,CHEMBL620494,
7763,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasma elimination half-life was determined,,,BAO_0000218,N,,1,,CHEMBL620495,
7764,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,,BAO_0000218,N,,1,,CHEMBL620496,
7765,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasma half life was observed after intravenous administration in rat,,,BAO_0000218,N,,1,,CHEMBL620497,
7766,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasma half-life was determined,,,BAO_0000218,N,,1,,CHEMBL620498,
7767,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasma half-life following oral administration in Fisher rats,,,BAO_0000218,N,,1,,CHEMBL620499,
7768,,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasma half-life in rat,,,BAO_0000218,N,,1,,CHEMBL620500,
7769,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Plasmatic Half-life after intravenous administration to rat,,,BAO_0000218,N,,1,,CHEMBL873809,
7770,In vivo,,50597,10116.0,Intermediate,1,,A,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,,BAO_0000218,N,,1,,CHEMBL620501,
7771,In vivo,,50597,10116.0,Intermediate,1,,A,,Terminal half life after intravenous administration (1 mg/kg) in rat,,,BAO_0000218,N,,1,,CHEMBL620502,
7772,In vivo,,50597,10116.0,Intermediate,1,,A,,Terminal half life in Rat at a oral dose of 5 mg/kg,,,BAO_0000218,N,,1,,CHEMBL620503,
7773,In vivo,,50597,10116.0,Intermediate,1,,A,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,,BAO_0000218,N,,1,,CHEMBL620504,
7774,In vivo,,50597,10116.0,Intermediate,1,,A,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL876605,
7775,In vivo,,50597,10116.0,Intermediate,1,,A,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL620505,
7776,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,plasma half life was observed after intravenous administration in rat,,,BAO_0000218,N,,1,,CHEMBL873811,
7777,In vivo,,50597,10116.0,Expert,1,,A,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL624016,
7778,,,50597,10116.0,Intermediate,1,,A,,Half life of compound determined in rat,,,BAO_0000218,N,,1,,CHEMBL624017,
7779,,,50597,10116.0,Intermediate,1,,A,,Mean residence time determined in rat,,,BAO_0000218,N,,1,,CHEMBL624018,
7780,,,50597,10116.0,Intermediate,1,,A,,Plasma half life determined in rat,,,BAO_0000218,N,,1,,CHEMBL624019,
7781,In vivo,955.0,50597,10116.0,Intermediate,1,Brain,A,,Compound was evaluated for Tmax in brain after intravenous administration in male rats,,,BAO_0000218,N,,1,,CHEMBL624020,
7782,In vivo,,50597,10116.0,Intermediate,1,,A,,Compound was evaluated for pharmacokinetic parameter maximum time period,,,BAO_0000218,N,,1,,CHEMBL624201,
7783,In vivo,,50597,10116.0,Intermediate,1,,A,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,,BAO_0000218,N,,1,,CHEMBL872528,
7784,In vivo,,50597,10116.0,Intermediate,1,,A,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,,BAO_0000218,N,,1,,CHEMBL624202,
7785,In vivo,,50597,10116.0,Intermediate,1,,A,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,,BAO_0000218,N,,1,,CHEMBL624203,
7786,In vivo,,50597,10116.0,Intermediate,1,,A,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,,BAO_0000218,N,,1,,CHEMBL624350,
7787,In vivo,,50597,10116.0,Intermediate,1,,A,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,,BAO_0000218,N,,1,,CHEMBL621320,
7788,In vivo,,50597,10116.0,Intermediate,1,,A,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,,,BAO_0000218,N,,1,,CHEMBL621321,
7789,,,50597,10116.0,Intermediate,1,,A,,Maximum time (Tmax) required to reach Cmax in rats,,,BAO_0000218,N,,1,,CHEMBL621322,
7790,In vivo,,50597,10116.0,Intermediate,1,,A,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,,BAO_0000218,N,,1,,CHEMBL621323,
7791,In vivo,,50597,10116.0,Intermediate,1,,A,,Maximum time of clearance of compound in rats after peroral administration,,,BAO_0000218,N,,1,,CHEMBL621324,
7792,,,50597,10116.0,Intermediate,1,,A,,Maximum time at the dose of 2 mg/kg in rat,,,BAO_0000218,N,,1,,CHEMBL621325,
7793,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,,,BAO_0000218,N,,1,,CHEMBL875837,
7794,In vivo,1969.0,50597,10116.0,Intermediate,1,Plasma,A,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,,,BAO_0000218,N,,1,,CHEMBL621326,
7795,In vivo,,50597,10116.0,Intermediate,1,,A,,Tmax in Guinea pig (PO dose),,,BAO_0000218,N,,1,,CHEMBL621327,
7796,In vivo,,50597,10116.0,Intermediate,1,,A,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,,BAO_0000218,N,,1,,CHEMBL621328,
7797,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter (Tmax) in rat,,,BAO_0000218,N,,1,,CHEMBL621329,
7798,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic parameter (Tmax) was estimated,,,BAO_0000218,N,,1,,CHEMBL621330,
7799,In vivo,,50597,10116.0,Intermediate,1,,A,,Pharmacokinetic property (Tmax) in rat,,,BAO_0000218,N,,1,,CHEMBL621331,
