assays_ASI,assays_CURAB,assays_Ti,assays_ASSTI,assays_ASSCA,assays_Descr,assays_RELATT,assays_CONSC,assays_SRI,assays_SASSI,assays_CHI,assays_CI,assays_BAFO,assays_TII,assays_VAI
175,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,D,9,1,,CHEMBL615387,,BAO_0000357,,
176,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,D,9,1,,CHEMBL615388,,BAO_0000357,,
177,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,D,9,1,,CHEMBL615214,,BAO_0000357,,
178,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,D,9,1,,CHEMBL827087,,BAO_0000357,,
179,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,D,9,1,,CHEMBL615215,,BAO_0000357,,
180,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,D,9,1,,CHEMBL615216,,BAO_0000357,,
181,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,D,9,1,,CHEMBL615217,,BAO_0000357,,
182,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,D,9,1,,CHEMBL615218,,BAO_0000357,,
183,Autocuration,100171,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,D,9,1,,CHEMBL615219,,BAO_0000357,,
184,Autocuration,22226,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,U,0,1,,CHEMBL615220,,BAO_0000019,,
185,Intermediate,80049,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),N,1,1,,CHEMBL615221,294.0,BAO_0000219,,
186,Intermediate,22226,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,U,0,1,,CHEMBL615222,,BAO_0000019,,
187,Autocuration,11489,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,8,1,,CHEMBL615223,,BAO_0000357,,
188,Autocuration,11862,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,8,1,,CHEMBL615224,,BAO_0000357,,
189,Autocuration,11862,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,H,8,1,,CHEMBL615225,,BAO_0000357,,
190,Autocuration,11489,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,H,8,1,,CHEMBL615226,,BAO_0000357,,
191,Autocuration,11862,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,H,8,1,,CHEMBL615227,,BAO_0000357,,
192,Expert,12347,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,D,9,1,,CHEMBL615228,,BAO_0000019,,
193,Expert,100120,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,D,9,1,,CHEMBL615229,,BAO_0000357,,
194,Expert,100120,Adrenal gland,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,D,9,1,,CHEMBL615230,,BAO_0000357,2369.0,
195,Expert,100120,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,9,1,,CHEMBL615231,,BAO_0000357,,
196,Expert,100120,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,9,1,,CHEMBL884520,,BAO_0000357,,
197,Expert,100120,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,D,9,1,,CHEMBL615232,,BAO_0000357,,
198,Autocuration,10328,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,H,8,1,,CHEMBL615233,,BAO_0000019,,
199,Autocuration,11490,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,8,1,,CHEMBL827088,,BAO_0000357,,
200,Autocuration,11490,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,8,1,,CHEMBL615234,,BAO_0000357,,
201,Autocuration,11134,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,H,8,1,,CHEMBL615235,,BAO_0000019,,
202,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,8,1,,CHEMBL615236,,BAO_0000019,,
203,Autocuration,11134,,,Compound was tested in vitro for inhibition of 12-LO human platelet,H,8,1,,CHEMBL615237,,BAO_0000019,,
204,Autocuration,11134,,,Inhibitory concentration against human platelet 12-lipoxygenase,H,8,1,,CHEMBL615238,,BAO_0000019,,
205,Autocuration,11134,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,H,8,1,,CHEMBL615239,,BAO_0000019,,
206,Autocuration,11134,,,Inhibitory concentration against human platelet 12-lipoxygenase,D,9,1,,CHEMBL615240,,BAO_0000019,,
207,Expert,11835,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,H,8,1,,CHEMBL615241,,BAO_0000019,,
208,Expert,11601,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,H,8,1,,CHEMBL615242,,BAO_0000357,,
209,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),H,8,1,,CHEMBL615243,,BAO_0000019,,
210,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase,H,8,1,,CHEMBL615244,,BAO_0000019,,
211,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,H,8,1,,CHEMBL615245,,BAO_0000019,,
212,Autocuration,11134,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),H,8,1,,CHEMBL615246,,BAO_0000019,,
213,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,H,8,1,,CHEMBL615247,,BAO_0000019,,
214,Autocuration,11134,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,H,8,1,,CHEMBL615248,,BAO_0000019,,
215,Autocuration,11601,,,Inhibitory activity towards porcine 12-lipoxygenase,H,8,1,,CHEMBL615249,,BAO_0000357,,
216,Autocuration,11601,,,Tested for inhibition against porcine 12-LO,H,8,1,,CHEMBL615250,,BAO_0000357,,
217,Autocuration,12052,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,H,8,1,,CHEMBL615251,,BAO_0000019,,
218,Autocuration,12052,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,H,8,1,,CHEMBL615252,,BAO_0000019,,
219,Expert,12052,,,In vitro inhibition of rat platelet 12-lipoxygenase,H,8,1,,CHEMBL828340,,BAO_0000019,,
220,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,8,1,,CHEMBL615253,,BAO_0000019,,
221,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,H,8,1,,CHEMBL615254,,BAO_0000019,,
222,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,H,8,1,,CHEMBL615255,,BAO_0000019,,
223,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,8,1,,CHEMBL615256,,BAO_0000019,,
224,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,H,8,1,,CHEMBL615257,,BAO_0000019,,
225,Autocuration,12052,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,H,8,1,,CHEMBL615258,,BAO_0000019,,
226,Intermediate,80007,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,N,1,1,,CHEMBL615259,621.0,BAO_0000219,,
227,Expert,80007,,,In vitro antitumor activity against 41M cell line.,N,1,1,,CHEMBL615260,621.0,BAO_0000219,,
228,Intermediate,80007,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,N,1,1,,CHEMBL615261,621.0,BAO_0000219,,
229,Intermediate,80007,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,N,1,1,,CHEMBL615262,621.0,BAO_0000219,,
230,Expert,80007,,,In vitro antitumor activity against 41McisR cell line.,N,1,1,,CHEMBL615263,621.0,BAO_0000219,,
231,Expert,80007,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,N,1,1,,CHEMBL838393,621.0,BAO_0000219,,
232,Intermediate,80007,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,N,1,1,,CHEMBL615264,621.0,BAO_0000219,,
233,Expert,84,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),D,9,1,,CHEMBL615265,,BAO_0000357,,
234,Expert,68,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),D,9,1,,CHEMBL615266,,BAO_0000357,,
235,Expert,68,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),H,8,1,,CHEMBL615267,,BAO_0000357,,
236,Expert,10201,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,8,1,,CHEMBL615268,,BAO_0000357,,
237,Expert,10201,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,H,8,1,,CHEMBL615269,,BAO_0000357,,
238,Expert,10201,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,8,1,,CHEMBL615270,,BAO_0000357,,
239,Autocuration,12220,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,8,1,,CHEMBL615271,,BAO_0000357,,
240,Autocuration,11303,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,8,1,,CHEMBL615272,,BAO_0000357,,
241,Autocuration,11303,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,8,1,,CHEMBL615103,,BAO_0000357,,
242,Autocuration,11303,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",H,8,1,,CHEMBL615104,,BAO_0000357,,
243,Autocuration,12220,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,8,1,,CHEMBL615105,,BAO_0000357,,
244,Autocuration,12220,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",H,8,1,,CHEMBL872866,,BAO_0000357,,
245,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,8,1,,CHEMBL615106,,BAO_0000357,,
246,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",H,8,1,,CHEMBL615107,,BAO_0000019,,
247,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",H,8,1,,CHEMBL615108,,BAO_0000357,,
248,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",H,8,1,,CHEMBL615109,,BAO_0000357,,
249,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,8,1,,CHEMBL615110,,BAO_0000357,,
250,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,8,1,,CHEMBL840105,,BAO_0000019,,
251,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",H,8,1,,CHEMBL615111,,BAO_0000019,,
252,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",H,8,1,,CHEMBL615112,,BAO_0000019,,
253,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",H,8,1,,CHEMBL615113,,BAO_0000019,,
254,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",H,8,1,,CHEMBL615114,,BAO_0000019,,
255,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,8,1,,CHEMBL615115,,BAO_0000357,,
256,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,8,1,,CHEMBL615116,,BAO_0000019,,
257,Autocuration,11303,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",H,8,1,,CHEMBL615698,,BAO_0000357,,
258,Autocuration,22226,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",U,0,1,,CHEMBL615699,,BAO_0000019,,
259,Autocuration,22226,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",U,0,1,,CHEMBL615700,,BAO_0000019,,
260,Expert,100249,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,H,8,1,,CHEMBL615701,,BAO_0000357,,
261,Autocuration,22226,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,0,1,,CHEMBL615702,,BAO_0000019,,
262,Autocuration,22226,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,0,1,,CHEMBL615703,,BAO_0000019,,
263,Autocuration,22226,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",U,0,1,,CHEMBL615704,,BAO_0000019,,
264,Autocuration,104698,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,6,1,,CHEMBL615705,,BAO_0000019,,
265,Autocuration,104698,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,6,1,,CHEMBL615706,,BAO_0000019,,
266,Intermediate,20033,Ileum,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,D,9,1,,CHEMBL615707,,BAO_0000221,2116.0,
267,Expert,10623,,,Stimulatory activity of intragastric pressure was tested in the rat,H,8,1,,CHEMBL615708,,BAO_0000019,,
268,Autocuration,121,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,H,8,1,,CHEMBL615709,,BAO_0000357,,
269,Autocuration,22226,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),U,0,1,,CHEMBL615710,,BAO_0000218,,
270,Autocuration,12688,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,H,8,1,,CHEMBL615711,,BAO_0000019,,
271,Expert,121,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,D,9,1,,CHEMBL615712,,BAO_0000357,,
272,Expert,121,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,D,9,1,,CHEMBL836325,,BAO_0000357,,
273,Autocuration,12198,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,H,8,1,,CHEMBL615713,,BAO_0000019,,
274,Autocuration,12198,,,Inhibition constant of high-affinity 5-HT uptake,H,8,1,,CHEMBL615714,,BAO_0000357,,
275,Autocuration,12198,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,H,8,1,,CHEMBL615715,,BAO_0000019,,
276,Autocuration,12198,,,Maximum rate was determined for high affinity transport of 5-HT,H,8,1,,CHEMBL615716,,BAO_0000019,,
277,Autocuration,104714,,,Compound was tested for agonistic activity against 5-HT uptake,H,4,1,,CHEMBL615717,,BAO_0000019,,
278,Expert,10577,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,H,8,1,,CHEMBL881818,,BAO_0000019,,
279,Expert,105,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,H,8,1,,CHEMBL884540,,BAO_0000357,,
280,Autocuration,104744,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,D,5,1,,CHEMBL615718,,BAO_0000224,,
281,Autocuration,104744,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,H,4,1,,CHEMBL615719,,BAO_0000224,,
282,Autocuration,104744,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,H,4,1,,CHEMBL615720,,BAO_0000249,,
283,Autocuration,104744,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,H,4,1,,CHEMBL615721,,BAO_0000249,,
284,Autocuration,104744,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,H,4,1,,CHEMBL615722,,BAO_0000019,,
285,Autocuration,51,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,H,8,1,,CHEMBL615723,,BAO_0000019,,
286,Autocuration,51,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,8,1,,CHEMBL615724,,BAO_0000221,10000000.0,
287,Autocuration,51,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,H,8,1,,CHEMBL615725,,BAO_0000221,10000000.0,
288,Autocuration,51,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,8,1,,CHEMBL615726,,BAO_0000221,10000000.0,
289,Autocuration,10576,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),H,8,1,,CHEMBL615727,,BAO_0000218,,
290,Intermediate,105570,,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,D,9,1,,CHEMBL615728,,BAO_0000019,,
291,Autocuration,279,,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,H,8,1,,CHEMBL857971,449.0,BAO_0000219,,
