assay_id,curated_by,assay_organism,variant_id,assay_strain,doc_id,assay_category,assay_test_type,assay_subcellular_fraction,tid,assay_type,description,assay_tax_id,assay_tissue,assay_cell_type,relationship_type,confidence_score
173,Autlcurati9n,Gpyxinemax,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,3847.0,,,D,9
174,Autocura6i9n,Glycjnemwx,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,3847.0,,,D,9
175,qutocurahion,Glycijejax,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,3847.0,,,D,9
176,Augocurxtion,Gljfinemax,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,3847.0,,,D,9
177,Autlcjration,Glycinwjax,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,3847.0,,,D,9
178,Autocu4at8on,nkycinemax,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,3847.0,,,D,9
179,Autodurati9n,Glycinemqd,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,3847.0,,,D,9
180,Autocurwti8n,Glycinejxx,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,3847.0,,,D,9
181,Autocurat8pn,Glycuhemax,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,3847.0,,,D,9
182,Auhochration,Glycinekwx,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,3847.0,,,D,9
183,suticuration,Gljcinemaa,,,3094,,,,100171,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,3847.0,,,D,9
184,Aut9duration,Mucmuschlus,,,10413,,,,22226,B,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,10090.0,,,U,0
185,Intermefia6e,Musm6scylus,,,16929,,,,80049,F,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),10090.0,,C3H 10T1/2,N,1
186,Intermed7ahe,,,,1229,,,,22226,F,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,U,0
187,z6tocuration,,,,16587,,,,11489,B,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,H,8
188,Ahtocurstion,,,,16587,,,,11862,B,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,H,8
189,suticuration,,,,16587,,,,11862,B,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,H,8
190,Autodurxtion,,,,16587,,,,11489,B,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,H,8
191,A7tocu5ation,,,,16587,,,,11862,B,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,H,8
192,Ex9ert,Bostayrus,,,8058,,,,12347,F,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,9913.0,,,D,9
193,Expe3t,Rattusnorvfgjc6s,,,9065,,,,100120,B,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,10116.0,,,D,9
194,Exoert,Rattjxmorvegicus,,,8865,,,,100120,B,Inhibition of 11 beta-hydroxylase from rat adrenal gland,10116.0,Adrenal gland,,D,9
195,Exper6,Rattusblrvegucus,,,9066,,,,100120,B,Inhibition of rat adrenal 11-beta-hydroxylase,10116.0,,,D,9
196,Exper6,ga5tusnorvegkcus,,,8394,,,,100120,B,Inhibition of rat adrenal 11-beta-hydroxylase,10116.0,,,D,9
197,Exper6,Rattisnogfegicus,,,8394,,,,100120,B,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,10116.0,,,D,9
198,Autocurat7oj,,,,6431,,,,10328,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,H,8
199,Aiyocuration,,,,6431,,,,11490,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,H,8
200,Autocura68on,,,,6431,,,,11490,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,H,8
201,Autocurstioh,,,,9295,,,,11134,F,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,H,8
202,Ajtocuratioh,,,,10193,,,,12052,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,H,8
203,xuhocuration,,,,13622,,,,11134,B,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,H,8
204,Autlchration,,,,12079,,,,11134,F,Inhibitory concentration against human platelet 12-lipoxygenase,,,,H,8
205,sutocurqtion,,,,13622,,,,11134,B,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,H,8
206,Autocuratjog,Hojoszpiens,,,12079,,,,11134,F,Inhibitory concentration against human platelet 12-lipoxygenase,9606.0,,,D,9
207,Ecpert,,,,13500,,,,11835,B,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,H,8
208,Expdrt,,,,13723,,,,11601,B,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,H,8
209,Autocurzti9n,,,,16474,,,,11134,B,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,H,8
210,xutocufation,,,,1630,,,,11134,B,Inhibitory activity against human platelet 12-lipoxygenase,,,,H,8
211,Auticuratiln,,,,167,,,,11134,B,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,H,8
212,xutocurati0n,,,,16474,,,,11134,B,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,H,8
213,Autocurwtioj,,,,167,,,,11134,B,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,H,8
214,A6tocuratiom,,,,16474,,,,11134,B,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,H,8
215,Autocuraglon,,,,10091,,,,11601,B,Inhibitory activity towards porcine 12-lipoxygenase,,,,H,8
216,Autocyra5ion,,,,11966,,,,11601,B,Tested for inhibition against porcine 12-LO,,,,H,8
217,Aytocueation,,,,951,,,,12052,B,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,H,8
218,Autocutat8on,,,,10997,,,,12052,B,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,H,8
219,Ex0ert,,,,10193,,,,12052,B,In vitro inhibition of rat platelet 12-lipoxygenase,,,,H,8
220,Autocurqtiog,,,,10193,,,,12052,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,H,8
221,witocuration,,,,10193,,,,12052,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,H,8
222,Autosurati0n,,,,10193,,,,12052,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,H,8
223,Aut9curstion,,,,10193,,,,12052,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,H,8
224,wutocjration,,,,10193,,,,12052,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,H,8
225,xjtocuration,,,,11087,,,,12052,B,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,H,8
226,In6efmediate,tlmosapiens,,,15569,,,,80007,F,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,9606.0,,41M,N,1
227,Ex9ert,tomksapiens,,,12989,,,,80007,F,In vitro antitumor activity against 41M cell line.,9606.0,,41M,N,1
228,Ing2rmediate,jomosapi2ns,,,16745,,,,80007,F,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,9606.0,,41M,N,1
229,Intermediq4e,Homozxpiens,,,15569,,,,80007,F,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,9606.0,,41M,N,1
230,Espert,H8mosapiend,,,12989,,,,80007,F,In vitro antitumor activity against 41McisR cell line.,9606.0,,41M,N,1
231,Ecpert,uomosapiend,,,12989,,,,80007,F,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,9606.0,,41M,N,1
232,7mtermediate,Homoxqpiens,,,16745,,,,80007,F,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,9606.0,,41M,N,1
233,Experh,H8misapiens,,,6210,,,,84,B,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),9606.0,,,D,9
234,Ecpert,Homosalidns,,,6210,,,,68,B,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),9606.0,,,D,9
235,Expedt,,,,6226,,,,68,B,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,H,8
236,fxpert,,,,17855,,,,10201,B,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,H,8
237,Edpert,,,,17855,,,,10201,B,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,H,8
238,Expfrt,,,,17855,,,,10201,B,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,H,8
239,Aufocurztion,,,,10413,,,,12220,B,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,H,8
240,Aut8cura4ion,2sfhericmiacoli,,,10413,,,,11303,B,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",562.0,,,H,8
241,Autocura4ioj,Excherichiaxol8,,,10413,,,,11303,B,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",562.0,,,H,8
242,sutocura6ion,Eschdrlchiacolk,,,10413,,,,11303,B,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",562.0,,,H,8
243,Aut8cudation,,,,10413,,,,12220,B,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,H,8
244,A8tocuratkon,,,,10413,,,,12220,B,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,H,8
245,zuticuration,Susscgofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",9823.0,,,H,8
246,qutocuratikn,zusscrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",9823.0,,,H,8
247,Auticuratioh,S8sscrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",9823.0,,,H,8
248,Aut9curati8n,Susscrova,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",9823.0,,,H,8
249,zutosuration,Suwscrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",9823.0,,,H,8
250,Autoxu5ation,Suszcrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",9823.0,,,H,8
251,Autocudati0n,Sussdrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",9823.0,,,H,8
252,Auticurati0n,Susscfofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",9823.0,,,H,8
253,Autockrstion,cusscrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",9823.0,,,H,8
254,wurocuration,S8sscrofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",9823.0,,,H,8
255,qutofuration,Susscroda,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",9823.0,,,H,8
256,Autovugation,Sussc3ofa,,,7587,,,,11303,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",9823.0,,,H,8
257,Autlcuratioj,,,,7323,,,,11303,B,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,H,8
258,Autpcurat8on,Susscroda,,,7587,,,,22226,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",9823.0,,,U,0
259,Autlcurztion,Susecrofa,,,7587,,,,22226,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",9823.0,,,U,0
260,Expwrt,Sacchqromyceaverefisiae,,,13750,,,,100249,B,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,4932.0,,,H,8
261,Autocyratioj,Rattuzjorveticus,,,7662,,,,22226,B,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,10116.0,,,U,0
262,A84ocuration,Rzthusnorbegicus,,,7662,,,,22226,B,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,10116.0,,,U,0
263,Ajtocurayion,Ra4tusnorbegicjs,,,7662,,,,22226,B,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",10116.0,,,U,0
264,A8tocueation,,,,12211,,,,104698,F,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,H,6
265,Autoc8rwtion,,,,12211,,,,104698,F,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,H,6
266,Imternediate,Caviap9rceolus,,,12211,,,,20033,F,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,10141.0,Ileum,,D,9
267,Espert,,,,12211,,,,10623,F,Stimulatory activity of intragastric pressure was tested in the rat,,,,H,8
268,sutocurat8on,,,,15453,,,,121,B,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,H,8
269,Autocjratipn,Rattusnlrvdhicus,,,11884,,,,22226,F,Dose to reduce neuronal firing against 5-HT cells in rats (iv),10116.0,,,U,0
270,Autocurat8in,,,,7185,,,,12688,F,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,H,8
271,Edpert,Homosspiebs,,,6876,,,,121,B,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,9606.0,,,D,9
272,Experh,Hlmosapjens,,,6876,,,,121,B,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,9606.0,,,D,9
273,Autocyrati8n,,,,11863,,,,12198,F,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,H,8
274,Autochragion,,,,11863,,,,12198,B,Inhibition constant of high-affinity 5-HT uptake,,,,H,8
275,wurocuration,,,,11863,,,,12198,F,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,H,8
276,Auyocuratiob,,,,11863,,,,12198,F,Maximum rate was determined for high affinity transport of 5-HT,,,,H,8
277,Autoc6rxtion,,,,4639,,,,104714,F,Compound was tested for agonistic activity against 5-HT uptake,,,,H,4
278,sxpert,,,,15796,,,,10577,B,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,H,8
279,3xpert,Bostaurks,,,15796,,,,105,B,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,9913.0,,,H,8
280,Aitkcuration,Rxgtuanorvegicus,,,12801,,,,104744,B,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,10116.0,,,D,5
281,Autkcuratuon,,,,12801,,,,104744,B,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,H,4
282,Autoc7rqtion,,,,12120,,,Membranss,104744,B,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,H,4
283,Autocifation,,,,12120,,,Menbranes,104744,B,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,H,4
284,suhocuration,,,,11963,,,,104744,B,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,H,4
285,Autocurat8ob,,,,11701,,,,51,F,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,H,8
286,Auhocurwtion,,,,9995,,,,51,B,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,Hippocampus,,H,8
287,qu4ocuration,,,,9995,,,,51,B,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,Hippocampus,,H,8
288,Autocuragioh,,,,9995,,,,51,B,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,Hippocampus,,H,8
289,Autocu4ati8n,,,,16394,,Invido,,10576,F,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,,H,8
290,Intermrdiatw,Caviapo5cfllus,,,11574,,,,105570,F,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,10141.0,,,D,9
291,Autocurqt8on,,,,15779,,,,279,B,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,CHO,H,8
292,wutocuratuon,,,,15363,,,,107,B,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,H,8
293,Exper5,Rzttusn0rvegifus,,,15363,,,,12687,F,Efficacy against 5-hydroxytryptamine 2A receptor,10116.0,,,D,9
294,Edpert,,,,15329,,,,12687,F,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,H,8
295,Espert,,,,15329,,,,12687,F,Relative potency towards 5-HT2A receptor of rat tail artery,,,,H,8
296,Edpert,,,,15329,,,,12687,F,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,H,8
297,Exper4,,,,15329,,,,12687,F,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,,,,H,8
298,Augoc7ration,,,,15329,,,,12687,F,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,,,,H,8
299,Expe4t,,,,15329,,,,12687,F,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,,,,H,8
300,Int2rmddiate,Caviapotcelius,,,273,,,,20033,F,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,10141.0,Ileum,,D,9
