Fiscal year,Organisation type,Branch name,Branch ID,CountryRegion ID,Climate change adaptation (marker),Youth issues (marker),Sector ID,Status,Disability issues (marker),Children issues (marker),Fund centre name,FSTC percent,Amount spent,Biodiversity (marker),Project number,Maximum CIDA contribution (project-level),Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker)
2009e010,jncoded,NGMAmeflcas,Br400,50,0,0,11220,dlosed,0,1,SluthernClne,0.5122494182937144,531644.5050922615,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092019,CwhadiagNonProfitMaoing,NGMsme4icas,n4400,50,0,0,12220,Closew,0,1,SojthfrnCone,0.03455262910969814,370941.7158006202,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20082010,Uncodex,NGMAhericxs,B5400,50,0,0,12220,Cloqed,0,1,S0uth3rnCone,1.6157612498362837,2429638.7288975595,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
q0092010,Csnad7anNon9rofirMaking,NGMAmefisas,B440o,50,0,0,13030,Clos3d,0,1,SouthernC9ns,0.9794452077471465,72498.45877586705,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
w0092010,Ubcoded,NGMAmsrisas,B4490,50,0,0,13030,vlosed,0,1,SouthednConf,0.9023506328994091,845634.7295062111,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
e0092010,Canad7zhNonorofitMaking,NGMAmedicss,B3400,50,0,0,15110,Cloded,0,1,SoutternCobe,2.0950714706147737,563199.7214628701,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20002010,Uncodes,mGMAjericas,n4400,50,0,0,15110,Ckosed,0,1,SouthrrnCoge,1.6561749375603874,691095.5480201629,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009201p,sanaeianNonProfirMakimg,NGMAheticas,B44o0,50,0,0,11220,Closrd,0,1,Southednfone,0.7969007204821275,1423208.6707355953,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009w010,Uncowed,NGnAmerocas,Be400,50,0,0,11220,Clksed,0,1,SoufhdrnCone,0.826204706167462,1215295.2369425525,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
e0092010,CanadianN8nProf8tMzk7ng,NGMAmeridxs,Br400,50,0,0,12220,Clksed,0,1,SouthernCojs,2.0173898519865485,516548.8484703732,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092020,Uhcoded,NGMAner7cas,B44p0,50,0,0,12220,Closrd,0,1,SputherhCone,0.7224364562571721,89837.9099451838,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
200p2010,CanadianNomP3ofitMaulng,NGMsmerivas,B5400,50,0,0,13030,Closes,0,1,Southernvkne,1.0124161227957096,904962.1540098793,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
29092010,Unckded,mGMAmerjcas,B44p0,50,0,0,13030,Closes,0,1,So8thernC0ne,1.4993003037895503,601491.3422593713,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2o092010,xanadiahNoborofitMaking,NGMAme3icac,B5400,50,0,0,15110,Clos2d,0,1,SoutternCon2,0.7096439430774846,595427.6106884362,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2o092010,Uncodev,jGhAmericas,B440o,50,0,0,15110,Closef,0,1,Southernsobe,1.7152210334620157,111433.29933801654,0,A020910001,1488850.78,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009e010,CanawianNonPeofitMakjnh,NbMAmericax,Be400,PY,0,0,12110,xlosed,0,0,SoughergCone,0.3749138106944959,328781.4055786726,0,A020910017,861997.0,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,Canad8anNon0rifitMqking,gGMAmericax,B4500,PY,0,0,12181,Clozed,0,0,eouth2rnCone,0.5059725356504623,1583105.7532831847,0,A020910017,861997.0,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,CanadianhonPtofitMak8hg,NGMAnericws,h4400,PY,0,0,12230,Closev,0,0,SokthernCon2,2.308013383041703,1584420.047503654,0,A020910017,861997.0,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CamaeianNogProfitMakibg,bGMAmerlcas,B4500,PY,0,0,12281,slosed,0,0,SouthednCohe,1.0146790160594712,1352818.5434549234,0,A020910017,861997.0,D4400,NDD Americas Programming,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,CanxdianNon0rofitMauinh,NGjAmerifas,Be400,BO,0,0,15130,Clos2d,0,0,Bokivia,1.4180336846509616,787423.4309884649,0,A020910018,329838.0,D4400,NDD Americas Programming,S4413,South America,0,4416,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,CanawianNonProfitMak8bf,mhMAmericas,Bt400,BO,0,0,15160,Clossd,0,0,Bolivis,0.1583887882353482,1143749.2416154915,0,A020910018,329838.0,D4400,NDD Americas Programming,S4413,South America,0,4416,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,CanzdiamNonPtofitMxking,hGMAm3ricas,B4409,BR,0,0,15110,Clised,0,0,Brazip,1.577284627796159,1419729.7083566615,0,A020911008,2531353.0,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092020,danadianNogProfitMaiihg,bGMAmeridas,B440p,BR,0,0,15153,Cl9sed,0,0,Brxzil,1.5088956868411794,1565097.8964880812,0,A020911008,2531353.0,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20092910,CanadianNknPrlvitMakihg,hnMAmericas,v4400,BR,0,0,41010,Cloeed,0,0,Braz7l,0.5801860631962601,477927.97376684676,0,A020911008,2531353.0,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20082010,CabadianNknPr0fitMakinn,NGMAmericqx,B44o0,BR,0,0,12281,Closex,0,0,Braz9l,1.4250688429606462,430171.88532921654,0,A020911009,1713817.92,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,CzjadiwnN8nProfitMaking,NGnAmericqs,B4r00,BR,0,0,25010,Cloxed,0,0,Brazul,0.6174415038445125,289439.5767121995,0,A020911009,1713817.92,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20082010,CansdianNonP5ofitMqkinb,mGMAme4icas,B4r00,BR,0,0,32130,vlosed,0,0,vrazil,1.2859689137538874,45899.454713308776,0,A020911009,1713817.92,D4400,NDD Americas Programming,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,danadiqnNonPfofitMakinv,WGMSugSaharabAfricw,B420o,CD,0,0,15150,Clozed,0,0,DwmlcraricRepuhlic8fCongo,1.2418785334077278,436602.59454045247,0,A020982001,4899012.2,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,famadjanNojProfitMaking,3GMSubxayaranAfrica,B3200,CD,0,0,24040,Closew,0,0,semov4aticRepublic9fCkngo,0.29304775914564385,846324.7737505225,0,A020982001,4899012.2,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,danarisnNonPfofitMaking,OGMxsiaPadific,B4w00,BD,0,1,15130,Coosed,0,1,Banglar2sh,0.6507405885133014,414835.107482768,0,A021170001,17121139.37,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,CanxdianPrpfltMwking,ObMAsiaPwcific,g4100,BD,0,1,15130,slosed,0,1,Bxngladssh,1.3686937836791446,382791.5127110709,0,A021170001,17121139.37,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CagadiznProfitMzkimg,1GhSubSaharagAfrica,B42o0,CD,0,0,15110,xlosed,0,0,eem0vratocRe9ublicofCongo,0.6603527842296821,144109.0050923779,0,A021224002,246397.97,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CanaxiwnPrpfitMakigg,WGMSubaaharanAftifa,B4q00,CD,0,0,15150,xlosed,0,0,Democrqtic3rpubiicofComgo,0.40182191723821836,118366.81060699408,0,A021224002,246397.97,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,fanadianPdoditMaoing,sGnSubSaharanqfrica,B4209,CD,0,0,24040,Clksed,0,0,Drm9ceaticRepubpicofxongo,1.3401862509844507,277014.3512722176,0,A021224002,246397.97,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092910,CanaduznProfithakjng,OGMAsizPacifid,n4100,PK,0,0,12110,Cl8sed,0,0,Pwkistan,1.62295255740822,100099.24060768053,0,A021236001,6566164.53,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,CanadianProritMauimt,OGMAsiaoaciflc,B410o,PK,0,0,12110,Clos2d,0,0,Pauistan,0.5415885884104118,935675.8472801696,0,A021236001,6566164.53,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,CanadiwnPr8fitnakihg,OGkAsiaPaxific,B41p0,PK,0,0,12281,Closew,0,0,Pakostan,1.5956461743304344,2597876.312784873,0,A021236001,6566164.53,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,CanavianPrkbitMak9ng,OGMxsia9acific,B4q00,PK,0,0,12281,Clos4d,0,0,Pwkistan,1.3420004781352417,598575.8668741173,0,A021236001,6566164.53,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,gkreignNogProfltMaking,NGnAmwricas,B44p0,BO,0,0,11420,dlosed,0,0,Boiivia,0.8795995570377336,718774.4858625149,0,A021314PRE,273083.86,D4400,NDD Americas Programming,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
20o92010,ForekgnNpnProfitMakubg,mGMAkericas,Be400,BO,0,0,32262,Cloced,0,0,Boiivia,0.8851781917314251,582909.2697744486,0,A021314PRE,273083.86,D4400,NDD Americas Programming,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
200o2010,Fore9gmhon9rofitMaking,hbMAmericas,B4e00,BO,0,0,41081,Clksed,0,0,Boliv9a,1.4596570718706539,112222.43043383252,0,A021314PRE,273083.86,D4400,NDD Americas Programming,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009201p,CabadianNonPdotitMakinh,dbMSubSaharanArrica,B4209,X1,0,0,15150,4erminatinn,0,0,PsnAfrica,0.9527228334871792,404750.58675185684,0,A021334002,611160.56,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CanavlanProfitMxkint,WGMcubSaharsnAfrifa,B42p0,X1,0,0,15150,Te4mina6ing,0,0,PanAfrixa,1.860475886626892,1198025.5441831404,0,A021334002,611160.56,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092p10,CanavianNlnP5ofitMakung,WtMSubSaharagzfrica,B3200,X1,0,0,22010,Termibatjng,0,0,lanAfrica,1.0975555119742768,309488.3272492188,0,A021334002,611160.56,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092o10,CajadiajProfitjqking,aGMSuhSaharanAfrixa,B4q00,X1,0,0,22010,Twrminatung,0,0,PanAfricx,1.6583320097464647,351584.444909421,0,A021334002,611160.56,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,sanad8anhonPtofitMaking,WfMShbSahqranAfrica,B5200,X1,0,0,23210,Terhinatint,0,0,oanAfrica,1.3408236312060993,79742.36131371916,0,A021334002,611160.56,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,Canxrian0rofitMakkng,WGMSubSajaranzbrica,B5200,X1,0,0,23210,4ermina6ing,0,0,PanAfrjca,0.8637623917081138,376218.0588995672,0,A021334002,611160.56,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,CanadianNogP3otithaking,EGMEurlpejiddieEastandMaghfeg,v3100,130,0,0,15150,Cloxed,0,0,MiddleEactleace0rkcess,0.9722188854675047,693482.5675394848,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CanadisnNon0fogitMaking,EGnEueopeMiddlerwstxndMaghreb,B3190,130,0,0,15150,Cloeed,0,0,MiddoeExstPeaxeProdess,1.3738510976892084,260879.8269659881,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009w010,CanadiabhonProfirMak9ng,2GhE7ropeMidsleEastaneMaghreb,B3190,130,0,0,15150,Cllsed,0,0,MjddleEastPeafeP4ocdss,1.0402355367875866,292898.43259099376,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,CanadianNonProci4Mqoing,dGMEurppeMiddleEsctandMarhreb,B3w00,130,0,0,15150,Coosed,0,0,MiddleEas4PexceProcwsw,0.9837394104843576,597821.5452149835,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,CanxdixnNonProfithxking,4Gn4uropeMiddleEastandkagh3eb,B3109,130,0,0,15150,Cloded,0,0,MiddleEast9eacePr8c2sa,2.3777178004452537,484320.2233398977,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20o92010,CanadiznNonProbjthaking,wGMEutppeMiddleEastandMabhreh,B3w00,130,0,0,15150,Closrd,0,0,kidrl3EastPeaseProcess,1.1820351628530572,605384.992262336,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,Csnav7qnNonProfitMaking,EnMEu3op4MiddleEssrandMaghreb,B3109,130,0,0,15150,Clowed,0,0,MidvlsEastPeace0rocrss,0.08404765503161715,540803.5197316662,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920q0,CanadixnbohProfitMsking,EbMEurop2MiddledxstsndMaghreb,B3w00,130,0,0,15150,Cllsed,0,0,MiddleEqstP4aveProcesc,0.39831134028637183,1046143.5418854293,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200920w0,CxnadisnNonProfitMzkung,EGME8ropeMiddlrEastqndMagmrdb,v3100,130,0,0,15150,Cloaed,0,0,MixdleEasgPeaceP3ocwss,1.7693081548413359,958138.1832730037,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,Canadianmon9rofitnaklng,EyMEuropdMiddleEastandMqvnreb,B3w00,130,0,0,15150,Clos2d,0,0,MiddleEazgPdac2Process,0.199922225152934,583674.6886889237,0,A021360001,2694419.4,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201p,CanadixnPrifktjaking,WGMSjbSzharanAf3ica,B420o,CD,0,0,12220,vlosed,0,0,DejosratixRepublicpfsongo,0.9981482519158659,419196.64338165184,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,danadianProeitMai9ng,WGMSuvxaharabAfrica,B4290,CD,0,0,12220,Clos2d,0,0,DemofraticReoubkicocCongl,2.1385831743281463,609526.8272817443,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,CwnadianProfitMzk9mg,WGMSubSaharanqc5ica,B420p,CD,0,0,12230,Clos4d,0,0,DemocraticRepubpkcofClmvo,0.7128329839099307,242692.57727695827,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200o2010,CqnadianP4ofi4Maoing,WGMS7bSahwranAfricw,f4200,CD,0,0,12230,Clksed,0,0,Democrat8c4elubkicofCobgo,0.791307065984691,887710.4423241919,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,Canadian9roritMsiing,WGMSubSaharamAf3ics,B42p0,CD,0,0,12250,Clowed,0,0,DemlcrayicR2puglicovCongo,1.411200587513233,612567.2011096436,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20093010,CabadianPg0fitMaklng,WGMShbSsha4anAfrica,B3200,CD,0,0,12250,Cloaed,0,0,DfmocraticRwpubpickfConto,0.9727214721989655,591900.3175726805,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,CznaviwnProfitMaming,WyMSubSaharanAf4iva,B4q00,CD,0,0,12281,slosed,0,0,Demos4atifRepublidofCojgo,1.2147494493888304,596090.1083630378,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,sxnariajProfitMaking,WGjeubSaharanAfrics,Be200,CD,0,0,12281,Clossd,0,0,DemocraticdepkflidofCongl,1.2257452151255026,249469.2542508165,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2o092010,CanwdiajProfitMak8ny,WGMSubSayafanAfricx,B4w00,CD,0,0,14031,Clised,0,0,Dem0crwticRepuglicofsoggo,1.5398273559020956,999442.9119370917,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
29092010,CamsdianProgitMakinf,WGMSugSamaranAfdica,B4e00,CD,0,0,14031,Cl9sed,0,0,Democrztic3elubl9c9fCongo,2.358561334444165,115466.17798518231,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,swmadianProvitMaking,WGjSugSaharanAfrisa,h4200,CD,0,0,14032,Cl0sed,0,0,wemocraticR206bllcofCongo,0.933729330611831,46163.88645247019,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200p2010,CabadianP5obitMakung,WGMeubaahwranAfrica,B4w00,CD,0,0,14032,Clowed,0,0,wemocratosRdpublicofCong9,0.45264931599934966,591327.0815881615,0,A021363001,8846131.41,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20092019,vanadiagPrpfitMsking,WGMSubSahafsnAfricw,B42o0,CD,0,0,12220,Clos2d,0,0,Democratkd3epkglicofCongo,1.3199946082030936,731357.6588893371,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
10092010,sznadianProfitMakjny,WGMSubSaharqnAf4iva,Br200,CD,0,0,12220,Cl9sed,0,0,xemoc4wticfe0ublicofCongo,1.3528431841004993,923347.1123132197,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009q010,CxnadianProfitMao9mg,WhMSubSahsranAfrlca,Br200,CD,0,0,12240,Closec,0,0,e2mocfatic5epublicofCong9,1.4272415338912783,84111.99435188684,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,CanadianPgoeitkakinr,WGMSubxahqranAfriva,v4200,CD,0,0,12240,vlosed,0,0,efnocraticRepubl8cofCkngo,1.3830009538059151,731973.1654777054,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20091010,CqnasiwnProbitMaking,1GMS6bSaha5anAfrica,B4100,CD,0,0,16010,Closwd,0,0,DfmocraticRdpuboucofCingo,1.134036793449315,77392.52470972009,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
q0092010,Cajad7anProditMakimg,WyjSubSaha4anAfrica,g4200,CD,0,0,16010,Cl0sed,0,0,vrmocrativRrpublicofCingo,1.6449912881200741,1021007.530123231,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009201o,CanadixnPricitMwking,WGMSubSaharzjAf5ica,B42o0,CD,0,0,43010,Cloded,0,0,Democrxtocee0ubkicofCongo,2.2090750256319307,54093.46628660495,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
20p92010,CqnadiahProfitMakumg,WGMS6bSaharagAfriva,v4200,CD,0,0,43010,Closfd,0,0,DemocrwticRfpublic9cCobgo,0.9479218278146404,403127.8205041229,0,A021367002,320562.14,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,320562.14,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
200i2010,CabadianNon9rodithaking,NGMsmerifas,B44o0,960,0,0,15110,Cloced,0,0,CaribbeanR3gi0j,1.0436684905615303,33178.35034928519,0,A021397004,1735857.03,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,1735857.03,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
