assay_id,curated_by,tid,assay_tissue,assay_category,description,doc_id,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
190,Autocuration,11489,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,16587,B,,,,,,
191,Autocuration,11862,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,16587,B,,,,,,
192,Expert,12347,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,8058,F,,Bos taurus,9913.0,,,
193,Expert,100120,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,9065,B,,Rattus norvegicus,10116.0,,,
194,Expert,100120,Adrenal gland,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,8865,B,,Rattus norvegicus,10116.0,,,
195,Expert,100120,,,Inhibition of rat adrenal 11-beta-hydroxylase,9066,B,,Rattus norvegicus,10116.0,,,
196,Expert,100120,,,Inhibition of rat adrenal 11-beta-hydroxylase,8394,B,,Rattus norvegicus,10116.0,,,
197,Expert,100120,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,8394,B,,Rattus norvegicus,10116.0,,,
198,Autocuration,10328,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,6431,B,,,,,,
199,Autocuration,11490,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,6431,B,,,,,,
200,Autocuration,11490,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,6431,B,,,,,,
201,Autocuration,11134,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,9295,F,,,,,,
202,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,B,,,,,,
203,Autocuration,11134,,,Compound was tested in vitro for inhibition of 12-LO human platelet,13622,B,,,,,,
204,Autocuration,11134,,,Inhibitory concentration against human platelet 12-lipoxygenase,12079,F,,,,,,
205,Autocuration,11134,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,13622,B,,,,,,
206,Autocuration,11134,,,Inhibitory concentration against human platelet 12-lipoxygenase,12079,F,,Homo sapiens,9606.0,,,
207,Expert,11835,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,13500,B,,,,,,
208,Expert,11601,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,13723,B,,,,,,
209,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),16474,B,,,,,,
210,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase,1630,B,,,,,,
211,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,167,B,,,,,,
212,Autocuration,11134,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),16474,B,,,,,,
213,Autocuration,11134,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,167,B,,,,,,
214,Autocuration,11134,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,16474,B,,,,,,
215,Autocuration,11601,,,Inhibitory activity towards porcine 12-lipoxygenase,10091,B,,,,,,
216,Autocuration,11601,,,Tested for inhibition against porcine 12-LO,11966,B,,,,,,
217,Autocuration,12052,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,951,B,,,,,,
218,Autocuration,12052,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,10997,B,,,,,,
219,Expert,12052,,,In vitro inhibition of rat platelet 12-lipoxygenase,10193,B,,,,,,
220,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,B,,,,,,
221,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,10193,B,,,,,,
222,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,10193,B,,,,,,
223,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,10193,B,,,,,,
224,Autocuration,12052,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,10193,B,,,,,,
225,Autocuration,12052,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,11087,B,,,,,,
226,Intermediate,80007,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,15569,F,,Homo sapiens,9606.0,,41M,
227,Expert,80007,,,In vitro antitumor activity against 41M cell line.,12989,F,,Homo sapiens,9606.0,,41M,
228,Intermediate,80007,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,16745,F,,Homo sapiens,9606.0,,41M,
229,Intermediate,80007,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,15569,F,,Homo sapiens,9606.0,,41M,
230,Expert,80007,,,In vitro antitumor activity against 41McisR cell line.,12989,F,,Homo sapiens,9606.0,,41M,
231,Expert,80007,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,12989,F,,Homo sapiens,9606.0,,41M,
232,Intermediate,80007,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,16745,F,,Homo sapiens,9606.0,,41M,
233,Expert,84,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),6210,B,,Homo sapiens,9606.0,,,
234,Expert,68,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),6210,B,,Homo sapiens,9606.0,,,
235,Expert,68,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),6226,B,,,,,,
236,Expert,10201,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,17855,B,,,,,,
237,Expert,10201,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,17855,B,,,,,,
238,Expert,10201,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,17855,B,,,,,,
239,Autocuration,12220,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",10413,B,,,,,,
240,Autocuration,11303,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",10413,B,,Escherichia coli,562.0,,,
241,Autocuration,11303,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",10413,B,,Escherichia coli,562.0,,,
242,Autocuration,11303,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",10413,B,,Escherichia coli,562.0,,,
243,Autocuration,12220,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",10413,B,,,,,,
244,Autocuration,12220,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",10413,B,,,,,,
245,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
246,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",7587,B,,Sus scrofa,9823.0,,,
247,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
248,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
249,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
250,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
251,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
252,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
253,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
254,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",7587,B,,Sus scrofa,9823.0,,,
255,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
256,Autocuration,11303,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
257,Autocuration,11303,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",7323,B,,,,,,
258,Autocuration,22226,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",7587,B,,Sus scrofa,9823.0,,,
259,Autocuration,22226,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",7587,B,,Sus scrofa,9823.0,,,
260,Expert,100249,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,13750,B,,Saccharomyces cerevisiae,4932.0,,,
261,Autocuration,22226,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,7662,B,,Rattus norvegicus,10116.0,,,
262,Autocuration,22226,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,7662,B,,Rattus norvegicus,10116.0,,,
263,Autocuration,22226,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",7662,B,,Rattus norvegicus,10116.0,,,
264,Autocuration,104698,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",12211,F,,,,,,
265,Autocuration,104698,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",12211,F,,,,,,
266,Intermediate,20033,Ileum,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,12211,F,,Cavia porcellus,10141.0,,,
267,Expert,10623,,,Stimulatory activity of intragastric pressure was tested in the rat,12211,F,,,,,,
268,Autocuration,121,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,15453,B,,,,,,
269,Autocuration,22226,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),11884,F,,Rattus norvegicus,10116.0,,,
270,Autocuration,12688,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,7185,F,,,,,,
271,Expert,121,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,6876,B,,Homo sapiens,9606.0,,,
272,Expert,121,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,6876,B,,Homo sapiens,9606.0,,,
273,Autocuration,12198,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,11863,F,,,,,,
274,Autocuration,12198,,,Inhibition constant of high-affinity 5-HT uptake,11863,B,,,,,,
275,Autocuration,12198,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,11863,F,,,,,,
276,Autocuration,12198,,,Maximum rate was determined for high affinity transport of 5-HT,11863,F,,,,,,
277,Autocuration,104714,,,Compound was tested for agonistic activity against 5-HT uptake,4639,F,,,,,,
278,Expert,10577,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,15796,B,,,,,,
279,Expert,105,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,15796,B,,Bos taurus,9913.0,,,
280,Autocuration,104744,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,12801,B,,Rattus norvegicus,10116.0,,,
281,Autocuration,104744,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,12801,B,,,,,,
282,Autocuration,104744,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,12120,B,,,,,,Membranes
283,Autocuration,104744,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,12120,B,,,,,,Membranes
284,Autocuration,104744,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,11963,B,,,,,,
285,Autocuration,51,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,11701,F,,,,,,
286,Autocuration,51,Hippocampus,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,9995,B,,,,,,
287,Autocuration,51,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,9995,B,,,,,,
288,Autocuration,51,Hippocampus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,9995,B,,,,,,
289,Autocuration,10576,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),16394,F,In vivo,,,,,
290,Intermediate,105570,,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,11574,F,,Cavia porcellus,10141.0,,,
291,Autocuration,279,,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,15779,B,,,,,CHO,
292,Autocuration,107,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,15363,B,,,,,,
293,Expert,12687,,,Efficacy against 5-hydroxytryptamine 2A receptor,15363,F,,Rattus norvegicus,10116.0,,,
294,Expert,12687,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,15329,F,,,,,,
295,Expert,12687,,,Relative potency towards 5-HT2A receptor of rat tail artery,15329,F,,,,,,
296,Expert,12687,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,15329,F,,,,,,
297,Expert,12687,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,15329,F,,,,,,
298,Autocuration,12687,,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,15329,F,,,,,,
299,Expert,12687,,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,15329,F,,,,,,
300,Intermediate,20033,Ileum,,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,273,F,,Cavia porcellus,10141.0,,,
301,Intermediate,20033,Ileum,,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),273,F,,Cavia porcellus,10141.0,,,
302,Intermediate,20033,Ileum,,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,273,F,,Cavia porcellus,10141.0,,,
303,Autocuration,10623,,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,12092,B,,,,,,
304,Expert,10623,,,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,1317,F,,Rattus norvegicus,10116.0,,,
305,Expert,168,,,Binding affinity against 5-hydroxytryptamine 4 receptor,12409,B,,,,,,
306,Autocuration,22226,,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,11126,B,,Gallus gallus,9031.0,,,
307,Autocuration,22226,,,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,11126,F,,Homo sapiens,9606.0,,,
308,Autocuration,22226,,,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,11126,F,,Homo sapiens,9606.0,,,
309,Autocuration,80156,,,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,11126,B,,Homo sapiens,9606.0,,HL-60,
