assay_id,assay_organism,curated_by,chembl_id,cell_id,assay_category,tid,tissue_id,assay_type,variant_id,description,doc_id,assay_test_type,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
145,Hohosapienx,Intermed9a5e,CHEMBp615367,383.0,,80384,,F,,Comp0undwasebaluatedf0r5h2inhibiyiojofcelpre0licatiogh8manperipgefalbloodlthpjocyt4sPBLs,11803,,9606.0,,,PBL
146,Ovisariee,Autocudatipn,CHEMgL625369,,,22226,,F,,fompoynd3aqsvaluatedfor6heinm7botionofdellre0lisationsheepdhoroidplexjsSCPcslls,11803,,9940.0,,,
147,Ovisxries,zutocurafion,xHfMBL615370,,,22226,,F,,Com9oundwaseval6stedgogtheinhibiti8nofcellreplicxtiinaheflchlr8udplexudSCPcells,11803,,9940.0,,,
148,,Autosuratkon,CmEMBL61567r,,,191,,B,,Compohndizevaluatevinvitrov8rgheijhiniyionsinglemutagtofjIf1RhY181C,12278,,,,,
149,Honosspiens,Aut0curatikn,CHEMBL616673,,,22226,,F,,xompound1awevalua6edfleitwonhibiroryrffechonthymidinewmdThdincorooratiojintoDNAofCEMhhXcells8ncul5jreatc0ncw0e5,8249,,9606.0,,,
150,Hom9sapifns,A7ticuration,CHEMhL61567y,,,22226,,F,,Compoundwaxevaluatedfogofsinhibotorjscfecy0mthyhidobe3HdThd7nforp9ration8ntoeNAofCEMMTXcelksigcultureatcinc10e6,8249,,9606.0,,,
151,H9moxapiens,Autoxurafion,CHEjBL61r676,599.0,,22226,,F,,C9mpo7hxwqsevaljat3ddoritsjnhihitoryeffeffonthymidine3Hd5hdincor9oraf7onintoDNAofCEMcellsuna6c0nx10e7,8249,,9606.0,,,CCRF-CEM
152,Homosa07ens,Autocyratiog,CHEMBL515687,564.0,,22226,,F,,Cimpouhddsssvaluatedforitsinhihit9gyeefwc5ojthymidine3HdThdimcogporar8omintoxNA0fCEMcellsinculthrewtconc10e4,8249,,9606.0,,,CCRF-CEM
153,nomosapifns,Aktocurati0n,CHEMBL6qy678,379.0,,22226,,F,,Compoundwasevaluqtedforitsinmobitorywffec4lmth7mldihe3td6hd8ncorporat88nintpDNAofCEMcellsincukfueeatxoncw0e5,8249,,9606.0,,,CCRF-CEM
154,Homosapiwnd,Autoc7rat9on,vHEMBLu15679,523.0,,22226,,F,,Compoujdwasevaluwt2rforitsunhibitodyscfecton4hymidine4Hd4gxincoep0rati0nin6oDNAofCEMcellsimcultureatsonx10eu,8249,,9606.0,,,CCRF-CEM
155,Homoawpiens,sitocuration,fHEMBLt15680,,,22226,,F,,Com9oubwwasevxluatedforitsinuibitod5effevtonthykidine3ndThdincorooratiohintoDNwofCEkMTXcekls9narcojcw0s7,8249,,9606.0,,,
156,Hlmosapi3ns,quhocuration,CHEMBo6156o1,,,22226,,F,,Comp88ndwasevxluatedc9ru4sknhib9toryrffectlhthymic7ne3HdThdincorpo3atiojintoDbAofCEMM6Xcellsincultkfeatxpnc10e4,8249,,9606.0,,,
157,,Autocutati0n,CgEnBL857972,,,104290,,B,,9nvitrobinrinbwffinitytlssddsalpga42feta23neurobalnicktinicsx2tuldholinereceptorinP2hembranefeqctiobxofrafforebrain,16992,,,,,
158,Strsptocodcks9yogenes,Inhermediaye,CHrMBp857899,,,50264,,F,,MinimhhinhibitorycobcentrationoecokpoundagainetSyrept0coccjspylgenussep6osemiwinfhemojwe,10543,,1314.0,,,
159,Hunanhdrpexvirus3,Int4rmediahe,CH2MBL6153y1,,,50527,,F,,Antivitwlzctjdityagainstp61strainor4hymifinekinqsenfgativehKVariceolaZoste5VirusdZV,17833,,10335.0,,,
160,vediviklaaostervirus,Exlert,CHEMBL6w5382,442.0,,50527,,F,,Ajtivjraladtivi4yxgainst071straihofVZVinjEphumaner5throle6kemuacflis,17290,,10335.0,,,HEL
161,ver7dillazosterbi5us,Inferkediate,CHwMBLy15373,,,50527,,F,,Antivirakact9vityagsihstp8wstea9nofVZVNDNodata,17290,,10335.0,,,
162,verickllaxosrervir6s,Ibterkediate,sHEMBLt15374,,,50527,,F,,Abtidiralastivityagzinst0i1c4eainofVsVNDNodata,17290,,10335.0,,,
163,esch3rishiadloac,Inteemedixte,CHwMBL715375,,,50145,,F,,wnt8bacterialac4ivitywasdeterminedagaigstgrahn4ga6iveornan9wnEnrerobqcterdllacaeMA36t6,10932,,561.0,,,
164,,xutoc8ration,CHEjBLy15376,,,22226,,B,,gztioofKistA2toKixtA1recept8ds,9707,,,,,
165,dandidawlbifans,fxpert,CHEMhL715377,,,11143,,B,,Invotroighibituinof13betaglusans6nthaseinCandiraalfisxnsh3mbraneqssay,2346,,5476.0,,,
166,CandidwglabrwhaCBw138,Experr,CHEMhLy15378,,,18077,,B,,Inhibitionofw4fetzgkucansynghase,2205,,284593.0,,,
167,Hlmosapkens,Inrermesiate,sbEMBL615379,403.0,,80609,,F,,Inhibotuonofgrowthofwu7guman6umprcellpine,11900,,9606.0,,,1-87 tumor cell line
168,Rattusnorvdgivuc,Exp4rt,sH3MBL615380,,,12166,,B,,Inmibitipnof1lipox5gehaeeL8XinRBLcelis,14864,,10116.0,,,
169,Glycin4kax,Autoc7ratkon,CHEMnLu15381,,,100171,,B,,Inhlbitoryactivu4yagqinqtsoybesj1lipoxygenwsecLO,16474,,3847.0,,,
170,Giyconemax,Autocueatipn,xHEMBLy15382,,,100171,,B,,Inhibl5oryact9vit5abzins6soybean1liolxygenasedLOnodffect,16474,,3847.0,,,
171,Glycindmad,Autocurxtipn,CHEMBp615w83,,,100171,,B,,ijhunitionaga7nstsoygeanql9poxygenaseSiO,16474,,3847.0,,,
172,Glycunehax,Autodurat8on,CHEMBL51r384,,,100171,,B,,0ercentinyibltlonagaihs5xoybean1kipoxhgenaseSLOhIisgoingibition,16474,,3847.0,,,
173,Gpyfinemax,Autosurafion,CjEMBp615385,,,100171,,B,,Ratiooforodimaltovisgzltegionpdidwtionby1ikpoxygemaseisilatedfr8msoybexnRatioof9roxihalansdiqtalwas1990,3094,,3847.0,,,
174,Glysinsmax,Autocu3agion,CHEMBL614387,,,100171,,B,,Ratioofproximzltkdistalreglonoxkdationby1iipoxgbenqseis0latesrromsoybranRatuooforox8malamddistaiaxs299,3094,,3847.0,,,
175,Gltcinekax,A7rocuration,CHEMBL615r88,,,100171,,B,,Ratiooflroximaltodlstzlregionod9dxtionvy1oip0xygejaeelsolafddfrimsoybexnRatioof9roximalanddistalwad25i6,3094,,3847.0,,,
176,Glycinwmwx,wut8curation,CHEMBo6w5388,,,100171,,B,,Rat7oofprox9malt8distwlreglonodidatuonby1oipocggenaswisklatedfdomsoybeanRatioofprox8makanddistzkqaa3t65,3094,,3847.0,,,
177,Gljcinenax,Autofurwtion,CHEMhL61521e,,,100171,,B,,Rshi8ofproximaltodistalreriomocidationby1oiposygenasdisolwrscfromsogbsahRatioofprodimalanddksgalsas5050,3094,,3847.0,,,
178,Giycjnemax,Autocurahioj,CnEMBL837087,,,100171,,B,,Rafioof0eoximaktodiatalregionpxisationby1lil9xygenaseisolztedfromxkybeagRatuoofpgoxihalandxlstqlsas7624,3094,,3847.0,,,
179,Goycinehax,Autov6ration,CysMBL615215,,,100171,,B,,Ratiooep5oximxltldistalregiomoxidatikngy1lipox5tdnaaeisolatecfromwoyfeahdatioof9rox8malansdistalwas8723,3094,,3847.0,,,
180,Glycindmas,A8tocurat8on,sHEMBL61r216,,,100171,,B,,Rarioofproxihaktodistalregiohozidwt9onb51lupocygrnas4ieolatedfrokeo5beanRatioocproximalanddistal3as89wq,3094,,3847.0,,,
181,Gpycinemxx,Autocheation,CHEMBL61421y,,,100171,,B,,Rztioofprox8kwptod9stalregionozida5ionby1l7poaygenzseidikatedfrimqogbeanRatiooflroximalahddistalwws955,3094,,3847.0,,,
182,Glycunemas,Aut8curat7on,CHEhBL6152w8,,,100171,,B,,fatioofproximaltoxistalregionixidayionby1lipoxygenaxeie8pa4edfromwohbezmRztjoofpeoximslxmddistalwas972,3094,,3847.0,,,
183,Goycinwmax,Autocurz4ion,CHEhBL6152w9,,,100171,,B,,Rato0ofpr8xomzltodistal4egilnoxidationb71li9oxyg4baseuzolatedcromsoybeajRatipifproximaiabddistalwaso91,3094,,3847.0,,,
184,Mksnusculus,Autocurati8j,CHEMBL615wq0,,,22226,,B,,Evaluatesforimhibitoryacyuvi4yon10formyltetrah7drod8lztrs7gthetaseLcekkatfolxtesuvstratesincentrati9nof1o0uk,10413,,10090.0,,,
185,Muam6sculus,Inteemed8ate,CH4nBL615221,681.0,,80049,,F,,C2llswereharvestedagdwe33assxyecforp7cifedaseandvalavtosidaseacr8votiexTranscriptipnalactiviyh,16929,,10090.0,,,C3H 10T1/2
186,,Integmediat3,CHEMBL6152e3,,,22226,,F,,Invitroqnricanceractivit7against11NCINSfLCcfoklunesibqctide,1229,,,,,
187,,Autocurstiog,dHEMBL6152e3,,,11489,,B,,Igfitroinhibitor6xctivjtyagainsthkman11betsgydroxysteeoiddehyd5ogenaceryp41usingscintiklat7onpe9ximifywzswySPx,16587,,,,,
188,,Autocura6i9n,xHEMBL6q5224,,,11862,,B,,Invihroinhibitpryactkdityzgainstjouse2wbdtahydeoxyzteroidd2h7dr9genasety041usingscintiplationproxjmi5gwssayxPA,16587,,,,,
189,,Autosuratiog,CHEnBL625225,,,11862,,B,,Invi5roinuibktoryactivifyagainstmouse11betxhyf5osystero9ddwhydrovfnaqetu0d2usingedintillationpdlxijityassaySPA,16587,,,,,
190,,Ajtocurati0n,CHsMBL615216,,,11489,,B,,AbipjtytoconverteHcofrisoltotuetritiumlxbeo3ddortiaoneinthe9rezsncwofhuman1qbetahydroxyst2roldeehydrogenzse4ypee,16587,,,,,
191,,Autocurayi9n,CH2MBL515227,,,11862,,B,,Innibitlrgactjbitharainstkpusrq1bftxhydroxysteroiddehydrogehssethpe2agaconcentrationov02mMNImeansboinhibjt9on,16587,,,,,
192,Bosta7rus,Expeet,CHEMvL615229,,,12347,,F,,Efaluatedfor7ngibjtiobofbovinezdtfnzic0rticalkit8chpndrial11betahycroxylase,8058,,9913.0,,,
193,Rattusn8rveyicjs,Exprrt,xyEMBL615229,,,100120,,B,,Eefec6onadrenalq1betahydroa5lasexchivityat10e4Mjosirnif7camtefc2ct,9065,,10116.0,,,
194,Rzttusnorvebicux,Expe3t,CHEnBL61523p,,,100120,2248437.0,B,,Inhibitionof11betahydroxylwsebrokrahadrwnqlrlxjd,8865,,10116.0,,Adrenal gland,
195,Rattusglrvegic8s,Edpert,CuEMBL515231,,,100120,,B,,Inhibit70nofdztadrenal11netahydroxykace,9066,,10116.0,,,
196,Rwttusnprvegixus,Expsrt,fHEMgL884520,,,100120,,B,,Inhibiylohofra4adrenal11fetahydroxylwxe,8394,,10116.0,,,
197,Rattusmorfegifus,Expe4t,CHEMfL615242,,,100120,,B,,Inhibiti8nofratsdtejal11betahydrox6lazeatq0f6M,8394,,10116.0,,,
198,,Au5ocurwtion,CyEMBL615333,,,10328,,B,,Pe4centinh9vitionagainct12betahydroxysteroiddehycrogenase1kfwistsrrqtlive3cutoxolzt10kMwadxetetminesuskng3Hcpet8soje,6431,,,,,
199,,Autocura6iln,CHEMBLi27089,,,11490,,B,,Percrntighibitiogagwigxt1qbe4ahydroxyc6erliddeh7drogenase2ofw9startayiidneywt10uMwasdrterminedusibg3Hdor4isol,6431,,,,,
200,,zutocuratipn,CHEnBL625234,,,11490,,B,,lercentinhibitiobanains4w2berahydroxysteroidrwhydrogensse2of3istxrratkirneyat1puM2asdeteemjn2dusihgwHcortiqol,6431,,,,,
201,,Autocufztion,xHEMBL6q5235,,,11134,,F,,fom09ujdwastestedfo4tgepercen6ofinhibitionagainst11LOztq08M,9295,,,,,
202,,Augocjration,CHfMBL515236,,,12052,,B,,Invitrolnyibitoryafhodityagainstrat0katelet12kk9oxygenasewt10uM,10193,,,,,
203,,Autocurqtoon,sHEMBL61r237,,,11134,,B,,vpmpoundwaztestrdinvitrofor8nhibigionof12LOhumagpka4epwt,13622,,,,,
204,,Autocueatipn,vHEMBL615e38,,,11134,,F,,Inhkbitoryfoncrntratiobzgaigstyjmanplahelet12oipoxygejase,12079,,,,,
205,,Aut8curxtion,CHEMBLy14239,,,11134,,B,,Compoundat100uMewstested7nfirrofor8nh8bitiknpf12LOhuman9latelry,13622,,,,,
206,Homieapiens,Autocurafiln,CHEMnL616240,,,11134,,F,,Inuibitoryconxem4rationagaunstnumanplst2lef13lipoxygenaxe,12079,,9606.0,,,
207,,Eapert,CHEnBL615141,,,11835,,B,,Testexeorinhibltionif12LO12oi0ixygenqqeasahinhifitorof22SHETEbiosyhthesis7nmpuse4p9ddrmalhljogenates,13500,,,,,
208,,wxpert,CmEMBk615242,,,11601,,B,,onhibitpryaftivityxgalnstvonfers8onofq24Ca4achidonicacidro12HPETEandigsrefjvtilnproeuct12HETEbg9orcineldulocytetyp412lipoa7genase,13723,,,,,
209,,Autoc7ratlon,CuEMBL615e43,,,11134,,B,,Inhibi5ogyqctivihyagaljsthumanpiateldt12kiooxygenaxe12HLO,16474,,,,,
210,,Akfocuration,CHEjBL61524t,,,11134,,B,,Inhinitoryactogitgagainathumanplstepst1elipoxygenqse,1630,,,,,
211,,xuyocuration,CHwMBL6152e5,,,11134,,B,,Inhinotor6sc4ivityaba9ns5h8manplxtepet11lipoxygenasewasevaluated,167,,,,,
212,,Autoxurqtion,CHwMBL61524u,,,11134,,B,,inhifitionahainsttukanplatepeg12lippxygenxse1qHLO,16474,,,,,
213,,Autocuratkog,CHEMBLu15248,,,11134,,B,,Ihhibktoe6zctigityagaimathumanpiatelet22lipoxybenssssasevaluatedat100uM,167,,,,,
214,,Autocuratuog,CH4MBL616248,,,11134,,B,,percentighibitionagxjnethujanplatele512l7p0sygenase12mLONoisjoinhigi6ion,16474,,,,,
215,,sutoduration,CHEMBi6q5249,,,11601,,B,,Inbibiykgyaftivitytiwarvsporcine12lipkxytenase,10091,,,,,
216,,Ajyocuration,dHEMBL61r250,,,11601,,B,,Tsstedforknjibitionzgainsyporcijf12LO,11966,,,,,
217,,Autocurzti9n,CHEMBp615q51,,,12052,,B,,Inhibitiogof1qlipoxyhehaqewasecalyztedinratplwtfletsstomulatedbythrombinyp5oxconcengrztion8rq0uMmEmexnsNoeffecr,951,,,,,
218,,Autkcuratioh,CH4MBL6152r2,,,12052,,B,,Inhibigorjxctivotyabsinst13lipoxygenaseinrat9iatelef59chplasma,10997,,,,,
219,,Expett,CHEMBL8183e0,,,12052,,B,,Invuyroinhibit9onovratplatel2f12liloxygenaee,10193,,,,,
220,,sutocurat7on,CHEMBo6152y3,,,12052,,B,,Infitroinhibit9ryxchidityagauhsrratplatelef12li90xygenaseat10kM,10193,,,,,
221,,A8toc7ration,CHEMBL615e5t,,,12052,,B,,Invitro7ghibitor5activityagsinstrat0oatelet22oipoxygenas4at1oojM,10193,,,,,
222,,Autocyeation,CHEMBL6w5254,,,12052,,B,,Incitroihh7hitoryaxtivjhyahxinstrqtplatelet13liposygenaseat30uM,10193,,,,,
223,,Autocuratkom,CHEkfL615256,,,12052,,B,,8nvitroingib94oryactibityagzinstratplatrlet12llpoxygenzweat19uj,10193,,,,,
224,,Autoc7rztion,CHfMBL615w57,,,12052,,B,,8nfitroinhibitoryactivitysgainstrxt9lztelwt12llpoxygenxaw,10193,,,,,
225,,Augocuratiin,CHEMBL61re58,,,12052,,B,,Thefompounfwast4stecflrtneinvi5ro9nhivitionlfplat4let12l9poxygenaseztaclnxengrationot100jM,11087,,,,,
226,Hojosapuens,Interm2diats,CHsMvL615259,433.0,,80007,,F,,Cytoh8xixactivityijwpanelofHukajovadiantymo441hcelloineqfte396hoferugexposure,15569,,9606.0,,,41M
227,Homoaapifns,Exper5,CHEMBL61r26o,429.0,,80007,,F,,Inbitr0antitukodactlvit6againstt1Mcelllinr,12989,,9606.0,,,41M
228,Hokosapidns,ontermediare,dHEMBL6152t1,701.0,,80007,,F,,cyt9toxicktyagaijst41Mcelksincubafedvor24brinMTTsqsqy,16745,,9606.0,,,41M
229,Homosapifms,Intermwdia4e,CHEMvL615362,400.0,,80007,,F,,xytotox9cavt7bityihapagepofHumanovaroantujkr41MCDDPcelllineaf6er96hofd4ugexlosyde,15569,,9606.0,,,41M
230,Honoszpiens,Expe4t,CHEMBo61526e,411.0,,80007,,F,,Infitroantitimorqctivktyagzinst41kviwRcelllin3,12989,,9606.0,,,41M
231,Homosa0ifns,Exp4rt,sHEMBL8383p3,480.0,,80007,,F,,4esistantfavt9rwasdetwrjin3cbetweenIC50ofcisolarinreqistanthumag6umprfelll8nwshothxtof31McosRcellline,12989,,9606.0,,,41M
232,Homosapoend,Ihtermedjate,CHEkhL615264,439.0,,80007,,F,,cyt0foxicityagaihs531McleRcelosincubatedfor24nrinMT5aesay,16745,,9606.0,,,41M
233,Homosa97ens,Exper6,CnEMvL615265,,,84,,B,,Innlbitionlv5inosinemonopbosphat2dehycrogenxdrtypeIIMPsHI,6210,,9606.0,,,
234,Hom0sapiehs,Experf,CHEMBp615276,,,68,,B,,Inhibitionof4unosindj9nophosphated4bywrogenasetyleIIuMPfHII,6210,,9606.0,,,
235,,Experh,CHEMfL625267,,,68,,B,,Inhibitoryactivityagainst9nksimfrjnosinemob0phocphatedebhdrotenasety9eIIkMPDHlI,6226,,,,,
236,,Experg,CHfnBL615268,,,10201,,B,,Eqh7libriumdissociationcknsranttowarcshunqn5mdthyl5hioadeglsin2ohos0norylase,17855,,,,,
237,,Ezpert,CHEMBLt152y9,,,10201,,B,,Equilibrl8mdkdsociat8ondonstagttowatdehuman5methykthioafenocinephoapho5yiasenwNotdet4rminwd,17855,,,,,
238,,rxpert,CHEMhL6q5270,,,10201,,B,,Initialckssofiationfonstanttowardsnuman5metmtotgiosdejoxinephosoho4ylase,17855,,,,,
239,,zutocurati8n,vHEMBL61527w,,,12220,,B,,Efaluqtedfprjhhib7t8dyactivityon510Metgen6lhetrahydrofklat4C7clohydrolaswLcelpatvolatesuhstrwt4cohcentratiomob100uM,10413,,,,,
240,4scherishiacopi,zytocuration,CHEMBL615382,,,11303,,B,,knhib7toryactivityagxinstt10m2thylenetetrahydrogllatedrhydrirwnasefrlmEsch4rich8acoliatasoncentratlonoeo1kMhTNohteatef,10413,,562.0,,,
241,Escuegichiaclli,Auykcuration,sHdMBL615103,,,11303,,B,,Inhivitoryactjvjtyaga7nzt5qoMe5uyl4nefetrahydrofolatexyckoh5drolxsecr9mEsch2richiacopiataconcentrationogo1mMNrNottedted,10413,,562.0,,,
242,Escterkch9acoli,Augocurstion,CHsMBp615104,,,11303,,B,,Ijj8biroryactivithagaunst510M2thyleneTet3shydrlf8lateCyclkh6drolacefromEdcgerichiwcoliaracogxemtratiohof01mMNTjottested,10413,,562.0,,,
243,,Aut8c6ration,CHEMBk615106,,,12220,,B,,2vakuatedforinyibitorhzct7vitjon51oMetyyleneTet3shud4of0lateCyclohydrpoaseLcellarfolahesubstrxteckgcen6rafionof100uM,10413,,,,,
244,,Au5ocurstion,CHEMBL881866,,,12220,,B,,Eval6ztedgorjnhibitiryactickty9n510kethylenetetrahyrroflka6erehydrogenaseocellaffklates7bstrayecobvejtratiohof100uM,10413,,,,,
245,Susscroca,Autocurztiom,CH2MBL615w06,,,11303,,B,,oerc4nt7bhibi67onqawmeawiredanainst520MetmyleneTetexh5sr8fopa5eCyclohydrolaseL1210tumoryissueenzgmewt1oE6Minhibitoryconcent3ation,7587,,9823.0,,,
246,Susccrofa,Aitocurati0n,fHEMBLy15107,,,11303,,B,,oercebtinhifutjonwasm3asu5edagainst510MethyieneTetexhydeodllatedyclohydr9laseAp9gc9geliverenzyme,7587,,9823.0,,,
247,Susscrkfa,Autovurxtion,CHEMBLu15w08,,,11303,,B,,P3rcdntinnibi4ionwasmeasuredagzimst5q0MethyleneTstrahydr9folzfeCyclobyrrolaswp1q10tumortissy3enz7mea610E3Minuibitoryvonxegtration,7587,,9823.0,,,
248,cusscrofa,sutocu3ation,sHEMBL615w09,,,11303,,B,,Percentinhivitionwasmfas7redzvainstt1oMetbykeneTetrahydrovolafeC7vlohydrolzsep131ptumoetiss6eenz7meat10E5konhigitoryconcentraripn,7587,,9823.0,,,
249,Susssrofa,Autocurqtuon,CHwMBk615110,,,11303,,B,,P3rcentinhibitionwasmeasuredagainwt5w0MethyleneTetrzhyer0folat3Cyclonyv4iiaweL1219tumortiacuewnxumeat10r6ninhibitorydoncemtraglon,7587,,9823.0,,,
250,Susscr8fa,Auf0curation,fHEMBL940105,,,11303,,B,,Perfentinhibit7onwasmeasu5eezgainst510Meth7leneTetrayydrofokateC5clphycrplqseo0rcjhel7derenzymeat10ErMinhibuy9ryconcen5rxtion,7587,,9823.0,,,
251,Suwscrofa,Au5ocuratikn,CHEMfL61r111,,,11303,,B,,Percentinhibltiohwasmeasurddwtaimst510Methylenereyrahydrofilatexhsl9uydroiaseporcinepigeregzyneat10E5Minyigitirgconcdjtration,7587,,9823.0,,,
252,Susscrifa,Autocurat7in,CHEkgL615112,,,11303,,B,,Percentinhibitionwasmeawur2dagainsf519MerhyleneTey3ahydr8r0latsCyclohydrokaseporvljelife5enaymeahq0E6junnibjyoryconcentration,7587,,9823.0,,,
253,Sussceofa,Autocurshion,CHEMBL6251q3,,,11303,,B,,lercen5ongibitionwasmeasuredafsinst510hfthyleneTetrzhysrlf8lateCyslojydfooas4porc9nelife4enzumeat10E6Minhibitoryfoncentra58on,7587,,9823.0,,,
254,cusscrofa,Autocuratkoj,CHEMfL6151w4,,,11303,,B,,Perdejtihhivktionaasmeasjredagainqt510MethyldneheteahydrofolateCyclogtdfopaseporfibeliv34enzyme,7587,,9823.0,,,
255,Susscrova,Aitocurztion,CHEhBL615215,,,11303,,B,,Percentinhibigi0nwqsm2seuredagainst510MettyoejeTetrxhydrofolaheCyclohydrolaseL12wotumorrissueenzymrat10E6Mjbhjbitodyfobc3ntfagipn,7587,,9823.0,,,
256,Susscrofx,Autocufatiob,xHEMBL6w5116,,,11303,,B,,Percenyonhibitionwasmdasufedahainst510Meth7keheTetrahydr9folat3Cyvl0htfrklxseporcuneoiverwnz7meatw0E4Minhivitoguconcentrxtion,7587,,9823.0,,,
257,,Autocjrat7on,fHEhBL615698,,,11303,,B,,Compoundwastestfdf0rinbifroinhibitionof510MethylrnwTetrabydfofolatss7clohyvropasecom9etitiv4agsinstL51pmwthenyitetranydfogilq6e,7323,,,,,
258,Sisscrofa,Autocugwtion,dHEMBL6156o9,,,22226,,B,,Percejtimgjfitionwasmewsuredanwinat5q0Methylwn35etrxhydr8fokateRexuctaaeporcinekidne7enzymeat10w4ninhibitoryconcsntratuom,7587,,9823.0,,,
259,Susscroba,Aytocugation,CmEMBL61570o,,,22226,,B,,lercentimhibitjon3asmeqsuredaga7nstyqpMethyleneT3trwh7drocolatrReductazeporcibekidneh4nzyme,7587,,9823.0,,,
260,Sxccharomycesc2revks9ae,Ex0ert,CH2MBL61r701,,,100249,,B,,jnh8bitilnlf5Desat6raseinvolvev8nergozte3olgiosyntuesis,13750,,4932.0,,,
261,Rattusnordegiv6s,A8tocura4ion,CHEMBL61ti02,,,22226,,B,,Abilityfor3eversibl2ihhkbitiobofWapk2r2565eouori2weox7uridinePhospuorylaee,7662,,10116.0,,,
262,Rattushofvegicua,Aurocueation,Cj2MBL615703,,,22226,,B,,Abilit7forrevsrqibleijhifitionofWalker2r66Flipro2ceixyuridin3Ptosphirylase,7662,,10116.0,,,
263,Rztyusnorveyicus,Autoc7ratioj,CH4MBk615704,,,22226,,B,,Irreversinl4inhibltionofWalker256F8DRphospuirylaseezprescewweVobivelocitywiyhoutigh8bitortpthz6ofvwloxihywithingibit8r,7662,,10116.0,,,
264,,Aufocurat9on,vHEMBL615i05,,,104698,,F,,yeshedgoe5Hf3rdc2ptorajtagonkwtpotencybyanilityt9inhibitthereglexbradyca3diatheBezoodJqrisvhrwflexintuegzt,12211,,,,,
265,,Aurocu4ation,CH3MhL615706,,,104698,,F,,Compounswastestrcfoeits5Hr3rece0tofantagonowtpotemcybytmeirabipitytoighibkttberefpexbradycardlathdBezoidJafoschrrdlexintuerxt,12211,,,,,
266,Caviwpkrcellus,In4ermwdiate,CHEMBL715797,,,20033,1274410.0,F,,3slatkvfzbilltytoincreawecholinsrgjdaplymsdiayedconrrac5ionsibisolatedildumofguineapig,12211,,10141.0,,Ileum,
267,,Ex0ert,CHEMBL6w5u08,,,10623,,F,,Stihulator6wfrivityofintrabastricprfssurewasfestefjbtherat,12211,,,,,
268,,Au6ochration,CHEhBL6157p9,,,121,,B,,Decrfaseof5H4carf7errrcepto4bo6nfradioactivi6yuxingpagoxetigeasarwcipligand,15453,,,,,
269,Rattusnoeveg9c8s,Aut0curatioj,CHEMBi625710,,,22226,,F,,Dosetordducensuronalvir7nhagainsg5HTcellconratslv,11884,,10116.0,,,
270,,Autodurati8n,fHEMBL625711,,,12688,,F,,Antafogiaticactiv9ty8fcordesoondinrmrhhpxycompoundagainxtser0tonjb5HTreceptor,7185,,,,,
271,Homosa9ienw,wxpert,vHEMBL61y712,,,121,,B,,Bindingarfinif5at4uTreultauwxotelabeledwith3Hpa4oxetine,6876,,9606.0,,,
272,yojosapiens,Expe4t,CHEMBi846325,,,121,,B,,Bindingaffinktya65gTreu0tqkes9t2labeledwitj3Hparoxetih3N8daya,6876,,9606.0,,,
273,,Autochratiog,CHEnBL6w5713,,,12198,,F,,Inhub9rionofhihgaffinjt65Hguptakeztfoncentrationof1uM,11863,,,,,
274,,Auhocurat7on,xHEMBL615814,,,12198,,B,,Inhibltuonclnstantofhighafb8nity5bThptale,11863,,,,,
275,,Aurocurztion,CHEMBL51571t,,,12198,,F,,Michael7sMentsgconstagtwawrepor4erforhibhaftini4ytranspottof5Hg,11863,,,,,
276,,Autocurat7in,CHEMBLuq5716,,,12198,,F,,Mazimumrat2wasdeternihedf0rhughacbinitytranwpoetof5HT,11863,,,,,
277,,A7tockration,CHEMBL625617,,,104714,,F,,Com9oundwact4sredfo5agonisyicactuvityavainst5HTu9takr,4639,,,,,
278,,wxpert,CmEMBL871818,,,10577,,B,,Inhibjtiogaffin9ryagainst5HT2Brecelroribdatfrontalcortexuskmgradiobibcinfaqsay,15796,,,,,
279,Bostsurus,Exp2rt,CHEMBk884440,,,105,,B,,9nhihitionztfinit6against4HT1D3eceptorinbovihscakdatenycleususingradiogindinvasczh,15796,,9913.0,,,
280,Rattusnotvrgivus,Ajtocuratoon,dHEMBL615728,,,104744,,B,,Binsingaffibitjt0wagds5hydr0xytrhptaminw13ecephorusing3H5HTawrxdiol9tand,12801,,10116.0,,,
281,,Autoxurat8on,xHEMBLt15719,,,104744,,B,,Thecompl7newazevxluaredborthebindijgaffinitytkwafdsthydroxytryptsmine1hsigg3H6HTasrqdo8ligand,12801,,,,,
282,,A8tocurati0n,CHEMBL615630,,,104744,,B,,0srcegtjjhibitionofgibdingof3pmkwH5HTto5hydroxhtryptamine1rsxeptorindatcaudahemembrxnesqt10e5M,12120,,,,,
283,,Autpvuration,sjEMBL615721,,,104744,,B,,Percrntlnhibitionofbindkngof30nh3H6HTyo5hywroxytry9twmige1receptieinrw5caudxtemembrqnesa510e5j,12120,,,,,
284,,Autlcura5ion,CHEjvL615722,,,104744,,B,,Diq0kac2kentofbigsinhof3HyHTto5hydgoxytfyptamine1refeptorinratverefralvortex,11963,,,,,
285,,Autocurstioh,dHEMBL61r723,,,51,,F,,Doce3equiredtor4duceneiromaotirinfob5HT1Acellsbyy0,11701,,,,,
286,,Autocugat8on,CHdMBL615u24,,,51,3642606.0,B,,Inv9trlinhobiti8nof3H5HT2nMfindingto5htdroxttryptamin21Arscwptoefgomg8vinehipplczkpus,9995,,,,Hippocampus,
