assays_ASSI,assays_ASSTI,assays_RELATITY,assays_ASTI,assays_TISI,assays_VAI,assays_ASSUBCEFRAC,assays_T,assays_CONFISCO,assays_CURB,assays_SRI,assays_SRASSI,assays_CHI,assays_CI,assays_BAFOR
311,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL615286,,BAO_0000019
312,,D,9606.0,,,,104703,7,Autocuration,1,,CHEMBL615287,,BAO_0000219
313,,S,,,,,100256,2,Intermediate,1,,CHEMBL615288,,BAO_0000220
314,,S,,,,,100256,2,Intermediate,1,,CHEMBL615289,,BAO_0000220
315,,N,9606.0,,,,81034,1,Intermediate,1,,CHEMBL615290,478.0,BAO_0000219
316,,N,9606.0,,,,81034,1,Intermediate,1,,CHEMBL884522,478.0,BAO_0000219
317,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL615291,,BAO_0000019
318,,M,,,,,22222,3,Intermediate,1,,CHEMBL615292,,BAO_0000225
319,,M,,,,,22222,3,Intermediate,1,,CHEMBL615293,,BAO_0000225
320,,M,,,,,22222,3,Intermediate,1,,CHEMBL615294,,BAO_0000225
321,,M,,,,,22222,3,Intermediate,1,,CHEMBL615295,,BAO_0000225
322,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL825021,,BAO_0000019
323,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL615296,,BAO_0000019
324,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL615297,,BAO_0000019
325,,U,10029.0,,,,22226,0,Autocuration,1,,CHEMBL615298,,BAO_0000019
326,,U,10029.0,,,,22226,0,Autocuration,1,,CHEMBL615299,,BAO_0000019
327,,U,10029.0,,,,22226,0,Autocuration,1,,CHEMBL615300,,BAO_0000019
328,,H,,,,,241,8,Autocuration,1,,CHEMBL615301,,BAO_0000357
329,,D,9606.0,,,,241,9,Expert,1,,CHEMBL615302,,BAO_0000357
330,,U,10116.0,,,,22226,0,Autocuration,1,,CHEMBL615303,,BAO_0000019
331,,H,,,,,12132,8,Autocuration,1,,CHEMBL615304,,BAO_0000019
332,,H,,,,,12132,8,Autocuration,1,,CHEMBL615305,,BAO_0000019
333,,H,,,,,12132,8,Autocuration,1,,CHEMBL615306,,BAO_0000218
334,,H,,,,,12132,8,Autocuration,1,,CHEMBL615307,,BAO_0000218
335,,H,,,,,12132,8,Autocuration,1,,CHEMBL615308,,BAO_0000218
336,,H,,,,,12132,8,Autocuration,1,,CHEMBL615309,,BAO_0000218
337,,U,,,,,22226,0,Autocuration,1,,CHEMBL615310,,BAO_0000019
338,,H,,,,,12132,8,Autocuration,1,,CHEMBL615311,,BAO_0000019
339,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL615312,,BAO_0000019
340,,H,,,,,12132,8,Autocuration,1,,CHEMBL615313,,BAO_0000019
341,,H,,,,,12132,8,Autocuration,1,,CHEMBL615314,,BAO_0000019
342,,H,,,,,12132,8,Autocuration,1,,CHEMBL615315,,BAO_0000019
343,,U,10116.0,,,,22226,0,Autocuration,1,,CHEMBL615316,,BAO_0000218
344,,H,,,,,12132,8,Autocuration,1,,CHEMBL615317,,BAO_0000218
345,,H,,,,,12132,8,Autocuration,1,,CHEMBL615318,,BAO_0000218
346,,U,10116.0,,,,22226,0,Autocuration,1,,CHEMBL615319,,BAO_0000218
347,,H,,,,,12132,8,Autocuration,1,,CHEMBL615320,,BAO_0000019
348,,H,,,,,12132,8,Autocuration,1,,CHEMBL615321,,BAO_0000019
349,,U,10116.0,,,,22226,0,Autocuration,1,,CHEMBL615322,,BAO_0000019
350,,H,562.0,,,,19690,8,Autocuration,1,,CHEMBL615323,,BAO_0000357
351,,H,562.0,,,,19690,8,Autocuration,1,,CHEMBL615407,,BAO_0000357
352,,H,562.0,,,,19690,8,Autocuration,1,,CHEMBL857267,,BAO_0000357
353,,H,562.0,,,,19690,8,Autocuration,1,,CHEMBL615408,,BAO_0000357
354,,H,,,,,19690,8,Autocuration,1,,CHEMBL615409,,BAO_0000357
355,,H,,,,,19690,8,Autocuration,1,,CHEMBL615410,,BAO_0000357
356,,H,,,,,19690,8,Autocuration,1,,CHEMBL615411,,BAO_0000357
357,,H,,,,,19690,8,Autocuration,1,,CHEMBL615412,,BAO_0000357
358,,H,,,,,19690,8,Autocuration,1,,CHEMBL615413,,BAO_0000357
359,,U,,,,,22226,0,Autocuration,1,,CHEMBL615414,,BAO_0000019
360,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615415,,BAO_0000251
361,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615416,,BAO_0000251
362,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615417,,BAO_0000251
363,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615418,,BAO_0000251
364,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615419,,BAO_0000251
365,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615420,,BAO_0000251
366,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615421,,BAO_0000251
367,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615422,,BAO_0000251
368,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615423,,BAO_0000251
369,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL872868,,BAO_0000251
370,Liver,D,10116.0,2107.0,,Microsomes,12236,9,Autocuration,1,,CHEMBL615424,,BAO_0000251
371,,H,,,,,104832,4,Autocuration,1,,CHEMBL825022,,BAO_0000224
372,,H,,,,,104832,4,Autocuration,1,,CHEMBL615425,,BAO_0000224
373,,H,,,,,104832,4,Autocuration,1,,CHEMBL615426,,BAO_0000224
374,,D,9606.0,,,,10612,9,Expert,1,,CHEMBL615427,,BAO_0000357
375,,N,9606.0,,,,80616,1,Intermediate,1,,CHEMBL615428,844.0,BAO_0000219
376,,N,9606.0,,,,80616,1,Intermediate,1,,CHEMBL615429,844.0,BAO_0000219
377,,N,10090.0,,,,80617,1,Intermediate,1,,CHEMBL615430,700.0,BAO_0000219
378,,U,9606.0,,,,22226,0,Intermediate,1,,CHEMBL615431,,BAO_0000019
379,,U,,,,,22226,0,Autocuration,1,,CHEMBL615432,798.0,BAO_0000218
380,,U,,,,,22226,0,Autocuration,1,,CHEMBL615433,798.0,BAO_0000218
381,,D,12131.0,,,,12464,9,Expert,1,,CHEMBL615434,,BAO_0000019
382,,N,169066.0,,,,50085,1,Intermediate,1,,CHEMBL615435,,BAO_0000218
383,,N,169066.0,,,,50679,1,Intermediate,1,,CHEMBL615436,,BAO_0000218
384,,N,169066.0,,,,50679,1,Intermediate,1,,CHEMBL615437,,BAO_0000218
385,,D,12131.0,,,,12464,9,Expert,1,,CHEMBL615438,,BAO_0000019
386,,D,12131.0,,,,12464,9,Expert,1,,CHEMBL615439,,BAO_0000019
387,,D,12131.0,,,,12464,9,Expert,1,,CHEMBL615440,,BAO_0000019
388,,D,12131.0,,,,12464,9,Expert,1,,CHEMBL615441,,BAO_0000019
389,,N,12059.0,,,,50665,1,Intermediate,1,,CHEMBL615641,,BAO_0000218
390,,N,12059.0,,,,50665,1,Intermediate,1,,CHEMBL872065,,BAO_0000218
391,,N,12059.0,,,,50665,1,Intermediate,1,,CHEMBL825023,,BAO_0000218
392,,N,12059.0,,,,50665,1,Intermediate,1,,CHEMBL615642,,BAO_0000218
393,,H,147712.0,,,,12464,8,Expert,1,,CHEMBL615643,,BAO_0000357
394,,U,9606.0,,,,22226,0,Autocuration,1,,CHEMBL615644,,BAO_0000019
395,,N,10090.0,,,,80619,1,Intermediate,1,,CHEMBL615645,833.0,BAO_0000218
396,,N,10090.0,,,,80619,1,Intermediate,1,,CHEMBL615646,833.0,BAO_0000218
397,,N,10090.0,,,,80619,1,Intermediate,1,,CHEMBL615647,833.0,BAO_0000218
398,,N,10090.0,,,,80619,1,Intermediate,1,,CHEMBL615648,833.0,BAO_0000218
399,,N,10090.0,,,,80619,1,Intermediate,1,,CHEMBL615649,833.0,BAO_0000218
400,,N,10090.0,,,,80619,1,Intermediate,1,,CHEMBL615650,833.0,BAO_0000218
401,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615651,847.0,BAO_0000218
402,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615652,847.0,BAO_0000218
403,,N,10090.0,,,,80620,1,Expert,1,,CHEMBL615653,847.0,BAO_0000218
404,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615654,847.0,BAO_0000219
405,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615655,847.0,BAO_0000219
406,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL825024,847.0,BAO_0000219
407,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615656,847.0,BAO_0000219
408,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615657,847.0,BAO_0000219
409,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615658,847.0,BAO_0000219
410,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615659,847.0,BAO_0000219
411,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615660,847.0,BAO_0000219
412,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615661,847.0,BAO_0000219
413,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615662,847.0,BAO_0000219
414,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615663,847.0,BAO_0000219
415,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615664,847.0,BAO_0000219
416,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615665,847.0,BAO_0000219
417,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615666,847.0,BAO_0000219
418,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615667,847.0,BAO_0000219
419,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615668,847.0,BAO_0000219
420,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615669,847.0,BAO_0000219
421,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615670,847.0,BAO_0000219
422,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL836739,847.0,BAO_0000219
423,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615671,847.0,BAO_0000219
424,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615672,847.0,BAO_0000219
425,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615791,847.0,BAO_0000219
426,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615792,847.0,BAO_0000219
427,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615793,847.0,BAO_0000219
428,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615794,847.0,BAO_0000219
429,,N,10090.0,,,,80620,1,Intermediate,1,,CHEMBL615795,847.0,BAO_0000219
430,,N,9606.0,,,,80621,1,Intermediate,1,,CHEMBL615590,971.0,BAO_0000219
431,,U,,,,,22226,0,Autocuration,1,,CHEMBL615591,,BAO_0000218
432,,U,,,,,22226,0,Autocuration,1,,CHEMBL615592,,BAO_0000218
433,,U,,,,,22226,0,Autocuration,1,,CHEMBL615593,,BAO_0000218
434,,U,,,,,22226,0,Autocuration,1,,CHEMBL615594,,BAO_0000218
435,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615595,723.0,BAO_0000219
436,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615596,723.0,BAO_0000219
437,,H,,,,,11169,8,Expert,1,,CHEMBL615597,723.0,BAO_0000219
438,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615598,723.0,BAO_0000219
439,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615599,723.0,BAO_0000219
440,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615600,723.0,BAO_0000219
441,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615601,723.0,BAO_0000219
442,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615602,723.0,BAO_0000219
443,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615603,723.0,BAO_0000219
444,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615604,723.0,BAO_0000219
445,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615605,723.0,BAO_0000219
446,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615606,723.0,BAO_0000219
447,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL884526,723.0,BAO_0000219
448,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615607,723.0,BAO_0000219
449,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615608,723.0,BAO_0000219
450,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615609,723.0,BAO_0000219
451,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615682,723.0,BAO_0000219
452,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615683,723.0,BAO_0000219
453,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615684,723.0,BAO_0000218
454,,D,10090.0,,,,104860,7,Autocuration,1,,CHEMBL615685,,BAO_0000219
455,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615686,723.0,BAO_0000219
456,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615687,723.0,BAO_0000219
457,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL884523,723.0,BAO_0000219
458,,H,,,,,11169,8,Expert,1,,CHEMBL615688,,BAO_0000019
459,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615689,723.0,BAO_0000219
460,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615690,723.0,BAO_0000219
461,,H,,,,,11169,8,Expert,1,,CHEMBL615691,,BAO_0000019
462,,H,,,,,11169,8,Expert,1,,CHEMBL615692,,BAO_0000019
463,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615693,723.0,BAO_0000219
464,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615324,723.0,BAO_0000219
465,,D,9606.0,,,,9,9,Expert,1,,CHEMBL615325,723.0,BAO_0000219
466,,D,9606.0,,,,9,9,Expert,1,,CHEMBL615490,723.0,BAO_0000219
467,,D,9606.0,,,,188,9,Expert,1,,CHEMBL615491,723.0,BAO_0000219
468,,D,9606.0,,,,188,9,Expert,1,,CHEMBL615492,723.0,BAO_0000219
469,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615493,723.0,BAO_0000219
470,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615494,723.0,BAO_0000219
471,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615495,723.0,BAO_0000219
472,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615496,723.0,BAO_0000219
473,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615497,723.0,BAO_0000219
474,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615498,723.0,BAO_0000219
475,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615499,723.0,BAO_0000219
476,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL835522,723.0,BAO_0000219
477,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615500,723.0,BAO_0000219
478,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615501,723.0,BAO_0000219
479,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615502,723.0,BAO_0000219
480,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615503,723.0,BAO_0000219
481,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615504,723.0,BAO_0000219
482,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615505,723.0,BAO_0000219
483,,N,10090.0,,,,80951,1,Expert,1,,CHEMBL615506,723.0,BAO_0000219
484,,N,10090.0,,,,80951,1,Intermediate,1,,CHEMBL615507,723.0,BAO_0000219
485,,N,,,,,80006,1,Intermediate,1,,CHEMBL615508,620.0,BAO_0000218
486,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615509,620.0,BAO_0000219
487,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615510,620.0,BAO_0000219
488,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615511,620.0,BAO_0000219
489,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615512,620.0,BAO_0000219
490,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615513,620.0,BAO_0000218
491,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615514,620.0,BAO_0000218
492,,N,,,,,80006,1,Intermediate,1,,CHEMBL615515,620.0,BAO_0000219
493,,N,,,,,80006,1,Intermediate,1,,CHEMBL615516,620.0,BAO_0000219
494,,N,,,,,80006,1,Intermediate,1,,CHEMBL615517,620.0,BAO_0000219
495,,N,,,,,80006,1,Intermediate,1,,CHEMBL615518,620.0,BAO_0000219
496,,N,,,,,80006,1,Intermediate,1,,CHEMBL615519,620.0,BAO_0000219
497,,N,,,,,80006,1,Intermediate,1,,CHEMBL615520,620.0,BAO_0000218
498,,N,,,,,80006,1,Intermediate,1,,CHEMBL615521,620.0,BAO_0000218
499,,N,,,,,80006,1,Intermediate,1,,CHEMBL615522,620.0,BAO_0000218
500,,N,,,,,80006,1,Intermediate,1,,CHEMBL615523,620.0,BAO_0000218
501,,N,,,,,80006,1,Expert,1,,CHEMBL615524,620.0,BAO_0000218
502,,N,,,,,80006,1,Expert,1,,CHEMBL615525,620.0,BAO_0000218
503,,N,,,,,80006,1,Intermediate,1,,CHEMBL615526,620.0,BAO_0000218
504,,N,,,,,80006,1,Intermediate,1,,CHEMBL615527,620.0,BAO_0000218
505,,N,,,,,80006,1,Intermediate,1,,CHEMBL615528,620.0,BAO_0000218
506,,N,,,,,80006,1,Expert,1,,CHEMBL615529,620.0,BAO_0000218
507,,N,,,,,80006,1,Expert,1,,CHEMBL615530,620.0,BAO_0000218
508,,N,,,,,80006,1,Expert,1,,CHEMBL615531,620.0,BAO_0000218
509,,N,,,,,80006,1,Intermediate,1,,CHEMBL615532,620.0,BAO_0000219
510,,N,,,,,80006,1,Intermediate,1,,CHEMBL615533,620.0,BAO_0000219
511,,N,,,,,80006,1,Intermediate,1,,CHEMBL615534,620.0,BAO_0000219
512,,N,,,,,80006,1,Intermediate,1,,CHEMBL615535,620.0,BAO_0000218
513,,N,,,,,80006,1,Intermediate,1,,CHEMBL615536,620.0,BAO_0000218
514,,N,,,,,80006,1,Intermediate,1,,CHEMBL615537,620.0,BAO_0000218
515,,N,,,,,80006,1,Intermediate,1,,CHEMBL615538,620.0,BAO_0000218
516,,N,,,,,80006,1,Intermediate,1,,CHEMBL836166,620.0,BAO_0000218
517,,H,,,,,11214,8,Expert,1,,CHEMBL615539,620.0,BAO_0000219
518,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615540,620.0,BAO_0000219
519,,H,,,,,11214,8,Expert,1,,CHEMBL615541,620.0,BAO_0000219
520,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615542,620.0,BAO_0000219
521,,N,10090.0,,,,80006,1,Intermediate,1,,CHEMBL615543,620.0,BAO_0000219
522,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615544,620.0,BAO_0000219
523,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615545,620.0,BAO_0000219
524,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615546,620.0,BAO_0000219
525,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615547,620.0,BAO_0000219
526,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615548,620.0,BAO_0000219
527,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615549,620.0,BAO_0000219
528,,N,10090.0,,,,80006,1,Expert,1,,CHEMBL615550,620.0,BAO_0000219
529,,N,10116.0,,,,80622,1,Intermediate,1,,CHEMBL615551,1118.0,BAO_0000219
530,,N,10116.0,,,,80622,1,Expert,1,,CHEMBL615552,1118.0,BAO_0000219
531,,N,10116.0,,,,80622,1,Expert,1,,CHEMBL615553,1118.0,BAO_0000219
532,,N,10116.0,,,,80622,1,Expert,1,,CHEMBL615554,1118.0,BAO_0000219
533,,N,10116.0,,,,80622,1,Intermediate,1,,CHEMBL615555,1118.0,BAO_0000219
534,,N,10116.0,,,,80622,1,Expert,1,,CHEMBL615556,1118.0,BAO_0000219
535,,U,,,,,22226,0,Autocuration,1,,CHEMBL615557,,BAO_0000019
536,,U,,,,,22226,0,Autocuration,1,,CHEMBL615558,,BAO_0000019
537,,U,,,,,22226,0,Autocuration,1,,CHEMBL872066,,BAO_0000019
538,,D,9823.0,,,,11607,9,Expert,1,,CHEMBL615559,,BAO_0000019
539,,H,,,,,11607,8,Autocuration,1,,CHEMBL615560,,BAO_0000019
540,,H,,,,,11607,8,Autocuration,1,,CHEMBL615561,,BAO_0000019
541,,H,,,,,11607,8,Expert,1,,CHEMBL857062,,BAO_0000019
542,,H,,,,,11607,8,Expert,1,,CHEMBL615562,,BAO_0000019
543,,H,,,,,11607,8,Autocuration,1,,CHEMBL615563,,BAO_0000019
544,,H,,,,,11607,8,Autocuration,1,,CHEMBL615564,,BAO_0000357
545,,H,,,,,11607,8,Autocuration,1,,CHEMBL615565,,BAO_0000019
546,,H,,,,,11607,8,Autocuration,1,,CHEMBL615566,,BAO_0000019
547,,D,9823.0,,,,11607,9,Expert,1,,CHEMBL615567,,BAO_0000019
548,,H,,,,,11607,8,Autocuration,1,,CHEMBL615568,,BAO_0000019
549,,H,,,,,11607,8,Autocuration,1,,CHEMBL615569,,BAO_0000357
550,,H,,,,,11607,8,Autocuration,1,,CHEMBL615570,,BAO_0000019
551,,H,,,,,11607,8,Autocuration,1,,CHEMBL615571,,BAO_0000019
552,,H,,,,,104733,4,Autocuration,1,,CHEMBL615572,,BAO_0000224
553,,U,,,,,22226,0,Autocuration,1,,CHEMBL615573,,BAO_0000019
554,,U,,,,,22226,0,Autocuration,1,,CHEMBL615574,,BAO_0000019
555,,U,,,,,22226,0,Autocuration,1,,CHEMBL615575,,BAO_0000019
556,,H,,,,,10619,8,Autocuration,1,,CHEMBL615576,,BAO_0000357
557,,H,,,,,10619,8,Autocuration,1,,CHEMBL615577,,BAO_0000357
558,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615578,,BAO_0000221
559,,H,,,,,51,8,Expert,1,,CHEMBL615579,,BAO_0000357
560,,H,,,,,51,8,Expert,1,,CHEMBL615580,,BAO_0000357
561,,H,,,,,51,8,Expert,1,,CHEMBL615581,,BAO_0000019
562,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615582,,BAO_0000221
563,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615583,,BAO_0000221
564,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615584,,BAO_0000221
565,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL833691,,BAO_0000221
566,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615585,,BAO_0000221
567,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615586,,BAO_0000221
568,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL884524,,BAO_0000221
569,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615587,,BAO_0000221
570,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615588,,BAO_0000221
571,,D,10116.0,,,Membranes,10576,9,Expert,1,,CHEMBL615589,,BAO_0000249
572,Hippocampus,H,9913.0,10000000.0,,,51,8,Expert,1,,CHEMBL615442,,BAO_0000221
573,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615443,,BAO_0000221
574,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615444,,BAO_0000221
575,Hippocampus,H,,10000000.0,,,51,8,Expert,1,,CHEMBL615445,,BAO_0000221
576,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615446,,BAO_0000221
577,,H,,,,,51,8,Autocuration,1,,CHEMBL615447,449.0,BAO_0000219
578,Hippocampus,H,,10000000.0,,,51,8,Expert,1,,CHEMBL615448,,BAO_0000221
579,Hippocampus,H,,10000000.0,,,51,8,Expert,1,,CHEMBL615449,,BAO_0000221
580,,H,,,,,51,8,Autocuration,1,,CHEMBL615450,449.0,BAO_0000219
581,Hippocampus,H,,10000000.0,,,51,8,Expert,1,,CHEMBL615451,,BAO_0000221
582,,H,,,,,51,8,Autocuration,1,,CHEMBL615452,,BAO_0000357
583,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615453,,BAO_0000221
584,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615454,,BAO_0000221
585,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615455,,BAO_0000221
586,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615456,,BAO_0000221
587,Hippocampus,H,,10000000.0,,,51,8,Autocuration,1,,CHEMBL615457,,BAO_0000221
588,Hippocampus,H,,10000000.0,,,51,8,Expert,1,,CHEMBL615458,,BAO_0000218
589,Hippocampus,H,,10000000.0,,,51,8,Expert,1,,CHEMBL615459,,BAO_0000221
590,,D,9606.0,,,,51,9,Expert,1,,CHEMBL615460,449.0,BAO_0000219
591,,H,10141.0,,,,51,8,Autocuration,1,,CHEMBL615461,,BAO_0000019
592,,H,10141.0,,,,51,8,Autocuration,1,,CHEMBL615462,,BAO_0000019
593,Hippocampus,H,10141.0,10000000.0,,,51,8,Autocuration,1,,CHEMBL615463,,BAO_0000221
594,Ileum,H,10141.0,2116.0,,,51,8,Autocuration,1,,CHEMBL615464,,BAO_0000221
595,Ileum,H,10141.0,2116.0,,,51,8,Autocuration,1,,CHEMBL615465,,BAO_0000221
596,Ileum,H,10141.0,2116.0,,,51,8,Autocuration,1,,CHEMBL615466,,BAO_0000221
597,Ileum,H,10141.0,2116.0,,,51,8,Autocuration,1,,CHEMBL615467,,BAO_0000221
598,Ileum,H,10141.0,2116.0,,,51,8,Autocuration,1,,CHEMBL615468,,BAO_0000221
599,Ileum,H,10141.0,2116.0,,,51,8,Autocuration,1,,CHEMBL615469,,BAO_0000221
600,,H,10141.0,,,,51,8,Autocuration,1,,CHEMBL615470,,BAO_0000357
601,,H,10141.0,,,,51,8,Autocuration,1,,CHEMBL615471,,BAO_0000357
602,,H,10141.0,,,,51,8,Autocuration,1,,CHEMBL615472,,BAO_0000357
603,Hippocampus,H,10141.0,10000000.0,,,106,8,Autocuration,1,,CHEMBL883242,,BAO_0000221
604,Hippocampus,H,10141.0,10000000.0,,,106,8,Autocuration,1,,CHEMBL615473,,BAO_0000221
605,,H,10029.0,,,,11863,8,Autocuration,1,,CHEMBL615474,449.0,BAO_0000218
606,,H,,,,,51,8,Autocuration,1,,CHEMBL615475,,BAO_0000357
607,,H,,,,,51,8,Autocuration,1,,CHEMBL615476,308.0,BAO_0000219
608,,H,,,,,51,8,Autocuration,1,,CHEMBL615477,308.0,BAO_0000219
609,,H,,,,,51,8,Autocuration,1,,CHEMBL615478,,BAO_0000019
610,,H,,,,,51,8,Autocuration,1,,CHEMBL615160,449.0,BAO_0000219
611,,H,,,,,51,8,Expert,1,,CHEMBL615161,449.0,BAO_0000219
612,,H,,,,,51,8,Autocuration,1,,CHEMBL615162,449.0,BAO_0000219
613,,H,,,,,51,8,Autocuration,1,,CHEMBL615163,449.0,BAO_0000219
