replacement_cost,original_language_id,release_year,rental_rate,rating,title,length,film_id,description,language,rental_duration
29.99,,2006,2.99,PG-13,RESERVOIR ADAPTATION,61,726,A Intrepid Drama of a Teacher And a Moose who must Kill a Car in California,English,7
12.99,,2006,0.99,PG,RESURRECTION SILVERADO,117,727,A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention,English,6
26.99,,2006,0.99,R,REUNION WITCHES,63,728,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,English,3
28.99,,2006,2.99,PG,RIDER CADDYSHACK,177,729,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,English,5
28.99,,2006,0.99,PG-13,RIDGEMONT SUBMARINE,46,730,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,English,3
29.99,,2006,4.99,PG-13,RIGHT CRANES,153,731,A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat,English,7
17.99,,2006,0.99,G,RINGS HEARTBREAKERS,58,732,A Amazing Yarn of a Sumo Wrestler And a Boat who must Conquer a Waitress in New Orleans,English,5
29.99,,2006,0.99,PG-13,RIVER OUTLAW,149,733,A Thrilling Character Study of a Squirrel And a Lumberjack who must Face a Hunter in A MySQL Convention,English,4
12.99,,2006,4.99,R,ROAD ROXANNE,158,734,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,English,4
26.99,,2006,2.99,PG-13,ROBBERS JOON,102,735,A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia,English,7
21.99,,2006,0.99,R,ROBBERY BRIGHT,134,736,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,English,4
28.99,,2006,0.99,G,ROCK INSTINCT,102,737,A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India,English,4
27.99,,2006,0.99,PG-13,ROCKETEER MOTHER,178,738,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,English,3
17.99,,2006,4.99,PG-13,ROCKY WAR,145,739,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,English,4
13.99,,2006,2.99,PG-13,ROLLERCOASTER BRINGING,153,740,A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank,English,5
28.99,,2006,0.99,NC-17,ROMAN PUNK,81,741,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,English,7
25.99,,2006,0.99,R,ROOF CHAMPION,101,742,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,English,7
27.99,,2006,0.99,PG,ROOM ROMAN,60,743,A Awe-Inspiring Panorama of a Composer And a Secret Agent who must Sink a Composer in A Shark Tank,English,7
23.99,,2006,0.99,PG-13,ROOTS REMEMBER,89,744,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,English,4
23.99,,2006,4.99,PG-13,ROSES TREASURE,162,745,A Astounding Panorama of a Monkey And a Secret Agent who must Defeat a Woman in The First Manned Space Station,English,5
10.99,,2006,0.99,NC-17,ROUGE SQUAD,118,746,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,English,3
9.99,,2006,0.99,R,ROXANNE REBEL,171,747,A Astounding Story of a Pastry Chef And a Database Administrator who must Fight a Man in The Outback,English,5
16.99,,2006,0.99,PG-13,RUGRATS SHAKESPEARE,109,748,A Touching Saga of a Crocodile And a Crocodile who must Discover a Technical Writer in Nigeria,English,4
19.99,,2006,4.99,R,RULES HUMAN,153,749,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,English,6
25.99,,2006,0.99,R,RUN PACIFIC,145,750,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,English,3
17.99,,2006,0.99,NC-17,RUNAWAY TENENBAUMS,181,751,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,English,6
27.99,,2006,0.99,NC-17,RUNNER MADIGAN,101,752,A Thoughtful Documentary of a Crocodile And a Robot who must Outrace a Womanizer in The Outback,English,6
20.99,,2006,0.99,PG,RUSH GOODFELLAS,48,753,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,English,3
17.99,,2006,2.99,PG-13,RUSHMORE MERMAID,150,754,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,English,6
11.99,,2006,4.99,PG,SABRINA MIDNIGHT,99,755,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,English,5
10.99,,2006,2.99,PG-13,SADDLE ANTITRUST,80,756,A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House,English,7
28.99,,2006,2.99,G,SAGEBRUSH CLUELESS,106,757,A Insightful Story of a Lumberjack And a Hunter who must Kill a Boy in Ancient Japan,English,4
11.99,,2006,2.99,G,SAINTS BRIDE,125,758,A Fateful Tale of a Technical Writer And a Composer who must Pursue a Explorer in The Gulf of Mexico,English,5
29.99,,2006,2.99,R,SALUTE APOLLO,73,759,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,English,4
21.99,,2006,2.99,G,SAMURAI LION,110,760,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,English,5
23.99,,2006,2.99,PG,SANTA PARIS,154,761,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,English,7
29.99,,2006,0.99,G,SASSY PACKER,154,762,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,English,6
26.99,,2006,4.99,G,SATISFACTION CONFIDENTIAL,75,763,A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China,English,3
28.99,,2006,4.99,G,SATURDAY LAMBS,150,764,A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon,English,3
18.99,,2006,4.99,R,SATURN NAME,182,765,A Fateful Epistle of a Butler And a Boy who must Redeem a Teacher in Berlin,English,7
25.99,,2006,0.99,PG-13,SAVANNAH TOWN,84,766,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,English,5
13.99,,2006,4.99,NC-17,SCALAWAG DUCK,183,767,A Fateful Reflection of a Car And a Teacher who must Confront a Waitress in A Monastery,English,6
11.99,,2006,4.99,PG-13,SCARFACE BANG,102,768,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,English,3
21.99,,2006,4.99,PG-13,SCHOOL JACKET,151,769,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,English,5
13.99,,2006,2.99,G,SCISSORHANDS SLUMS,147,770,A Awe-Inspiring Drama of a Girl And a Technical Writer who must Meet a Feminist in The Canadian Rockies,English,5
23.99,,2006,4.99,NC-17,SCORPION APOLLO,137,771,A Awe-Inspiring Documentary of a Technical Writer And a Husband who must Meet a Monkey in An Abandoned Fun House,English,3
24.99,,2006,2.99,PG,SEA VIRGIN,80,772,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,English,4
28.99,,2006,2.99,NC-17,SEABISCUIT PUNK,112,773,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,English,6
22.99,,2006,2.99,NC-17,SEARCHERS WAIT,182,774,A Fast-Paced Tale of a Car And a Mad Scientist who must Kill a Womanizer in Ancient Japan,English,3
18.99,,2006,4.99,PG-13,SEATTLE EXPECATIONS,110,775,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,English,4
11.99,,2006,4.99,PG,SECRET GROUNDHOG,90,776,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,English,6
10.99,,2006,4.99,PG,SECRETARY ROUGE,158,777,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,English,5
24.99,,2006,4.99,G,SECRETS PARADISE,109,778,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,English,3
23.99,,2006,4.99,R,SENSE GREEK,54,779,A Taut Saga of a Lumberjack And a Pastry Chef who must Escape a Sumo Wrestler in An Abandoned Fun House,English,4
15.99,,2006,4.99,PG,SENSIBILITY REAR,98,780,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,English,7
15.99,,2006,4.99,R,SEVEN SWARM,127,781,A Unbelieveable Character Study of a Dog And a Mad Cow who must Kill a Monkey in Berlin,English,4
26.99,,2006,2.99,PG-13,SHAKESPEARE SADDLE,60,782,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,English,6
22.99,,2006,2.99,PG,SHANE DARKNESS,93,783,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,English,5
20.99,,2006,2.99,PG,SHANGHAI TYCOON,47,784,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,English,7
20.99,,2006,4.99,PG,SHAWSHANK BUBBLE,80,785,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,English,6
14.99,,2006,0.99,R,SHEPHERD MIDSUMMER,113,786,A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon,English,7
12.99,,2006,0.99,G,SHINING ROSES,125,787,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,English,4
15.99,,2006,2.99,R,SHIP WONDERLAND,104,788,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,English,5
15.99,,2006,2.99,PG-13,SHOCK CABIN,79,789,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,English,7
22.99,,2006,0.99,PG-13,SHOOTIST SUPERFLY,67,790,A Fast-Paced Story of a Crocodile And a A Shark who must Sink a Pioneer in Berlin,English,6
24.99,,2006,4.99,PG-13,SHOW LORD,167,791,A Fanciful Saga of a Student And a Girl who must Find a Butler in Ancient Japan,English,3
15.99,,2006,2.99,PG-13,SHREK LICENSE,154,792,A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat,English,7
14.99,,2006,2.99,R,SHRUNK DIVINE,139,793,A Fateful Character Study of a Waitress And a Technical Writer who must Battle a Hunter in A Baloon,English,6
28.99,,2006,0.99,G,SIDE ARK,52,794,A Stunning Panorama of a Crocodile And a Womanizer who must Meet a Feminist in The Canadian Rockies,English,5
23.99,,2006,0.99,R,SIEGE MADRE,111,795,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,English,7
12.99,,2006,0.99,NC-17,SIERRA DIVIDE,135,796,A Emotional Character Study of a Frisbee And a Mad Scientist who must Build a Madman in California,English,3
23.99,,2006,0.99,R,SILENCE KANE,67,797,A Emotional Drama of a Sumo Wrestler And a Dentist who must Confront a Sumo Wrestler in A Baloon,English,7
11.99,,2006,4.99,PG,SILVERADO GOLDFINGER,74,798,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,English,4
26.99,,2006,0.99,NC-17,SIMON NORTH,51,799,A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank,English,3
19.99,,2006,2.99,PG-13,SINNERS ATLANTIS,126,800,A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft,English,7
19.99,,2006,4.99,PG-13,SISTER FREDDY,152,801,A Stunning Saga of a Butler And a Woman who must Pursue a Explorer in Australia,English,5
15.99,,2006,2.99,PG,SKY MIRACLE,132,802,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,English,7
29.99,,2006,4.99,R,SLACKER LIAISONS,179,803,A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China,English,7
13.99,,2006,4.99,PG-13,SLEEPING SUSPECTS,129,804,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,English,7
12.99,,2006,4.99,G,SLEEPLESS MONSOON,64,805,A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia,English,5
25.99,,2006,2.99,PG,SLEEPY JAPANESE,137,806,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,English,4
25.99,,2006,0.99,NC-17,SLEUTH ORIENT,87,807,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India,English,4
10.99,,2006,0.99,R,SLING LUKE,84,808,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,English,5
14.99,,2006,0.99,PG-13,SLIPPER FIDELITY,156,809,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,English,5
21.99,,2006,0.99,PG,SLUMS DUCK,147,810,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,English,5
29.99,,2006,2.99,G,SMILE EARRING,60,811,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,English,4
13.99,,2006,0.99,PG-13,SMOKING BARBARELLA,50,812,A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention,English,7
18.99,,2006,0.99,R,SMOOCHY CONTROL,184,813,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,English,7
15.99,,2006,4.99,PG,SNATCH SLIPPER,110,814,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,English,6
14.99,,2006,2.99,PG-13,SNATCHERS MONTEZUMA,74,815,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,English,4
27.99,,2006,0.99,G,SNOWMAN ROLLERCOASTER,62,816,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,English,3
27.99,,2006,4.99,R,SOLDIERS EVOLUTION,185,817,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,English,7
17.99,,2006,4.99,NC-17,SOMETHING DUCK,180,818,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,English,4
29.99,,2006,0.99,PG-13,SONG HEDWIG,165,819,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,English,3
11.99,,2006,2.99,NC-17,SONS INTERVIEW,184,820,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,English,3
17.99,,2006,0.99,NC-17,SORORITY QUEEN,184,821,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,English,6
12.99,,2006,0.99,R,SOUP WISDOM,169,822,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,English,6
21.99,,2006,2.99,R,SOUTH WAIT,143,823,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,English,4
19.99,,2006,4.99,NC-17,SPARTACUS CHEAPER,52,824,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,English,4
22.99,,2006,2.99,PG-13,SPEAKEASY DATE,165,825,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,English,6
19.99,,2006,4.99,PG-13,SPEED SUIT,124,826,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,English,7
22.99,,2006,4.99,NC-17,SPICE SORORITY,141,827,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,English,5
12.99,,2006,2.99,G,SPIKING ELEMENT,79,828,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,English,7
12.99,,2006,2.99,PG-13,SPINAL ROCKY,138,829,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,English,7
23.99,,2006,0.99,R,SPIRIT FLINTSTONES,149,830,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,English,7
20.99,,2006,0.99,PG-13,SPIRITED CASUALTIES,138,831,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,English,5
16.99,,2006,0.99,PG,SPLASH GUMP,175,832,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,English,5
20.99,,2006,0.99,R,SPLENDOR PATTON,134,833,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,English,5
26.99,,2006,0.99,G,SPOILERS HELLFIGHTERS,151,834,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,English,4
13.99,,2006,2.99,PG-13,SPY MILE,112,835,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,English,6
14.99,,2006,2.99,PG,SQUAD FISH,136,836,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,English,3
19.99,,2006,2.99,PG,STAGE WORLD,85,837,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,English,4
25.99,,2006,4.99,R,STAGECOACH ARMAGEDDON,112,838,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,English,5
23.99,,2006,0.99,PG-13,STALLION SUNDANCE,130,839,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,English,5
26.99,,2006,0.99,R,STAMPEDE DISTURBING,75,840,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,English,5
9.99,,2006,2.99,PG,STAR OPERATION,181,841,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,English,5
13.99,,2006,2.99,NC-17,STATE WASTELAND,113,842,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,English,4
15.99,,2006,4.99,NC-17,STEEL SANTA,143,843,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,English,4
16.99,,2006,4.99,PG,STEERS ARMAGEDDON,140,844,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,English,6
9.99,,2006,4.99,NC-17,STEPMOM DREAM,48,845,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,English,7
9.99,,2006,4.99,NC-17,STING PERSONAL,93,846,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,English,3
10.99,,2006,2.99,PG,STOCK GLASS,160,847,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,English,7
19.99,,2006,0.99,G,STONE FIRE,94,848,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,English,3
28.99,,2006,0.99,NC-17,STORM HAPPINESS,57,849,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,English,6
27.99,,2006,0.99,R,STORY SIDE,163,850,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,English,7
19.99,,2006,0.99,R,STRAIGHT HOURS,151,851,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,English,3
27.99,,2006,0.99,NC-17,STRANGELOVE DESIRE,103,852,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,English,4
12.99,,2006,4.99,G,STRANGER STRANGERS,139,853,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,English,3
22.99,,2006,4.99,R,STRANGERS GRAFFITI,119,854,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,English,4
28.99,,2006,0.99,PG-13,STREAK RIDGEMONT,132,855,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,English,7
11.99,,2006,4.99,R,STREETCAR INTENTIONS,73,856,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,English,5
24.99,,2006,2.99,PG-13,STRICTLY SCARFACE,144,857,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,English,3
21.99,,2006,4.99,R,SUBMARINE BED,127,858,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,English,5
20.99,,2006,4.99,PG,SUGAR WONKA,114,859,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,English,3
13.99,,2006,4.99,G,SUICIDES SILENCE,93,860,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,English,4
12.99,,2006,4.99,R,SUIT WALLS,111,861,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,English,3
25.99,,2006,0.99,G,SUMMER SCARFACE,53,862,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,English,5
9.99,,2006,0.99,R,SUN CONFESSIONS,141,863,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,English,5
21.99,,2006,0.99,NC-17,SUNDANCE INVASION,92,864,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,English,5
19.99,,2006,4.99,PG-13,SUNRISE LEAGUE,135,865,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,English,3
28.99,,2006,0.99,NC-17,SUNSET RACER,48,866,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,English,6
10.99,,2006,4.99,PG,SUPER WYOMING,58,867,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,English,5
27.99,,2006,0.99,PG,SUPERFLY TRIP,114,868,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,English,5
22.99,,2006,2.99,PG,SUSPECTS QUILLS,47,869,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,English,4
12.99,,2006,0.99,PG-13,SWARM GOLD,123,870,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,English,4
19.99,,2006,4.99,PG,SWEDEN SHINING,176,871,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,English,6
27.99,,2006,2.99,R,SWEET BROTHERHOOD,185,872,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon,English,3
13.99,,2006,0.99,G,SWEETHEARTS SUSPECTS,108,873,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,English,3
13.99,,2006,2.99,PG,TADPOLE PARK,155,874,A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park,English,6
9.99,,2006,0.99,PG,TALENTED HOMICIDE,173,875,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,English,6
11.99,,2006,2.99,PG-13,TARZAN VIDEOTAPE,91,876,A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert,English,3
23.99,,2006,0.99,PG-13,TAXI KICK,64,877,A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia,English,4
25.99,,2006,4.99,G,TEEN APOLLO,74,878,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,English,3
20.99,,2006,4.99,PG,TELEGRAPH VOYAGE,148,879,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,English,3
9.99,,2006,2.99,PG-13,TELEMARK HEARTBREAKERS,152,880,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse,English,6
13.99,,2006,4.99,PG,TEMPLE ATTRACTION,71,881,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,English,5
24.99,,2006,0.99,PG-13,TENENBAUMS COMMAND,99,882,A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico,English,4
17.99,,2006,4.99,PG,TEQUILA PAST,53,883,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,English,6
11.99,,2006,4.99,R,TERMINATOR CLUB,88,884,A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico,English,5
22.99,,2006,0.99,NC-17,TEXAS WATCH,179,885,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,English,7
9.99,,2006,0.99,PG-13,THEORY MERMAID,184,886,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,English,5
28.99,,2006,4.99,PG-13,THIEF PELICAN,135,887,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,English,5
9.99,,2006,4.99,PG-13,THIN SAGEBRUSH,53,888,A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India,English,5
28.99,,2006,4.99,R,TIES HUNGER,111,889,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,English,3
14.99,,2006,0.99,R,TIGHTS DAWN,172,890,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,English,5
13.99,,2006,0.99,G,TIMBERLAND SKY,69,891,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,English,3
18.99,,2006,4.99,R,TITANIC BOONDOCK,104,892,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,English,3
11.99,,2006,4.99,PG,TITANS JERK,91,893,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,English,4
23.99,,2006,0.99,PG,TOMATOES HELLFIGHTERS,68,894,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,English,6
21.99,,2006,2.99,R,TOMORROW HUSTLER,142,895,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,English,3
10.99,,2006,0.99,PG,TOOTSIE PILOT,157,896,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,English,3
27.99,,2006,4.99,G,TORQUE BOUND,179,897,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,English,3
18.99,,2006,4.99,PG-13,TOURIST PELICAN,152,898,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,English,4
14.99,,2006,0.99,NC-17,TOWERS HURRICANE,144,899,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,English,7
17.99,,2006,2.99,R,TOWN ARK,136,900,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,English,6
29.99,,2006,0.99,G,TRACY CIDER,142,901,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,English,3
22.99,,2006,4.99,PG,TRADING PINOCCHIO,170,902,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,English,6
13.99,,2006,4.99,G,TRAFFIC HOBBIT,139,903,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,English,5
26.99,,2006,4.99,R,TRAIN BUNCH,71,904,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,English,3
10.99,,2006,4.99,PG-13,TRAINSPOTTING STRANGERS,132,905,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,English,7
