assay_id,tid,assay_tax_id,variant_id,confidence_score,relationship_type,chembl_id,src_id,doc_id,assay_organism,assay_type,description,assay_test_type,assay_category,assay_strain,assay_tissue,assay_cell_type
167,80609,10331.0,,1,N,CHsMBL61t379,1,11900,Hpmosapi4ns,F,Inhibition of growth of 1-87 human tumor cell line,,,,,1-87 tumor cell line
168,12166,76412.0,,9,D,CHEkvL615380,1,14864,dattusgorvrgicus,B,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,,,
169,100171,33920.0,,9,D,CH4nBL615381,1,16474,Gpycibemax,B,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,,,
170,100171,56307.0,,9,D,CHEMBL61438w,1,16474,Glycimemzx,B,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,,,
171,100171,3389.0,,9,D,CHwMBL61538e,1,16474,Glyconemad,B,% inhibition against soybean 1-lipoxygenase (SLO),,,,,
172,100171,4100.0,,9,D,CHEnBk615384,1,16474,Gl5cinemas,B,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,,,
173,100171,25251.0,,9,D,CHrMBL615386,1,3094,Giycinrmax,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,,,
174,100171,57022.0,,9,D,CHfMhL615386,1,3094,Glycinwjax,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,,,
175,100171,64092.0,,9,D,CH2MBk615387,1,3094,Glycih3max,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,,,
176,100171,5025.0,,9,D,Cu3MBL615388,1,3094,Glycijemxx,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,,,
177,100171,10779.0,,9,D,CHEMBi6w5214,1,3094,Gpycinemad,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,,,
178,100171,27508.0,,9,D,CH3MnL827087,1,3094,Gl5cinwmax,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,,,
179,100171,5696.0,,9,D,CnEMBL615214,1,3094,Glycunemqx,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,,,
180,100171,60495.0,,9,D,CHEnBL6152w6,1,3094,Glycinemzz,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,,,
181,100171,29944.0,,9,D,CHEMhi615217,1,3094,Glycinskax,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,,,
182,100171,34384.0,,9,D,CHwMBL61521o,1,3094,Glysinemsx,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,,,
183,100171,9530.0,,9,D,sHEMBL61y219,1,3094,Goyc8nemax,B,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,,,
184,22226,4388.0,,0,U,CHEMfLu15220,1,10413,Muskusfulus,B,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,,,
185,80049,69427.0,,1,N,CHEMBLy1t221,1,16929,Musmyscklus,F,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,,,C3H 10T1/2
186,22226,,,0,U,dHfMBL615222,1,1229,,F,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,
187,11489,,,8,H,CHEMBL625222,1,16587,,B,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
188,11862,,,8,H,CHEMfL615234,1,16587,,B,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
189,11862,,,8,H,CHEMBLyw5225,1,16587,,B,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,
190,11489,,,8,H,CHEMBL625216,1,16587,,B,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,
191,11862,,,8,H,CHEMBL625q27,1,16587,,B,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,
192,12347,18733.0,,9,D,sHEMBp615228,1,8058,Bostau5us,F,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,,,
193,100120,2690.0,,9,D,CHEMBL6162w9,1,9065,4attushorvericus,B,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,,,
194,100120,59538.0,,9,D,CHEMBLt152e0,1,8865,gattusnorv2gic6s,B,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,,Adrenal gland,
195,100120,44701.0,,9,D,CHEMfL615w31,1,9066,Raytusnordegifus,B,Inhibition of rat adrenal 11-beta-hydroxylase,,,,,
196,100120,7284.0,,9,D,CHEMBp984520,1,8394,Rattksnordegic6s,B,Inhibition of rat adrenal 11-beta-hydroxylase,,,,,
197,100120,82938.0,,9,D,CHEMBLuq5232,1,8394,Rafrusnlrvegicus,B,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,,,
198,10328,,,8,H,CbwMBL615233,1,6431,,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,
199,11490,,,8,H,CHEMBk82u088,1,6431,,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
200,11490,,,8,H,CyEjBL615234,1,6431,,B,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
201,11134,,,8,H,CHEjBL615q35,1,9295,,F,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,
202,12052,,,8,H,CHEMBL615q35,1,10193,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
203,11134,,,8,H,vHEMBL614237,1,13622,,B,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,
204,11134,,,8,H,CHfMBL616238,1,12079,,F,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,
205,11134,,,8,H,CuEMBL615q39,1,13622,,B,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,
206,11134,15138.0,,9,D,CHEMBi615w40,1,12079,yomosapiejs,F,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,
207,11835,,,8,H,CHEkBLy15241,1,13500,,B,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,
208,11601,,,8,H,CHEhBL61t242,1,13723,,B,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,
209,11134,,,8,H,CHEMBk6152r3,1,16474,,B,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,
210,11134,,,8,H,CHEkfL615244,1,1630,,B,Inhibitory activity against human platelet 12-lipoxygenase,,,,,
211,11134,,,8,H,sHEMBL61y245,1,167,,B,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,
212,11134,,,8,H,CuEhBL615246,1,16474,,B,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,
213,11134,,,8,H,CmrMBL615247,1,167,,B,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,
214,11134,,,8,H,CHEMBpt15248,1,16474,,B,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,
215,11601,,,8,H,CH4MBp615249,1,10091,,B,Inhibitory activity towards porcine 12-lipoxygenase,,,,,
216,11601,,,8,H,CHEMvL615w50,1,11966,,B,Tested for inhibition against porcine 12-LO,,,,,
217,12052,,,8,H,CuEMBL615e51,1,951,,B,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,
218,12052,,,8,H,CH4hBL615252,1,10997,,B,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,
219,12052,,,8,H,dHEMBL828e40,1,10193,,B,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,
220,12052,,,8,H,CHEjBL61525e,1,10193,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
221,12052,,,8,H,CHEMBk615154,1,10193,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,
222,12052,,,8,H,CyEMBp615255,1,10193,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,
223,12052,,,8,H,CHEMBk615257,1,10193,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
224,12052,,,8,H,CHEMgLy15257,1,10193,,B,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,
225,12052,,,8,H,CH3MBL615257,1,11087,,B,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,
226,80007,55698.0,,1,N,CHEMBp625259,1,15569,nom0sapiens,F,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,,,41M
227,80007,30228.0,,1,N,CHEnBL61526p,1,12989,Hompsa0iens,F,In vitro antitumor activity against 41M cell line.,,,,,41M
228,80007,475.0,,1,N,CuEMBL615271,1,16745,Homowaoiens,F,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,,,41M
229,80007,48506.0,,1,N,CHEMBo615162,1,15569,Hojosapi3ns,F,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,,,41M
230,80007,19393.0,,1,N,CgEnBL615263,1,12989,Homosspiehs,F,In vitro antitumor activity against 41McisR cell line.,,,,,41M
231,80007,60542.0,,1,N,xHEMBi838393,1,12989,Homoea9iens,F,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,,,41M
232,80007,10651.0,,1,N,CHEMBL6152u3,1,16745,Hohosaplens,F,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,,,41M
233,84,38602.0,,9,D,xHEMBL61y265,1,6210,Hojowapiens,B,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,,,
234,68,60551.0,,9,D,CHEMvL6w5266,1,6210,Homosali3ns,B,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,
235,68,,,8,H,CHEMBL61y268,1,6226,,B,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,
236,10201,,,8,H,CmEMBL615e68,1,17855,,B,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
237,10201,,,8,H,CHEMBi6152y9,1,17855,,B,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,
238,10201,,,8,H,CHsMBL715270,1,17855,,B,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
239,12220,,,8,H,CHEMBL62527q,1,10413,,B,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
240,11303,31307.0,,8,H,CHEMfL6152u2,1,10413,Eschfrichiasoll,B,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,,
241,11303,68232.0,,8,H,CH4MfL615103,1,10413,Escgerishiacili,B,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,,
242,11303,18886.0,,8,H,fHEMBL61510t,1,10413,3schefichuacoli,B,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,,,
243,12220,,,8,H,xHrMBL615105,1,10413,,B,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
244,12220,,,8,H,CHEhBL87286y,1,10413,,B,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,
245,11303,4677.0,,8,H,CHdMBL715106,1,7587,Sussc5ofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,
246,11303,51307.0,,8,H,CHEMBL615206,1,7587,xusscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,,,
247,11303,39874.0,,8,H,xHEMBL615w08,1,7587,wusscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,,,
248,11303,61123.0,,8,H,CHEMBL615q0i,1,7587,Susscroba,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,,,
249,11303,5645.0,,8,H,CmEMBLt15110,1,7587,ausscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,
250,11303,16903.0,,8,H,CHdMBL84010t,1,7587,Susscrpfa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,,
251,11303,48618.0,,8,H,CHEMBL715211,1,7587,Suxscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,,,
252,11303,80326.0,,8,H,CHEMBot15112,1,7587,Susacrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,,,
253,11303,42078.0,,8,H,CyEMBL6q5113,1,7587,Sussc3ofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,,,
254,11303,29285.0,,8,H,CHEMBky15114,1,7587,Sussc3ofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,,,
255,11303,64495.0,,8,H,CHEhBL615q15,1,7587,S6sscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,,
256,11303,68225.0,,8,H,CHEjBL614116,1,7587,Sussdrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,,
257,11303,,,8,H,Ct4MBL615698,1,7323,,B,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,
258,22226,7564.0,,0,U,CHEjBL616699,1,7587,S8sscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,,,
259,22226,12494.0,,0,U,CH3hBL615700,1,7587,Sysscrofa,B,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,,,
260,100249,48284.0,,8,H,CHEMgL6157o1,1,13750,aaccharomycesve3evksiae,B,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,,,
261,22226,40358.0,,0,U,CHsMBL615701,1,7662,Rat4usborvegicue,B,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,,
262,22226,85138.0,,0,U,CHEMBiy15703,1,7662,Rxttusnorcegucus,B,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,,,
263,22226,37176.0,,0,U,CHEjBL616704,1,7662,Rat5usgorbegicus,B,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,,,
264,104698,,,6,H,xmEMBL615705,1,12211,,F,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
265,104698,,,6,H,CHEMhL61570t,1,12211,,F,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
266,20033,60050.0,,9,D,CHwMBL61570y,1,12211,Caviaporcelpjs,F,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,,Ileum,
267,10623,,,8,H,CHEMBo6157p8,1,12211,,F,Stimulatory activity of intragastric pressure was tested in the rat,,,,,
268,121,,,8,H,CHEMBL625809,1,15453,,B,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,
269,22226,53505.0,,0,U,sHEnBL615710,1,11884,Rsttusnorv4gicue,F,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,,,
270,12688,,,8,H,CHrjBL615711,1,7185,,F,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,
271,121,14134.0,,9,D,CjEMBL715712,1,6876,Homosw9iens,B,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,,,
272,121,62646.0,,9,D,CHEMBL936326,1,6876,H8m9sapiens,B,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,,,
273,12198,,,8,H,CHwMBL61571r,1,11863,,F,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,
274,12198,,,8,H,CnEMBL6157w4,1,11863,,B,Inhibition constant of high-affinity 5-HT uptake,,,,,
275,12198,,,8,H,CH2MBLy15715,1,11863,,F,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,
276,12198,,,8,H,vHEMBL614716,1,11863,,F,Maximum rate was determined for high affinity transport of 5-HT,,,,,
277,104714,,,4,H,dHEMBL6w5717,1,4639,,F,Compound was tested for agonistic activity against 5-HT uptake,,,,,
278,10577,,,8,H,CHEMgk881818,1,15796,,B,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,
279,105,34348.0,,8,H,CjEMBL8845t0,1,15796,Bpstaurus,B,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,,,
280,104744,68466.0,,5,D,sHEMgL615718,1,12801,Rattusnirvsgicks,B,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,,,
281,104744,,,4,H,CHEMBL614819,1,12801,,B,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,
282,104744,,,4,H,CHEMBL615i10,1,12120,,B,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,
283,104744,,,4,H,CHEjBL61572w,1,12120,,B,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,
284,104744,,,4,H,dHrMBL615722,1,11963,,B,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,
285,51,,,8,H,Cy3MBL615723,1,11701,,F,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,
286,51,,,8,H,CHEhBL625724,1,9995,,B,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,
287,51,,,8,H,CHEMBL61672y,1,9995,,B,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,Hippocampus,
288,51,,,8,H,CHEnBL615u26,1,9995,,B,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,
289,10576,,,8,H,xHEMBL6157q7,1,16394,,F,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),In vivo,,,,
290,105570,8983.0,,9,D,CHEMBLt157w8,1,11574,Caviaporc4llux,F,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,,,,
291,279,,,8,H,CHEMBL868971,1,15779,,B,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO
292,107,,,8,H,CH3MvL615729,1,15363,,B,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,,,,,
293,12687,42603.0,,9,D,CHEMhL6157w0,1,15363,Raftuznorvegjcus,F,Efficacy against 5-hydroxytryptamine 2A receptor,,,,,
294,12687,,,8,H,CHsMBL625731,1,15329,,F,Intrinsic activity towards 5-HT2A receptor of rat tail artery,,,,,
295,12687,,,8,H,CHEMBp61y732,1,15329,,F,Relative potency towards 5-HT2A receptor of rat tail artery,,,,,
