assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,assay_strain,assay_cell_type,tid,bao_format
158,,,,1,,,CHEMBL857899,,Intermediate,F,,1,,N,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,50264,BAO_0000218
159,,,,1,,,CHEMBL615371,,Intermediate,F,,1,,N,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,50527,BAO_0000218
160,468.0,,,1,,,CHEMBL615372,,Expert,F,,1,,N,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,HEL,50527,BAO_0000218
161,,,,1,,,CHEMBL615373,,Intermediate,F,,1,,N,Antiviral activity against 07/1 strain of VZV; ND: No data,,,50527,BAO_0000218
162,,,,1,,,CHEMBL615374,,Intermediate,F,,1,,N,Antiviral activity against 07/1 strain of VZV; ND=No data,,,50527,BAO_0000218
163,,,,1,,,CHEMBL615375,,Intermediate,F,,1,,N,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,50145,BAO_0000218
164,,,,0,,,CHEMBL615376,,Autocuration,B,,1,,U,Ratio of Ki at A2 to Ki at A1 receptors,,,22226,BAO_0000019
165,,,,8,,,CHEMBL615377,,Expert,B,,1,,H,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,11143,BAO_0000249
166,,,,8,,,CHEMBL615378,,Expert,B,,1,,H,"Inhibition of 1,3-beta-glucan synthase",,,18077,BAO_0000357
167,832.0,,,1,,,CHEMBL615379,,Intermediate,F,,1,,N,Inhibition of growth of 1-87 human tumor cell line,,1-87 tumor cell line,80609,BAO_0000219
168,,,,9,,,CHEMBL615380,,Expert,B,,1,,D,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,12166,BAO_0000219
169,,,,9,,,CHEMBL615381,,Autocuration,B,,1,,D,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,100171,BAO_0000357
170,,,,9,,,CHEMBL615382,,Autocuration,B,,1,,D,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,100171,BAO_0000357
171,,,,9,,,CHEMBL615383,,Autocuration,B,,1,,D,% inhibition against soybean 1-lipoxygenase (SLO),,,100171,BAO_0000357
172,,,,9,,,CHEMBL615384,,Autocuration,B,,1,,D,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,100171,BAO_0000357
173,,,,9,,,CHEMBL615385,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,100171,BAO_0000357
174,,,,9,,,CHEMBL615386,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,100171,BAO_0000357
175,,,,9,,,CHEMBL615387,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,100171,BAO_0000357
176,,,,9,,,CHEMBL615388,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,100171,BAO_0000357
177,,,,9,,,CHEMBL615214,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,100171,BAO_0000357
178,,,,9,,,CHEMBL827087,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,100171,BAO_0000357
179,,,,9,,,CHEMBL615215,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,100171,BAO_0000357
180,,,,9,,,CHEMBL615216,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,100171,BAO_0000357
181,,,,9,,,CHEMBL615217,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,100171,BAO_0000357
182,,,,9,,,CHEMBL615218,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,100171,BAO_0000357
183,,,,9,,,CHEMBL615219,,Autocuration,B,,1,,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,100171,BAO_0000357
184,,,,0,,,CHEMBL615220,,Autocuration,B,,1,,U,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,22226,BAO_0000019
185,294.0,,,1,,,CHEMBL615221,,Intermediate,F,,1,,N,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,C3H 10T1/2,80049,BAO_0000219
186,,,,0,,,CHEMBL615222,,Intermediate,F,,1,,U,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,22226,BAO_0000019
187,,,,8,,,CHEMBL615223,,Autocuration,B,,1,,H,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,11489,BAO_0000357
188,,,,8,,,CHEMBL615224,,Autocuration,B,,1,,H,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,11862,BAO_0000357
189,,,,8,,,CHEMBL615225,,Autocuration,B,,1,,H,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,11862,BAO_0000357
190,,,,8,,,CHEMBL615226,,Autocuration,B,,1,,H,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,11489,BAO_0000357
191,,,,8,,,CHEMBL615227,,Autocuration,B,,1,,H,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,11862,BAO_0000357
192,,,,9,,,CHEMBL615228,,Expert,F,,1,,D,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,12347,BAO_0000019
193,,,,9,,,CHEMBL615229,,Expert,B,,1,,D,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,100120,BAO_0000357
194,,,2369.0,9,Adrenal gland,,CHEMBL615230,,Expert,B,,1,,D,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,100120,BAO_0000357
195,,,,9,,,CHEMBL615231,,Expert,B,,1,,D,Inhibition of rat adrenal 11-beta-hydroxylase,,,100120,BAO_0000357
196,,,,9,,,CHEMBL884520,,Expert,B,,1,,D,Inhibition of rat adrenal 11-beta-hydroxylase,,,100120,BAO_0000357
197,,,,9,,,CHEMBL615232,,Expert,B,,1,,D,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,100120,BAO_0000357
198,,,,8,,,CHEMBL615233,,Autocuration,B,,1,,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,10328,BAO_0000019
199,,,,8,,,CHEMBL827088,,Autocuration,B,,1,,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,11490,BAO_0000357
200,,,,8,,,CHEMBL615234,,Autocuration,B,,1,,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,11490,BAO_0000357
201,,,,8,,,CHEMBL615235,,Autocuration,F,,1,,H,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,11134,BAO_0000019
202,,,,8,,,CHEMBL615236,,Autocuration,B,,1,,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,12052,BAO_0000019
203,,,,8,,,CHEMBL615237,,Autocuration,B,,1,,H,Compound was tested in vitro for inhibition of 12-LO human platelet,,,11134,BAO_0000019
204,,,,8,,,CHEMBL615238,,Autocuration,F,,1,,H,Inhibitory concentration against human platelet 12-lipoxygenase,,,11134,BAO_0000019
205,,,,8,,,CHEMBL615239,,Autocuration,B,,1,,H,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,11134,BAO_0000019
206,,,,9,,,CHEMBL615240,,Autocuration,F,,1,,D,Inhibitory concentration against human platelet 12-lipoxygenase,,,11134,BAO_0000019
207,,,,8,,,CHEMBL615241,,Expert,B,,1,,H,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,11835,BAO_0000019
208,,,,8,,,CHEMBL615242,,Expert,B,,1,,H,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,11601,BAO_0000357
209,,,,8,,,CHEMBL615243,,Autocuration,B,,1,,H,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,11134,BAO_0000019
210,,,,8,,,CHEMBL615244,,Autocuration,B,,1,,H,Inhibitory activity against human platelet 12-lipoxygenase,,,11134,BAO_0000019
211,,,,8,,,CHEMBL615245,,Autocuration,B,,1,,H,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,11134,BAO_0000019
212,,,,8,,,CHEMBL615246,,Autocuration,B,,1,,H,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,11134,BAO_0000019
213,,,,8,,,CHEMBL615247,,Autocuration,B,,1,,H,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,11134,BAO_0000019
214,,,,8,,,CHEMBL615248,,Autocuration,B,,1,,H,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,11134,BAO_0000019
215,,,,8,,,CHEMBL615249,,Autocuration,B,,1,,H,Inhibitory activity towards porcine 12-lipoxygenase,,,11601,BAO_0000357
216,,,,8,,,CHEMBL615250,,Autocuration,B,,1,,H,Tested for inhibition against porcine 12-LO,,,11601,BAO_0000357
217,,,,8,,,CHEMBL615251,,Autocuration,B,,1,,H,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,12052,BAO_0000019
218,,,,8,,,CHEMBL615252,,Autocuration,B,,1,,H,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,12052,BAO_0000019
219,,,,8,,,CHEMBL828340,,Expert,B,,1,,H,In vitro inhibition of rat platelet 12-lipoxygenase,,,12052,BAO_0000019
220,,,,8,,,CHEMBL615253,,Autocuration,B,,1,,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,12052,BAO_0000019
221,,,,8,,,CHEMBL615254,,Autocuration,B,,1,,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,12052,BAO_0000019
222,,,,8,,,CHEMBL615255,,Autocuration,B,,1,,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,12052,BAO_0000019
223,,,,8,,,CHEMBL615256,,Autocuration,B,,1,,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,12052,BAO_0000019
224,,,,8,,,CHEMBL615257,,Autocuration,B,,1,,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,12052,BAO_0000019
225,,,,8,,,CHEMBL615258,,Autocuration,B,,1,,H,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,12052,BAO_0000019
226,621.0,,,1,,,CHEMBL615259,,Intermediate,F,,1,,N,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,41M,80007,BAO_0000219
227,621.0,,,1,,,CHEMBL615260,,Expert,F,,1,,N,In vitro antitumor activity against 41M cell line.,,41M,80007,BAO_0000219
228,621.0,,,1,,,CHEMBL615261,,Intermediate,F,,1,,N,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,41M,80007,BAO_0000219
229,621.0,,,1,,,CHEMBL615262,,Intermediate,F,,1,,N,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,41M,80007,BAO_0000219
230,621.0,,,1,,,CHEMBL615263,,Expert,F,,1,,N,In vitro antitumor activity against 41McisR cell line.,,41M,80007,BAO_0000219
231,621.0,,,1,,,CHEMBL838393,,Expert,F,,1,,N,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,41M,80007,BAO_0000219
232,621.0,,,1,,,CHEMBL615264,,Intermediate,F,,1,,N,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,41M,80007,BAO_0000219
233,,,,9,,,CHEMBL615265,,Expert,B,,1,,D,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,84,BAO_0000357
234,,,,9,,,CHEMBL615266,,Expert,B,,1,,D,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,68,BAO_0000357
235,,,,8,,,CHEMBL615267,,Expert,B,,1,,H,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,68,BAO_0000357
236,,,,8,,,CHEMBL615268,,Expert,B,,1,,H,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,10201,BAO_0000357
237,,,,8,,,CHEMBL615269,,Expert,B,,1,,H,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,10201,BAO_0000357
238,,,,8,,,CHEMBL615270,,Expert,B,,1,,H,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,10201,BAO_0000357
239,,,,8,,,CHEMBL615271,,Autocuration,B,,1,,H,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,12220,BAO_0000357
240,,,,8,,,CHEMBL615272,,Autocuration,B,,1,,H,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,11303,BAO_0000357
241,,,,8,,,CHEMBL615103,,Autocuration,B,,1,,H,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,11303,BAO_0000357
242,,,,8,,,CHEMBL615104,,Autocuration,B,,1,,H,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,11303,BAO_0000357
243,,,,8,,,CHEMBL615105,,Autocuration,B,,1,,H,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,12220,BAO_0000357
244,,,,8,,,CHEMBL872866,,Autocuration,B,,1,,H,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,12220,BAO_0000357
245,,,,8,,,CHEMBL615106,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,11303,BAO_0000357
246,,,,8,,,CHEMBL615107,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,11303,BAO_0000019
247,,,,8,,,CHEMBL615108,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,11303,BAO_0000357
248,,,,8,,,CHEMBL615109,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,11303,BAO_0000357
249,,,,8,,,CHEMBL615110,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,11303,BAO_0000357
250,,,,8,,,CHEMBL840105,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,11303,BAO_0000019
251,,,,8,,,CHEMBL615111,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,11303,BAO_0000019
252,,,,8,,,CHEMBL615112,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,11303,BAO_0000019
253,,,,8,,,CHEMBL615113,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,11303,BAO_0000019
254,,,,8,,,CHEMBL615114,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,11303,BAO_0000019
255,,,,8,,,CHEMBL615115,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,11303,BAO_0000357
256,,,,8,,,CHEMBL615116,,Autocuration,B,,1,,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,11303,BAO_0000019
257,,,,8,,,CHEMBL615698,,Autocuration,B,,1,,H,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,11303,BAO_0000357
258,,,,0,,,CHEMBL615699,,Autocuration,B,,1,,U,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,22226,BAO_0000019
259,,,,0,,,CHEMBL615700,,Autocuration,B,,1,,U,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,22226,BAO_0000019
260,,,,8,,,CHEMBL615701,,Expert,B,,1,,H,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,100249,BAO_0000357
261,,,,0,,,CHEMBL615702,,Autocuration,B,,1,,U,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,22226,BAO_0000019
262,,,,0,,,CHEMBL615703,,Autocuration,B,,1,,U,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,22226,BAO_0000019
263,,,,0,,,CHEMBL615704,,Autocuration,B,,1,,U,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,22226,BAO_0000019
264,,,,6,,,CHEMBL615705,,Autocuration,F,,1,,H,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,104698,BAO_0000019
265,,,,6,,,CHEMBL615706,,Autocuration,F,,1,,H,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,104698,BAO_0000019
266,,,2116.0,9,Ileum,,CHEMBL615707,,Intermediate,F,,1,,D,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,20033,BAO_0000221
267,,,,8,,,CHEMBL615708,,Expert,F,,1,,H,Stimulatory activity of intragastric pressure was tested in the rat,,,10623,BAO_0000019
268,,,,8,,,CHEMBL615709,,Autocuration,B,,1,,H,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,121,BAO_0000357
269,,,,0,,,CHEMBL615710,,Autocuration,F,,1,,U,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,22226,BAO_0000218
270,,,,8,,,CHEMBL615711,,Autocuration,F,,1,,H,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,12688,BAO_0000019
271,,,,9,,,CHEMBL615712,,Expert,B,,1,,D,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,121,BAO_0000357
272,,,,9,,,CHEMBL836325,,Expert,B,,1,,D,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,121,BAO_0000357
273,,,,8,,,CHEMBL615713,,Autocuration,F,,1,,H,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,12198,BAO_0000019
274,,,,8,,,CHEMBL615714,,Autocuration,B,,1,,H,Inhibition constant of high-affinity 5-HT uptake,,,12198,BAO_0000357
275,,,,8,,,CHEMBL615715,,Autocuration,F,,1,,H,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,12198,BAO_0000019
276,,,,8,,,CHEMBL615716,,Autocuration,F,,1,,H,Maximum rate was determined for high affinity transport of 5-HT,,,12198,BAO_0000019
277,,,,4,,,CHEMBL615717,,Autocuration,F,,1,,H,Compound was tested for agonistic activity against 5-HT uptake,,,104714,BAO_0000019
278,,,,8,,,CHEMBL881818,,Expert,B,,1,,H,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,10577,BAO_0000019
