assays_assay_id,assays_curated_by,assays_assay_test_type,assays_assay_strain,assays_assay_type,assays_relationship_type,assays_tid,assays_confidence_score,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
7818,Autocuration,,,A,U,22224,0,1,,CHEMBL621349,,BAO_0000019,178.0,
7819,Autocuration,,,A,U,22224,0,1,,CHEMBL621350,,BAO_0000019,178.0,
7820,Autocuration,,,A,U,22224,0,1,,CHEMBL875839,,BAO_0000019,178.0,
7821,Autocuration,,,A,U,22224,0,1,,CHEMBL620211,,BAO_0000019,178.0,
7822,Autocuration,,,A,U,22224,0,1,,CHEMBL620212,,BAO_0000019,178.0,
7823,Autocuration,,,A,U,22224,0,1,,CHEMBL620213,,BAO_0000019,178.0,
7824,Intermediate,,,A,N,50797,1,1,,CHEMBL620214,,BAO_0000218,1969.0,
7825,Intermediate,,,A,N,50797,1,1,,CHEMBL620215,,BAO_0000218,1969.0,
7826,Intermediate,,,A,N,50797,1,1,,CHEMBL620216,,BAO_0000218,1969.0,
7827,Intermediate,,,A,N,50588,1,1,,CHEMBL620888,,BAO_0000218,1969.0,
7828,Intermediate,,,A,N,50588,1,1,,CHEMBL620889,,BAO_0000218,1969.0,
7829,Autocuration,,,A,U,22224,0,1,,CHEMBL620890,,BAO_0000019,1969.0,
7830,Intermediate,,,A,N,50597,1,1,,CHEMBL620891,,BAO_0000218,1969.0,
7831,Autocuration,,,A,U,22224,0,1,,CHEMBL620892,,BAO_0000019,,
7832,Intermediate,,,A,N,50594,1,1,,CHEMBL621079,,BAO_0000218,,
7833,Intermediate,,,A,N,50594,1,1,,CHEMBL621080,,BAO_0000218,,
7834,Intermediate,,,A,N,50588,1,1,,CHEMBL621081,,BAO_0000218,,
7835,Intermediate,,,A,N,100712,1,1,,CHEMBL621082,,BAO_0000218,,
7836,Intermediate,,,A,N,50597,1,1,,CHEMBL621083,,BAO_0000218,,
7837,Intermediate,,,A,N,50588,1,1,,CHEMBL621084,,BAO_0000218,,
7838,Intermediate,,,A,N,50588,1,1,,CHEMBL621085,,BAO_0000218,,
7839,Intermediate,,,A,N,50588,1,1,,CHEMBL621086,,BAO_0000218,,
7840,Intermediate,,,A,N,50588,1,1,,CHEMBL621087,,BAO_0000218,,
7841,Intermediate,,,A,N,50588,1,1,,CHEMBL622607,,BAO_0000218,,
7842,Intermediate,,,A,N,50588,1,1,,CHEMBL622608,,BAO_0000218,,
7843,Autocuration,,,A,U,22224,0,1,,CHEMBL624481,,BAO_0000019,,
7844,Autocuration,,,A,U,22224,0,1,,CHEMBL624482,,BAO_0000019,,
7845,Autocuration,,,A,U,22224,0,1,,CHEMBL624483,,BAO_0000019,,
7846,Autocuration,,,A,U,22224,0,1,,CHEMBL624484,,BAO_0000019,,
7847,Autocuration,,,A,U,22224,0,1,,CHEMBL624485,,BAO_0000019,,
7848,Intermediate,,,A,N,50597,1,1,,CHEMBL624486,,BAO_0000218,,
7849,Autocuration,,,A,U,22224,0,1,,CHEMBL624487,,BAO_0000019,,
7850,Autocuration,,,A,U,22224,0,1,,CHEMBL624488,,BAO_0000019,,
7851,Intermediate,,,A,N,50597,1,1,,CHEMBL624489,,BAO_0000218,,
7852,Intermediate,,,A,N,50597,1,1,,CHEMBL625184,,BAO_0000218,,
7853,Autocuration,,,A,U,22224,0,1,,CHEMBL625185,,BAO_0000019,,
7854,Autocuration,,,A,U,22224,0,1,,CHEMBL875954,,BAO_0000019,,
7855,Autocuration,,,A,U,22224,0,1,,CHEMBL625186,,BAO_0000019,,
7856,Autocuration,,,A,U,22224,0,1,,CHEMBL625187,,BAO_0000019,,
7857,Autocuration,,,A,U,22224,0,1,,CHEMBL625188,,BAO_0000019,,
7858,Intermediate,,,A,N,50588,1,1,,CHEMBL625189,,BAO_0000218,,
7859,Intermediate,,,A,N,50588,1,1,,CHEMBL625190,,BAO_0000218,,
7860,Intermediate,,,A,N,50597,1,1,,CHEMBL621733,,BAO_0000218,,
7861,Intermediate,,,A,N,50597,1,1,,CHEMBL621734,,BAO_0000218,,
7862,Intermediate,,,A,N,50597,1,1,,CHEMBL621735,,BAO_0000218,,
7863,Intermediate,,,A,N,50597,1,1,,CHEMBL621736,,BAO_0000218,1969.0,
7864,Intermediate,,,A,N,50597,1,1,,CHEMBL621737,,BAO_0000218,1969.0,
7865,Intermediate,,,A,N,50597,1,1,,CHEMBL621738,,BAO_0000218,,
7866,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622806,,BAO_0000218,,
7867,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623519,,BAO_0000218,,
7868,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623520,,BAO_0000218,,
7869,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623521,,BAO_0000218,,
7870,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623522,,BAO_0000218,,
7871,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623523,,BAO_0000218,,
7872,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623690,,BAO_0000218,,
7873,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623691,,BAO_0000218,,
7874,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623692,,BAO_0000218,,
7875,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623693,,BAO_0000218,,
7876,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623694,,BAO_0000218,,
7877,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623695,,BAO_0000218,,
7878,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623696,,BAO_0000218,,
7879,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623697,,BAO_0000218,,
7880,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL623698,,BAO_0000218,1969.0,
7881,Intermediate,In vivo,,A,U,22224,0,1,,CHEMBL623699,,BAO_0000218,1969.0,
7882,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623700,,BAO_0000218,,
7883,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623701,,BAO_0000218,,
7884,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623702,,BAO_0000218,1969.0,
7885,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623703,,BAO_0000218,,
7886,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623704,,BAO_0000218,,
7887,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623705,,BAO_0000218,,
7888,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623706,,BAO_0000218,,
7889,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623707,,BAO_0000218,,
7890,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623708,,BAO_0000218,,
7891,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623709,,BAO_0000218,,
7892,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623710,,BAO_0000218,,
7893,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623711,,BAO_0000218,,
7894,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623712,,BAO_0000218,,
7895,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623713,,BAO_0000218,,
7896,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623714,,BAO_0000218,,
7897,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623715,,BAO_0000218,,
7898,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623716,,BAO_0000218,,
7899,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622980,,BAO_0000218,,
7900,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622981,,BAO_0000218,,
7901,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622982,,BAO_0000218,,
7902,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622983,,BAO_0000218,,
7903,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622984,,BAO_0000218,,
7904,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622985,,BAO_0000218,,
7905,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623631,,BAO_0000218,1969.0,
7906,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623632,,BAO_0000218,,
7907,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623633,,BAO_0000218,1969.0,
7908,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623634,,BAO_0000218,1969.0,
7909,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623635,,BAO_0000218,,
7910,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621195,,BAO_0000218,,
7911,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621196,,BAO_0000218,,
7912,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL875287,,BAO_0000218,,
7913,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621197,,BAO_0000218,,
7914,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621198,,BAO_0000218,1969.0,
7915,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621199,,BAO_0000218,1969.0,
7916,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621200,,BAO_0000218,,
7917,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621201,,BAO_0000218,,
7918,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621202,,BAO_0000218,,
7919,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621203,,BAO_0000218,,
7920,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621204,,BAO_0000218,,
7921,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621205,,BAO_0000218,948.0,
7922,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621206,,BAO_0000218,948.0,
7923,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621207,,BAO_0000218,948.0,
7924,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621208,,BAO_0000218,948.0,
7925,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621209,,BAO_0000218,948.0,
7926,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL876484,,BAO_0000218,948.0,
7927,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621210,,BAO_0000218,948.0,
7928,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621211,,BAO_0000218,948.0,
7929,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621212,,BAO_0000218,948.0,
7930,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621213,,BAO_0000218,948.0,
7931,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621214,,BAO_0000218,948.0,
7932,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621215,,BAO_0000218,948.0,
7933,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621216,,BAO_0000218,948.0,
7934,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621217,,BAO_0000218,948.0,
7935,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621218,,BAO_0000218,948.0,
7936,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621219,,BAO_0000218,948.0,
7937,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621220,,BAO_0000218,948.0,
7938,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621221,,BAO_0000218,948.0,
7939,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621222,,BAO_0000218,948.0,
7940,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621223,,BAO_0000218,948.0,
7941,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL876485,,BAO_0000218,948.0,
7942,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621224,,BAO_0000218,948.0,
7943,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621225,,BAO_0000218,948.0,
7944,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621226,,BAO_0000218,948.0,
7945,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621227,,BAO_0000218,2113.0,
7946,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621228,,BAO_0000218,2113.0,
7947,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621229,,BAO_0000218,2113.0,
7948,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621230,,BAO_0000218,2113.0,
7949,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621231,,BAO_0000218,2113.0,
7950,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621232,,BAO_0000218,2113.0,
7951,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621233,,BAO_0000218,2113.0,
7952,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621234,,BAO_0000218,2113.0,
7953,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621235,,BAO_0000218,2113.0,
7954,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621236,,BAO_0000218,2113.0,
7955,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621237,,BAO_0000218,2113.0,
7956,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL876486,,BAO_0000218,2113.0,
7957,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622436,,BAO_0000218,160.0,
7958,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622437,,BAO_0000218,160.0,
7959,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622438,,BAO_0000218,160.0,
7960,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622439,,BAO_0000218,2107.0,
7961,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622440,,BAO_0000218,2107.0,
7962,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622441,,BAO_0000218,2107.0,
7963,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622442,,BAO_0000218,2107.0,
7964,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622443,,BAO_0000218,2107.0,
7965,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622444,,BAO_0000218,2107.0,
7966,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622445,,BAO_0000218,2107.0,
7967,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622446,,BAO_0000218,2107.0,
7968,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622447,,BAO_0000218,2107.0,
7969,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622448,,BAO_0000218,2107.0,
7970,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622449,,BAO_0000218,2107.0,
7971,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622450,,BAO_0000218,2107.0,
7972,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622451,,BAO_0000218,2107.0,
7973,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622452,,BAO_0000218,2107.0,
7974,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622453,,BAO_0000218,2107.0,
7975,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622454,,BAO_0000218,2107.0,
7976,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622455,,BAO_0000218,2107.0,
7977,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL876024,,BAO_0000218,2107.0,
7978,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622456,,BAO_0000218,,
7979,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622457,,BAO_0000218,,
7980,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622458,,BAO_0000218,,
7981,Intermediate,,,A,N,50597,1,1,,CHEMBL622459,,BAO_0000218,,
7982,Intermediate,,,A,N,50597,1,1,,CHEMBL873343,,BAO_0000218,,
7983,Intermediate,,,A,N,50597,1,1,,CHEMBL622460,,BAO_0000218,,
7984,Intermediate,,,A,N,50597,1,1,,CHEMBL622461,,BAO_0000218,1969.0,
7985,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622462,,BAO_0000218,1969.0,
7986,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622463,,BAO_0000218,,
7987,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622464,,BAO_0000218,,
7988,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622465,,BAO_0000218,,
7989,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622466,,BAO_0000218,,
7990,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622467,,BAO_0000218,,
7991,Intermediate,,,A,N,50597,1,1,,CHEMBL622468,,BAO_0000218,1969.0,
7992,Intermediate,,,A,N,50597,1,1,,CHEMBL876025,,BAO_0000218,1969.0,
7993,Intermediate,,,A,N,50597,1,1,,CHEMBL622469,,BAO_0000218,1969.0,
7994,Intermediate,,,A,N,50597,1,1,,CHEMBL622470,,BAO_0000218,1969.0,
7995,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622471,,BAO_0000218,,
7996,Intermediate,,,A,N,50597,1,1,,CHEMBL622472,,BAO_0000218,1969.0,
7997,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622473,,BAO_0000218,1969.0,
7998,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624282,,BAO_0000218,1969.0,
7999,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624283,,BAO_0000218,1969.0,
8000,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624284,,BAO_0000218,1969.0,
8001,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624285,,BAO_0000218,1969.0,
8002,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624286,,BAO_0000218,,
8003,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624287,,BAO_0000218,,
8004,Intermediate,,,A,N,50597,1,1,,CHEMBL624288,,BAO_0000218,,
8005,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL624289,,BAO_0000218,1969.0,
8006,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL873344,,BAO_0000218,1969.0,
8007,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL619623,,BAO_0000218,,
8008,Expert,In vivo,,A,N,50597,1,1,,CHEMBL621399,,BAO_0000218,,
8009,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621400,,BAO_0000218,,
8010,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621401,,BAO_0000218,,
8011,Intermediate,,,A,N,50597,1,1,,CHEMBL621402,,BAO_0000218,,
8012,Intermediate,,,A,N,50597,1,1,,CHEMBL621403,,BAO_0000218,,
8013,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621121,,BAO_0000218,,
8014,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL872525,,BAO_0000218,,
8015,Intermediate,,,A,N,50597,1,1,,CHEMBL621122,,BAO_0000218,,
8016,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621123,,BAO_0000218,,
8017,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621124,,BAO_0000218,,
8018,Intermediate,,,A,N,50597,1,1,,CHEMBL621125,,BAO_0000218,,
8019,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621126,,BAO_0000218,,
8020,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621127,,BAO_0000218,,
8021,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621128,,BAO_0000218,,
8022,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618263,,BAO_0000218,,
8023,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618264,,BAO_0000218,,
8024,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618265,,BAO_0000218,,
8025,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618266,,BAO_0000218,1969.0,
8026,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618267,,BAO_0000218,,
8027,Intermediate,,,A,N,50597,1,1,,CHEMBL618450,,BAO_0000218,1088.0,
8028,Intermediate,,,A,N,50597,1,1,,CHEMBL618451,,BAO_0000218,1088.0,
8029,Intermediate,,,A,N,50597,1,1,,CHEMBL618452,,BAO_0000218,,
8030,Intermediate,,,A,N,50597,1,1,,CHEMBL618453,,BAO_0000218,1088.0,
8031,Intermediate,,,A,N,50597,1,1,,CHEMBL618454,,BAO_0000218,1088.0,
8032,Intermediate,,,A,N,50597,1,1,,CHEMBL618455,,BAO_0000218,1088.0,
8033,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618456,,BAO_0000218,,
8034,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618457,,BAO_0000218,,
8035,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL618458,,BAO_0000218,,
8036,Intermediate,,,A,N,50597,1,1,,CHEMBL618459,,BAO_0000218,,
8037,Intermediate,,,A,N,50597,1,1,,CHEMBL876733,,BAO_0000218,,
8038,Intermediate,,,A,N,50588,1,1,,CHEMBL618460,,BAO_0000218,,
8039,Intermediate,,,A,N,50597,1,1,,CHEMBL618461,,BAO_0000218,,
8040,Autocuration,,,A,U,22224,0,1,,CHEMBL618462,,BAO_0000019,,
8041,Intermediate,,,A,N,50597,1,1,,CHEMBL618463,,BAO_0000218,,
8042,Intermediate,,,A,N,50597,1,1,,CHEMBL618464,,BAO_0000218,,
8043,Intermediate,,,A,N,50597,1,1,,CHEMBL618465,,BAO_0000218,,
8044,Intermediate,,,A,N,50597,1,1,,CHEMBL618466,,BAO_0000218,,
8045,Intermediate,,,A,N,50597,1,1,,CHEMBL618467,,BAO_0000218,,
8046,Intermediate,,,A,N,50597,1,1,,CHEMBL618468,,BAO_0000218,,
8047,Intermediate,,,A,N,50588,1,1,,CHEMBL618469,,BAO_0000218,1969.0,
8048,Intermediate,,,A,N,50588,1,1,,CHEMBL618470,,BAO_0000218,1969.0,
8049,Autocuration,,,A,U,22224,0,1,,CHEMBL618471,,BAO_0000218,,
8050,Intermediate,,,A,N,50594,1,1,,CHEMBL618472,,BAO_0000218,,
8051,Autocuration,,,A,U,22224,0,1,,CHEMBL618473,,BAO_0000218,,
8052,Intermediate,,,A,N,50506,1,1,,CHEMBL621699,,BAO_0000218,,
8053,Intermediate,,,A,N,50597,1,1,,CHEMBL621700,,BAO_0000218,,
8054,Intermediate,,,A,N,50597,1,1,,CHEMBL621701,,BAO_0000218,,
8055,Intermediate,,,A,N,50506,1,1,,CHEMBL621702,,BAO_0000218,,
8056,Intermediate,,,A,N,50588,1,1,,CHEMBL621703,,BAO_0000218,,
8057,Intermediate,,,A,N,50588,1,1,,CHEMBL621704,,BAO_0000218,,
8058,Intermediate,,,A,N,50597,1,1,,CHEMBL624259,,BAO_0000218,,
8059,Intermediate,,,A,N,50597,1,1,,CHEMBL624260,,BAO_0000218,,
8060,Intermediate,,,A,N,50597,1,1,,CHEMBL624430,,BAO_0000218,,
8061,Intermediate,,,A,N,50597,1,1,,CHEMBL624431,,BAO_0000218,,
8062,Intermediate,,,A,N,50597,1,1,,CHEMBL624432,,BAO_0000218,,
8063,Intermediate,,,A,N,50597,1,1,,CHEMBL624433,,BAO_0000218,,
8064,Intermediate,,,A,N,50597,1,1,,CHEMBL624434,,BAO_0000218,,
8065,Intermediate,,,A,N,50597,1,1,,CHEMBL624435,,BAO_0000218,,
8066,Intermediate,,,A,N,50594,1,1,,CHEMBL618570,,BAO_0000218,,
8067,Intermediate,,,A,N,50594,1,1,,CHEMBL618571,,BAO_0000218,,
8068,Intermediate,,,A,N,50594,1,1,,CHEMBL618572,,BAO_0000218,,
8069,Intermediate,,,A,N,50594,1,1,,CHEMBL618573,,BAO_0000218,,
8070,Intermediate,,,A,N,50594,1,1,,CHEMBL619267,,BAO_0000218,,
8071,Intermediate,,,A,N,50594,1,1,,CHEMBL619431,,BAO_0000218,,
8072,Intermediate,,,A,N,50594,1,1,,CHEMBL619432,,BAO_0000218,,
8073,Intermediate,,,A,N,50594,1,1,,CHEMBL619433,,BAO_0000218,,
8074,Autocuration,,,A,U,22224,0,1,,CHEMBL619434,,BAO_0000218,1969.0,
8075,Intermediate,,,A,N,50594,1,1,,CHEMBL619435,,BAO_0000218,1977.0,
8076,Autocuration,,,A,U,22224,0,1,,CHEMBL619436,,BAO_0000019,1969.0,
8077,Intermediate,,,A,N,50597,1,1,,CHEMBL619437,,BAO_0000218,,
8078,Autocuration,,,A,U,22224,0,1,,CHEMBL619438,,BAO_0000218,,
8079,Intermediate,,,A,N,50594,1,1,,CHEMBL619439,,BAO_0000218,,
8080,Intermediate,,,A,N,50597,1,1,,CHEMBL619440,,BAO_0000218,,
8081,Autocuration,,,F,U,22224,0,1,,CHEMBL619441,,BAO_0000218,,
8082,Intermediate,,,A,N,50597,1,1,,CHEMBL619442,,BAO_0000218,,
8083,Autocuration,,,A,U,22224,0,1,,CHEMBL875156,,BAO_0000019,,
8084,Autocuration,,,A,U,22224,0,1,,CHEMBL619443,,BAO_0000019,,
8085,Autocuration,,,A,U,22224,0,1,,CHEMBL619444,,BAO_0000019,,
8086,Autocuration,,,A,U,22224,0,1,,CHEMBL623464,,BAO_0000019,,
8087,Intermediate,,,A,N,50594,1,1,,CHEMBL623465,,BAO_0000218,,
8088,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623466,,BAO_0000218,,
8089,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623467,,BAO_0000218,,
8090,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL623468,,BAO_0000218,,
8091,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622660,,BAO_0000218,,
8092,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622661,,BAO_0000218,,
8093,Intermediate,In vivo,,F,N,50597,1,1,,CHEMBL622662,,BAO_0000218,,
8094,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622663,,BAO_0000218,,
8095,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL622664,,BAO_0000218,,
8096,Intermediate,,,A,N,50597,1,1,,CHEMBL622665,,BAO_0000218,,
8097,Intermediate,,,A,N,50597,1,1,,CHEMBL622666,,BAO_0000218,,
8098,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621615,,BAO_0000218,,
8099,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621616,,BAO_0000218,,
8100,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621617,,BAO_0000218,,
8101,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621618,,BAO_0000218,,
8102,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621619,,BAO_0000218,,
8103,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621620,,BAO_0000218,,
8104,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621786,,BAO_0000218,,
8105,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621787,,BAO_0000218,,
8106,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621788,,BAO_0000218,,
8107,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621789,,BAO_0000218,,
8108,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621790,,BAO_0000218,,
8109,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621791,,BAO_0000218,1969.0,
8110,Intermediate,In vitro,,A,N,50597,1,1,,CHEMBL621792,,BAO_0000218,,
8111,Intermediate,In vitro,,A,N,50597,1,1,,CHEMBL621793,,BAO_0000218,,
8112,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621794,,BAO_0000218,,
8113,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621795,,BAO_0000218,1969.0,
8114,Intermediate,In vivo,,A,N,50597,1,1,,CHEMBL621796,,BAO_0000218,,
