fsclr,rgnstnsb-clss,fstcprcnt,sctrnm,sctrprcnt,thsss(mrkr),prgrmmngprcss(nw),prjctnmbr,brnchnm,sctnd,rgnstnd,mntspnt,rgnlprgrm(mrkr),rtcprcnt,cfl(mrkr),cntnntd,ndgnssss(mrkr),rgnstnnm,gndrqlt(mrkr),dvsnd,chldrnsss(mrkr),fndcntrd,cntrrgnprcnt,ntdmnt(prjct-lvlbdgt),pbtp,trddvlpmnt(mrkr),bdvrst(mrkr),rbnsss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),rgnstntp,rgnstnclss,cntnntnm,prjctbrwsrcntrd,cntrrgnd,cntrrgnnm,sctrd
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,DJ,DJ,Djibouti,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,1332000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,1332000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,666000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,666000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,666000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,666000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,666000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,666000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.222,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,ET,ET,Ethiopia,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,48600.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,48600.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,48600.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,48600.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,72600.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,72600.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,36300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,36300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,36300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,36300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,36300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,36300.0,0,0.0,0,1,0,World Bank,1,D5430,0,5461,0.0121,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,266400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,266400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,133200.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,133200.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,133200.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,133200.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,133200.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,133200.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0444,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,48600.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,48600.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24300.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.0081,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,24000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,12000.0,0,0.0,0,3,0,World Bank,1,D5430,0,5461,0.004,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,31193
2009/2010,IFI,0.1,Agricultural policy and administrative management,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,4800.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31110
2009/2010,IFI,0.1,Agricultural development,0.2,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,4800.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31120
2009/2010,IFI,0.1,Agricultural inputs,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,2400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31150
2009/2010,IFI,0.1,Food crop production,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,2400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31161
2009/2010,IFI,0.1,Agricultural extension,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,2400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31166
2009/2010,IFI,0.1,Agricultural research,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,2400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31182
2009/2010,IFI,0.1,Agricultural services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,2400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31191
2009/2010,IFI,0.1,Agricultural financial services,0.1,0,Uncoded: Pre-APP,M013185001,MFM Global Issues and Development,S5460,1001306,2400.0,0,0.0,0,2,0,World Bank,1,D5430,0,5461,0.0008,30000000.0,Not PBA,1,0,0,0,0,0,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,31193
