assays_assay_id,assays_assay_organism,assays_confidence_score,assays_assay_type,assays_assay_cell_type,assays_src_id,assays_description,assays_tid,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_variant_id,assays_chembl_id,assays_doc_id,assays_tissue_id,assays_cell_id,assays_src_assay_id,assays_assay_tissue,assays_relationship_type,assays_curated_by,assays_bao_format
142,,8,F,,1,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,19640,,,,CHEMBL615365,10543,,,,,H,Expert,BAO_0000019
143,Mus musculus,1,F,P338,1,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,80360,10090.0,,,CHEMBL615366,11365,,524.0,,,N,Intermediate,BAO_0000219
144,Mus musculus,1,F,P338,1,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,80360,10090.0,,,CHEMBL615367,11365,,524.0,,,N,Intermediate,BAO_0000219
145,Homo sapiens,1,F,PBL,1,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,80384,9606.0,,,CHEMBL615368,11803,,554.0,,,N,Intermediate,BAO_0000219
146,Ovis aries,0,F,,1,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,22226,9940.0,,,CHEMBL615369,11803,,,,,U,Autocuration,BAO_0000019
147,Ovis aries,0,F,,1,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,22226,9940.0,,,CHEMBL615370,11803,,,,,U,Autocuration,BAO_0000019
148,,8,B,,1,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),191,,,,CHEMBL615673,12278,,,,,H,Autocuration,BAO_0000357
149,Homo sapiens,0,F,,1,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,22226,9606.0,,,CHEMBL615674,8249,,,,,U,Autocuration,BAO_0000019
150,Homo sapiens,0,F,,1,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,22226,9606.0,,,CHEMBL615675,8249,,,,,U,Autocuration,BAO_0000019
151,Homo sapiens,0,F,CCRF-CEM,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,22226,9606.0,,,CHEMBL615676,8249,,635.0,,,U,Autocuration,BAO_0000219
152,Homo sapiens,0,F,CCRF-CEM,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,22226,9606.0,,,CHEMBL615677,8249,,635.0,,,U,Autocuration,BAO_0000219
153,Homo sapiens,0,F,CCRF-CEM,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,22226,9606.0,,,CHEMBL615678,8249,,635.0,,,U,Autocuration,BAO_0000219
154,Homo sapiens,0,F,CCRF-CEM,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,22226,9606.0,,,CHEMBL615679,8249,,635.0,,,U,Autocuration,BAO_0000219
155,Homo sapiens,0,F,,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,22226,9606.0,,,CHEMBL615680,8249,,,,,U,Autocuration,BAO_0000019
156,Homo sapiens,0,F,,1,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,22226,9606.0,,,CHEMBL615681,8249,,,,,U,Autocuration,BAO_0000019
157,,6,B,,1,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,104290,,,,CHEMBL857972,16992,,,,,H,Autocuration,BAO_0000249
158,Streptococcus pyogenes,1,F,,1,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,50264,1314.0,,,CHEMBL857899,10543,,,,,N,Intermediate,BAO_0000218
159,Human herpesvirus 3,1,F,,1,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),50527,10335.0,,,CHEMBL615371,17833,,,,,N,Intermediate,BAO_0000218
160,vericilla zoster virus,1,F,HEL,1,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,50527,10335.0,,,CHEMBL615372,17290,,468.0,,,N,Expert,BAO_0000218
161,vericilla zoster virus,1,F,,1,Antiviral activity against 07/1 strain of VZV; ND: No data,50527,10335.0,,,CHEMBL615373,17290,,,,,N,Intermediate,BAO_0000218
162,vericilla zoster virus,1,F,,1,Antiviral activity against 07/1 strain of VZV; ND=No data,50527,10335.0,,,CHEMBL615374,17290,,,,,N,Intermediate,BAO_0000218
163,escherichia cloac,1,F,,1,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",50145,561.0,,,CHEMBL615375,10932,,,,,N,Intermediate,BAO_0000218
164,,0,B,,1,Ratio of Ki at A2 to Ki at A1 receptors,22226,,,,CHEMBL615376,9707,,,,,U,Autocuration,BAO_0000019
165,Candida albicans,8,B,,1,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",11143,5476.0,,,CHEMBL615377,2346,,,,,H,Expert,BAO_0000249
166,Candida glabrata CBS 138,8,B,,1,"Inhibition of 1,3-beta-glucan synthase",18077,284593.0,,,CHEMBL615378,2205,,,,,H,Expert,BAO_0000357
167,Homo sapiens,1,F,1-87 tumor cell line,1,Inhibition of growth of 1-87 human tumor cell line,80609,9606.0,,,CHEMBL615379,11900,,832.0,,,N,Intermediate,BAO_0000219
168,Rattus norvegicus,9,B,,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,12166,10116.0,,,CHEMBL615380,14864,,,,,D,Expert,BAO_0000219
169,Glycine max,9,B,,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),100171,3847.0,,,CHEMBL615381,16474,,,,,D,Autocuration,BAO_0000357
170,Glycine max,9,B,,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,100171,3847.0,,,CHEMBL615382,16474,,,,,D,Autocuration,BAO_0000357
171,Glycine max,9,B,,1,% inhibition against soybean 1-lipoxygenase (SLO),100171,3847.0,,,CHEMBL615383,16474,,,,,D,Autocuration,BAO_0000357
172,Glycine max,9,B,,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,100171,3847.0,,,CHEMBL615384,16474,,,,,D,Autocuration,BAO_0000357
173,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,100171,3847.0,,,CHEMBL615385,3094,,,,,D,Autocuration,BAO_0000357
174,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,100171,3847.0,,,CHEMBL615386,3094,,,,,D,Autocuration,BAO_0000357
175,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,100171,3847.0,,,CHEMBL615387,3094,,,,,D,Autocuration,BAO_0000357
176,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,100171,3847.0,,,CHEMBL615388,3094,,,,,D,Autocuration,BAO_0000357
177,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,100171,3847.0,,,CHEMBL615214,3094,,,,,D,Autocuration,BAO_0000357
178,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,100171,3847.0,,,CHEMBL827087,3094,,,,,D,Autocuration,BAO_0000357
179,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,100171,3847.0,,,CHEMBL615215,3094,,,,,D,Autocuration,BAO_0000357
180,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,100171,3847.0,,,CHEMBL615216,3094,,,,,D,Autocuration,BAO_0000357
181,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,100171,3847.0,,,CHEMBL615217,3094,,,,,D,Autocuration,BAO_0000357
182,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,100171,3847.0,,,CHEMBL615218,3094,,,,,D,Autocuration,BAO_0000357
183,Glycine max,9,B,,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,100171,3847.0,,,CHEMBL615219,3094,,,,,D,Autocuration,BAO_0000357
184,Mus musculus,0,B,,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,22226,10090.0,,,CHEMBL615220,10413,,,,,U,Autocuration,BAO_0000019
185,Mus musculus,1,F,C3H 10T1/2,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),80049,10090.0,,,CHEMBL615221,16929,,294.0,,,N,Intermediate,BAO_0000219
186,,0,F,,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,22226,,,,CHEMBL615222,1229,,,,,U,Intermediate,BAO_0000019
187,,8,B,,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11489,,,,CHEMBL615223,16587,,,,,H,Autocuration,BAO_0000357
188,,8,B,,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11862,,,,CHEMBL615224,16587,,,,,H,Autocuration,BAO_0000357
189,,8,B,,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,11862,,,,CHEMBL615225,16587,,,,,H,Autocuration,BAO_0000357
190,,8,B,,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,11489,,,,CHEMBL615226,16587,,,,,H,Autocuration,BAO_0000357
191,,8,B,,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,11862,,,,CHEMBL615227,16587,,,,,H,Autocuration,BAO_0000357
192,Bos taurus,9,F,,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,12347,9913.0,,,CHEMBL615228,8058,,,,,D,Expert,BAO_0000019
193,Rattus norvegicus,9,B,,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,100120,10116.0,,,CHEMBL615229,9065,,,,,D,Expert,BAO_0000357
194,Rattus norvegicus,9,B,,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,100120,10116.0,,,CHEMBL615230,8865,2369.0,,,Adrenal gland,D,Expert,BAO_0000357
195,Rattus norvegicus,9,B,,1,Inhibition of rat adrenal 11-beta-hydroxylase,100120,10116.0,,,CHEMBL615231,9066,,,,,D,Expert,BAO_0000357
196,Rattus norvegicus,9,B,,1,Inhibition of rat adrenal 11-beta-hydroxylase,100120,10116.0,,,CHEMBL884520,8394,,,,,D,Expert,BAO_0000357
197,Rattus norvegicus,9,B,,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,100120,10116.0,,,CHEMBL615232,8394,,,,,D,Expert,BAO_0000357
198,,8,B,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,10328,,,,CHEMBL615233,6431,,,,,H,Autocuration,BAO_0000019
199,,8,B,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,,,,CHEMBL827088,6431,,,,,H,Autocuration,BAO_0000357
200,,8,B,,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,,,,CHEMBL615234,6431,,,,,H,Autocuration,BAO_0000357
201,,8,F,,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,11134,,,,CHEMBL615235,9295,,,,,H,Autocuration,BAO_0000019
202,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,,,CHEMBL615236,10193,,,,,H,Autocuration,BAO_0000019
203,,8,B,,1,Compound was tested in vitro for inhibition of 12-LO human platelet,11134,,,,CHEMBL615237,13622,,,,,H,Autocuration,BAO_0000019
204,,8,F,,1,Inhibitory concentration against human platelet 12-lipoxygenase,11134,,,,CHEMBL615238,12079,,,,,H,Autocuration,BAO_0000019
205,,8,B,,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,11134,,,,CHEMBL615239,13622,,,,,H,Autocuration,BAO_0000019
206,Homo sapiens,9,F,,1,Inhibitory concentration against human platelet 12-lipoxygenase,11134,9606.0,,,CHEMBL615240,12079,,,,,D,Autocuration,BAO_0000019
207,,8,B,,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,11835,,,,CHEMBL615241,13500,,,,,H,Expert,BAO_0000019
208,,8,B,,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,11601,,,,CHEMBL615242,13723,,,,,H,Expert,BAO_0000357
209,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),11134,,,,CHEMBL615243,16474,,,,,H,Autocuration,BAO_0000019
210,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase,11134,,,,CHEMBL615244,1630,,,,,H,Autocuration,BAO_0000019
211,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,11134,,,,CHEMBL615245,167,,,,,H,Autocuration,BAO_0000019
212,,8,B,,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),11134,,,,CHEMBL615246,16474,,,,,H,Autocuration,BAO_0000019
213,,8,B,,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,11134,,,,CHEMBL615247,167,,,,,H,Autocuration,BAO_0000019
214,,8,B,,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,11134,,,,CHEMBL615248,16474,,,,,H,Autocuration,BAO_0000019
215,,8,B,,1,Inhibitory activity towards porcine 12-lipoxygenase,11601,,,,CHEMBL615249,10091,,,,,H,Autocuration,BAO_0000357
216,,8,B,,1,Tested for inhibition against porcine 12-LO,11601,,,,CHEMBL615250,11966,,,,,H,Autocuration,BAO_0000357
217,,8,B,,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,12052,,,,CHEMBL615251,951,,,,,H,Autocuration,BAO_0000019
218,,8,B,,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,12052,,,,CHEMBL615252,10997,,,,,H,Autocuration,BAO_0000019
219,,8,B,,1,In vitro inhibition of rat platelet 12-lipoxygenase,12052,,,,CHEMBL828340,10193,,,,,H,Expert,BAO_0000019
220,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,,,CHEMBL615253,10193,,,,,H,Autocuration,BAO_0000019
221,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,12052,,,,CHEMBL615254,10193,,,,,H,Autocuration,BAO_0000019
222,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,12052,,,,CHEMBL615255,10193,,,,,H,Autocuration,BAO_0000019
223,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,,,CHEMBL615256,10193,,,,,H,Autocuration,BAO_0000019
224,,8,B,,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,12052,,,,CHEMBL615257,10193,,,,,H,Autocuration,BAO_0000019
225,,8,B,,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,12052,,,,CHEMBL615258,11087,,,,,H,Autocuration,BAO_0000019
226,Homo sapiens,1,F,41M,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,80007,9606.0,,,CHEMBL615259,15569,,621.0,,,N,Intermediate,BAO_0000219
227,Homo sapiens,1,F,41M,1,In vitro antitumor activity against 41M cell line.,80007,9606.0,,,CHEMBL615260,12989,,621.0,,,N,Expert,BAO_0000219
228,Homo sapiens,1,F,41M,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,80007,9606.0,,,CHEMBL615261,16745,,621.0,,,N,Intermediate,BAO_0000219
229,Homo sapiens,1,F,41M,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,80007,9606.0,,,CHEMBL615262,15569,,621.0,,,N,Intermediate,BAO_0000219
230,Homo sapiens,1,F,41M,1,In vitro antitumor activity against 41McisR cell line.,80007,9606.0,,,CHEMBL615263,12989,,621.0,,,N,Expert,BAO_0000219
231,Homo sapiens,1,F,41M,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,80007,9606.0,,,CHEMBL838393,12989,,621.0,,,N,Expert,BAO_0000219
232,Homo sapiens,1,F,41M,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,80007,9606.0,,,CHEMBL615264,16745,,621.0,,,N,Intermediate,BAO_0000219
233,Homo sapiens,9,B,,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),84,9606.0,,,CHEMBL615265,6210,,,,,D,Expert,BAO_0000357
234,Homo sapiens,9,B,,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,9606.0,,,CHEMBL615266,6210,,,,,D,Expert,BAO_0000357
235,,8,B,,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,,,,CHEMBL615267,6226,,,,,H,Expert,BAO_0000357
236,,8,B,,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,,,,CHEMBL615268,17855,,,,,H,Expert,BAO_0000357
237,,8,B,,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,10201,,,,CHEMBL615269,17855,,,,,H,Expert,BAO_0000357
238,,8,B,,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,,,,CHEMBL615270,17855,,,,,H,Expert,BAO_0000357
239,,8,B,,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,,,,CHEMBL615271,10413,,,,,H,Autocuration,BAO_0000357
240,Escherichia coli,8,B,,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,562.0,,,CHEMBL615272,10413,,,,,H,Autocuration,BAO_0000357
241,Escherichia coli,8,B,,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,562.0,,,CHEMBL615103,10413,,,,,H,Autocuration,BAO_0000357
242,Escherichia coli,8,B,,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",11303,562.0,,,CHEMBL615104,10413,,,,,H,Autocuration,BAO_0000357
243,,8,B,,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,,,,CHEMBL615105,10413,,,,,H,Autocuration,BAO_0000357
244,,8,B,,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",12220,,,,CHEMBL872866,10413,,,,,H,Autocuration,BAO_0000357
245,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,9823.0,,,CHEMBL615106,7587,,,,,H,Autocuration,BAO_0000357
246,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",11303,9823.0,,,CHEMBL615107,7587,,,,,H,Autocuration,BAO_0000019
247,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",11303,9823.0,,,CHEMBL615108,7587,,,,,H,Autocuration,BAO_0000357
248,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",11303,9823.0,,,CHEMBL615109,7587,,,,,H,Autocuration,BAO_0000357
249,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,9823.0,,,CHEMBL615110,7587,,,,,H,Autocuration,BAO_0000357
250,Sus scrofa,8,B,,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,9823.0,,,CHEMBL840105,7587,,,,,H,Autocuration,BAO_0000019
