Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Biodiversity (marker),Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation type,Organisation sub-class,Continent name,Project Browser country ID,CountryRegion percent,Sector name,Sector percent,Amount spent
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31120,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Agricultural development,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31150,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31161,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Food crop production,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31166,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Agricultural extension,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31182,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Agricultural research,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31191,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Agricultural services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,GN,Multilateral,31193,1,World Bank,Guinea,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GN,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31110,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31120,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural development,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31150,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural inputs,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31161,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Food crop production,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31166,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural extension,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31182,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural research,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31191,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural services,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,GW,Multilateral,31193,1,World Bank,Guinea-Bissau,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,GW,0.004,Agricultural financial services,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31110,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31120,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural development,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31150,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31161,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Food crop production,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31166,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural extension,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31182,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural research,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31191,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,HN,Multilateral,31193,1,World Bank,Honduras,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HN,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31110,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural policy and administrative management,0.2,72600.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31120,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural development,0.2,72600.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31150,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural inputs,0.1,36300.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31161,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Food crop production,0.1,36300.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31166,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural extension,0.1,36300.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31182,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural research,0.1,36300.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31191,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural services,0.1,36300.0
2009/2010,0.1,S5460,0,Responsive,HT,Multilateral,31193,1,World Bank,Haiti,1,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,America,HT,0.0121,Agricultural financial services,0.1,36300.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31110,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural policy and administrative management,0.2,266400.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31120,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural development,0.2,266400.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31150,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural inputs,0.1,133200.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31161,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Food crop production,0.1,133200.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31166,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural extension,0.1,133200.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31182,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural research,0.1,133200.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31191,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural services,0.1,133200.0
2009/2010,0.1,S5460,0,Responsive,KE,Multilateral,31193,1,World Bank,Kenya,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KE,0.0444,Agricultural financial services,0.1,133200.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31110,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31120,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural development,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31150,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31161,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Food crop production,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31166,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural extension,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31182,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural research,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31191,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,KG,Multilateral,31193,1,World Bank,Kyrgyzstan,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KG,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31110,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31120,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural development,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31150,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural inputs,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31161,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Food crop production,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31166,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural extension,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31182,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural research,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31191,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural services,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,KH,Multilateral,31193,1,World Bank,Cambodia,3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,KH,0.004,Agricultural financial services,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31110,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural policy and administrative management,0.2,4800.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31120,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural development,0.2,4800.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31150,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural inputs,0.1,2400.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31161,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Food crop production,0.1,2400.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31166,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural extension,0.1,2400.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31182,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural research,0.1,2400.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31191,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural services,0.1,2400.0
2009/2010,0.1,S5460,0,Responsive,KM,Multilateral,31193,1,World Bank,Comoros,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,KM,0.0008,Agricultural financial services,0.1,2400.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31110,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31120,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural development,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31150,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural inputs,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31161,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Food crop production,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31166,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural extension,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31182,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural research,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31191,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural services,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,LA,Multilateral,31193,1,World Bank,"Lao, Dem. Rep.",3,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Asia,LA,0.004,Agricultural financial services,0.1,12000.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31110,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31120,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural development,0.2,48600.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31150,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31161,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Food crop production,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31166,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural extension,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31182,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural research,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31191,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,LR,Multilateral,31193,1,World Bank,Liberia,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,LR,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31110,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural policy and administrative management,0.2,33600.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31120,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural development,0.2,33600.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31150,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural inputs,0.1,16800.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31161,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Food crop production,0.1,16800.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31166,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural extension,0.1,16800.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31182,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural research,0.1,16800.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31191,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural services,0.1,16800.0
2009/2010,0.1,S5460,0,Responsive,MD,Multilateral,31193,1,World Bank,Moldova,5,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Europe,MD,0.0056,Agricultural financial services,0.1,16800.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31110,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural policy and administrative management,0.2,106800.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31120,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural development,0.2,106800.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31150,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural inputs,0.1,53400.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31161,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Food crop production,0.1,53400.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31166,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural extension,0.1,53400.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31182,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural research,0.1,53400.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31191,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural services,0.1,53400.0
2009/2010,0.1,S5460,0,Responsive,MG,Multilateral,31193,1,World Bank,Madagascar,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,MG,0.0178,Agricultural financial services,0.1,53400.0
2009/2010,0.1,S5460,0,Responsive,ML,Multilateral,31110,1,World Bank,Mali,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,ML,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,0.1,S5460,0,Responsive,ML,Multilateral,31120,1,World Bank,Mali,2,0,*Bretton Woods Inst Fin Prog,1,0,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,IFI,Africa,ML,0.004,Agricultural development,0.2,24000.0
