assay_id,assay_tax_id,chembl_id,variant_id,tid,assay_type,assay_organism,curated_by,assay_subcellular_fraction,assay_cell_type,description,assay_category,relationship_type,confidence_score,doc_id,tissue_id,assay_test_type,assay_strain,assay_tissue
158,1314.0,CHEMBL857899,,50264,F,Streptococcus pyogenes,Intermediate,,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,N,1,10543,,,,
159,10335.0,CHEMBL615371,,50527,F,Human herpesvirus 3,Intermediate,,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,N,1,17833,,,,
160,10335.0,CHEMBL615372,,50527,F,vericilla zoster virus,Expert,,HEL,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,N,1,17290,,,,
161,10335.0,CHEMBL615373,,50527,F,vericilla zoster virus,Intermediate,,,Antiviral activity against 07/1 strain of VZV; ND: No data,,N,1,17290,,,,
162,10335.0,CHEMBL615374,,50527,F,vericilla zoster virus,Intermediate,,,Antiviral activity against 07/1 strain of VZV; ND=No data,,N,1,17290,,,,
163,561.0,CHEMBL615375,,50145,F,escherichia cloac,Intermediate,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,N,1,10932,,,,
164,,CHEMBL615376,,22226,B,,Autocuration,,,Ratio of Ki at A2 to Ki at A1 receptors,,U,0,9707,,,,
165,5476.0,CHEMBL615377,,11143,B,Candida albicans,Expert,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,H,8,2346,,,,
166,284593.0,CHEMBL615378,,18077,B,Candida glabrata CBS 138,Expert,,,"Inhibition of 1,3-beta-glucan synthase",,H,8,2205,,,,
167,9606.0,CHEMBL615379,,80609,F,Homo sapiens,Intermediate,,1-87 tumor cell line,Inhibition of growth of 1-87 human tumor cell line,,N,1,11900,,,,
168,10116.0,CHEMBL615380,,12166,B,Rattus norvegicus,Expert,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,D,9,14864,,,,
169,3847.0,CHEMBL615381,,100171,B,Glycine max,Autocuration,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,D,9,16474,,,,
170,3847.0,CHEMBL615382,,100171,B,Glycine max,Autocuration,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,D,9,16474,,,,
171,3847.0,CHEMBL615383,,100171,B,Glycine max,Autocuration,,,% inhibition against soybean 1-lipoxygenase (SLO),,D,9,16474,,,,
172,3847.0,CHEMBL615384,,100171,B,Glycine max,Autocuration,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,D,9,16474,,,,
173,3847.0,CHEMBL615385,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,D,9,3094,,,,
174,3847.0,CHEMBL615386,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,D,9,3094,,,,
175,3847.0,CHEMBL615387,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,D,9,3094,,,,
176,3847.0,CHEMBL615388,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,D,9,3094,,,,
177,3847.0,CHEMBL615214,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,D,9,3094,,,,
178,3847.0,CHEMBL827087,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,D,9,3094,,,,
179,3847.0,CHEMBL615215,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,D,9,3094,,,,
180,3847.0,CHEMBL615216,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,D,9,3094,,,,
181,3847.0,CHEMBL615217,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,D,9,3094,,,,
182,3847.0,CHEMBL615218,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,D,9,3094,,,,
183,3847.0,CHEMBL615219,,100171,B,Glycine max,Autocuration,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,D,9,3094,,,,
184,10090.0,CHEMBL615220,,22226,B,Mus musculus,Autocuration,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,U,0,10413,,,,
185,10090.0,CHEMBL615221,,80049,F,Mus musculus,Intermediate,,C3H 10T1/2,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,N,1,16929,,,,
186,,CHEMBL615222,,22226,F,,Intermediate,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,U,0,1229,,,,
187,,CHEMBL615223,,11489,B,,Autocuration,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,8,16587,,,,
188,,CHEMBL615224,,11862,B,,Autocuration,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,8,16587,,,,
189,,CHEMBL615225,,11862,B,,Autocuration,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,H,8,16587,,,,
190,,CHEMBL615226,,11489,B,,Autocuration,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,H,8,16587,,,,
191,,CHEMBL615227,,11862,B,,Autocuration,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,H,8,16587,,,,
192,9913.0,CHEMBL615228,,12347,F,Bos taurus,Expert,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,D,9,8058,,,,
193,10116.0,CHEMBL615229,,100120,B,Rattus norvegicus,Expert,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,D,9,9065,,,,
194,10116.0,CHEMBL615230,,100120,B,Rattus norvegicus,Expert,,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,D,9,8865,2369.0,,,Adrenal gland
195,10116.0,CHEMBL615231,,100120,B,Rattus norvegicus,Expert,,,Inhibition of rat adrenal 11-beta-hydroxylase,,D,9,9066,,,,
196,10116.0,CHEMBL884520,,100120,B,Rattus norvegicus,Expert,,,Inhibition of rat adrenal 11-beta-hydroxylase,,D,9,8394,,,,
197,10116.0,CHEMBL615232,,100120,B,Rattus norvegicus,Expert,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,D,9,8394,,,,
198,,CHEMBL615233,,10328,B,,Autocuration,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,H,8,6431,,,,
199,,CHEMBL827088,,11490,B,,Autocuration,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,8,6431,,,,
200,,CHEMBL615234,,11490,B,,Autocuration,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,8,6431,,,,
201,,CHEMBL615235,,11134,F,,Autocuration,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,H,8,9295,,,,
202,,CHEMBL615236,,12052,B,,Autocuration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,8,10193,,,,
203,,CHEMBL615237,,11134,B,,Autocuration,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,H,8,13622,,,,
204,,CHEMBL615238,,11134,F,,Autocuration,,,Inhibitory concentration against human platelet 12-lipoxygenase,,H,8,12079,,,,
205,,CHEMBL615239,,11134,B,,Autocuration,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,H,8,13622,,,,
206,9606.0,CHEMBL615240,,11134,F,Homo sapiens,Autocuration,,,Inhibitory concentration against human platelet 12-lipoxygenase,,D,9,12079,,,,
207,,CHEMBL615241,,11835,B,,Expert,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,H,8,13500,,,,
208,,CHEMBL615242,,11601,B,,Expert,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,H,8,13723,,,,
209,,CHEMBL615243,,11134,B,,Autocuration,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,H,8,16474,,,,
210,,CHEMBL615244,,11134,B,,Autocuration,,,Inhibitory activity against human platelet 12-lipoxygenase,,H,8,1630,,,,
211,,CHEMBL615245,,11134,B,,Autocuration,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,H,8,167,,,,
212,,CHEMBL615246,,11134,B,,Autocuration,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,H,8,16474,,,,
213,,CHEMBL615247,,11134,B,,Autocuration,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,H,8,167,,,,
214,,CHEMBL615248,,11134,B,,Autocuration,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,H,8,16474,,,,
215,,CHEMBL615249,,11601,B,,Autocuration,,,Inhibitory activity towards porcine 12-lipoxygenase,,H,8,10091,,,,
216,,CHEMBL615250,,11601,B,,Autocuration,,,Tested for inhibition against porcine 12-LO,,H,8,11966,,,,
217,,CHEMBL615251,,12052,B,,Autocuration,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,H,8,951,,,,
218,,CHEMBL615252,,12052,B,,Autocuration,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,H,8,10997,,,,
219,,CHEMBL828340,,12052,B,,Expert,,,In vitro inhibition of rat platelet 12-lipoxygenase,,H,8,10193,,,,
220,,CHEMBL615253,,12052,B,,Autocuration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,8,10193,,,,
221,,CHEMBL615254,,12052,B,,Autocuration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,H,8,10193,,,,
222,,CHEMBL615255,,12052,B,,Autocuration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,H,8,10193,,,,
223,,CHEMBL615256,,12052,B,,Autocuration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,8,10193,,,,
224,,CHEMBL615257,,12052,B,,Autocuration,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,H,8,10193,,,,
225,,CHEMBL615258,,12052,B,,Autocuration,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,H,8,11087,,,,
226,9606.0,CHEMBL615259,,80007,F,Homo sapiens,Intermediate,,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,N,1,15569,,,,
227,9606.0,CHEMBL615260,,80007,F,Homo sapiens,Expert,,41M,In vitro antitumor activity against 41M cell line.,,N,1,12989,,,,
228,9606.0,CHEMBL615261,,80007,F,Homo sapiens,Intermediate,,41M,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,N,1,16745,,,,
229,9606.0,CHEMBL615262,,80007,F,Homo sapiens,Intermediate,,41M,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,N,1,15569,,,,
230,9606.0,CHEMBL615263,,80007,F,Homo sapiens,Expert,,41M,In vitro antitumor activity against 41McisR cell line.,,N,1,12989,,,,
231,9606.0,CHEMBL838393,,80007,F,Homo sapiens,Expert,,41M,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,N,1,12989,,,,
232,9606.0,CHEMBL615264,,80007,F,Homo sapiens,Intermediate,,41M,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,N,1,16745,,,,
233,9606.0,CHEMBL615265,,84,B,Homo sapiens,Expert,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,D,9,6210,,,,
234,9606.0,CHEMBL615266,,68,B,Homo sapiens,Expert,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,D,9,6210,,,,
235,,CHEMBL615267,,68,B,,Expert,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,H,8,6226,,,,
236,,CHEMBL615268,,10201,B,,Expert,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,8,17855,,,,
237,,CHEMBL615269,,10201,B,,Expert,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,H,8,17855,,,,
238,,CHEMBL615270,,10201,B,,Expert,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,8,17855,,,,
239,,CHEMBL615271,,12220,B,,Autocuration,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,8,10413,,,,
240,562.0,CHEMBL615272,,11303,B,Escherichia coli,Autocuration,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,8,10413,,,,
241,562.0,CHEMBL615103,,11303,B,Escherichia coli,Autocuration,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,8,10413,,,,
242,562.0,CHEMBL615104,,11303,B,Escherichia coli,Autocuration,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,H,8,10413,,,,
243,,CHEMBL615105,,12220,B,,Autocuration,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,8,10413,,,,
244,,CHEMBL872866,,12220,B,,Autocuration,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,H,8,10413,,,,
245,9823.0,CHEMBL615106,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,8,7587,,,,
246,9823.0,CHEMBL615107,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,H,8,7587,,,,
247,9823.0,CHEMBL615108,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,H,8,7587,,,,
248,9823.0,CHEMBL615109,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,H,8,7587,,,,
249,9823.0,CHEMBL615110,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,8,7587,,,,
250,9823.0,CHEMBL840105,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,H,8,7587,,,,
251,9823.0,CHEMBL615111,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,H,8,7587,,,,
252,9823.0,CHEMBL615112,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,H,8,7587,,,,
253,9823.0,CHEMBL615113,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,H,8,7587,,,,
254,9823.0,CHEMBL615114,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,H,8,7587,,,,
255,9823.0,CHEMBL615115,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,8,7587,,,,
256,9823.0,CHEMBL615116,,11303,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,H,8,7587,,,,
257,,CHEMBL615698,,11303,B,,Autocuration,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,H,8,7323,,,,
258,9823.0,CHEMBL615699,,22226,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,U,0,7587,,,,
259,9823.0,CHEMBL615700,,22226,B,Sus scrofa,Autocuration,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,U,0,7587,,,,
260,4932.0,CHEMBL615701,,100249,B,Saccharomyces cerevisiae,Expert,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,H,8,13750,,,,
261,10116.0,CHEMBL615702,,22226,B,Rattus norvegicus,Autocuration,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,U,0,7662,,,,
262,10116.0,CHEMBL615703,,22226,B,Rattus norvegicus,Autocuration,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,U,0,7662,,,,
263,10116.0,CHEMBL615704,,22226,B,Rattus norvegicus,Autocuration,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,U,0,7662,,,,
264,,CHEMBL615705,,104698,F,,Autocuration,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,H,6,12211,,,,
265,,CHEMBL615706,,104698,F,,Autocuration,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,H,6,12211,,,,
266,10141.0,CHEMBL615707,,20033,F,Cavia porcellus,Intermediate,,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,D,9,12211,2116.0,,,Ileum
267,,CHEMBL615708,,10623,F,,Expert,,,Stimulatory activity of intragastric pressure was tested in the rat,,H,8,12211,,,,
268,,CHEMBL615709,,121,B,,Autocuration,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,H,8,15453,,,,
269,10116.0,CHEMBL615710,,22226,F,Rattus norvegicus,Autocuration,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,U,0,11884,,,,
270,,CHEMBL615711,,12688,F,,Autocuration,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,H,8,7185,,,,
