Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Participatory development and good governance,Disability issues (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,1332000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,666000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,666000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,666000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,666000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,666000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Ethiopia,666000.0,0,0.222,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,ET,ET,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GN,GN,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,24000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,24000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Guinea-Bissau,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,GW,GW,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Honduras,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HN,HN,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,72600.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,72600.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,36300.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,36300.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,36300.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,36300.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,36300.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Haiti,36300.0,0,0.0121,Foreign Non-Profit Making,Operational,0.1,0,1,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,America,HT,HT,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,266400.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,266400.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,133200.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,133200.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,133200.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,133200.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,133200.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kenya,133200.0,0,0.0444,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KE,KE,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Kyrgyzstan,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KG,KG,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,24000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,24000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Cambodia,12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,KH,KH,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,4800.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,4800.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,2400.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,2400.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,2400.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,2400.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,2400.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Comoros,2400.0,0,0.0008,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,KM,KM,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",24000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",24000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,"Lao, Dem. Rep.",12000.0,0,0.004,Foreign Non-Profit Making,Operational,0.1,0,3,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Asia,LA,LA,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,48600.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31161,Food crop production,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31166,Agricultural extension,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31182,Agricultural research,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31191,Agricultural services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Liberia,24300.0,0,0.0081,Foreign Non-Profit Making,Operational,0.1,0,2,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Africa,LR,LR,31193,Agricultural financial services,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Moldova,33600.0,0,0.0056,Foreign Non-Profit Making,Operational,0.1,0,5,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Europe,MD,MD,31110,Agricultural policy and administrative management,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Moldova,33600.0,0,0.0056,Foreign Non-Profit Making,Operational,0.1,0,5,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Europe,MD,MD,31120,Agricultural development,0.2
2009/2010,1,1,IFI,S5460,0,0,0,0,Moldova,16800.0,0,0.0056,Foreign Non-Profit Making,Operational,0.1,0,5,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Europe,MD,MD,31150,Agricultural inputs,0.1
2009/2010,1,1,IFI,S5460,0,0,0,0,Moldova,16800.0,0,0.0056,Foreign Non-Profit Making,Operational,0.1,0,5,1,B5100,Responsive,Uncoded: Pre-APP,0,0,0.0,0,0,0,1,1001306,World Bank,Multilateral,Europe,MD,MD,31161,Food crop production,0.1
