assays_ss_d,assays_td,assays_ss_ctgr,assays_ss_tst_tp,assays_cnfdnc_scr,assays_ss_strn,assays_rltnshp_tp,assays_ss_sbclllr_frctn,assays_ss_tss,assays_ss_cll_tp,assays_crtd_b,assays_dscrptn,assays_ss_tp,assays_src_d,assays_vrnt_d,assays_dc_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d
154,22226,,,0,,U,,,CCRF-CEM,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,F,1,,8249,CHEMBL615679,635.0,BAO_0000219,
155,22226,,,0,,U,,,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,F,1,,8249,CHEMBL615680,,BAO_0000019,
156,22226,,,0,,U,,,,Autocuration,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,F,1,,8249,CHEMBL615681,,BAO_0000019,
157,104290,,,6,,H,,,,Autocuration,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,B,1,,16992,CHEMBL857972,,BAO_0000249,
158,50264,,,1,,N,,,,Intermediate,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,F,1,,10543,CHEMBL857899,,BAO_0000218,
159,50527,,,1,,N,,,,Intermediate,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),F,1,,17833,CHEMBL615371,,BAO_0000218,
160,50527,,,1,,N,,,HEL,Expert,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F,1,,17290,CHEMBL615372,468.0,BAO_0000218,
161,50527,,,1,,N,,,,Intermediate,Antiviral activity against 07/1 strain of VZV; ND: No data,F,1,,17290,CHEMBL615373,,BAO_0000218,
162,50527,,,1,,N,,,,Intermediate,Antiviral activity against 07/1 strain of VZV; ND=No data,F,1,,17290,CHEMBL615374,,BAO_0000218,
163,50145,,,1,,N,,,,Intermediate,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,1,,10932,CHEMBL615375,,BAO_0000218,
164,22226,,,0,,U,,,,Autocuration,Ratio of Ki at A2 to Ki at A1 receptors,B,1,,9707,CHEMBL615376,,BAO_0000019,
165,11143,,,8,,H,,,,Expert,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,1,,2346,CHEMBL615377,,BAO_0000249,
166,18077,,,8,,H,,,,Expert,"Inhibition of 1,3-beta-glucan synthase",B,1,,2205,CHEMBL615378,,BAO_0000357,
167,80609,,,1,,N,,,1-87 tumor cell line,Intermediate,Inhibition of growth of 1-87 human tumor cell line,F,1,,11900,CHEMBL615379,832.0,BAO_0000219,
168,12166,,,9,,D,,,,Expert,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,1,,14864,CHEMBL615380,,BAO_0000219,
169,100171,,,9,,D,,,,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,1,,16474,CHEMBL615381,,BAO_0000357,
170,100171,,,9,,D,,,,Autocuration,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,1,,16474,CHEMBL615382,,BAO_0000357,
171,100171,,,9,,D,,,,Autocuration,% inhibition against soybean 1-lipoxygenase (SLO),B,1,,16474,CHEMBL615383,,BAO_0000357,
172,100171,,,9,,D,,,,Autocuration,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,1,,16474,CHEMBL615384,,BAO_0000357,
173,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,1,,3094,CHEMBL615385,,BAO_0000357,
174,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,1,,3094,CHEMBL615386,,BAO_0000357,
175,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,1,,3094,CHEMBL615387,,BAO_0000357,
176,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,1,,3094,CHEMBL615388,,BAO_0000357,
177,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,1,,3094,CHEMBL615214,,BAO_0000357,
178,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,1,,3094,CHEMBL827087,,BAO_0000357,
179,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,1,,3094,CHEMBL615215,,BAO_0000357,
180,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,1,,3094,CHEMBL615216,,BAO_0000357,
181,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,1,,3094,CHEMBL615217,,BAO_0000357,
182,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,1,,3094,CHEMBL615218,,BAO_0000357,
183,100171,,,9,,D,,,,Autocuration,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,1,,3094,CHEMBL615219,,BAO_0000357,
184,22226,,,0,,U,,,,Autocuration,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,1,,10413,CHEMBL615220,,BAO_0000019,
185,80049,,,1,,N,,,C3H 10T1/2,Intermediate,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,1,,16929,CHEMBL615221,294.0,BAO_0000219,
186,22226,,,0,,U,,,,Intermediate,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,1,,1229,CHEMBL615222,,BAO_0000019,
187,11489,,,8,,H,,,,Autocuration,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,1,,16587,CHEMBL615223,,BAO_0000357,
188,11862,,,8,,H,,,,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,1,,16587,CHEMBL615224,,BAO_0000357,
189,11862,,,8,,H,,,,Autocuration,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,1,,16587,CHEMBL615225,,BAO_0000357,
190,11489,,,8,,H,,,,Autocuration,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,1,,16587,CHEMBL615226,,BAO_0000357,
191,11862,,,8,,H,,,,Autocuration,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,1,,16587,CHEMBL615227,,BAO_0000357,
192,12347,,,9,,D,,,,Expert,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,1,,8058,CHEMBL615228,,BAO_0000019,
193,100120,,,9,,D,,,,Expert,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,1,,9065,CHEMBL615229,,BAO_0000357,
194,100120,,,9,,D,,Adrenal gland,,Expert,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,1,,8865,CHEMBL615230,,BAO_0000357,2369.0
195,100120,,,9,,D,,,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,B,1,,9066,CHEMBL615231,,BAO_0000357,
196,100120,,,9,,D,,,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase,B,1,,8394,CHEMBL884520,,BAO_0000357,
197,100120,,,9,,D,,,,Expert,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,1,,8394,CHEMBL615232,,BAO_0000357,
198,10328,,,8,,H,,,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,1,,6431,CHEMBL615233,,BAO_0000019,
199,11490,,,8,,H,,,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,1,,6431,CHEMBL827088,,BAO_0000357,
200,11490,,,8,,H,,,,Autocuration,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,1,,6431,CHEMBL615234,,BAO_0000357,
201,11134,,,8,,H,,,,Autocuration,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,1,,9295,CHEMBL615235,,BAO_0000019,
202,12052,,,8,,H,,,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,1,,10193,CHEMBL615236,,BAO_0000019,
203,11134,,,8,,H,,,,Autocuration,Compound was tested in vitro for inhibition of 12-LO human platelet,B,1,,13622,CHEMBL615237,,BAO_0000019,
204,11134,,,8,,H,,,,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,F,1,,12079,CHEMBL615238,,BAO_0000019,
205,11134,,,8,,H,,,,Autocuration,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,1,,13622,CHEMBL615239,,BAO_0000019,
206,11134,,,9,,D,,,,Autocuration,Inhibitory concentration against human platelet 12-lipoxygenase,F,1,,12079,CHEMBL615240,,BAO_0000019,
207,11835,,,8,,H,,,,Expert,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,1,,13500,CHEMBL615241,,BAO_0000019,
208,11601,,,8,,H,,,,Expert,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,1,,13723,CHEMBL615242,,BAO_0000357,
209,11134,,,8,,H,,,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,1,,16474,CHEMBL615243,,BAO_0000019,
210,11134,,,8,,H,,,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase,B,1,,1630,CHEMBL615244,,BAO_0000019,
211,11134,,,8,,H,,,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,1,,167,CHEMBL615245,,BAO_0000019,
212,11134,,,8,,H,,,,Autocuration,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,1,,16474,CHEMBL615246,,BAO_0000019,
213,11134,,,8,,H,,,,Autocuration,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,1,,167,CHEMBL615247,,BAO_0000019,
214,11134,,,8,,H,,,,Autocuration,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,1,,16474,CHEMBL615248,,BAO_0000019,
215,11601,,,8,,H,,,,Autocuration,Inhibitory activity towards porcine 12-lipoxygenase,B,1,,10091,CHEMBL615249,,BAO_0000357,
216,11601,,,8,,H,,,,Autocuration,Tested for inhibition against porcine 12-LO,B,1,,11966,CHEMBL615250,,BAO_0000357,
217,12052,,,8,,H,,,,Autocuration,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,1,,951,CHEMBL615251,,BAO_0000019,
218,12052,,,8,,H,,,,Autocuration,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,1,,10997,CHEMBL615252,,BAO_0000019,
219,12052,,,8,,H,,,,Expert,In vitro inhibition of rat platelet 12-lipoxygenase,B,1,,10193,CHEMBL828340,,BAO_0000019,
220,12052,,,8,,H,,,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,1,,10193,CHEMBL615253,,BAO_0000019,
221,12052,,,8,,H,,,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,1,,10193,CHEMBL615254,,BAO_0000019,
222,12052,,,8,,H,,,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,1,,10193,CHEMBL615255,,BAO_0000019,
223,12052,,,8,,H,,,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,1,,10193,CHEMBL615256,,BAO_0000019,
224,12052,,,8,,H,,,,Autocuration,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,1,,10193,CHEMBL615257,,BAO_0000019,
225,12052,,,8,,H,,,,Autocuration,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,1,,11087,CHEMBL615258,,BAO_0000019,
226,80007,,,1,,N,,,41M,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,1,,15569,CHEMBL615259,621.0,BAO_0000219,
227,80007,,,1,,N,,,41M,Expert,In vitro antitumor activity against 41M cell line.,F,1,,12989,CHEMBL615260,621.0,BAO_0000219,
228,80007,,,1,,N,,,41M,Intermediate,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,1,,16745,CHEMBL615261,621.0,BAO_0000219,
229,80007,,,1,,N,,,41M,Intermediate,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,1,,15569,CHEMBL615262,621.0,BAO_0000219,
230,80007,,,1,,N,,,41M,Expert,In vitro antitumor activity against 41McisR cell line.,F,1,,12989,CHEMBL615263,621.0,BAO_0000219,
231,80007,,,1,,N,,,41M,Expert,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,1,,12989,CHEMBL838393,621.0,BAO_0000219,
232,80007,,,1,,N,,,41M,Intermediate,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,1,,16745,CHEMBL615264,621.0,BAO_0000219,
233,84,,,9,,D,,,,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,1,,6210,CHEMBL615265,,BAO_0000357,
234,68,,,9,,D,,,,Expert,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,1,,6210,CHEMBL615266,,BAO_0000357,
235,68,,,8,,H,,,,Expert,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,1,,6226,CHEMBL615267,,BAO_0000357,
236,10201,,,8,,H,,,,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,1,,17855,CHEMBL615268,,BAO_0000357,
237,10201,,,8,,H,,,,Expert,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,1,,17855,CHEMBL615269,,BAO_0000357,
238,10201,,,8,,H,,,,Expert,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,1,,17855,CHEMBL615270,,BAO_0000357,
239,12220,,,8,,H,,,,Autocuration,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,1,,10413,CHEMBL615271,,BAO_0000357,
240,11303,,,8,,H,,,,Autocuration,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,1,,10413,CHEMBL615272,,BAO_0000357,
241,11303,,,8,,H,,,,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,1,,10413,CHEMBL615103,,BAO_0000357,
242,11303,,,8,,H,,,,Autocuration,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,1,,10413,CHEMBL615104,,BAO_0000357,
243,12220,,,8,,H,,,,Autocuration,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,1,,10413,CHEMBL615105,,BAO_0000357,
244,12220,,,8,,H,,,,Autocuration,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,1,,10413,CHEMBL872866,,BAO_0000357,
245,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,1,,7587,CHEMBL615106,,BAO_0000357,
246,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,1,,7587,CHEMBL615107,,BAO_0000019,
247,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,1,,7587,CHEMBL615108,,BAO_0000357,
248,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,1,,7587,CHEMBL615109,,BAO_0000357,
249,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,1,,7587,CHEMBL615110,,BAO_0000357,
250,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,1,,7587,CHEMBL840105,,BAO_0000019,
251,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,1,,7587,CHEMBL615111,,BAO_0000019,
252,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,1,,7587,CHEMBL615112,,BAO_0000019,
253,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,1,,7587,CHEMBL615113,,BAO_0000019,
254,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,1,,7587,CHEMBL615114,,BAO_0000019,
255,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,1,,7587,CHEMBL615115,,BAO_0000357,
256,11303,,,8,,H,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,1,,7587,CHEMBL615116,,BAO_0000019,
257,11303,,,8,,H,,,,Autocuration,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,1,,7323,CHEMBL615698,,BAO_0000357,
258,22226,,,0,,U,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,1,,7587,CHEMBL615699,,BAO_0000019,
259,22226,,,0,,U,,,,Autocuration,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,1,,7587,CHEMBL615700,,BAO_0000019,
260,100249,,,8,,H,,,,Expert,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,1,,13750,CHEMBL615701,,BAO_0000357,
261,22226,,,0,,U,,,,Autocuration,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,1,,7662,CHEMBL615702,,BAO_0000019,
262,22226,,,0,,U,,,,Autocuration,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,1,,7662,CHEMBL615703,,BAO_0000019,
263,22226,,,0,,U,,,,Autocuration,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,1,,7662,CHEMBL615704,,BAO_0000019,
264,104698,,,6,,H,,,,Autocuration,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,1,,12211,CHEMBL615705,,BAO_0000019,
265,104698,,,6,,H,,,,Autocuration,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,1,,12211,CHEMBL615706,,BAO_0000019,
266,20033,,,9,,D,,Ileum,,Intermediate,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,1,,12211,CHEMBL615707,,BAO_0000221,2116.0
267,10623,,,8,,H,,,,Expert,Stimulatory activity of intragastric pressure was tested in the rat,F,1,,12211,CHEMBL615708,,BAO_0000019,
268,121,,,8,,H,,,,Autocuration,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,1,,15453,CHEMBL615709,,BAO_0000357,
