fsclr,sctrd,clmtchngdpttn(mrkr),rgnstnclss,prjctbrwsrcntrd,cdbsnssdlvrmdl(ld),dvsnnm,knwldgfrdvlpmnt(mrkr),ntdmnt(prjct-lvlbdgt),stts,gndrqlt(mrkr),thsss(mrkr),prjctnmbr,prgrmmngprcss(nw),fndcntrd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),ndgnssss(mrkr),dsbltsss(mrkr),ctstlfrdvlpmnt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,cntnntd,cntnntnm,cntrrgnd,cntrrgnnm,cntrrgnprcnt,sctrnm,sctrprcnt,mntspnt
2009/2010,31120,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Agricultural development,0.2,1332000.0
2009/2010,31150,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Agricultural inputs,0.1,666000.0
2009/2010,31161,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Food crop production,0.1,666000.0
2009/2010,31166,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Agricultural extension,0.1,666000.0
2009/2010,31182,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Agricultural research,0.1,666000.0
2009/2010,31191,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Agricultural services,0.1,666000.0
2009/2010,31193,0,Multilateral,ET,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,ET,Ethiopia,0.222,Agricultural financial services,0.1,666000.0
2009/2010,31110,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,31120,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural development,0.2,48600.0
2009/2010,31150,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,31161,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Food crop production,0.1,24300.0
2009/2010,31166,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural extension,0.1,24300.0
2009/2010,31182,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural research,0.1,24300.0
2009/2010,31191,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural services,0.1,24300.0
2009/2010,31193,0,Multilateral,GN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GN,Guinea,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,31110,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,31120,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural development,0.2,24000.0
2009/2010,31150,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural inputs,0.1,12000.0
2009/2010,31161,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Food crop production,0.1,12000.0
2009/2010,31166,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural extension,0.1,12000.0
2009/2010,31182,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural research,0.1,12000.0
2009/2010,31191,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural services,0.1,12000.0
2009/2010,31193,0,Multilateral,GW,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,GW,Guinea-Bissau,0.004,Agricultural financial services,0.1,12000.0
2009/2010,31110,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,31120,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural development,0.2,48600.0
2009/2010,31150,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,31161,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Food crop production,0.1,24300.0
2009/2010,31166,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural extension,0.1,24300.0
2009/2010,31182,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural research,0.1,24300.0
2009/2010,31191,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural services,0.1,24300.0
2009/2010,31193,0,Multilateral,HN,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HN,Honduras,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,31110,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural policy and administrative management,0.2,72600.0
2009/2010,31120,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural development,0.2,72600.0
2009/2010,31150,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural inputs,0.1,36300.0
2009/2010,31161,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Food crop production,0.1,36300.0
2009/2010,31166,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural extension,0.1,36300.0
2009/2010,31182,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural research,0.1,36300.0
2009/2010,31191,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural services,0.1,36300.0
2009/2010,31193,0,Multilateral,HT,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,1,America,HT,Haiti,0.0121,Agricultural financial services,0.1,36300.0
2009/2010,31110,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural policy and administrative management,0.2,266400.0
2009/2010,31120,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural development,0.2,266400.0
2009/2010,31150,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural inputs,0.1,133200.0
2009/2010,31161,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Food crop production,0.1,133200.0
2009/2010,31166,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural extension,0.1,133200.0
2009/2010,31182,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural research,0.1,133200.0
2009/2010,31191,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural services,0.1,133200.0
2009/2010,31193,0,Multilateral,KE,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KE,Kenya,0.0444,Agricultural financial services,0.1,133200.0
2009/2010,31110,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural policy and administrative management,0.2,48600.0
2009/2010,31120,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural development,0.2,48600.0
2009/2010,31150,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural inputs,0.1,24300.0
2009/2010,31161,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Food crop production,0.1,24300.0
2009/2010,31166,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural extension,0.1,24300.0
2009/2010,31182,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural research,0.1,24300.0
2009/2010,31191,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural services,0.1,24300.0
2009/2010,31193,0,Multilateral,KG,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KG,Kyrgyzstan,0.0081,Agricultural financial services,0.1,24300.0
2009/2010,31110,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,31120,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural development,0.2,24000.0
2009/2010,31150,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural inputs,0.1,12000.0
2009/2010,31161,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Food crop production,0.1,12000.0
2009/2010,31166,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural extension,0.1,12000.0
2009/2010,31182,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural research,0.1,12000.0
2009/2010,31191,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural services,0.1,12000.0
2009/2010,31193,0,Multilateral,KH,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,KH,Cambodia,0.004,Agricultural financial services,0.1,12000.0
2009/2010,31110,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural policy and administrative management,0.2,4800.0
2009/2010,31120,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural development,0.2,4800.0
2009/2010,31150,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural inputs,0.1,2400.0
2009/2010,31161,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Food crop production,0.1,2400.0
2009/2010,31166,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural extension,0.1,2400.0
2009/2010,31182,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural research,0.1,2400.0
2009/2010,31191,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural services,0.1,2400.0
2009/2010,31193,0,Multilateral,KM,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,KM,Comoros,0.0008,Agricultural financial services,0.1,2400.0
2009/2010,31110,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural policy and administrative management,0.2,24000.0
2009/2010,31120,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural development,0.2,24000.0
2009/2010,31150,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural inputs,0.1,12000.0
2009/2010,31161,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Food crop production,0.1,12000.0
2009/2010,31166,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural extension,0.1,12000.0
2009/2010,31182,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural research,0.1,12000.0
2009/2010,31191,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural services,0.1,12000.0
2009/2010,31193,0,Multilateral,LA,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,3,Asia,LA,"Lao, Dem. Rep.",0.004,Agricultural financial services,0.1,12000.0
2009/2010,31110,0,Multilateral,LR,Responsive,MED Economic Development,0,30000000.0,Operational,1,0,M013185001,Uncoded: Pre-APP,5461,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,IFI,2,Africa,LR,Liberia,0.0081,Agricultural policy and administrative management,0.2,48600.0
