ASI,ASSSUBCELFR,Descri,TISI,VAI,Ti,ASSCTY,RELAT,CONFISC,CUB,SRI,SASI,CHI,CI,BAFO
7706,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,178.0,,50597,,N,1,Intermediate,1,,CHEMBL628587,,BAO_0000218
7707,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,178.0,,50597,,N,1,Intermediate,1,,CHEMBL628588,,BAO_0000218
7708,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,178.0,,50597,,N,1,Intermediate,1,,CHEMBL628589,,BAO_0000218
7709,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,178.0,,50597,,N,1,Intermediate,1,,CHEMBL625304,,BAO_0000218
7710,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,178.0,,50597,,N,1,Intermediate,1,,CHEMBL625305,,BAO_0000218
7711,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,178.0,,50597,,N,1,Intermediate,1,,CHEMBL625306,,BAO_0000218
7712,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,178.0,,50597,,N,1,Intermediate,1,,CHEMBL625307,,BAO_0000218
7713,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,178.0,,50597,,N,1,Intermediate,1,,CHEMBL625308,,BAO_0000218
7714,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,178.0,,50597,,N,1,Intermediate,1,,CHEMBL627740,,BAO_0000218
7715,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,178.0,,50597,,N,1,Intermediate,1,,CHEMBL627741,,BAO_0000218
7716,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,178.0,,50597,,N,1,Intermediate,1,,CHEMBL627742,,BAO_0000218
7717,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,178.0,,50597,,N,1,Intermediate,1,,CHEMBL627743,,BAO_0000218
7718,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,178.0,,50597,,N,1,Intermediate,1,,CHEMBL627744,,BAO_0000218
7719,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL627745,,BAO_0000218
7720,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL627746,,BAO_0000218
7721,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL627747,,BAO_0000218
7722,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL876810,,BAO_0000218
7723,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL627748,,BAO_0000218
7724,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL627749,,BAO_0000218
7725,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL627750,,BAO_0000218
7726,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618728,,BAO_0000218
7727,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618729,,BAO_0000218
7728,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618730,,BAO_0000218
7729,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618731,,BAO_0000218
7730,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618732,,BAO_0000218
7731,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618733,,BAO_0000218
7732,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618734,,BAO_0000218
7733,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618735,,BAO_0000218
7734,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL876602,,BAO_0000218
7735,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618736,,BAO_0000218
7736,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618737,,BAO_0000218
7737,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618738,,BAO_0000218
7738,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618739,,BAO_0000218
7739,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618740,,BAO_0000218
7740,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618741,,BAO_0000218
7741,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618742,,BAO_0000218
7742,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,10000001.0,,50597,,N,1,Intermediate,1,,CHEMBL618743,,BAO_0000218
7743,,Half-life from rat plasma at a single oral dose of 25 mg/kg,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL618744,,BAO_0000218
7744,,Half-life in male rat,,,50597,,N,1,Intermediate,1,,CHEMBL618745,,BAO_0000218
7745,,Half-life in rat after peroral administration at 10 mg/kg concentration,,,50597,,N,1,Intermediate,1,,CHEMBL620479,,BAO_0000218
7746,,Half-life in rat after peroral administration at 5 mg/kg concentration,,,50597,,N,1,Intermediate,1,,CHEMBL620480,,BAO_0000218
7747,,Half-life in rat at a dose of 3 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL620481,,BAO_0000218
7748,,Half-life was evaluated in rats,,,50597,,N,1,Intermediate,1,,CHEMBL620482,,BAO_0000218
7749,,Half-life was measured in rat,,,50597,,N,1,Intermediate,1,,CHEMBL876603,,BAO_0000218
7750,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,,50597,,N,1,Intermediate,1,,CHEMBL620483,,BAO_0000218
7751,,Half-life period in rats after intravenous administration at 5 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL620484,,BAO_0000218
7752,,Half-life period in rat at 10 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL620485,,BAO_0000218
7753,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,,50597,,N,1,Intermediate,1,,CHEMBL620486,,BAO_0000218
7754,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,,50597,,N,1,Intermediate,1,,CHEMBL620487,,BAO_0000218
7755,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,,50597,,N,1,Intermediate,1,,CHEMBL620488,,BAO_0000218
7756,,Half-life time in rat the dose of 2 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL620489,,BAO_0000218
7757,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,,50597,,N,1,Intermediate,1,,CHEMBL620490,,BAO_0000218
7758,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL620491,,BAO_0000218
7759,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",1969.0,,50597,,N,1,Intermediate,1,,CHEMBL876604,,BAO_0000218
7760,,Oral half life was determined,,,50597,,N,1,Intermediate,1,,CHEMBL620492,,BAO_0000218
7761,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,,50597,,N,1,Intermediate,1,,CHEMBL620493,,BAO_0000218
7762,,Pharmacokinetic property (t1/2) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL620494,,BAO_0000218
7763,,Plasma elimination half-life was determined,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620495,,BAO_0000218
7764,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620496,,BAO_0000218
7765,,Plasma half life was observed after intravenous administration in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620497,,BAO_0000218
7766,,Plasma half-life was determined,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620498,,BAO_0000218
7767,,Plasma half-life following oral administration in Fisher rats,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620499,,BAO_0000218
7768,,Plasma half-life in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620500,,BAO_0000218
7769,,Plasmatic Half-life after intravenous administration to rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL873809,,BAO_0000218
7770,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,,,50597,,N,1,Intermediate,1,,CHEMBL620501,,BAO_0000218
7771,,Terminal half life after intravenous administration (1 mg/kg) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL620502,,BAO_0000218
7772,,Terminal half life in Rat at a oral dose of 5 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL620503,,BAO_0000218
7773,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,,50597,,N,1,Intermediate,1,,CHEMBL620504,,BAO_0000218
7774,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,,,50597,,N,1,Intermediate,1,,CHEMBL876605,,BAO_0000218
7775,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,,,50597,,N,1,Intermediate,1,,CHEMBL620505,,BAO_0000218
7776,,plasma half life was observed after intravenous administration in rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL873811,,BAO_0000218
7777,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,,50597,,N,1,Expert,1,,CHEMBL624016,,BAO_0000218
7778,,Half life of compound determined in rat,,,50597,,N,1,Intermediate,1,,CHEMBL624017,,BAO_0000218
7779,,Mean residence time determined in rat,,,50597,,N,1,Intermediate,1,,CHEMBL624018,,BAO_0000218
7780,,Plasma half life determined in rat,,,50597,,N,1,Intermediate,1,,CHEMBL624019,,BAO_0000218
7781,,Compound was evaluated for Tmax in brain after intravenous administration in male rats,955.0,,50597,,N,1,Intermediate,1,,CHEMBL624020,,BAO_0000218
7782,,Compound was evaluated for pharmacokinetic parameter maximum time period,,,50597,,N,1,Intermediate,1,,CHEMBL624201,,BAO_0000218
7783,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL872528,,BAO_0000218
7784,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,,50597,,N,1,Intermediate,1,,CHEMBL624202,,BAO_0000218
7785,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,,50597,,N,1,Intermediate,1,,CHEMBL624203,,BAO_0000218
7786,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,,50597,,N,1,Intermediate,1,,CHEMBL624350,,BAO_0000218
7787,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,,50597,,N,1,Intermediate,1,,CHEMBL621320,,BAO_0000218
7788,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,,,50597,,N,1,Intermediate,1,,CHEMBL621321,,BAO_0000218
7789,,Maximum time (Tmax) required to reach Cmax in rats,,,50597,,N,1,Intermediate,1,,CHEMBL621322,,BAO_0000218
7790,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,,,50597,,N,1,Intermediate,1,,CHEMBL621323,,BAO_0000218
7791,,Maximum time of clearance of compound in rats after peroral administration,,,50597,,N,1,Intermediate,1,,CHEMBL621324,,BAO_0000218
7792,,Maximum time at the dose of 2 mg/kg in rat,,,50597,,N,1,Intermediate,1,,CHEMBL621325,,BAO_0000218
7793,,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL875837,,BAO_0000218
7794,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL621326,,BAO_0000218
7795,,Tmax in Guinea pig (PO dose),,,50597,,N,1,Intermediate,1,,CHEMBL621327,,BAO_0000218
7796,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",,,50597,,N,1,Intermediate,1,,CHEMBL621328,,BAO_0000218
7797,,Pharmacokinetic parameter (Tmax) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL621329,,BAO_0000218
7798,,Pharmacokinetic parameter (Tmax) was estimated,,,50597,,N,1,Intermediate,1,,CHEMBL621330,,BAO_0000218
7799,,Pharmacokinetic property (Tmax) in rat,,,50597,,N,1,Intermediate,1,,CHEMBL621331,,BAO_0000218
7800,,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,,,50597,,N,1,Intermediate,1,,CHEMBL621332,,BAO_0000218
7801,,T max in Rat at a oral dose of 5 mg/kg,,,50597,,N,1,Intermediate,1,,CHEMBL621333,,BAO_0000218
7802,,T max was determined at 10 mg/kg po dose in rats,,,50597,,N,1,Intermediate,1,,CHEMBL621334,,BAO_0000218
7803,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),,,50594,,N,1,Intermediate,1,,CHEMBL621335,,BAO_0000218
7804,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,,,50588,,N,1,Intermediate,1,,CHEMBL621336,,BAO_0000218
7805,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,,,50597,,N,1,Intermediate,1,,CHEMBL621337,,BAO_0000218
7806,,Area under curve was measured after i.v. administration into Beagle dog.,,,50588,,N,1,Intermediate,1,,CHEMBL621338,,BAO_0000218
7807,,Area under curve was measured after iv administration into Beagle dog,,,50588,,N,1,Intermediate,1,,CHEMBL875838,,BAO_0000218
7808,,Area under curve was measured after po administration into Beagle dog,,,50588,,N,1,Intermediate,1,,CHEMBL621339,,BAO_0000218
7809,,Area under curve was measured after po administration into Beagle dog.,,,50588,,N,1,Intermediate,1,,CHEMBL621340,,BAO_0000218
7810,,Area under curve was measured at peroral dose of 3 mg/kg,,,22224,,U,0,Autocuration,1,,CHEMBL621341,,BAO_0000218
7811,,Area under curve was measured by using concentration Vs time,,,22224,,U,0,Autocuration,1,,CHEMBL621342,,BAO_0000019
7812,,Area under curve was measured by using concentration Vs time; not tested,,,22224,,U,0,Autocuration,1,,CHEMBL621343,,BAO_0000019
7813,,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),,,50594,,N,1,Intermediate,1,,CHEMBL621344,,BAO_0000218
7814,,Area under curve(AUC) was measured in mice after oral administration.,,,50594,,N,1,Intermediate,1,,CHEMBL621345,,BAO_0000218
7815,,Area under curve(AUC) value of the compound,,,22224,,U,0,Autocuration,1,,CHEMBL621346,,BAO_0000019
7816,,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,,,22224,,U,0,Autocuration,1,,CHEMBL621347,,BAO_0000218
7817,,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,,,50588,,N,1,Intermediate,1,,CHEMBL621348,,BAO_0000218
7818,,Area under curve(carotid artery) was determined by the availability in blood,178.0,,22224,,U,0,Autocuration,1,,CHEMBL621349,,BAO_0000019
7819,,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,178.0,,22224,,U,0,Autocuration,1,,CHEMBL621350,,BAO_0000019
7820,,Area under curve(carotid artery) was determined by the availability in blood; No data,178.0,,22224,,U,0,Autocuration,1,,CHEMBL875839,,BAO_0000019
7821,,Area under curve(portal vein) was determined by the availability in blood,178.0,,22224,,U,0,Autocuration,1,,CHEMBL620211,,BAO_0000019
7822,,Area under curve(portal vein) was determined by the availability in blood; ND means no data,178.0,,22224,,U,0,Autocuration,1,,CHEMBL620212,,BAO_0000019
7823,,Area under curve(portal vein) was determined by the availability in blood; No data,178.0,,22224,,U,0,Autocuration,1,,CHEMBL620213,,BAO_0000019
7824,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",1969.0,,50797,,N,1,Intermediate,1,,CHEMBL620214,,BAO_0000218
7825,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",1969.0,,50797,,N,1,Intermediate,1,,CHEMBL620215,,BAO_0000218
7826,,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,1969.0,,50797,,N,1,Intermediate,1,,CHEMBL620216,,BAO_0000218
7827,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",1969.0,,50588,,N,1,Intermediate,1,,CHEMBL620888,,BAO_0000218
7828,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",1969.0,,50588,,N,1,Intermediate,1,,CHEMBL620889,,BAO_0000218
7829,,Area under plasma concentration vs time curve observed in rats for 0-3 h,1969.0,,22224,,U,0,Autocuration,1,,CHEMBL620890,,BAO_0000019
7830,,Area under plasma time curve determined in male rat,1969.0,,50597,,N,1,Intermediate,1,,CHEMBL620891,,BAO_0000218
7831,,Area under the MAP curve measured over 5 min.,,,22224,,U,0,Autocuration,1,,CHEMBL620892,,BAO_0000019
7832,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,,,50594,,N,1,Intermediate,1,,CHEMBL621079,,BAO_0000218
7833,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,,,50594,,N,1,Intermediate,1,,CHEMBL621080,,BAO_0000218
7834,,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,,,50588,,N,1,Intermediate,1,,CHEMBL621081,,BAO_0000218
7835,,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,,,100712,,N,1,Intermediate,1,,CHEMBL621082,,BAO_0000218
