assays_ss_d,assays_src_d,assays_dscrptn,assays_ss_rgnsm,assays_cnfdnc_scr,assays_td,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_tss_d,assays_vrnt_d
7688,1,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627932,,BAO_0000218,2385.0,
7689,1,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627933,,BAO_0000218,2106.0,
7690,1,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627934,,BAO_0000218,2106.0,
7691,1,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627935,,BAO_0000218,2106.0,
7692,1,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627936,,BAO_0000218,178.0,
7693,1,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627937,,BAO_0000218,178.0,
7694,1,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627938,,BAO_0000218,178.0,
7695,1,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627939,,BAO_0000218,178.0,
7696,1,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627940,,BAO_0000218,178.0,
7697,1,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627941,,BAO_0000218,178.0,
7698,1,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876800,,BAO_0000218,178.0,
7699,1,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627942,,BAO_0000218,178.0,
7700,1,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627943,,BAO_0000218,178.0,
7701,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627944,,BAO_0000218,178.0,
7702,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627945,,BAO_0000218,178.0,
7703,1,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628584,,BAO_0000218,178.0,
7704,1,Biodistribution in rat blood in the presence of GdDTPA at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628585,,BAO_0000218,178.0,
7705,1,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628586,,BAO_0000218,178.0,
7706,1,Biodistribution in rat blood in the presence of GdDTPA at 30 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628587,,BAO_0000218,178.0,
7707,1,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628588,,BAO_0000218,178.0,
7708,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL628589,,BAO_0000218,178.0,
7709,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625304,,BAO_0000218,178.0,
7710,1,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625305,,BAO_0000218,178.0,
7711,1,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625306,,BAO_0000218,178.0,
7712,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625307,,BAO_0000218,178.0,
7713,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL625308,,BAO_0000218,178.0,
7714,1,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627740,,BAO_0000218,178.0,
7715,1,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627741,,BAO_0000218,178.0,
7716,1,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627742,,BAO_0000218,178.0,
7717,1,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627743,,BAO_0000218,178.0,
7718,1,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627744,,BAO_0000218,178.0,
7719,1,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627745,,BAO_0000218,10000001.0,
7720,1,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627746,,BAO_0000218,10000001.0,
7721,1,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627747,,BAO_0000218,10000001.0,
7722,1,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876810,,BAO_0000218,10000001.0,
7723,1,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627748,,BAO_0000218,10000001.0,
7724,1,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627749,,BAO_0000218,10000001.0,
7725,1,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL627750,,BAO_0000218,10000001.0,
7726,1,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618728,,BAO_0000218,10000001.0,
7727,1,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618729,,BAO_0000218,10000001.0,
7728,1,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618730,,BAO_0000218,10000001.0,
7729,1,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618731,,BAO_0000218,10000001.0,
7730,1,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618732,,BAO_0000218,10000001.0,
7731,1,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618733,,BAO_0000218,10000001.0,
7732,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618734,,BAO_0000218,10000001.0,
7733,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618735,,BAO_0000218,10000001.0,
7734,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876602,,BAO_0000218,10000001.0,
7735,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618736,,BAO_0000218,10000001.0,
7736,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618737,,BAO_0000218,10000001.0,
7737,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618738,,BAO_0000218,10000001.0,
7738,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618739,,BAO_0000218,10000001.0,
7739,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618740,,BAO_0000218,10000001.0,
7740,1,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618741,,BAO_0000218,10000001.0,
7741,1,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618742,,BAO_0000218,10000001.0,
7742,1,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618743,,BAO_0000218,10000001.0,
7743,1,Half-life from rat plasma at a single oral dose of 25 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618744,,BAO_0000218,1969.0,
7744,1,Half-life in male rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL618745,,BAO_0000218,,
7745,1,Half-life in rat after peroral administration at 10 mg/kg concentration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620479,,BAO_0000218,,
7746,1,Half-life in rat after peroral administration at 5 mg/kg concentration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620480,,BAO_0000218,,
7747,1,Half-life in rat at a dose of 3 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620481,,BAO_0000218,,
7748,1,Half-life was evaluated in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620482,,BAO_0000218,,
7749,1,Half-life was measured in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876603,,BAO_0000218,,
7750,1,Half-life period for the compound was determined in rats at 50 mg/kg dose,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620483,,BAO_0000218,,
7751,1,Half-life period in rats after intravenous administration at 5 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620484,,BAO_0000218,,
7752,1,Half-life period in rat at 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620485,,BAO_0000218,,
7753,1,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620486,,BAO_0000218,,
7754,1,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620487,,BAO_0000218,,
7755,1,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620488,,BAO_0000218,,
7756,1,Half-life time in rat the dose of 2 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620489,,BAO_0000218,,
7757,1,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620490,,BAO_0000218,,
7758,1,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620491,,BAO_0000218,,
7759,1,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876604,,BAO_0000218,1969.0,
7760,1,Oral half life was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620492,,BAO_0000218,,
7761,1,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620493,,BAO_0000218,,
7762,1,Pharmacokinetic property (t1/2) in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620494,,BAO_0000218,,
7763,1,Plasma elimination half-life was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620495,,BAO_0000218,1969.0,
7764,1,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620496,,BAO_0000218,1969.0,
7765,1,Plasma half life was observed after intravenous administration in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620497,,BAO_0000218,1969.0,
7766,1,Plasma half-life was determined,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620498,,BAO_0000218,1969.0,
7767,1,Plasma half-life following oral administration in Fisher rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620499,,BAO_0000218,1969.0,
7768,1,Plasma half-life in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620500,,BAO_0000218,1969.0,
7769,1,Plasmatic Half-life after intravenous administration to rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL873809,,BAO_0000218,1969.0,
7770,1,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620501,,BAO_0000218,,
7771,1,Terminal half life after intravenous administration (1 mg/kg) in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620502,,BAO_0000218,,
7772,1,Terminal half life in Rat at a oral dose of 5 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620503,,BAO_0000218,,
7773,1,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620504,,BAO_0000218,,
7774,1,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL876605,,BAO_0000218,,
7775,1,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL620505,,BAO_0000218,,
7776,1,plasma half life was observed after intravenous administration in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL873811,,BAO_0000218,1969.0,
7777,1,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,Rattus norvegicus,1,50597,,N,Expert,,CHEMBL624016,,BAO_0000218,,
7778,1,Half life of compound determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624017,,BAO_0000218,,
7779,1,Mean residence time determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624018,,BAO_0000218,,
7780,1,Plasma half life determined in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624019,,BAO_0000218,,
7781,1,Compound was evaluated for Tmax in brain after intravenous administration in male rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624020,,BAO_0000218,955.0,
7782,1,Compound was evaluated for pharmacokinetic parameter maximum time period,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624201,,BAO_0000218,,
7783,1,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL872528,,BAO_0000218,,
7784,1,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624202,,BAO_0000218,,
7785,1,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624203,,BAO_0000218,,
7786,1,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL624350,,BAO_0000218,,
7787,1,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621320,,BAO_0000218,,
7788,1,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621321,,BAO_0000218,,
7789,1,Maximum time (Tmax) required to reach Cmax in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621322,,BAO_0000218,,
7790,1,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621323,,BAO_0000218,,
7791,1,Maximum time of clearance of compound in rats after peroral administration,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621324,,BAO_0000218,,
7792,1,Maximum time at the dose of 2 mg/kg in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621325,,BAO_0000218,,
7793,1,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL875837,,BAO_0000218,1969.0,
7794,1,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621326,,BAO_0000218,1969.0,
7795,1,Tmax in Guinea pig (PO dose),Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621327,,BAO_0000218,,
7796,1,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621328,,BAO_0000218,,
7797,1,Pharmacokinetic parameter (Tmax) in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621329,,BAO_0000218,,
7798,1,Pharmacokinetic parameter (Tmax) was estimated,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621330,,BAO_0000218,,
7799,1,Pharmacokinetic property (Tmax) in rat,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621331,,BAO_0000218,,
7800,1,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621332,,BAO_0000218,,
7801,1,T max in Rat at a oral dose of 5 mg/kg,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621333,,BAO_0000218,,
7802,1,T max was determined at 10 mg/kg po dose in rats,Rattus norvegicus,1,50597,,N,Intermediate,,CHEMBL621334,,BAO_0000218,,
7803,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),Mus musculus,1,50594,,N,Intermediate,,CHEMBL621335,,BAO_0000218,,
7804,1,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,Canis lupus familiaris,1,50588,,N,Intermediate,,CHEMBL621336,,BAO_0000218,,
