ASSI,CONSC,SRASI,BAFO,CUB,TISI,ASSTI,ASCET,ASSUBFR,Ti,RELATT,SI,CHI,CEI,VARI
325,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615298,,
326,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615299,,
327,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615300,,
328,8,,BAO_0000357,Autocuration,,,,,241,H,1,CHEMBL615301,,
329,9,,BAO_0000357,Expert,,,,,241,D,1,CHEMBL615302,,
330,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615303,,
331,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615304,,
332,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615305,,
333,8,,BAO_0000218,Autocuration,,,,,12132,H,1,CHEMBL615306,,
334,8,,BAO_0000218,Autocuration,,,,,12132,H,1,CHEMBL615307,,
335,8,,BAO_0000218,Autocuration,,,,,12132,H,1,CHEMBL615308,,
336,8,,BAO_0000218,Autocuration,,,,,12132,H,1,CHEMBL615309,,
337,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615310,,
338,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615311,,
339,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615312,,
340,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615313,,
341,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615314,,
342,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615315,,
343,0,,BAO_0000218,Autocuration,,,,,22226,U,1,CHEMBL615316,,
344,8,,BAO_0000218,Autocuration,,,,,12132,H,1,CHEMBL615317,,
345,8,,BAO_0000218,Autocuration,,,,,12132,H,1,CHEMBL615318,,
346,0,,BAO_0000218,Autocuration,,,,,22226,U,1,CHEMBL615319,,
347,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615320,,
348,8,,BAO_0000019,Autocuration,,,,,12132,H,1,CHEMBL615321,,
349,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615322,,
350,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615323,,
351,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615407,,
352,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL857267,,
353,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615408,,
354,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615409,,
355,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615410,,
356,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615411,,
357,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615412,,
358,8,,BAO_0000357,Autocuration,,,,,19690,H,1,CHEMBL615413,,
359,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615414,,
360,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615415,,
361,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615416,,
362,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615417,,
363,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615418,,
364,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615419,,
365,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615420,,
366,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615421,,
367,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615422,,
368,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615423,,
369,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL872868,,
370,9,,BAO_0000251,Autocuration,2107.0,Liver,,Microsomes,12236,D,1,CHEMBL615424,,
371,4,,BAO_0000224,Autocuration,,,,,104832,H,1,CHEMBL825022,,
372,4,,BAO_0000224,Autocuration,,,,,104832,H,1,CHEMBL615425,,
373,4,,BAO_0000224,Autocuration,,,,,104832,H,1,CHEMBL615426,,
374,9,,BAO_0000357,Expert,,,,,10612,D,1,CHEMBL615427,,
375,1,,BAO_0000219,Intermediate,,,3677 melanoma cell line,,80616,N,1,CHEMBL615428,844.0,
376,1,,BAO_0000219,Intermediate,,,3677 melanoma cell line,,80616,N,1,CHEMBL615429,844.0,
377,1,,BAO_0000219,Intermediate,,,MC-38,,80617,N,1,CHEMBL615430,700.0,
378,0,,BAO_0000019,Intermediate,,,,,22226,U,1,CHEMBL615431,,
379,0,,BAO_0000218,Autocuration,,,B16,,22226,U,1,CHEMBL615432,798.0,
380,0,,BAO_0000218,Autocuration,,,B16,,22226,U,1,CHEMBL615433,798.0,
381,9,,BAO_0000019,Expert,,,,,12464,D,1,CHEMBL615434,,
382,1,,BAO_0000218,Intermediate,,,,,50085,N,1,CHEMBL615435,,
383,1,,BAO_0000218,Intermediate,,,,,50679,N,1,CHEMBL615436,,
384,1,,BAO_0000218,Intermediate,,,,,50679,N,1,CHEMBL615437,,
385,9,,BAO_0000019,Expert,,,,,12464,D,1,CHEMBL615438,,
386,9,,BAO_0000019,Expert,,,,,12464,D,1,CHEMBL615439,,
387,9,,BAO_0000019,Expert,,,,,12464,D,1,CHEMBL615440,,
388,9,,BAO_0000019,Expert,,,,,12464,D,1,CHEMBL615441,,
389,1,,BAO_0000218,Intermediate,,,,,50665,N,1,CHEMBL615641,,
390,1,,BAO_0000218,Intermediate,,,,,50665,N,1,CHEMBL872065,,
391,1,,BAO_0000218,Intermediate,,,,,50665,N,1,CHEMBL825023,,
392,1,,BAO_0000218,Intermediate,,,,,50665,N,1,CHEMBL615642,,
393,8,,BAO_0000357,Expert,,,,,12464,H,1,CHEMBL615643,,
394,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615644,,
395,1,,BAO_0000218,Intermediate,,,3EM 37,,80619,N,1,CHEMBL615645,833.0,
396,1,,BAO_0000218,Intermediate,,,3EM 37,,80619,N,1,CHEMBL615646,833.0,
397,1,,BAO_0000218,Intermediate,,,3EM 37,,80619,N,1,CHEMBL615647,833.0,
398,1,,BAO_0000218,Intermediate,,,3EM 37,,80619,N,1,CHEMBL615648,833.0,
399,1,,BAO_0000218,Intermediate,,,3EM 37,,80619,N,1,CHEMBL615649,833.0,
400,1,,BAO_0000218,Intermediate,,,3EM 37,,80619,N,1,CHEMBL615650,833.0,
401,1,,BAO_0000218,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615651,847.0,
402,1,,BAO_0000218,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615652,847.0,
403,1,,BAO_0000218,Expert,,,3LL cell line,,80620,N,1,CHEMBL615653,847.0,
404,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615654,847.0,
405,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615655,847.0,
406,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL825024,847.0,
407,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615656,847.0,
408,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615657,847.0,
409,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615658,847.0,
410,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615659,847.0,
411,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615660,847.0,
412,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615661,847.0,
413,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615662,847.0,
414,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615663,847.0,
415,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615664,847.0,
416,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615665,847.0,
417,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615666,847.0,
418,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615667,847.0,
419,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615668,847.0,
420,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615669,847.0,
421,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615670,847.0,
422,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL836739,847.0,
423,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615671,847.0,
424,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615672,847.0,
425,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615791,847.0,
426,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615792,847.0,
427,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615793,847.0,
428,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615794,847.0,
429,1,,BAO_0000219,Intermediate,,,3LL cell line,,80620,N,1,CHEMBL615795,847.0,
430,1,,BAO_0000219,Intermediate,,,3LLD122,,80621,N,1,CHEMBL615590,971.0,
431,0,,BAO_0000218,Autocuration,,,,,22226,U,1,CHEMBL615591,,
432,0,,BAO_0000218,Autocuration,,,,,22226,U,1,CHEMBL615592,,
433,0,,BAO_0000218,Autocuration,,,,,22226,U,1,CHEMBL615593,,
434,0,,BAO_0000218,Autocuration,,,,,22226,U,1,CHEMBL615594,,
435,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615595,723.0,
436,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615596,723.0,
437,8,,BAO_0000219,Expert,,,NIH3T3,,11169,H,1,CHEMBL615597,723.0,
438,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615598,723.0,
439,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615599,723.0,
440,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615600,723.0,
441,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615601,723.0,
442,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615602,723.0,
443,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615603,723.0,
444,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615604,723.0,
445,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615605,723.0,
446,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615606,723.0,
447,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL884526,723.0,
448,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615607,723.0,
449,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615608,723.0,
450,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615609,723.0,
451,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615682,723.0,
452,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615683,723.0,
453,1,,BAO_0000218,Expert,,,NIH3T3,,80951,N,1,CHEMBL615684,723.0,
454,7,,BAO_0000219,Autocuration,,,,,104860,D,1,CHEMBL615685,,
455,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615686,723.0,
456,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615687,723.0,
457,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL884523,723.0,
458,8,,BAO_0000019,Expert,,,,,11169,H,1,CHEMBL615688,,
459,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615689,723.0,
460,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615690,723.0,
461,8,,BAO_0000019,Expert,,,,,11169,H,1,CHEMBL615691,,
462,8,,BAO_0000019,Expert,,,,,11169,H,1,CHEMBL615692,,
463,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615693,723.0,
464,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615324,723.0,
465,9,,BAO_0000219,Expert,,,NIH3T3,,9,D,1,CHEMBL615325,723.0,
466,9,,BAO_0000219,Expert,,,NIH3T3,,9,D,1,CHEMBL615490,723.0,
467,9,,BAO_0000219,Expert,,,NIH3T3,,188,D,1,CHEMBL615491,723.0,
468,9,,BAO_0000219,Expert,,,NIH3T3,,188,D,1,CHEMBL615492,723.0,
469,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615493,723.0,
470,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615494,723.0,
471,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615495,723.0,
472,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615496,723.0,
473,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615497,723.0,
474,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615498,723.0,
475,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615499,723.0,
476,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL835522,723.0,
477,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615500,723.0,
478,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615501,723.0,
479,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615502,723.0,
480,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615503,723.0,
481,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615504,723.0,
482,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615505,723.0,
483,1,,BAO_0000219,Expert,,,NIH3T3,,80951,N,1,CHEMBL615506,723.0,
484,1,,BAO_0000219,Intermediate,,,NIH3T3,,80951,N,1,CHEMBL615507,723.0,
485,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615508,620.0,
486,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615509,620.0,
487,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615510,620.0,
488,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615511,620.0,
489,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615512,620.0,
490,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615513,620.0,
491,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615514,620.0,
492,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615515,620.0,
493,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615516,620.0,
494,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615517,620.0,
495,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615518,620.0,
496,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615519,620.0,
497,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615520,620.0,
498,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615521,620.0,
499,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615522,620.0,
500,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615523,620.0,
501,1,,BAO_0000218,Expert,,,3T3-L1,,80006,N,1,CHEMBL615524,620.0,
502,1,,BAO_0000218,Expert,,,3T3-L1,,80006,N,1,CHEMBL615525,620.0,
503,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615526,620.0,
504,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615527,620.0,
505,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615528,620.0,
506,1,,BAO_0000218,Expert,,,3T3-L1,,80006,N,1,CHEMBL615529,620.0,
507,1,,BAO_0000218,Expert,,,3T3-L1,,80006,N,1,CHEMBL615530,620.0,
508,1,,BAO_0000218,Expert,,,3T3-L1,,80006,N,1,CHEMBL615531,620.0,
509,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615532,620.0,
510,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615533,620.0,
511,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615534,620.0,
512,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615535,620.0,
513,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615536,620.0,
514,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615537,620.0,
515,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615538,620.0,
516,1,,BAO_0000218,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL836166,620.0,
517,8,,BAO_0000219,Expert,,,3T3-L1,,11214,H,1,CHEMBL615539,620.0,
518,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615540,620.0,
519,8,,BAO_0000219,Expert,,,3T3-L1,,11214,H,1,CHEMBL615541,620.0,
520,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615542,620.0,
521,1,,BAO_0000219,Intermediate,,,3T3-L1,,80006,N,1,CHEMBL615543,620.0,
522,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615544,620.0,
523,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615545,620.0,
524,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615546,620.0,
525,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615547,620.0,
526,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615548,620.0,
527,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615549,620.0,
528,1,,BAO_0000219,Expert,,,3T3-L1,,80006,N,1,CHEMBL615550,620.0,
529,1,,BAO_0000219,Intermediate,,,3Y1 cell line,,80622,N,1,CHEMBL615551,1118.0,
530,1,,BAO_0000219,Expert,,,3Y1 cell line,,80622,N,1,CHEMBL615552,1118.0,
531,1,,BAO_0000219,Expert,,,3Y1 cell line,,80622,N,1,CHEMBL615553,1118.0,
532,1,,BAO_0000219,Expert,,,3Y1 cell line,,80622,N,1,CHEMBL615554,1118.0,
533,1,,BAO_0000219,Intermediate,,,3Y1 cell line,,80622,N,1,CHEMBL615555,1118.0,
534,1,,BAO_0000219,Expert,,,3Y1 cell line,,80622,N,1,CHEMBL615556,1118.0,
535,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615557,,
536,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615558,,
537,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL872066,,
538,9,,BAO_0000019,Expert,,,,,11607,D,1,CHEMBL615559,,
539,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615560,,
540,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615561,,
541,8,,BAO_0000019,Expert,,,,,11607,H,1,CHEMBL857062,,
542,8,,BAO_0000019,Expert,,,,,11607,H,1,CHEMBL615562,,
543,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615563,,
544,8,,BAO_0000357,Autocuration,,,,,11607,H,1,CHEMBL615564,,
545,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615565,,
546,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615566,,
547,9,,BAO_0000019,Expert,,,,,11607,D,1,CHEMBL615567,,
548,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615568,,
549,8,,BAO_0000357,Autocuration,,,,,11607,H,1,CHEMBL615569,,
550,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615570,,
551,8,,BAO_0000019,Autocuration,,,,,11607,H,1,CHEMBL615571,,
552,4,,BAO_0000224,Autocuration,,,,,104733,H,1,CHEMBL615572,,
553,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615573,,
554,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615574,,
555,0,,BAO_0000019,Autocuration,,,,,22226,U,1,CHEMBL615575,,
556,8,,BAO_0000357,Autocuration,,,,,10619,H,1,CHEMBL615576,,
557,8,,BAO_0000357,Autocuration,,,,,10619,H,1,CHEMBL615577,,
558,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615578,,
559,8,,BAO_0000357,Expert,,,,,51,H,1,CHEMBL615579,,
560,8,,BAO_0000357,Expert,,,,,51,H,1,CHEMBL615580,,
561,8,,BAO_0000019,Expert,,,,,51,H,1,CHEMBL615581,,
562,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615582,,
563,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615583,,
564,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615584,,
565,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL833691,,
566,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615585,,
567,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615586,,
568,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL884524,,
569,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615587,,
570,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615588,,
571,9,,BAO_0000249,Expert,,,,Membranes,10576,D,1,CHEMBL615589,,
572,8,,BAO_0000221,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615442,,
573,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615443,,
574,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615444,,
575,8,,BAO_0000221,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615445,,
576,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615446,,
577,8,,BAO_0000219,Autocuration,,,CHO,,51,H,1,CHEMBL615447,449.0,
578,8,,BAO_0000221,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615448,,
579,8,,BAO_0000221,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615449,,
580,8,,BAO_0000219,Autocuration,,,CHO,,51,H,1,CHEMBL615450,449.0,
581,8,,BAO_0000221,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615451,,
582,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL615452,,
583,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615453,,
584,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615454,,
585,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615455,,
586,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615456,,
587,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615457,,
588,8,,BAO_0000218,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615458,,
589,8,,BAO_0000221,Expert,10000000.0,Hippocampus,,,51,H,1,CHEMBL615459,,
590,9,,BAO_0000219,Expert,,,CHO,,51,D,1,CHEMBL615460,449.0,
591,8,,BAO_0000019,Autocuration,,,,,51,H,1,CHEMBL615461,,
592,8,,BAO_0000019,Autocuration,,,,,51,H,1,CHEMBL615462,,
593,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,51,H,1,CHEMBL615463,,
594,8,,BAO_0000221,Autocuration,2116.0,Ileum,,,51,H,1,CHEMBL615464,,
595,8,,BAO_0000221,Autocuration,2116.0,Ileum,,,51,H,1,CHEMBL615465,,
596,8,,BAO_0000221,Autocuration,2116.0,Ileum,,,51,H,1,CHEMBL615466,,
597,8,,BAO_0000221,Autocuration,2116.0,Ileum,,,51,H,1,CHEMBL615467,,
598,8,,BAO_0000221,Autocuration,2116.0,Ileum,,,51,H,1,CHEMBL615468,,
599,8,,BAO_0000221,Autocuration,2116.0,Ileum,,,51,H,1,CHEMBL615469,,
600,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL615470,,
601,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL615471,,
602,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL615472,,
603,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,106,H,1,CHEMBL883242,,
604,8,,BAO_0000221,Autocuration,10000000.0,Hippocampus,,,106,H,1,CHEMBL615473,,
605,8,,BAO_0000218,Autocuration,,,CHO,,11863,H,1,CHEMBL615474,449.0,
606,8,,BAO_0000357,Autocuration,,,,,51,H,1,CHEMBL615475,,
607,8,,BAO_0000219,Autocuration,,,HeLa,,51,H,1,CHEMBL615476,308.0,
608,8,,BAO_0000219,Autocuration,,,HeLa,,51,H,1,CHEMBL615477,308.0,
609,8,,BAO_0000019,Autocuration,,,,,51,H,1,CHEMBL615478,,
610,8,,BAO_0000219,Autocuration,,,CHO,,51,H,1,CHEMBL615160,449.0,
611,8,,BAO_0000219,Expert,,,CHO,,51,H,1,CHEMBL615161,449.0,
612,8,,BAO_0000219,Autocuration,,,CHO,,51,H,1,CHEMBL615162,449.0,
613,8,,BAO_0000219,Autocuration,,,CHO,,51,H,1,CHEMBL615163,449.0,
614,8,,BAO_0000219,Expert,,,CHO,,51,H,1,CHEMBL615164,449.0,
615,8,,BAO_0000219,Expert,,,CHO,,51,H,1,CHEMBL615165,449.0,
616,8,,BAO_0000219,Autocuration,,,CHO,,51,H,1,CHEMBL615166,449.0,
617,8,,BAO_0000219,Autocuration,,,,,51,H,1,CHEMBL615167,,
618,9,,BAO_0000219,Expert,,,HeLa,,51,D,1,CHEMBL615168,308.0,
619,9,,BAO_0000219,Expert,,,HeLa,,51,D,1,CHEMBL615169,308.0,
620,9,,BAO_0000219,Expert,,,CHO,,51,D,1,CHEMBL615170,449.0,
621,9,,BAO_0000219,Expert,,,CHO,,51,D,1,CHEMBL615171,449.0,
622,8,,BAO_0000019,Autocuration,,,,,51,H,1,CHEMBL615694,,
623,8,,BAO_0000019,Autocuration,,,,,51,H,1,CHEMBL615695,,
624,8,,BAO_0000019,Autocuration,,,,,51,H,1,CHEMBL615696,,
