assay_id,assay_category,assay_tissue,variant_id,assay_organism,chembl_id,doc_id,assay_strain,tid,curated_by,assay_tax_id,description,assay_type,assay_test_type,assay_cell_type,assay_subcellular_fraction,relationship_type
164,,,,,CHEMBL615376,9707,,22226,Autocuration,,Ratio of Ki at A2 to Ki at A1 receptors,B,,,,U
165,,,,Candida albicans,CHEMBL615377,2346,,11143,Expert,5476.0,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,,,,H
166,,,,Candida glabrata CBS 138,CHEMBL615378,2205,,18077,Expert,284593.0,"Inhibition of 1,3-beta-glucan synthase",B,,,,H
167,,,,Homo sapiens,CHEMBL615379,11900,,80609,Intermediate,9606.0,Inhibition of growth of 1-87 human tumor cell line,F,,1-87 tumor cell line,,N
168,,,,Rattus norvegicus,CHEMBL615380,14864,,12166,Expert,10116.0,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,,,,D
169,,,,Glycine max,CHEMBL615381,16474,,100171,Autocuration,3847.0,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,,,,D
170,,,,Glycine max,CHEMBL615382,16474,,100171,Autocuration,3847.0,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,,,,D
171,,,,Glycine max,CHEMBL615383,16474,,100171,Autocuration,3847.0,% inhibition against soybean 1-lipoxygenase (SLO),B,,,,D
172,,,,Glycine max,CHEMBL615384,16474,,100171,Autocuration,3847.0,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,,,,D
173,,,,Glycine max,CHEMBL615385,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,,,,D
174,,,,Glycine max,CHEMBL615386,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,,,D
175,,,,Glycine max,CHEMBL615387,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,,,D
176,,,,Glycine max,CHEMBL615388,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,,,D
177,,,,Glycine max,CHEMBL615214,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,,,D
178,,,,Glycine max,CHEMBL827087,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,,,D
179,,,,Glycine max,CHEMBL615215,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,,D
180,,,,Glycine max,CHEMBL615216,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,,D
181,,,,Glycine max,CHEMBL615217,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,,D
182,,,,Glycine max,CHEMBL615218,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,,D
183,,,,Glycine max,CHEMBL615219,3094,,100171,Autocuration,3847.0,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,,D
184,,,,Mus musculus,CHEMBL615220,10413,,22226,Autocuration,10090.0,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,,U
185,,,,Mus musculus,CHEMBL615221,16929,,80049,Intermediate,10090.0,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,C3H 10T1/2,,N
186,,,,,CHEMBL615222,1229,,22226,Intermediate,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,U
187,,,,,CHEMBL615223,16587,,11489,Autocuration,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,H
188,,,,,CHEMBL615224,16587,,11862,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,H
189,,,,,CHEMBL615225,16587,,11862,Autocuration,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,H
190,,,,,CHEMBL615226,16587,,11489,Autocuration,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,H
191,,,,,CHEMBL615227,16587,,11862,Autocuration,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,H
192,,,,Bos taurus,CHEMBL615228,8058,,12347,Expert,9913.0,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,,D
193,,,,Rattus norvegicus,CHEMBL615229,9065,,100120,Expert,10116.0,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,,D
194,,Adrenal gland,,Rattus norvegicus,CHEMBL615230,8865,,100120,Expert,10116.0,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,,D
195,,,,Rattus norvegicus,CHEMBL615231,9066,,100120,Expert,10116.0,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,,D
196,,,,Rattus norvegicus,CHEMBL884520,8394,,100120,Expert,10116.0,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,,D
197,,,,Rattus norvegicus,CHEMBL615232,8394,,100120,Expert,10116.0,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,,D
198,,,,,CHEMBL615233,6431,,10328,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,H
199,,,,,CHEMBL827088,6431,,11490,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,H
200,,,,,CHEMBL615234,6431,,11490,Autocuration,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,H
201,,,,,CHEMBL615235,9295,,11134,Autocuration,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,H
202,,,,,CHEMBL615236,10193,,12052,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,H
203,,,,,CHEMBL615237,13622,,11134,Autocuration,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,H
204,,,,,CHEMBL615238,12079,,11134,Autocuration,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,H
205,,,,,CHEMBL615239,13622,,11134,Autocuration,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,H
206,,,,Homo sapiens,CHEMBL615240,12079,,11134,Autocuration,9606.0,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,D
207,,,,,CHEMBL615241,13500,,11835,Expert,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,H
208,,,,,CHEMBL615242,13723,,11601,Expert,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,H
209,,,,,CHEMBL615243,16474,,11134,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,H
210,,,,,CHEMBL615244,1630,,11134,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,H
211,,,,,CHEMBL615245,167,,11134,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,H
212,,,,,CHEMBL615246,16474,,11134,Autocuration,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,H
213,,,,,CHEMBL615247,167,,11134,Autocuration,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,H
214,,,,,CHEMBL615248,16474,,11134,Autocuration,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,H
215,,,,,CHEMBL615249,10091,,11601,Autocuration,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,H
216,,,,,CHEMBL615250,11966,,11601,Autocuration,,Tested for inhibition against porcine 12-LO,B,,,,H
217,,,,,CHEMBL615251,951,,12052,Autocuration,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,H
218,,,,,CHEMBL615252,10997,,12052,Autocuration,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,H
219,,,,,CHEMBL828340,10193,,12052,Expert,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,H
220,,,,,CHEMBL615253,10193,,12052,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,H
221,,,,,CHEMBL615254,10193,,12052,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,H
222,,,,,CHEMBL615255,10193,,12052,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,H
223,,,,,CHEMBL615256,10193,,12052,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,H
224,,,,,CHEMBL615257,10193,,12052,Autocuration,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,H
225,,,,,CHEMBL615258,11087,,12052,Autocuration,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,H
226,,,,Homo sapiens,CHEMBL615259,15569,,80007,Intermediate,9606.0,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,41M,,N
227,,,,Homo sapiens,CHEMBL615260,12989,,80007,Expert,9606.0,In vitro antitumor activity against 41M cell line.,F,,41M,,N
228,,,,Homo sapiens,CHEMBL615261,16745,,80007,Intermediate,9606.0,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,41M,,N
229,,,,Homo sapiens,CHEMBL615262,15569,,80007,Intermediate,9606.0,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,41M,,N
230,,,,Homo sapiens,CHEMBL615263,12989,,80007,Expert,9606.0,In vitro antitumor activity against 41McisR cell line.,F,,41M,,N
231,,,,Homo sapiens,CHEMBL838393,12989,,80007,Expert,9606.0,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,41M,,N
232,,,,Homo sapiens,CHEMBL615264,16745,,80007,Intermediate,9606.0,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,41M,,N
233,,,,Homo sapiens,CHEMBL615265,6210,,84,Expert,9606.0,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,,D
234,,,,Homo sapiens,CHEMBL615266,6210,,68,Expert,9606.0,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,D
235,,,,,CHEMBL615267,6226,,68,Expert,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,H
236,,,,,CHEMBL615268,17855,,10201,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,H
237,,,,,CHEMBL615269,17855,,10201,Expert,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,H
238,,,,,CHEMBL615270,17855,,10201,Expert,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,H
239,,,,,CHEMBL615271,10413,,12220,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,H
240,,,,Escherichia coli,CHEMBL615272,10413,,11303,Autocuration,562.0,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,,H
241,,,,Escherichia coli,CHEMBL615103,10413,,11303,Autocuration,562.0,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,,H
242,,,,Escherichia coli,CHEMBL615104,10413,,11303,Autocuration,562.0,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,,H
243,,,,,CHEMBL615105,10413,,12220,Autocuration,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,H
244,,,,,CHEMBL872866,10413,,12220,Autocuration,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,H
245,,,,Sus scrofa,CHEMBL615106,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,,H
246,,,,Sus scrofa,CHEMBL615107,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,,H
247,,,,Sus scrofa,CHEMBL615108,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,,H
248,,,,Sus scrofa,CHEMBL615109,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,,H
249,,,,Sus scrofa,CHEMBL615110,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,,H
250,,,,Sus scrofa,CHEMBL840105,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,,H
251,,,,Sus scrofa,CHEMBL615111,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,,H
252,,,,Sus scrofa,CHEMBL615112,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,,H
253,,,,Sus scrofa,CHEMBL615113,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,,H
254,,,,Sus scrofa,CHEMBL615114,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,,H
255,,,,Sus scrofa,CHEMBL615115,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,,H
256,,,,Sus scrofa,CHEMBL615116,7587,,11303,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,,H
257,,,,,CHEMBL615698,7323,,11303,Autocuration,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,H
258,,,,Sus scrofa,CHEMBL615699,7587,,22226,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,,U
259,,,,Sus scrofa,CHEMBL615700,7587,,22226,Autocuration,9823.0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,,U
260,,,,Saccharomyces cerevisiae,CHEMBL615701,13750,,100249,Expert,4932.0,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,,H
261,,,,Rattus norvegicus,CHEMBL615702,7662,,22226,Autocuration,10116.0,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,,U
262,,,,Rattus norvegicus,CHEMBL615703,7662,,22226,Autocuration,10116.0,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,,U
263,,,,Rattus norvegicus,CHEMBL615704,7662,,22226,Autocuration,10116.0,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,,U
264,,,,,CHEMBL615705,12211,,104698,Autocuration,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,H
265,,,,,CHEMBL615706,12211,,104698,Autocuration,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,H
266,,Ileum,,Cavia porcellus,CHEMBL615707,12211,,20033,Intermediate,10141.0,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,,D
267,,,,,CHEMBL615708,12211,,10623,Expert,,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,H
268,,,,,CHEMBL615709,15453,,121,Autocuration,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,H
269,,,,Rattus norvegicus,CHEMBL615710,11884,,22226,Autocuration,10116.0,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,,U
270,,,,,CHEMBL615711,7185,,12688,Autocuration,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,H
271,,,,Homo sapiens,CHEMBL615712,6876,,121,Expert,9606.0,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,,D
272,,,,Homo sapiens,CHEMBL836325,6876,,121,Expert,9606.0,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,,D
273,,,,,CHEMBL615713,11863,,12198,Autocuration,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,H
274,,,,,CHEMBL615714,11863,,12198,Autocuration,,Inhibition constant of high-affinity 5-HT uptake,B,,,,H
275,,,,,CHEMBL615715,11863,,12198,Autocuration,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,H
276,,,,,CHEMBL615716,11863,,12198,Autocuration,,Maximum rate was determined for high affinity transport of 5-HT,F,,,,H
277,,,,,CHEMBL615717,4639,,104714,Autocuration,,Compound was tested for agonistic activity against 5-HT uptake,F,,,,H
