assays_ASSI,assays_BFOR,assays_Descri,assays_TISI,assays_RELAT,assays_SI,assays_ASSCET,assays_CHI,assays_ASTET,assays_T,assays_DI,assays_ASSUBCEFR,assays_ASTIS,assays_ASSTY,assays_ASSST,assays_ASSCAT,assays_CURAB,assays_SASI,assays_CI,assays_VARI
156,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,U,1,,CHEMBL615681,,22226,8249,,,F,,,Autocuration,,,
157,BAO_0000249,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,H,1,,CHEMBL857972,,104290,16992,,,B,,,Autocuration,,,
158,BAO_0000218,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,N,1,,CHEMBL857899,,50264,10543,,,F,,,Intermediate,,,
159,BAO_0000218,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,N,1,,CHEMBL615371,,50527,17833,,,F,,,Intermediate,,,
160,BAO_0000218,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,N,1,HEL,CHEMBL615372,,50527,17290,,,F,,,Expert,,468.0,
161,BAO_0000218,Antiviral activity against 07/1 strain of VZV; ND: No data,,N,1,,CHEMBL615373,,50527,17290,,,F,,,Intermediate,,,
162,BAO_0000218,Antiviral activity against 07/1 strain of VZV; ND=No data,,N,1,,CHEMBL615374,,50527,17290,,,F,,,Intermediate,,,
163,BAO_0000218,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,N,1,,CHEMBL615375,,50145,10932,,,F,,,Intermediate,,,
164,BAO_0000019,Ratio of Ki at A2 to Ki at A1 receptors,,U,1,,CHEMBL615376,,22226,9707,,,B,,,Autocuration,,,
165,BAO_0000249,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,H,1,,CHEMBL615377,,11143,2346,,,B,,,Expert,,,
166,BAO_0000357,"Inhibition of 1,3-beta-glucan synthase",,H,1,,CHEMBL615378,,18077,2205,,,B,,,Expert,,,
167,BAO_0000219,Inhibition of growth of 1-87 human tumor cell line,,N,1,1-87 tumor cell line,CHEMBL615379,,80609,11900,,,F,,,Intermediate,,832.0,
168,BAO_0000219,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,D,1,,CHEMBL615380,,12166,14864,,,B,,,Expert,,,
169,BAO_0000357,Inhibitory activity against soybean 1-lipoxygenase (SLO),,D,1,,CHEMBL615381,,100171,16474,,,B,,,Autocuration,,,
170,BAO_0000357,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,D,1,,CHEMBL615382,,100171,16474,,,B,,,Autocuration,,,
171,BAO_0000357,% inhibition against soybean 1-lipoxygenase (SLO),,D,1,,CHEMBL615383,,100171,16474,,,B,,,Autocuration,,,
172,BAO_0000357,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,D,1,,CHEMBL615384,,100171,16474,,,B,,,Autocuration,,,
173,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,D,1,,CHEMBL615385,,100171,3094,,,B,,,Autocuration,,,
174,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,D,1,,CHEMBL615386,,100171,3094,,,B,,,Autocuration,,,
175,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,D,1,,CHEMBL615387,,100171,3094,,,B,,,Autocuration,,,
176,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,D,1,,CHEMBL615388,,100171,3094,,,B,,,Autocuration,,,
177,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,D,1,,CHEMBL615214,,100171,3094,,,B,,,Autocuration,,,
178,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,D,1,,CHEMBL827087,,100171,3094,,,B,,,Autocuration,,,
179,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,D,1,,CHEMBL615215,,100171,3094,,,B,,,Autocuration,,,
180,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,D,1,,CHEMBL615216,,100171,3094,,,B,,,Autocuration,,,
181,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,D,1,,CHEMBL615217,,100171,3094,,,B,,,Autocuration,,,
182,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,D,1,,CHEMBL615218,,100171,3094,,,B,,,Autocuration,,,
183,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,D,1,,CHEMBL615219,,100171,3094,,,B,,,Autocuration,,,
184,BAO_0000019,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,U,1,,CHEMBL615220,,22226,10413,,,B,,,Autocuration,,,
185,BAO_0000219,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,N,1,C3H 10T1/2,CHEMBL615221,,80049,16929,,,F,,,Intermediate,,294.0,
186,BAO_0000019,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,U,1,,CHEMBL615222,,22226,1229,,,F,,,Intermediate,,,
187,BAO_0000357,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,1,,CHEMBL615223,,11489,16587,,,B,,,Autocuration,,,
188,BAO_0000357,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,1,,CHEMBL615224,,11862,16587,,,B,,,Autocuration,,,
189,BAO_0000357,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,H,1,,CHEMBL615225,,11862,16587,,,B,,,Autocuration,,,
190,BAO_0000357,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,H,1,,CHEMBL615226,,11489,16587,,,B,,,Autocuration,,,
191,BAO_0000357,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,H,1,,CHEMBL615227,,11862,16587,,,B,,,Autocuration,,,
192,BAO_0000019,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,D,1,,CHEMBL615228,,12347,8058,,,F,,,Expert,,,
193,BAO_0000357,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,D,1,,CHEMBL615229,,100120,9065,,,B,,,Expert,,,
194,BAO_0000357,Inhibition of 11 beta-hydroxylase from rat adrenal gland,2369.0,D,1,,CHEMBL615230,,100120,8865,,Adrenal gland,B,,,Expert,,,
195,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase,,D,1,,CHEMBL615231,,100120,9066,,,B,,,Expert,,,
196,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase,,D,1,,CHEMBL884520,,100120,8394,,,B,,,Expert,,,
197,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,D,1,,CHEMBL615232,,100120,8394,,,B,,,Expert,,,
198,BAO_0000019,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,H,1,,CHEMBL615233,,10328,6431,,,B,,,Autocuration,,,
199,BAO_0000357,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,1,,CHEMBL827088,,11490,6431,,,B,,,Autocuration,,,
200,BAO_0000357,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,1,,CHEMBL615234,,11490,6431,,,B,,,Autocuration,,,
201,BAO_0000019,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,H,1,,CHEMBL615235,,11134,9295,,,F,,,Autocuration,,,
202,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,1,,CHEMBL615236,,12052,10193,,,B,,,Autocuration,,,
203,BAO_0000019,Compound was tested in vitro for inhibition of 12-LO human platelet,,H,1,,CHEMBL615237,,11134,13622,,,B,,,Autocuration,,,
204,BAO_0000019,Inhibitory concentration against human platelet 12-lipoxygenase,,H,1,,CHEMBL615238,,11134,12079,,,F,,,Autocuration,,,
205,BAO_0000019,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,H,1,,CHEMBL615239,,11134,13622,,,B,,,Autocuration,,,
206,BAO_0000019,Inhibitory concentration against human platelet 12-lipoxygenase,,D,1,,CHEMBL615240,,11134,12079,,,F,,,Autocuration,,,
207,BAO_0000019,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,H,1,,CHEMBL615241,,11835,13500,,,B,,,Expert,,,
208,BAO_0000357,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,H,1,,CHEMBL615242,,11601,13723,,,B,,,Expert,,,
209,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,H,1,,CHEMBL615243,,11134,16474,,,B,,,Autocuration,,,
210,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase,,H,1,,CHEMBL615244,,11134,1630,,,B,,,Autocuration,,,
211,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,H,1,,CHEMBL615245,,11134,167,,,B,,,Autocuration,,,
212,BAO_0000019,% inhibition against human platelet 12-lipoxygenase (12-HLO),,H,1,,CHEMBL615246,,11134,16474,,,B,,,Autocuration,,,
213,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,H,1,,CHEMBL615247,,11134,167,,,B,,,Autocuration,,,
214,BAO_0000019,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,H,1,,CHEMBL615248,,11134,16474,,,B,,,Autocuration,,,
215,BAO_0000357,Inhibitory activity towards porcine 12-lipoxygenase,,H,1,,CHEMBL615249,,11601,10091,,,B,,,Autocuration,,,
216,BAO_0000357,Tested for inhibition against porcine 12-LO,,H,1,,CHEMBL615250,,11601,11966,,,B,,,Autocuration,,,
217,BAO_0000019,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,H,1,,CHEMBL615251,,12052,951,,,B,,,Autocuration,,,
218,BAO_0000019,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,H,1,,CHEMBL615252,,12052,10997,,,B,,,Autocuration,,,
219,BAO_0000019,In vitro inhibition of rat platelet 12-lipoxygenase,,H,1,,CHEMBL828340,,12052,10193,,,B,,,Expert,,,
220,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,1,,CHEMBL615253,,12052,10193,,,B,,,Autocuration,,,
221,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,H,1,,CHEMBL615254,,12052,10193,,,B,,,Autocuration,,,
222,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,H,1,,CHEMBL615255,,12052,10193,,,B,,,Autocuration,,,
223,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,1,,CHEMBL615256,,12052,10193,,,B,,,Autocuration,,,
224,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,H,1,,CHEMBL615257,,12052,10193,,,B,,,Autocuration,,,
225,BAO_0000019,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,H,1,,CHEMBL615258,,12052,11087,,,B,,,Autocuration,,,
226,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,N,1,41M,CHEMBL615259,,80007,15569,,,F,,,Intermediate,,621.0,
227,BAO_0000219,In vitro antitumor activity against 41M cell line.,,N,1,41M,CHEMBL615260,,80007,12989,,,F,,,Expert,,621.0,
228,BAO_0000219,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,N,1,41M,CHEMBL615261,,80007,16745,,,F,,,Intermediate,,621.0,
229,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,N,1,41M,CHEMBL615262,,80007,15569,,,F,,,Intermediate,,621.0,
230,BAO_0000219,In vitro antitumor activity against 41McisR cell line.,,N,1,41M,CHEMBL615263,,80007,12989,,,F,,,Expert,,621.0,
231,BAO_0000219,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,N,1,41M,CHEMBL838393,,80007,12989,,,F,,,Expert,,621.0,
232,BAO_0000219,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,N,1,41M,CHEMBL615264,,80007,16745,,,F,,,Intermediate,,621.0,
233,BAO_0000357,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,D,1,,CHEMBL615265,,84,6210,,,B,,,Expert,,,
234,BAO_0000357,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,D,1,,CHEMBL615266,,68,6210,,,B,,,Expert,,,
235,BAO_0000357,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,H,1,,CHEMBL615267,,68,6226,,,B,,,Expert,,,
236,BAO_0000357,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,1,,CHEMBL615268,,10201,17855,,,B,,,Expert,,,
237,BAO_0000357,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,H,1,,CHEMBL615269,,10201,17855,,,B,,,Expert,,,
238,BAO_0000357,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,1,,CHEMBL615270,,10201,17855,,,B,,,Expert,,,
239,BAO_0000357,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,1,,CHEMBL615271,,12220,10413,,,B,,,Autocuration,,,
240,BAO_0000357,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,1,,CHEMBL615272,,11303,10413,,,B,,,Autocuration,,,
241,BAO_0000357,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,1,,CHEMBL615103,,11303,10413,,,B,,,Autocuration,,,
242,BAO_0000357,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,H,1,,CHEMBL615104,,11303,10413,,,B,,,Autocuration,,,
243,BAO_0000357,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,1,,CHEMBL615105,,12220,10413,,,B,,,Autocuration,,,
244,BAO_0000357,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,H,1,,CHEMBL872866,,12220,10413,,,B,,,Autocuration,,,
245,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,1,,CHEMBL615106,,11303,7587,,,B,,,Autocuration,,,
246,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,H,1,,CHEMBL615107,,11303,7587,,,B,,,Autocuration,,,
247,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,H,1,,CHEMBL615108,,11303,7587,,,B,,,Autocuration,,,
248,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,H,1,,CHEMBL615109,,11303,7587,,,B,,,Autocuration,,,
249,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,1,,CHEMBL615110,,11303,7587,,,B,,,Autocuration,,,
250,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,H,1,,CHEMBL840105,,11303,7587,,,B,,,Autocuration,,,
251,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,H,1,,CHEMBL615111,,11303,7587,,,B,,,Autocuration,,,
252,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,H,1,,CHEMBL615112,,11303,7587,,,B,,,Autocuration,,,
253,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,H,1,,CHEMBL615113,,11303,7587,,,B,,,Autocuration,,,
254,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,H,1,,CHEMBL615114,,11303,7587,,,B,,,Autocuration,,,
255,BAO_0000357,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,1,,CHEMBL615115,,11303,7587,,,B,,,Autocuration,,,
256,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,H,1,,CHEMBL615116,,11303,7587,,,B,,,Autocuration,,,
257,BAO_0000357,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,H,1,,CHEMBL615698,,11303,7323,,,B,,,Autocuration,,,
258,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,U,1,,CHEMBL615699,,22226,7587,,,B,,,Autocuration,,,
259,BAO_0000019,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,U,1,,CHEMBL615700,,22226,7587,,,B,,,Autocuration,,,
260,BAO_0000357,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,H,1,,CHEMBL615701,,100249,13750,,,B,,,Expert,,,
261,BAO_0000019,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,U,1,,CHEMBL615702,,22226,7662,,,B,,,Autocuration,,,
262,BAO_0000019,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,U,1,,CHEMBL615703,,22226,7662,,,B,,,Autocuration,,,
263,BAO_0000019,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,U,1,,CHEMBL615704,,22226,7662,,,B,,,Autocuration,,,
264,BAO_0000019,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,H,1,,CHEMBL615705,,104698,12211,,,F,,,Autocuration,,,
265,BAO_0000019,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,H,1,,CHEMBL615706,,104698,12211,,,F,,,Autocuration,,,
266,BAO_0000221,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,2116.0,D,1,,CHEMBL615707,,20033,12211,,Ileum,F,,,Intermediate,,,
267,BAO_0000019,Stimulatory activity of intragastric pressure was tested in the rat,,H,1,,CHEMBL615708,,10623,12211,,,F,,,Expert,,,
268,BAO_0000357,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,H,1,,CHEMBL615709,,121,15453,,,B,,,Autocuration,,,
269,BAO_0000218,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,U,1,,CHEMBL615710,,22226,11884,,,F,,,Autocuration,,,
270,BAO_0000019,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,H,1,,CHEMBL615711,,12688,7185,,,F,,,Autocuration,,,
