FiYe,CIDABusDeliMod,CoReID,Bio,OrganN,DivID,ProPr,DiviN,ContiID,SecID,PrNum,TrDev,BraN,ContiN,CounRegPer,UrIs,ChIss,YoIss,IndiIss,DisIs,ICTAAToFoDev,KnoFoDevelo,GeEq,OrgaID,OrgTy,OrgCl,OrgS,ProjBrCoID,CoReNa,SeID,SecN,SePerc,AmoSpe
2009/2010,Responsive,DJ,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,DJ,Djibouti,31193,Agricultural financial services,0.1,12000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31110,Agricultural policy and administrative management,0.2,1332000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31120,Agricultural development,0.2,1332000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31150,Agricultural inputs,0.1,666000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31161,Food crop production,0.1,666000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31166,Agricultural extension,0.1,666000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31182,Agricultural research,0.1,666000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31191,Agricultural services,0.1,666000.0
2009/2010,Responsive,ET,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.222,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,ET,Ethiopia,31193,Agricultural financial services,0.1,666000.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31110,Agricultural policy and administrative management,0.2,48600.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31120,Agricultural development,0.2,48600.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31150,Agricultural inputs,0.1,24300.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31161,Food crop production,0.1,24300.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31166,Agricultural extension,0.1,24300.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31182,Agricultural research,0.1,24300.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31191,Agricultural services,0.1,24300.0
2009/2010,Responsive,GN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GN,Guinea,31193,Agricultural financial services,0.1,24300.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31110,Agricultural policy and administrative management,0.2,24000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31120,Agricultural development,0.2,24000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31150,Agricultural inputs,0.1,12000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31161,Food crop production,0.1,12000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31166,Agricultural extension,0.1,12000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31182,Agricultural research,0.1,12000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31191,Agricultural services,0.1,12000.0
2009/2010,Responsive,GW,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,GW,Guinea-Bissau,31193,Agricultural financial services,0.1,12000.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31110,Agricultural policy and administrative management,0.2,48600.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31120,Agricultural development,0.2,48600.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31150,Agricultural inputs,0.1,24300.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31161,Food crop production,0.1,24300.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31166,Agricultural extension,0.1,24300.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31182,Agricultural research,0.1,24300.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31191,Agricultural services,0.1,24300.0
2009/2010,Responsive,HN,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HN,Honduras,31193,Agricultural financial services,0.1,24300.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31110,Agricultural policy and administrative management,0.2,72600.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31120,Agricultural development,0.2,72600.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31150,Agricultural inputs,0.1,36300.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31161,Food crop production,0.1,36300.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31166,Agricultural extension,0.1,36300.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31182,Agricultural research,0.1,36300.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31191,Agricultural services,0.1,36300.0
2009/2010,Responsive,HT,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,1,S5460,M013185001,1,MFM Global Issues and Development,America,0.0121,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,HT,Haiti,31193,Agricultural financial services,0.1,36300.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31110,Agricultural policy and administrative management,0.2,266400.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31120,Agricultural development,0.2,266400.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31150,Agricultural inputs,0.1,133200.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31161,Food crop production,0.1,133200.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31166,Agricultural extension,0.1,133200.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31182,Agricultural research,0.1,133200.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31191,Agricultural services,0.1,133200.0
2009/2010,Responsive,KE,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0444,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KE,Kenya,31193,Agricultural financial services,0.1,133200.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31110,Agricultural policy and administrative management,0.2,48600.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31120,Agricultural development,0.2,48600.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31150,Agricultural inputs,0.1,24300.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31161,Food crop production,0.1,24300.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31166,Agricultural extension,0.1,24300.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31182,Agricultural research,0.1,24300.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31191,Agricultural services,0.1,24300.0
2009/2010,Responsive,KG,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.0081,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KG,Kyrgyzstan,31193,Agricultural financial services,0.1,24300.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31110,Agricultural policy and administrative management,0.2,24000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31120,Agricultural development,0.2,24000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31150,Agricultural inputs,0.1,12000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31161,Food crop production,0.1,12000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31166,Agricultural extension,0.1,12000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31182,Agricultural research,0.1,12000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31191,Agricultural services,0.1,12000.0
2009/2010,Responsive,KH,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,3,S5460,M013185001,1,MFM Global Issues and Development,Asia,0.004,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KH,Cambodia,31193,Agricultural financial services,0.1,12000.0
2009/2010,Responsive,KM,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0008,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KM,Comoros,31110,Agricultural policy and administrative management,0.2,4800.0
2009/2010,Responsive,KM,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0008,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KM,Comoros,31120,Agricultural development,0.2,4800.0
2009/2010,Responsive,KM,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0008,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KM,Comoros,31150,Agricultural inputs,0.1,2400.0
2009/2010,Responsive,KM,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0008,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KM,Comoros,31161,Food crop production,0.1,2400.0
2009/2010,Responsive,KM,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0008,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KM,Comoros,31166,Agricultural extension,0.1,2400.0
2009/2010,Responsive,KM,0,World Bank,D5430,Uncoded: Pre-APP,MED Economic Development,2,S5460,M013185001,1,MFM Global Issues and Development,Africa,0.0008,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,KM,Comoros,31182,Agricultural research,0.1,2400.0
