assay_id,curated_by,assay_tax_id,assay_test_type,src_id,tissue_id,assay_category,description,relationship_type,assay_subcellular_fraction,cell_id,doc_id,assay_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
181,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,D,,,3094,B,Glycine max,,,
182,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,D,,,3094,B,Glycine max,,,
183,Autocuration,3847.0,,1,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,D,,,3094,B,Glycine max,,,
184,Autocuration,10090.0,,1,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,U,,,10413,B,Mus musculus,,,
185,Intermediate,10090.0,,1,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),N,,294.0,16929,F,Mus musculus,,,C3H 10T1/2
186,Intermediate,,,1,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,U,,,1229,F,,,,
187,Autocuration,,,1,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,,,16587,B,,,,
188,Autocuration,,,1,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),H,,,16587,B,,,,
189,Autocuration,,,1,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,H,,,16587,B,,,,
190,Autocuration,,,1,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,H,,,16587,B,,,,
191,Autocuration,,,1,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,H,,,16587,B,,,,
192,Expert,9913.0,,1,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,D,,,8058,F,Bos taurus,,,
193,Expert,10116.0,,1,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,D,,,9065,B,Rattus norvegicus,,,
194,Expert,10116.0,,1,2369.0,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,D,,,8865,B,Rattus norvegicus,,Adrenal gland,
195,Expert,10116.0,,1,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,,,9066,B,Rattus norvegicus,,,
196,Expert,10116.0,,1,,,Inhibition of rat adrenal 11-beta-hydroxylase,D,,,8394,B,Rattus norvegicus,,,
197,Expert,10116.0,,1,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,D,,,8394,B,Rattus norvegicus,,,
198,Autocuration,,,1,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,H,,,6431,B,,,,
199,Autocuration,,,1,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,,,6431,B,,,,
200,Autocuration,,,1,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,H,,,6431,B,,,,
201,Autocuration,,,1,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,H,,,9295,F,,,,
202,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,,10193,B,,,,
203,Autocuration,,,1,,,Compound was tested in vitro for inhibition of 12-LO human platelet,H,,,13622,B,,,,
204,Autocuration,,,1,,,Inhibitory concentration against human platelet 12-lipoxygenase,H,,,12079,F,,,,
205,Autocuration,,,1,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,H,,,13622,B,,,,
206,Autocuration,9606.0,,1,,,Inhibitory concentration against human platelet 12-lipoxygenase,D,,,12079,F,Homo sapiens,,,
207,Expert,,,1,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,H,,,13500,B,,,,
208,Expert,,,1,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,H,,,13723,B,,,,
209,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),H,,,16474,B,,,,
210,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase,H,,,1630,B,,,,
211,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,H,,,167,B,,,,
212,Autocuration,,,1,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),H,,,16474,B,,,,
213,Autocuration,,,1,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,H,,,167,B,,,,
214,Autocuration,,,1,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,H,,,16474,B,,,,
215,Autocuration,,,1,,,Inhibitory activity towards porcine 12-lipoxygenase,H,,,10091,B,,,,
216,Autocuration,,,1,,,Tested for inhibition against porcine 12-LO,H,,,11966,B,,,,
217,Autocuration,,,1,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,H,,,951,B,,,,
218,Autocuration,,,1,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,H,,,10997,B,,,,
219,Expert,,,1,,,In vitro inhibition of rat platelet 12-lipoxygenase,H,,,10193,B,,,,
220,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,,10193,B,,,,
221,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,H,,,10193,B,,,,
222,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,H,,,10193,B,,,,
223,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,H,,,10193,B,,,,
224,Autocuration,,,1,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,H,,,10193,B,,,,
225,Autocuration,,,1,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,H,,,11087,B,,,,
226,Intermediate,9606.0,,1,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,N,,621.0,15569,F,Homo sapiens,,,41M
227,Expert,9606.0,,1,,,In vitro antitumor activity against 41M cell line.,N,,621.0,12989,F,Homo sapiens,,,41M
228,Intermediate,9606.0,,1,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,N,,621.0,16745,F,Homo sapiens,,,41M
229,Intermediate,9606.0,,1,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,N,,621.0,15569,F,Homo sapiens,,,41M
230,Expert,9606.0,,1,,,In vitro antitumor activity against 41McisR cell line.,N,,621.0,12989,F,Homo sapiens,,,41M
231,Expert,9606.0,,1,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,N,,621.0,12989,F,Homo sapiens,,,41M
232,Intermediate,9606.0,,1,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,N,,621.0,16745,F,Homo sapiens,,,41M
233,Expert,9606.0,,1,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),D,,,6210,B,Homo sapiens,,,
234,Expert,9606.0,,1,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),D,,,6210,B,Homo sapiens,,,
235,Expert,,,1,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),H,,,6226,B,,,,
236,Expert,,,1,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,,,17855,B,,,,
237,Expert,,,1,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,H,,,17855,B,,,,
238,Expert,,,1,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,H,,,17855,B,,,,
239,Autocuration,,,1,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,,,10413,B,,,,
240,Autocuration,562.0,,1,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,,,10413,B,Escherichia coli,,,
241,Autocuration,562.0,,1,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",H,,,10413,B,Escherichia coli,,,
242,Autocuration,562.0,,1,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",H,,,10413,B,Escherichia coli,,,
243,Autocuration,,,1,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",H,,,10413,B,,,,
244,Autocuration,,,1,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",H,,,10413,B,,,,
245,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
246,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",H,,,7587,B,Sus scrofa,,,
247,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
248,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
249,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
250,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
251,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
252,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
253,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
254,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",H,,,7587,B,Sus scrofa,,,
255,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
256,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",H,,,7587,B,Sus scrofa,,,
257,Autocuration,,,1,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",H,,,7323,B,,,,
258,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",U,,,7587,B,Sus scrofa,,,
259,Autocuration,9823.0,,1,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",U,,,7587,B,Sus scrofa,,,
260,Expert,4932.0,,1,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,H,,,13750,B,Saccharomyces cerevisiae,,,
261,Autocuration,10116.0,,1,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,,,7662,B,Rattus norvegicus,,,
262,Autocuration,10116.0,,1,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,U,,,7662,B,Rattus norvegicus,,,
263,Autocuration,10116.0,,1,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",U,,,7662,B,Rattus norvegicus,,,
264,Autocuration,,,1,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,,,12211,F,,,,
265,Autocuration,,,1,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",H,,,12211,F,,,,
266,Intermediate,10141.0,,1,2116.0,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,D,,,12211,F,Cavia porcellus,,Ileum,
267,Expert,,,1,,,Stimulatory activity of intragastric pressure was tested in the rat,H,,,12211,F,,,,
268,Autocuration,,,1,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,H,,,15453,B,,,,
269,Autocuration,10116.0,,1,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),U,,,11884,F,Rattus norvegicus,,,
270,Autocuration,,,1,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,H,,,7185,F,,,,
271,Expert,9606.0,,1,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,D,,,6876,B,Homo sapiens,,,
272,Expert,9606.0,,1,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,D,,,6876,B,Homo sapiens,,,
273,Autocuration,,,1,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,H,,,11863,F,,,,
274,Autocuration,,,1,,,Inhibition constant of high-affinity 5-HT uptake,H,,,11863,B,,,,
275,Autocuration,,,1,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,H,,,11863,F,,,,
276,Autocuration,,,1,,,Maximum rate was determined for high affinity transport of 5-HT,H,,,11863,F,,,,
277,Autocuration,,,1,,,Compound was tested for agonistic activity against 5-HT uptake,H,,,4639,F,,,,
278,Expert,,,1,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,H,,,15796,B,,,,
279,Expert,9913.0,,1,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,H,,,15796,B,Bos taurus,,,
280,Autocuration,10116.0,,1,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,D,,,12801,B,Rattus norvegicus,,,
281,Autocuration,,,1,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,H,,,12801,B,,,,
282,Autocuration,,,1,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,H,Membranes,,12120,B,,,,
283,Autocuration,,,1,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,H,Membranes,,12120,B,,,,
284,Autocuration,,,1,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,H,,,11963,B,,,,
285,Autocuration,,,1,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,H,,,11701,F,,,,
286,Autocuration,,,1,10000000.0,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,,,9995,B,,,Hippocampus,
287,Autocuration,,,1,10000000.0,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,H,,,9995,B,,,Hippocampus,
288,Autocuration,,,1,10000000.0,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,H,,,9995,B,,,Hippocampus,
289,Autocuration,,In vivo,1,,,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),H,,,16394,F,,,,
290,Intermediate,10141.0,,1,,,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,D,,,11574,F,Cavia porcellus,,,
291,Autocuration,,,1,,,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,H,,449.0,15779,B,,,,CHO
292,Autocuration,,,1,,,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,H,,,15363,B,,,,
293,Expert,10116.0,,1,,,Efficacy against 5-hydroxytryptamine 2A receptor,D,,,15363,F,Rattus norvegicus,,,
294,Expert,,,1,,,Intrinsic activity towards 5-HT2A receptor of rat tail artery,H,,,15329,F,,,,
295,Expert,,,1,,,Relative potency towards 5-HT2A receptor of rat tail artery,H,,,15329,F,,,,
296,Expert,,,1,,,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,H,,,15329,F,,,,
297,Expert,,,1,,,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,H,,,15329,F,,,,
298,Autocuration,,,1,,,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,H,,,15329,F,,,,
299,Expert,,,1,,,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,H,,,15329,F,,,,
300,Intermediate,10141.0,,1,2116.0,,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,D,,,273,F,Cavia porcellus,,Ileum,
301,Intermediate,10141.0,,1,2116.0,,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),D,,,273,F,Cavia porcellus,,Ileum,
302,Intermediate,10141.0,,1,2116.0,,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,D,,,273,F,Cavia porcellus,,Ileum,
303,Autocuration,,,1,,,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,H,,,12092,B,,,,
304,Expert,10116.0,,1,,,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,D,,,1317,F,Rattus norvegicus,,,
305,Expert,,,1,,,Binding affinity against 5-hydroxytryptamine 4 receptor,H,,,12409,B,,,,
