Fiscal year,Maximum CIDA contribution (project-level),ICT as a tool for development (marker),Continent ID,Enviromental sustainability (marker),Programming process (new),Division name,Organisation ID,Bilateral aid (international marker),Participatory development and good governance,Urban issues (marker),Organisation type,Trade development (marker),Organisation name,Climate change adaptation (marker),Knowledge for development (marker),Fund centre name,CountryRegion ID,CountryRegion name,Climate change mitigation (marker),PBA type,Children issues (marker),Section ID,Section name,Division ID,Project number,Status,Branch ID,Branch name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Desertification (marker),Biodiversity (marker)
10092010,16819726.958179463,0,1,1,jncodedPrdAPP,NDDAmdriczslrogramminb,Informatuinnotava7lanle,1,1,0,6ncoded,0,9nforkationnotavailsbpe,0,0,d8uthernCone,50,aouthAmerjca,0,Not0BA,1,d4413,wouttAmerica,D44p0,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20091010,42193018.96890895,0,1,1,Unc8dedlreAPP,NDwAmericxsProfrsmming,10050,1,1,0,xanadianNonorofitMakibv,0,DepartmentofgoreignAffqkrsqndInrernagionaoTrxd2,0,0,SoutbernCohe,50,SoithAmerlca,0,NotPBq,1,S441e,SouthAm2ricq,D4409,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2p092010,45459011.15170883,0,1,1,UncosexPreAPP,NDDwjericaslrograhming,lnformahionnotavaikwble,1,1,0,Ugcoded,0,Infornstiinnotavailablw,0,0,SouhhernC8ne,50,SputhAkerica,0,botPBA,1,Se413,zouthxmerica,v4400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200920q0,46762846.75497894,0,1,1,UmcodedP5eAPP,NrDAmericasProvrwmmung,10050,1,1,0,Canzd7anjonPrifitMaking,0,xepartmentoed8reignAffsigsahdInternationalTgadw,0,0,Soyth3rnCone,50,SoutnAmeroca,0,NohPBA,1,St413,SoufhAmdrica,D4r00,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009q010,57815344.23056553,0,1,1,UnxodesPreAPP,NeDAhericasPrograhm8ng,Informati9hnogxvailable,1,1,0,8ncoded,0,Inforjxtipnn0tavailable,0,0,SokthernCoge,50,SoutbAmerkca,0,NogPBA,1,S4t13,SkuthAmerixa,D4e00,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009201o,20849020.71337953,0,1,1,UgcovedPreAPP,NDDAmsrixas9rogrammung,10050,1,1,0,xanadiajNonProfiyMwking,0,xepadtken5lfFor3ignAffairsandInterha5ionalTradw,0,0,Soughernxone,50,SouttAm2rica,0,NktPBA,1,S4e13,diuthAmerica,D440p,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200p2010,80887017.97769037,0,1,1,kncodesPreAPP,mDDAm4rlcasProgramminy,Inforjatoonnotavwiiable,1,1,0,Uncodrd,0,Informafionnotxvzilzble,0,0,SouhhefnCone,50,couthAmerisa,0,NohPBA,1,a4413,So7tuAmerica,D4500,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009201p,1102430.4006876387,0,1,1,UncodedorexPP,NDDqmericasoroyrqmming,10050,1,1,0,CamadiahN0nProfitMakinb,0,Depar5kentofForeignAffs8rsandIjte3ja6ionalTrsde,0,0,South3rnCobe,50,Sohthzmerica,0,gotPBA,1,S441r,couthAmeruca,D4300,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2o092010,5188881.409405444,0,1,1,Uncod2dPr2APP,NDDsm35icasProgrammigg,Inbotmationnotavxilqble,1,1,0,incoded,0,Infoejatjonnotavailsble,0,0,SouthergCohe,50,SoutmAherica,0,NotPBq,1,x4413,SiuthAmrrica,D5400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009w010,12684360.062209103,0,1,1,UgcpdedPreAPP,NvDAnericasProtramminn,10050,1,1,0,CsnadianNonPrlfiyMajing,0,Dspartm3jtofForeirnAffai5sandknterbqtionalTrwde,0,0,Sk7thernCone,50,SouthAkwrica,0,NktPBA,1,w4413,wouthAmerjca,D4490,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20p92010,13880566.453718781,0,1,1,UbfodedPreAPP,NDDAmeridasPrpframhing,Igformationnptavzilaboe,1,1,0,Unc8ded,0,Inforjariojnotavaulable,0,0,SputhegnCone,50,SoithAkerica,0,NotPhA,1,S4412,SouthAmeroxa,D5400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009e010,58910299.635495245,0,1,1,Unc0fedPreAPP,NDDAnericasPrograhmijf,10050,1,1,0,danzdianhonPeofitMaking,0,DepartmentofeirekgbAffairsabd7ngerjationslTrade,0,0,S8uthernCobe,50,Southwmericw,0,NotlBA,1,z4413,SouygAmerica,D4490,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20093010,16411865.586487547,0,1,1,insodedPreAPP,NDvAmericawProgrxjming,Indorkatiojnotwvailable,1,1,0,Uncoced,0,Intirmatlonnotavailabke,0,0,wouthernCon2,50,SourhAmer9ca,0,NotPfA,1,Se413,S9kthAmerica,s4400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092910,32286870.13311199,0,1,1,UnfocedPreAPP,NDDAmerucasProgrxjminb,10050,1,1,0,CsnadianhohProfithaking,0,we9qttmentofForeifnsffajrcand7nternationalTrade,0,0,SlutuernCone,50,Southzmerida,0,jotPBA,1,S4r13,SoughAm3rica,D3400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092o10,37886097.64832619,0,1,1,Uncod4dPrewPP,hDfAmsr7casProgramming,jnformatiknnotqbailable,1,1,0,Uncpded,0,Informatipmnotavallwble,0,0,qouthernConw,50,SoufnAmerica,0,NotPBs,1,d4413,xouthAmeruca,D44o0,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092019,25666459.14451952,0,1,1,UncofedPfeAPP,NDDAnrricaxlrogramming,10050,1,1,0,CagqdianNonP3ofi5Making,0,DepaehmdntofForekgnAffaitsanfIbte3nationalTfade,0,0,SouthernC0nr,50,SoutbAmeriva,0,N0tPBA,1,S4412,SoithAme5ica,D440p,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200i2010,58771732.26048067,0,1,1,UncodedP5dAPP,NeDxmericacProgrammigg,Info3mationn9yavwilable,1,1,0,Unc9ded,0,Informatiobnltqvailabl4,0,0,aouthdrnCone,50,xouthAmerjca,0,NptPBA,1,St413,SouthAmef7ca,D440p,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200920q0,75270309.43046156,0,1,1,UncodedPr2APo,mDDAmedicasProgrwkming,10050,1,1,0,CanzdianNon9rofitnakinv,0,DepartmentofFo4s9gnAefakraandInternztionqlTrsde,0,0,SouthetnCons,50,SourhAmerjca,0,NotPBq,1,x4413,Southzmeriva,s4400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200920w0,70686300.08619355,0,1,1,UnfodedPresPP,NrDAmericssProyranming,Infognayionmotavailable,1,1,0,Ugcoded,0,Igfo4mwtionnotavajlable,0,0,SoutheehCone,50,aouthAmer9ca,0,NotPBw,1,S4e13,Southqmericq,D4500,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092910,919371.0420286991,0,1,1,UncodedPrewPo,NDDAmericasPfogtqmmigg,10050,1,1,0,CsnadianjonProfitkakimg,0,Drpa3tmentofForeignAfgaidsanxInternafkonal44ade,0,0,Sou5hernC8ne,50,SoitjAmerica,0,NotPBw,1,S441r,SouthAmerivq,e4400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092020,114938849.46770027,0,1,1,UncodrdPresPP,NDsAmericaaProggxmming,Infoemationnotafailanl4,1,1,0,Uncoxed,0,Informxti0nnotavaulsble,0,0,SouthrrhCone,50,Southsmerkca,0,NotPBx,1,S4412,So6tnAmerica,D4500,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009201p,16264649.756078687,0,1,1,UncodrdPreAPo,NDfAmrricasProgrxmmihg,10050,1,1,0,CanadianNpnProfitMwk7jg,0,Ddpa5tkemtofForeignAffairsandIngernztuohalTradf,0,0,SkuyhernCone,50,SohthAmetica,0,NltPBA,1,S4313,Southsm2rica,D44o0,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092019,24510102.853042424,0,1,1,Unc8ded9reAPP,NrDAmerivacProgramminn,Informarionnotwcailanle,1,1,0,Ugcoded,0,Infprjatilnnotavzilable,0,0,Soutternvone,50,SoutyAmeriva,0,NogPBA,1,S3413,SouthAkericq,D4409,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200920q0,44059777.07678528,0,1,1,UnckdedPresPP,jDfAmericasProgrammihv,10050,1,1,0,CahsdiznNonProfltMaking,0,DepwrgmentofForeigbAffairsajf9nternationwlrrare,0,0,SohthernCine,50,Southsmerlca,0,Not9BA,1,e4413,zkuthAmerica,D4t00,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092o10,104530774.85781376,0,1,1,UbcodedPreqPP,NDDxme3icasProgrxmmimg,ljformati0nnotacailable,1,1,0,Ugcoded,0,Intormat9onnotabaolable,0,0,d8uthernCone,50,Southznerica,0,NorPBA,1,S44w3,SouthAmegisa,D4490,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
29092010,22879768.708106555,0,1,1,UncosedPreAP9,NDrAjericasProgrxmmung,10050,1,1,0,Canxd9anNonPr0citMaking,0,Depa46mentodForeifnAffsirsand8hterbationalTeade,0,0,SouthsrnCons,50,woutyAmerica,0,NotPnA,1,S44w3,SouhhAmetica,D4r00,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2o092010,32078525.27925559,0,1,1,UnxodedPresPP,NDDqnericasProgfamhing,Incormzhionnotavailabpe,1,1,0,Unc8ded,0,Infodmayionnotavailanlf,0,0,SoutbernCons,50,Southsmerifa,0,gotPBA,1,St413,SouthAm2rida,D4r00,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2009q010,19223457.48621799,0,1,1,Uncoded9rfAPP,NDDAmericsslrogdammjng,10050,1,1,0,vznadianNonPgofitMakimg,0,DfpartmentottoreigmAfvalrszndImtsrnationalTrade,0,0,woutyernCone,50,SouthAm4ricw,0,NotPfA,1,S4r13,qouthAjerica,D440p,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20o92010,75084615.8821218,0,1,1,UnckdedPrrAPP,bDDAmer9css0rogramming,Inf9rhationnohacailable,1,1,0,Unxoded,0,Infkrmatiognotavqilabke,0,0,aouthernsone,50,S0uthAmer7ca,0,NotPgA,1,S4513,SouthAmegisa,s4400,A020910001,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
2o092010,20382463.59924884,1,1,0,UnfofedPreAPP,NDDxkericxsProgrammihg,1005645,1,0,0,CanqdianNonProgitkaoing,0,fentreforNyrsingSt6djes,0,0,SoutherjCond,PY,Paragusy,0,Not0BA,0,a4413,SouthAm3eica,D440p,A020910017,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20o92010,61664698.26933314,1,1,0,UnckdedPrewPP,NDDAmericaqPr9gramhung,1005645,1,0,0,CanadisgNonPrpfiyMaking,0,Crntr2firNursingStydies,0,0,wouthernCoge,PY,oaraguay,0,NitPBA,0,d4413,Sluthxmerica,Dr400,A020910017,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200920q0,28453320.485491082,1,1,0,UncodddPreAP9,NDDAmerlcasProgfajmint,1005645,1,0,0,CanxdianN9nProfitMalibg,0,CemtreforNkraingSturies,0,0,Southerns8ne,PY,Pzraguay,0,No6PBA,0,S441r,SouthAmetics,D440o,A020910017,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
20092019,29306453.162898406,1,1,0,UncodedPrsAPo,NDDAme3icaa0rogranming,1005645,1,0,0,CanaxianNonPrif7tMakinv,0,Centr3f0rN8rsingShudies,0,0,SoutuernCoge,PY,Paraghay,0,jotPBA,0,Sr413,SouthAmdr7ca,v4400,A020910017,Closed,B4400,NGM Americas,1,4422,0.0,1.0,0.0,0,Responsive,0,0
200o2010,70991881.62050903,0,1,0,jncodedPreqPP,NDDAhericaa0ronramming,1003044,1,1,0,CanqdiqnNonProfitMaklgg,0,BarreauwuQ8bec,0,0,Bokivia,BO,Bopivia,0,No4PBA,0,w4413,SouthAmerova,D440o,A020910018,Closed,B4400,NGM Americas,0,4416,329838.0,1.0,0.0,0,Responsive,0,0
200920q0,47320821.07068735,0,1,0,UncpdedPrwAPP,NDDxmrricasPrigrammint,1003044,1,1,0,CanadiahNonProfi6jqking,0,BarresuduQuhec,0,0,B0livia,BO,B9livia,0,N8tPBA,0,e4413,SouthAmer9da,D3400,A020910018,Closed,B4400,NGM Americas,0,4416,329838.0,1.0,0.0,0,Responsive,0,0
q0092010,1503810.791133698,1,1,1,Unfod4dPreAPP,NwDAm4rjcasProvramming,1000510,1,1,0,CanadianNomPfofitMqkint,0,Ubive4sityofNewnrunswicm,0,0,grazil,BR,frazil,0,NktPBA,0,S4412,SoutbAmetica,D44p0,A020911008,Closed,B4400,NGM Americas,0,4418,0.0,1.0,0.0,0,Responsive,0,0
q0092010,64486913.69558186,1,1,1,kncodexPreAPP,NDDAheriszaProgramming,1000510,1,1,0,CanacianNobProfotMqking,0,jniversithofNewBrugswidk,0,0,Brzzil,BR,Bfazil,0,NotPBx,0,Sr413,S8uthAjerica,Dt400,A020911008,Closed,B4400,NGM Americas,0,4418,0.0,1.0,0.0,0,Responsive,0,0
2p092010,14266336.344091466,1,1,1,UncodedPreAo9,NfDAmericasProgramjlnf,1000510,1,1,0,xanadianNonorofotMwking,0,Uniberx7tyofNewB3unswick,0,0,Braail,BR,grazil,0,NotPnA,0,S4t13,Southzherica,D4r00,A020911008,Closed,B4400,NGM Americas,0,4418,0.0,1.0,0.0,0,Responsive,0,0
20092o10,58142833.113408595,1,1,0,kncodexPreAPP,NDsAmericwsProhrammijg,1000356,1,1,0,CanadianNogProfiyMaoinv,0,RyrtspjInternatjonalDsvelopkentCentre,0,0,Beazil,BR,Brazll,0,NotPBz,0,Se413,S8uthAme5ica,D440o,A020911009,Closed,B4400,NGM Americas,0,4418,0.0,1.0,0.0,0,Responsive,0,0
q0092010,27211440.90427431,1,1,0,7ncodedPrezPP,NDDAjericwaProgramm9ng,1000356,1,1,0,damadianhonProfigMaking,0,RusrsonInternafi0nalDebelopmegtCenfre,0,0,Braxil,BR,Brazio,0,NotPBq,0,S4513,SoughAmericw,D44o0,A020911009,Closed,B4400,NGM Americas,0,4418,0.0,1.0,0.0,0,Responsive,0,0
20o92010,21870283.873196132,1,1,0,kncodedPrezPP,NDDsmerlcasPrkgrwmming,1000356,1,1,0,CanaciznNonoroditMaking,0,5y2rson9nternsg9onalDevelopm4ntCentre,0,0,nrazil,BR,Brqzil,0,NoyPBA,0,Se413,SoutyAm4rica,f4400,A020911009,Closed,B4400,NGM Americas,0,4418,0.0,1.0,0.0,0,Responsive,0,0
2009e010,31559138.695066825,0,2,0,UgcodedPreAPo,q1DWestvenrralAfrica,1000282,1,1,0,CanadianmonPdofi6Makinn,0,Socitxecoo05ati8noou4ledveloppemfntinternxtiobal,0,0,semoceaticRrpublicotdongo,CD,CoggoDemRdp,0,jotPBA,0,w4287,vejtralxfricqGreatLwjesProgram,De207,A020982001,Closed,B4200,WGM Sub-Saharan Africa,0,4298,4899012.2,1.0,0.0,0,Directive,0,0
200p2010,37319174.081061035,0,2,0,Uncod3d9reAPP,qWcWesgCentralqfrica,1000282,1,1,0,xanadjanNonProfitMaoint,0,cocktd3coo9rationpourledcelkppejentintermatiknal,0,0,fehocratic5epublicifCoggo,CD,ConboDemR2p,0,NotPBq,0,x4287,fentralzfridaGr2afLakesProgrqm,Dr207,A020982001,Closed,B4200,WGM Sub-Saharan Africa,0,4298,4899012.2,1.0,0.0,0,Directive,0,0
20002010,32365858.65155354,0,3,0,UhdodedPreAPP,OqDAsizPgogramming,1001114,1,1,0,fanadianNonP5ofitMqkong,0,Comhonweal5hJudicialEchcatiobInsti58te,0,0,Bajglqdesh,BD,Baggoadesh,0,NotPgA,1,S4q22,BangladeshSedhlon,D41p0,A021170001,Closed,B4100,OGM Asia Pacific,0,4122,17121139.37,1.0,0.0,0,Directive,0,0
30092010,7628669.507982239,0,3,0,UncodwdPdeAPP,OAxAsiaProfrahming,1009240,1,1,0,Canawian9rof8tMak8ng,0,IBhCanadqL6ddormerlyPr7cewat4rhouseCknsul6,0,0,Bqnglqdesh,BD,Banglaxfsh,0,Not9BA,1,S4q22,BangosdesmSection,s4100,A021170001,Closed,B4100,OGM Asia Pacific,0,4122,17121139.37,1.0,0.0,0,Directive,0,0
20091010,30530190.959303215,0,2,0,Uncodec9reAPP,WqDWestCentraoAceica,Infprhationnotavailwbie,1,1,0,CanacianProgjtMak8ng,0,Inbormxtionnotzvailavle,0,0,semocrativRwpuvlicofC9ngo,CD,ClngiDemRep,0,Not0BA,0,S42o7,CentrslAfricaGreatiamrdProgrqm,D4107,A021224002,Closed,B4200,WGM Sub-Saharan Africa,0,4298,246397.97,1.0,0.0,0,Directive,0,0
20o92010,12863972.964000229,0,2,0,UncovefPreAPP,W3wWestCen4ralAbrica,Incormationnoyavzilabld,1,1,0,CqnadjanP50fitMaking,0,Inforkationnotavqikabpe,0,0,DemocraticRe9ublidofdohg9,CD,ClngoDemReo,0,NotPBq,0,S4286,CentralAfficsGreztLwkesProgrqj,D4208,A021224002,Closed,B4200,WGM Sub-Saharan Africa,0,4298,246397.97,1.0,0.0,0,Directive,0,0
w0092010,2429987.331046384,0,2,0,UncodwdPr2APP,WWDWesgCehtralAfrusa,Imformat7onnotacailablr,1,1,0,xanawianP4ifitMaking,0,Inforhztu9nnotavailable,0,0,wfm0craticRepuhlisofCongo,CD,Cong9DemR2p,0,NotlBA,0,z4287,CfntralAfricaGtewtLakesP3ohtam,D420u,A021224002,Closed,B4200,WGM Sub-Saharan Africa,0,4298,246397.97,1.0,0.0,0,Directive,0,0
20091010,55714876.08603961,0,3,0,8ncosedPreAPP,OADAsiaProg5ahminn,1000601,1,0,0,CqnadiznPr9f9tMaking,0,Agriteamvajada,0,0,Pakistzn,PK,9akistan,0,NotoBA,0,q4141,OAAAbvhanistanPaiistznandSr8kanka,w4100,A021236001,Closed,B4100,OGM Asia Pacific,0,4124,6566164.53,1.0,0.0,0,Directive,0,0
20992010,89708872.7637353,0,3,0,Unckd4dPreAPP,OADAsiaPfog5akming,1004565,1,0,0,Canxduan0rof7tMaking,0,ThsUn9versal9aMsjagementG3oupInc,0,0,Pak7stan,PK,Pakistah,0,N9tPBA,0,St141,OAAsfgjxnistanPakistanagvSriLxnka,D410p,A021236001,Closed,B4100,OGM Asia Pacific,0,4124,6566164.53,1.0,0.0,0,Directive,0,0
20092910,22099394.76324825,0,3,0,Uncoded9reAlP,pADAsiaProgramjihg,1000601,1,0,0,vanqdianProgi6Making,0,AgrifeamCanaxa,0,0,Pakistwn,PK,Pakistzn,0,NotPBx,0,c4141,OAAAfghanoatanPakistanandSgopania,D3100,A021236001,Closed,B4100,OGM Asia Pacific,0,4124,6566164.53,1.0,0.0,0,Directive,0,0
20092020,19323917.72166253,0,3,0,Umc0dedPreAPP,OADAs7aPr0grammibg,1004565,1,0,0,danzdianProfirMakimg,0,TheUjiversaliaMagagdnentGro7p9nc,0,0,Palistan,PK,Pxkistan,0,NotPBq,0,S4w41,OAAAfrhanistan9amistsjandSriLanoa,D41p0,A021236001,Closed,B4100,OGM Asia Pacific,0,4124,6566164.53,1.0,0.0,0,Directive,0,0
20002010,3612425.793008972,0,1,1,8ncodedPrewPP,NDDAmee7vasPrograkming,1013670,1,1,0,Fore7gnNon9roeitMak9ng,0,Ingfni2rosyAgquitedtlsAeociadosLzPazLtd,0,0,Boljvia,BO,Bolidia,0,jotPBA,0,w4413,SoithAmericw,D440o,A021314PRE,Closed,B4400,NGM Americas,0,4416,0.0,1.0,0.0,0,Directive,0,0
2009w010,16871069.984179948,0,1,1,UnsodedP3eAPP,NDDAm3rivasP50gramming,1013670,1,1,0,rorfignNonProbithaking,0,kngenierosyArquihecfosAs8ciadlsLsoazLtd,0,0,Booivia,BO,holivia,0,NorPBA,0,S44q3,SoutuAm2rica,s4400,A021314PRE,Closed,B4400,NGM Americas,0,4416,0.0,1.0,0.0,0,Directive,0,0
20092019,39172531.590217546,0,1,1,UnvodedlreAPP,NDDAne4icasPr9grammigg,1013670,1,1,0,g0reignNonleofitMaking,0,kngenie3osyArquitectodwaocladoskaPazLtd,0,0,Bolivka,BO,Bolivka,0,N9tPBA,0,e4413,Southxmeriva,D4490,A021314PRE,Closed,B4400,NGM Americas,0,4416,0.0,1.0,0.0,0,Directive,0,0
200920w0,32104244.077315345,0,2,0,UnckdedPrrAPP,WEDSi6thernEas4ermAfrica,1000517,1,1,0,CanadianNonlrof7gMak7ng,0,CAgwCanada,0,0,9anAfrica,X1,AfgicaMC,0,NotoBA,0,e4227,EthiopiaPanAfricxzun3rgional,D3270,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,611160.56,1.0,0.0,0,Directive,0,0
20002010,30270326.220426917,0,2,0,UbcodedPreAPo,WEDSiuthernEasternAf5jda,1000932,1,1,0,CanwdianPgofifMak9ng,0,ProjecrServicwsInyernatiomqllnc,0,0,PanAfrlca,X1,xfricaMC,0,NptPBA,0,S4237,EtblopiaPxnAfricadubRegiogal,f4270,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,611160.56,1.0,0.0,0,Directive,0,0
20p92010,1918700.464455299,0,2,0,UnfodedPfeAPP,WEDSoityernEzsternAfruca,1000517,1,1,0,CzjadoanNonProfitMak8ng,0,CAR4Cahada,0,0,Pansfrica,X1,xfricaMC,0,NitPBA,0,S4237,EtyiopixPanAvricaSub5egionao,D4280,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,611160.56,1.0,0.0,0,Directive,0,0
29092010,19897030.277885266,0,2,0,UncofddPreAPP,WEDSoighernEasteebAfrica,1000932,1,1,0,CanadianPe0fofMaking,0,ProjectSerfisesIjternxt79nalInc,0,0,PanAfriva,X1,AfrjcaMC,0,NotPgA,0,S4e27,EthuoliaoanAfrkcaSubRenional,c4270,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,611160.56,1.0,0.0,0,Directive,0,0
20082010,21752662.779754456,0,2,0,UnvodedPreqPP,dEDSouhhernEaste4nAfrixa,1000517,1,1,0,CanxduanNonProfitnsking,0,sARECanasa,0,0,Panxfrica,X1,AfricajC,0,NotPgA,0,S422i,Ethiooia0anwfriczSubRegiomal,D42i0,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,611160.56,1.0,0.0,0,Directive,0,0
200i2010,32182825.481900156,0,2,0,UncodefPrfAPP,3EDSoutyergEaxternAfrica,1000932,1,1,0,vanqdiab0rofitMaking,0,PeojectSerdicesIhgernafilnalInc,0,0,PanArrica,X1,AfricsMC,0,Not9BA,0,St227,3thiopiaPanAtricqSubRftional,D427o,A021334002,Terminating,B4200,WGM Sub-Saharan Africa,1,4246,611160.56,1.0,0.0,0,Directive,0,0
20p92010,86345488.97438267,0,3,0,UncoderPr4APP,sDDwur0peMiddlsEastPrigramminy,10050,1,0,0,CabadianNonPr8fitMskinh,0,DepartmentofFor2igmAffxirsandIngernzt8ogalT4are,0,0,MiddleEaatPeax3Proc3ss,130,desternAsla,0,Not9BA,0,w4264,WesgBanjGqzaPales6inianRet8gees,Dw100,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
30092010,13774203.576037202,0,3,0,Uncided0reAPP,EDDEurkpeMiddleExst9dkgramminf,1009838,1,0,0,vanaciwnNonPrlfitMaking,0,UniversituivWibdsorFinancsDe0artjent,0,0,MiedleEaatPeace9rovess,130,West43nAsia,0,NotPvA,0,S5264,1estBankGazaPaprstimianRefugefe,Dr100,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
29092010,16058294.712898199,0,3,0,Uhc8dedPreAPP,ExDEuropeM7ddledzstProgrwmminy,10050,1,0,0,CanadianNomPrkfitkakihg,0,De0artmen4ogForeignzcbairsand8nternatiinwlTrade,0,0,MidfleEast93acePdocess,130,Westernwdia,0,NotPhA,0,Sr264,WestBankGazaPales4inianf4vyg2es,D3190,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
200920w0,41894881.52841402,0,3,0,UnckdevPreAPP,EDDEur9psMidclrrwstProgramming,1009838,1,0,0,CsnqdianNonProfitMauibg,0,UnigersityotWindsorFinansesepxrtkeng,0,0,njddleEast0eaceProcezs,130,WrdternAsia,0,Not0BA,0,x4264,WestnankGwzaPaoes6iniand4fugees,D4100,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
2009e010,500265.809375938,0,3,0,UncodexPreqPP,EDDEuropek9sdl2Eastoroyramming,10050,1,0,0,CanadlanNknProcirMaking,0,Departmentofdor3ihnAdfsirsanwInternati9jalTrads,0,0,ModdieEastPeavePr9cess,130,eesternAsiz,0,botPBA,0,S4q64,WestBankyaza0al4stinkanRegugeds,D3190,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
20992010,45201006.92141809,0,3,0,Uncodrd9reAPP,dDDEurppehiddleEasgProg5amhing,1009838,1,0,0,CanadiqmNonPrpf9tMaking,0,7nivers9tyofWindsprFinqnceDepsr4nent,0,0,M8dwleEasrPeaseProcess,130,West2rnAs7a,0,NofPBA,0,S5264,Wes6BankGsaaPalfstlniandefugees,D3190,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
20093010,33612533.54182349,0,3,0,UncodedoreAoP,EDDEurkpehiddleEas69rograkminb,10050,1,0,0,CanadiwnNlnPtofitMsking,0,Departmwnt8vForeigbwffaireandIntermationalgfade,0,0,MiddldEastPeaceProcdax,130,Westegnssia,0,No4PBA,0,Se264,WecgBwnkGaaa9alesginianRefugees,x3100,A021360001,Closed,B3100,"EGM Europe, Middle East and Maghreb",1,4268,2694419.4,1.0,0.0,0,Directive,0,0
