Fiscal year,Gender equality (marker),Sector ID,Regional program (marker),Project Browser country ID,Project number,Sector name,Biodiversity (marker),Organisation class,Untied amount(Project-level budget),Section name,Maximum CIDA contribution (project-level),Children issues (marker),Enviromental sustainability (marker),ICT as a tool for development (marker),Amount spent,Section ID,Sector percent,Branch ID,Fund centre ID,Fund centre name,Status,IRTC percent,Division ID,Youth issues (marker),FSTC percent,Knowledge for development (marker),Trade development (marker),CFLI (marker),Indigenous issues (marker),CountryRegion ID,Programming process (new),Participatory development and good governance,Urban issues (marker),Continent name,Branch name,Division name,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009/2010,0,11220,1,AR,A020910001,Primary education,0,Governmental,0.0,South America,1488850.78,1,1,0,193.389,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11220,1,AR,A020910001,Primary education,0,Unknown,0.0,South America,1488850.78,1,1,0,72.003,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,1,AR,A020910001,Basic health care,0,Governmental,0.0,South America,1488850.78,1,1,0,154.7112,S4413,0.08,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,1,AR,A020910001,Basic health care,0,Unknown,0.0,South America,1488850.78,1,1,0,57.6024,S4413,0.08,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,13030,1,AR,A020910001,Family planning,0,Governmental,0.0,South America,1488850.78,1,1,0,38.6778,S4413,0.02,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,13030,1,AR,A020910001,Family planning,0,Unknown,0.0,South America,1488850.78,1,1,0,14.4006,S4413,0.02,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,AR,A020910001,Public sector policy and administrative management,0,Governmental,0.0,South America,1488850.78,1,1,0,1547.112,S4413,0.8,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,AR,A020910001,Public sector policy and administrative management,0,Unknown,0.0,South America,1488850.78,1,1,0,576.024,S4413,0.8,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11220,1,CL,A020910001,Primary education,0,Governmental,0.0,South America,1488850.78,1,1,0,193.389,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11220,1,CL,A020910001,Primary education,0,Unknown,0.0,South America,1488850.78,1,1,0,72.003,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,1,CL,A020910001,Basic health care,0,Governmental,0.0,South America,1488850.78,1,1,0,154.7112,S4413,0.08,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,1,CL,A020910001,Basic health care,0,Unknown,0.0,South America,1488850.78,1,1,0,57.6024,S4413,0.08,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,13030,1,CL,A020910001,Family planning,0,Governmental,0.0,South America,1488850.78,1,1,0,38.6778,S4413,0.02,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,13030,1,CL,A020910001,Family planning,0,Unknown,0.0,South America,1488850.78,1,1,0,14.4006,S4413,0.02,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,CL,A020910001,Public sector policy and administrative management,0,Governmental,0.0,South America,1488850.78,1,1,0,1547.112,S4413,0.8,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,CL,A020910001,Public sector policy and administrative management,0,Unknown,0.0,South America,1488850.78,1,1,0,576.024,S4413,0.8,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11220,1,PY,A020910001,Primary education,0,Governmental,0.0,South America,1488850.78,1,1,0,193.389,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,11220,1,PY,A020910001,Primary education,0,Unknown,0.0,South America,1488850.78,1,1,0,72.003,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,1,PY,A020910001,Basic health care,0,Governmental,0.0,South America,1488850.78,1,1,0,154.7112,S4413,0.08,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,12220,1,PY,A020910001,Basic health care,0,Unknown,0.0,South America,1488850.78,1,1,0,57.6024,S4413,0.08,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,13030,1,PY,A020910001,Family planning,0,Governmental,0.0,South America,1488850.78,1,1,0,38.6778,S4413,0.02,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,13030,1,PY,A020910001,Family planning,0,Unknown,0.0,South America,1488850.78,1,1,0,14.4006,S4413,0.02,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,PY,A020910001,Public sector policy and administrative management,0,Governmental,0.0,South America,1488850.78,1,1,0,1547.112,S4413,0.8,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,1,PY,A020910001,Public sector policy and administrative management,0,Unknown,0.0,South America,1488850.78,1,1,0,576.024,S4413,0.8,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,50,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,12110,1,PY,A020910017,Health policy and administrative management,0,Civil Society,0.0,South America,861997.0,0,0,1,73790.0,S4413,0.25,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,12181,1,PY,A020910017,Medical education/training,0,Civil Society,0.0,South America,861997.0,0,0,1,29516.0,S4413,0.1,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,12230,1,PY,A020910017,Basic health infrastructure,0,Civil Society,0.0,South America,861997.0,0,0,1,73790.0,S4413,0.25,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,1,12281,1,PY,A020910017,Health personnel development,0,Civil Society,0.0,South America,861997.0,0,0,1,118064.0,S4413,0.4,B4400,4422,*Southern Cone,Closed,0.0,D4400,0,1.0,0,0,0,0,PY,Uncoded: Pre-APP,0,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15130,0,BO,A020910018,Legal and judicial development,0,Civil Society,329838.0,South America,329838.0,0,0,0,95109.75,S4413,0.75,B4400,4416,Bolivia,Closed,0.0,D4400,0,1.0,0,0,0,0,BO,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15160,0,BO,A020910018,Human rights,0,Civil Society,329838.0,South America,329838.0,0,0,0,31703.25,S4413,0.25,B4400,4416,Bolivia,Closed,0.0,D4400,0,1.0,0,0,0,0,BO,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15110,0,BR,A020911008,Public sector policy and administrative management,0,Civil Society,0.0,South America,2531353.0,0,1,1,114314.0,S4413,0.5,B4400,4418,Brazil,Closed,0.0,D4400,0,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,15153,0,BR,A020911008,Media and free flow of information,0,Civil Society,0.0,South America,2531353.0,0,1,1,22862.8,S4413,0.1,B4400,4418,Brazil,Closed,0.0,D4400,0,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,0,41010,0,BR,A020911008,Environmental policy and administrative management,0,Civil Society,0.0,South America,2531353.0,0,1,1,91451.2,S4413,0.4,B4400,4418,Brazil,Closed,0.0,D4400,0,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,12281,0,BR,A020911009,Health personnel development,0,Civil Society,0.0,South America,1713817.92,0,0,1,34455.201,S4413,0.3,B4400,4418,Brazil,Closed,0.0,D4400,0,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,25010,0,BR,A020911009,Business support services and institutions,0,Civil Society,0.0,South America,1713817.92,0,0,1,45940.268,S4413,0.4,B4400,4418,Brazil,Closed,0.0,D4400,0,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,32130,0,BR,A020911009,Small and medium-sized enterprises (SME) development,0,Civil Society,0.0,South America,1713817.92,0,0,1,34455.201,S4413,0.3,B4400,4418,Brazil,Closed,0.0,D4400,0,1.0,0,0,0,0,BR,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Responsive,1,Not PBA,0,0,0
2009/2010,2,15150,0,CD,A020982001,Democratic participation and civil society,0,Civil Society,4899012.2,Central Africa & Great Lakes Program,4899012.2,0,0,0,189293.25600000002,S4287,0.6,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,2,24040,0,CD,A020982001,Informal/semi-formal financial intermediaries,0,Civil Society,4899012.2,Central Africa & Great Lakes Program,4899012.2,0,0,0,126195.504,S4287,0.4,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15130,0,BD,A021170001,Legal and judicial development,0,Civil Society,17121139.37,Bangladesh Section,17121139.37,1,0,0,1295.0,S4122,1.0,B4100,4122,Bangladesh,Closed,0.0,D4100,1,1.0,0,0,0,0,BD,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15130,0,BD,A021170001,Legal and judicial development,0,Civil Society,17121139.37,Bangladesh Section,17121139.37,1,0,0,815612.94,S4122,1.0,B4100,4122,Bangladesh,Closed,0.0,D4100,1,1.0,0,0,0,0,BD,Uncoded: Pre-APP,1,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,15110,0,CD,A021224002,Public sector policy and administrative management,0,Individual,246397.97,Central Africa & Great Lakes Program,246397.97,0,0,0,2197.7129999999997,S4287,0.3,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,15150,0,CD,A021224002,Democratic participation and civil society,0,Individual,246397.97,Central Africa & Great Lakes Program,246397.97,0,0,0,2197.7129999999997,S4287,0.3,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,24040,0,CD,A021224002,Informal/semi-formal financial intermediaries,0,Individual,246397.97,Central Africa & Great Lakes Program,246397.97,0,0,0,2930.284,S4287,0.4,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,1,12110,0,PK,A021236001,Health policy and administrative management,0,Civil Society,6566164.53,"OAA Afghanistan, Pakistan and Sri Lanka",6566164.53,0,0,0,701241.285,S4141,0.5,B4100,4124,Pakistan,Closed,0.0,D4100,0,1.0,0,0,0,0,PK,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,12110,0,PK,A021236001,Health policy and administrative management,0,Civil Society,6566164.53,"OAA Afghanistan, Pakistan and Sri Lanka",6566164.53,0,0,0,13194.325,S4141,0.5,B4100,4124,Pakistan,Closed,0.0,D4100,0,1.0,0,0,0,0,PK,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,12281,0,PK,A021236001,Health personnel development,0,Civil Society,6566164.53,"OAA Afghanistan, Pakistan and Sri Lanka",6566164.53,0,0,0,701241.285,S4141,0.5,B4100,4124,Pakistan,Closed,0.0,D4100,0,1.0,0,0,0,0,PK,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,12281,0,PK,A021236001,Health personnel development,0,Civil Society,6566164.53,"OAA Afghanistan, Pakistan and Sri Lanka",6566164.53,0,0,0,13194.325,S4141,0.5,B4100,4124,Pakistan,Closed,0.0,D4100,0,1.0,0,0,0,0,PK,Uncoded: Pre-APP,0,0,Asia,OGM Asia Pacific,OAD Asia Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,11420,0,BO,A021314PRE,Higher education,0,Civil Society,0.0,South America,273083.86,0,1,0,13714.68,S4413,0.4,B4400,4416,Bolivia,Closed,0.0,D4400,0,1.0,0,0,0,0,BO,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,32262,0,BO,A021314PRE,Oil and gas,0,Civil Society,0.0,South America,273083.86,0,1,0,13714.68,S4413,0.4,B4400,4416,Bolivia,Closed,0.0,D4400,0,1.0,0,0,0,0,BO,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,1,41081,0,BO,A021314PRE,Environmental education/training,0,Civil Society,0.0,South America,273083.86,0,1,0,6857.34,S4413,0.2,B4400,4416,Bolivia,Closed,0.0,D4400,0,1.0,0,0,0,0,BO,Uncoded: Pre-APP,1,0,America,NGM Americas,NDD Americas Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,X1,A021334002,Democratic participation and civil society,0,Civil Society,611160.56,"Ethiopia, PanAfrica, SubRegional",611160.56,0,0,0,4329.733,S4227,0.1,B4200,4246,PanAfrica,Terminating,0.0,D4270,0,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,X1,A021334002,Democratic participation and civil society,0,Civil Society,611160.56,"Ethiopia, PanAfrica, SubRegional",611160.56,0,0,0,2565.288,S4227,0.1,B4200,4246,PanAfrica,Terminating,0.0,D4270,0,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,22010,1,X1,A021334002,Communications policy and administrative management,0,Civil Society,611160.56,"Ethiopia, PanAfrica, SubRegional",611160.56,0,0,0,25978.397999999997,S4227,0.6,B4200,4246,PanAfrica,Terminating,0.0,D4270,0,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,22010,1,X1,A021334002,Communications policy and administrative management,0,Civil Society,611160.56,"Ethiopia, PanAfrica, SubRegional",611160.56,0,0,0,15391.728000000001,S4227,0.6,B4200,4246,PanAfrica,Terminating,0.0,D4270,0,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,23210,1,X1,A021334002,"Energy generation, renewable sources - multiple technologies",0,Civil Society,611160.56,"Ethiopia, PanAfrica, SubRegional",611160.56,0,0,0,12989.198999999999,S4227,0.3,B4200,4246,PanAfrica,Terminating,0.0,D4270,0,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,23210,1,X1,A021334002,"Energy generation, renewable sources - multiple technologies",0,Civil Society,611160.56,"Ethiopia, PanAfrica, SubRegional",611160.56,0,0,0,7695.8640000000005,S4227,0.3,B4200,4246,PanAfrica,Terminating,0.0,D4270,0,1.0,0,0,0,0,X1,Uncoded: Pre-APP,1,0,Africa,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,YE,A021360001,Democratic participation and civil society,0,Governmental,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,3966.9448,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,YE,A021360001,Democratic participation and civil society,0,Civil Society,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,370.56699999999995,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,JO,A021360001,Democratic participation and civil society,0,Governmental,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,11900.8344,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,JO,A021360001,Democratic participation and civil society,0,Civil Society,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,1111.701,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,LB,A021360001,Democratic participation and civil society,0,Governmental,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,11900.8344,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,LB,A021360001,Democratic participation and civil society,0,Civil Society,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,1111.701,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,SY,A021360001,Democratic participation and civil society,0,Governmental,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,11900.8344,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,SY,A021360001,Democratic participation and civil society,0,Civil Society,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,1111.701,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,PS,A021360001,Democratic participation and civil society,0,Governmental,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,158677.792,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,15150,1,PS,A021360001,Democratic participation and civil society,0,Civil Society,2694419.4,West Bank Gaza & Palestinian Refugees,2694419.4,0,0,0,14822.68,S4264,1.0,B3100,4268,Middle East Peace Process,Closed,0.0,D3100,0,1.0,0,0,0,0,130,Uncoded: Pre-APP,0,0,Asia,"EGM Europe, Middle East and Maghreb",EDD Europe-Middle East Programming,Directive,1,Not PBA,0,0,0
2009/2010,0,12220,0,CD,A021363001,Basic health care,0,Civil Society,8846131.41,Central Africa & Great Lakes Program,8846131.41,0,0,0,13252.456,S4287,0.4,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,12220,0,CD,A021363001,Basic health care,0,Civil Society,8846131.41,Central Africa & Great Lakes Program,8846131.41,0,0,0,491765.76399999997,S4287,0.4,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,12230,0,CD,A021363001,Basic health infrastructure,0,Civil Society,8846131.41,Central Africa & Great Lakes Program,8846131.41,0,0,0,3313.114,S4287,0.1,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,12230,0,CD,A021363001,Basic health infrastructure,0,Civil Society,8846131.41,Central Africa & Great Lakes Program,8846131.41,0,0,0,122941.44099999999,S4287,0.1,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
2009/2010,0,12250,0,CD,A021363001,Infectious disease control,0,Civil Society,8846131.41,Central Africa & Great Lakes Program,8846131.41,0,0,0,6626.228,S4287,0.2,B4200,4298,Democratic Republic of Congo,Closed,0.0,D4207,0,1.0,0,0,0,0,CD,Uncoded: Pre-APP,0,0,Africa,WGM Sub-Saharan Africa,WWD West & Central Africa,Directive,1,Not PBA,0,0,0
